"plh0038","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1984","(noch) kein Abschluss","Schleswig-Holstein","11","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Hamburg","11","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Niedersachsen","46","0.560064129596559","0.460248200297404","0.659880058895713"
"Grosse Sorgen","1984","(noch) kein Abschluss","Bremen","3","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Nordrhein-Westfalen","187","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Hessen","64","0.496184260382537","0.413948393236073","0.578420127529002"
"Grosse Sorgen","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","36","0.474096018864749","0.35955183441722","0.588640203312278"
"Grosse Sorgen","1984","(noch) kein Abschluss","Baden-Wuerttemberg","109","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Bayern","60","0.564810752017809","0.477548221142166","0.652073282893451"
"Grosse Sorgen","1984","(noch) kein Abschluss","Saarland","","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Berlin","23","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Sachsen","","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Thueringen","","","",""
"Grosse Sorgen","1984","Hauptschule","Schleswig-Holstein","103","","",""
"Grosse Sorgen","1984","Hauptschule","Hamburg","96","0.58207773324695","0.506127548916826","0.658027917577073"
"Grosse Sorgen","1984","Hauptschule","Niedersachsen","351","0.484806630549544","0.448577425019379","0.521035836079708"
"Grosse Sorgen","1984","Hauptschule","Bremen","61","0.662029355499747","0.565372582656282","0.758686128343211"
"Grosse Sorgen","1984","Hauptschule","Nordrhein-Westfalen","1025","","",""
"Grosse Sorgen","1984","Hauptschule","Hessen","364","0.522770313808677","0.485847940162771","0.559692687454582"
"Grosse Sorgen","1984","Hauptschule","Rheinland-Pfalz,Saarland","303","0.503450322186397","0.463106062651661","0.543794581721133"
"Grosse Sorgen","1984","Hauptschule","Baden-Wuerttemberg","620","0.470463548279333","0.443779029391367","0.497148067167299"
"Grosse Sorgen","1984","Hauptschule","Bayern","618","0.487012033974174","0.459522355166506","0.514501712781843"
"Grosse Sorgen","1984","Hauptschule","Saarland","","","",""
"Grosse Sorgen","1984","Hauptschule","Berlin","124","","",""
"Grosse Sorgen","1984","Hauptschule","Brandenburg","","","",""
"Grosse Sorgen","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1984","Hauptschule","Sachsen","","","",""
"Grosse Sorgen","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1984","Hauptschule","Thueringen","","","",""
"Grosse Sorgen","1984","Realschule","Schleswig-Holstein","46","0.525962669548644","0.423930314778539","0.627995024318749"
"Grosse Sorgen","1984","Realschule","Hamburg","33","0.584679329155233","0.454447425255704","0.714911233054762"
"Grosse Sorgen","1984","Realschule","Niedersachsen","128","","",""
"Grosse Sorgen","1984","Realschule","Bremen","19","","",""
"Grosse Sorgen","1984","Realschule","Nordrhein-Westfalen","260","","",""
"Grosse Sorgen","1984","Realschule","Hessen","102","","",""
"Grosse Sorgen","1984","Realschule","Rheinland-Pfalz,Saarland","55","0.5168137898205","0.422568310942212","0.611059268698788"
"Grosse Sorgen","1984","Realschule","Baden-Wuerttemberg","138","","",""
"Grosse Sorgen","1984","Realschule","Bayern","208","","",""
"Grosse Sorgen","1984","Realschule","Saarland","","","",""
"Grosse Sorgen","1984","Realschule","Berlin","50","0.628745826945638","0.520124644876099","0.737367009015176"
"Grosse Sorgen","1984","Realschule","Brandenburg","","","",""
"Grosse Sorgen","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1984","Realschule","Sachsen","","","",""
"Grosse Sorgen","1984","Realschule","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1984","Realschule","Thueringen","","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Schleswig-Holstein","16","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Hamburg","26","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Niedersachsen","39","0.480823263199737","0.370647797891415","0.590998728508059"
"Grosse Sorgen","1984","(Fach-)Abitur","Bremen","9","0.918139273169222","0.74822096646832","1.08805757987012"
"Grosse Sorgen","1984","(Fach-)Abitur","Nordrhein-Westfalen","154","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Hessen","71","0.624531203609517","0.531908503400556","0.717153903818478"
"Grosse Sorgen","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","18","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Baden-Wuerttemberg","72","0.521930961960451","0.437354886081123","0.606507037839779"
"Grosse Sorgen","1984","(Fach-)Abitur","Bayern","96","0.693686320534334","0.616214564870937","0.77115807619773"
"Grosse Sorgen","1984","(Fach-)Abitur","Saarland","","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Berlin","23","","",""
