year,age_gr,sampreg,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,West,Very concerned,0.54338,1783,3398,0.52663,0.56013
1984,17-29 y.,West,Somewhat concerned,0.36224,1224,3398,0.34608,0.37841
1984,17-29 y.,West,Not concerned at all,0.09437,391,3398,0.08454,0.10420
1984,30-45 y.,West,Very concerned,0.51862,1952,3856,0.50285,0.53439
1984,30-45 y.,West,Somewhat concerned,0.38492,1444,3856,0.36956,0.40028
1984,30-45 y.,West,Not concerned at all,0.09646,460,3856,0.08714,0.10578
1984,46-65 y.,West,Very concerned,0.54435,1865,3521,0.52790,0.56080
1984,46-65 y.,West,Somewhat concerned,0.37009,1295,3521,0.35414,0.38604
1984,46-65 y.,West,Not concerned at all,0.08556,361,3521,0.07632,0.09480
1984,66 and older,West,Very concerned,0.52594,666,1257,0.49832,0.55355
1984,66 and older,West,Somewhat concerned,0.35910,446,1257,0.33257,0.38564
1984,66 and older,West,Not concerned at all,0.11496,145,1257,0.09732,0.13260
1985,17-29 y.,West,Very concerned,0.48251,1482,3102,0.46492,0.50009
1985,17-29 y.,West,Somewhat concerned,0.41126,1240,3102,0.39394,0.42858
1985,17-29 y.,West,Not concerned at all,0.10624,380,3102,0.09539,0.11708
1985,30-45 y.,West,Very concerned,0.48397,1705,3451,0.46730,0.50065
1985,30-45 y.,West,Somewhat concerned,0.41865,1349,3451,0.40218,0.43511
1985,30-45 y.,West,Not concerned at all,0.09738,397,3451,0.08749,0.10728
1985,46-65 y.,West,Very concerned,0.49931,1580,3256,0.48214,0.51649
1985,46-65 y.,West,Somewhat concerned,0.40121,1319,3256,0.38437,0.41805
1985,46-65 y.,West,Not concerned at all,0.09948,357,3256,0.08920,0.10976
1985,66 and older,West,Very concerned,0.49279,527,1082,0.46299,0.52260
1985,66 and older,West,Somewhat concerned,0.37823,410,1082,0.34932,0.40713
1985,66 and older,West,Not concerned at all,0.12898,145,1082,0.10900,0.14896
1986,17-29 y.,West,Very concerned,0.46548,1405,3026,0.44771,0.48326
1986,17-29 y.,West,Somewhat concerned,0.41774,1242,3026,0.40016,0.43531
1986,17-29 y.,West,Not concerned at all,0.11678,379,3026,0.10534,0.12823
1986,30-45 y.,West,Very concerned,0.44248,1453,3237,0.42536,0.45959
1986,30-45 y.,West,Somewhat concerned,0.43320,1352,3237,0.41613,0.45028
1986,30-45 y.,West,Not concerned at all,0.12432,432,3237,0.11295,0.13569
1986,46-65 y.,West,Very concerned,0.46292,1474,3201,0.44564,0.48019
1986,46-65 y.,West,Somewhat concerned,0.42948,1345,3201,0.41233,0.44663
1986,46-65 y.,West,Not concerned at all,0.10761,382,3201,0.09687,0.11834
1986,66 and older,West,Very concerned,0.43616,443,1022,0.40574,0.46658
1986,66 and older,West,Somewhat concerned,0.41392,421,1022,0.38370,0.44413
1986,66 and older,West,Not concerned at all,0.14993,158,1022,0.12803,0.17182
1987,17-29 y.,West,Very concerned,0.44939,1277,2974,0.43150,0.46727
1987,17-29 y.,West,Somewhat concerned,0.45280,1361,2974,0.43491,0.47069
1987,17-29 y.,West,Not concerned at all,0.09781,336,2974,0.08714,0.10849
1987,30-45 y.,West,Very concerned,0.44857,1383,3137,0.43116,0.46598
1987,30-45 y.,West,Somewhat concerned,0.44131,1369,3137,0.42394,0.45869
1987,30-45 y.,West,Not concerned at all,0.11012,385,3137,0.09916,0.12107
1987,46-65 y.,West,Very concerned,0.46217,1416,3181,0.44485,0.47950
1987,46-65 y.,West,Somewhat concerned,0.43211,1371,3181,0.41489,0.44933
1987,46-65 y.,West,Not concerned at all,0.10572,394,3181,0.09503,0.11640
1987,66 and older,West,Very concerned,0.49803,509,1046,0.46771,0.52834
1987,66 and older,West,Somewhat concerned,0.35216,374,1046,0.32320,0.38112
1987,66 and older,West,Not concerned at all,0.14981,163,1046,0.12817,0.17145
1988,17-29 y.,West,Very concerned,0.39456,1122,2841,0.37658,0.41253
1988,17-29 y.,West,Somewhat concerned,0.47557,1334,2841,0.45721,0.49394
