year,regtyp,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No answer / don't know,Very concerned,0.53404,6266,12032,0.52512,0.54295
1984,No answer / don't know,Somewhat concerned,0.37018,4409,12032,0.36155,0.37881
1984,No answer / don't know,Not concerned at all,0.09579,1357,12032,0.09053,0.10104
1985,Urban regions,Very concerned,0.49853,4236,8583,0.48795,0.50911
1985,Urban regions,Somewhat concerned,0.39425,3310,8583,0.38391,0.40458
1985,Urban regions,Not concerned at all,0.10722,1037,8583,0.10068,0.11377
1985,Rural regions,Very concerned,0.46316,1058,2308,0.44281,0.48351
1985,Rural regions,Somewhat concerned,0.43568,1008,2308,0.41544,0.45591
1985,Rural regions,Not concerned at all,0.10116,242,2308,0.08886,0.11347
1986,Urban regions,Very concerned,0.46127,3829,8279,0.45054,0.47201
1986,Urban regions,Somewhat concerned,0.42148,3411,8279,0.41084,0.43211
1986,Urban regions,Not concerned at all,0.11725,1039,8279,0.11032,0.12418
1986,Rural regions,Very concerned,0.42949,946,2207,0.40883,0.45015
1986,Rural regions,Somewhat concerned,0.43516,949,2207,0.41447,0.45585
1986,Rural regions,Not concerned at all,0.13535,312,2207,0.12108,0.14963
1987,Urban regions,Very concerned,0.47087,3655,8156,0.46004,0.48171
1987,Urban regions,Somewhat concerned,0.41645,3494,8156,0.40575,0.42715
1987,Urban regions,Not concerned at all,0.11268,1007,8156,0.10582,0.11954
1987,Rural regions,Very concerned,0.43365,930,2182,0.41285,0.45445
1987,Rural regions,Somewhat concerned,0.45298,981,2182,0.43209,0.47387
1987,Rural regions,Not concerned at all,0.11337,271,2182,0.10006,0.12667
1988,Urban regions,Very concerned,0.41100,3138,7830,0.40010,0.42190
1988,Urban regions,Somewhat concerned,0.46405,3692,7830,0.45301,0.47510
1988,Urban regions,Not concerned at all,0.12495,1000,7830,0.11762,0.13227
1988,Rural regions,Very concerned,0.39489,841,2046,0.37371,0.41608
1988,Rural regions,Somewhat concerned,0.47361,936,2046,0.45197,0.49525
1988,Rural regions,Not concerned at all,0.13150,269,2046,0.11685,0.14614
1989,Urban regions,Very concerned,0.34444,2621,7618,0.33377,0.35511
1989,Urban regions,Somewhat concerned,0.47373,3598,7618,0.46252,0.48494
1989,Urban regions,Not concerned at all,0.18183,1399,7618,0.17316,0.19049
1989,Rural regions,Very concerned,0.32136,650,1934,0.30054,0.34218
1989,Rural regions,Somewhat concerned,0.48882,928,1934,0.46654,0.51111
1989,Rural regions,Not concerned at all,0.18982,356,1934,0.17234,0.20730
1990,No answer / don't know,Somewhat concerned,0.33231,33,33,0.16910,0.49552
1990,Urban regions,Very concerned,0.27237,2577,8888,0.26311,0.28162
1990,Urban regions,Somewhat concerned,0.47257,4147,8888,0.46219,0.48295
1990,Urban regions,Not concerned at all,0.25506,2164,8888,0.24600,0.26413
1990,Rural regions,Very concerned,0.32382,1696,4798,0.31058,0.33707
1990,Rural regions,Somewhat concerned,0.44701,2097,4798,0.43294,0.46108
