year,bula_h,sex,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,male,Very concerned,0.44873,82,161,0.37166,0.52580
1984,Schleswig-Holstein,male,Somewhat concerned,0.41348,79,161,0.33718,0.48979
1984,Schleswig-Holstein,female,Very concerned,0.52595,102,176,0.45197,0.59994
1984,Schleswig-Holstein,female,Somewhat concerned,0.36208,74,176,0.29087,0.43329
1984,Hamburg,male,Very concerned,0.56399,85,130,0.47842,0.64957
1984,Hamburg,male,Somewhat concerned,0.29964,45,130,0.22059,0.37870
1984,Hamburg,female,Very concerned,0.60105,94,139,0.51935,0.68275
1984,Hamburg,female,Somewhat concerned,0.30504,45,139,0.22822,0.38186
1984,Lower Saxony,male,Very concerned,0.45726,267,589,0.41699,0.49752
1984,Lower Saxony,male,Somewhat concerned,0.40894,236,589,0.36920,0.44868
1984,Lower Saxony,male,Not concerned at all,0.13380,86,589,0.10629,0.16132
1984,Lower Saxony,female,Very concerned,0.55380,344,625,0.51480,0.59280
1984,Lower Saxony,female,Somewhat concerned,0.37860,235,625,0.34055,0.41666
1984,Lower Saxony,female,Not concerned at all,0.06760,46,625,0.04790,0.08729
1984,Bremen,male,Very concerned,0.72014,45,45,0.58748,0.85279
1984,Bremen,female,Very concerned,0.66604,48,48,0.53121,0.80088
1984,North Rhine-Westphalia,male,Very concerned,0.52923,809,1580,0.50461,0.55385
1984,North Rhine-Westphalia,male,Somewhat concerned,0.35417,568,1580,0.33058,0.37776
1984,North Rhine-Westphalia,male,Not concerned at all,0.11660,203,1580,0.10077,0.13243
1984,North Rhine-Westphalia,female,Very concerned,0.61407,958,1631,0.59044,0.63770
1984,North Rhine-Westphalia,female,Somewhat concerned,0.32161,547,1631,0.29893,0.34428
1984,North Rhine-Westphalia,female,Not concerned at all,0.06432,126,1631,0.05241,0.07623
1984,Hesse,male,Very concerned,0.50588,314,624,0.46662,0.54514
1984,Hesse,male,Somewhat concerned,0.38257,229,624,0.34440,0.42073
1984,Hesse,male,Not concerned at all,0.11156,81,624,0.08684,0.13628
1984,Hesse,female,Very concerned,0.56842,349,619,0.52937,0.60747
1984,Hesse,female,Somewhat concerned,0.34610,215,619,0.30859,0.38360
1984,Hesse,female,Not concerned at all,0.08548,55,619,0.06344,0.10753
1984,"Rhineland-Palatinate, Saarland",male,Very concerned,0.46049,193,384,0.41057,0.51041
1984,"Rhineland-Palatinate, Saarland",male,Somewhat concerned,0.47366,191,384,0.42366,0.52367
1984,"Rhineland-Palatinate, Saarland",female,Very concerned,0.56980,249,410,0.52182,0.61778
1984,"Rhineland-Palatinate, Saarland",female,Somewhat concerned,0.38885,161,410,0.34160,0.43609
1984,Baden-Wuerttemberg,male,Very concerned,0.45117,485,1108,0.42186,0.48049
1984,Baden-Wuerttemberg,male,Somewhat concerned,0.38856,405,1108,0.35985,0.41728
1984,Baden-Wuerttemberg,male,Not concerned at all,0.16026,218,1108,0.13865,0.18188
1984,Baden-Wuerttemberg,female,Very concerned,0.50224,533,1124,0.47299,0.53148
1984,Baden-Wuerttemberg,female,Somewhat concerned,0.39963,428,1124,0.37098,0.42828
1984,Baden-Wuerttemberg,female,Not concerned at all,0.09813,163,1124,0.08073,0.11553
1984,Bavaria,male,Very concerned,0.46921,459,978,0.43791,0.50050
1984,Bavaria,male,Somewhat concerned,0.41998,408,978,0.38903,0.45093
1984,Bavaria,male,Not concerned at all,0.11081,111,978,0.09113,0.13050
1984,Bavaria,female,Very concerned,0.56647,614,1082,0.53693,0.59601
1984,Bavaria,female,Somewhat concerned,0.36756,389,1082,0.33882,0.39631
1984,Bavaria,female,Not concerned at all,0.06597,79,1082,0.05117,0.08077
1984,Berlin,male,Very concerned,0.57349,111,173,0.49958,0.64740
1984,Berlin,male,Somewhat concerned,0.31738,62,173,0.24781,0.38694
1984,Berlin,female,Very concerned,0.61195,125,194,0.54320,0.68071
1984,Berlin,female,Somewhat concerned,0.32100,69,194,0.25514,0.38687
1985,Schleswig-Holstein,male,Very concerned,0.36773,64,142,0.28814,0.44732
1985,Schleswig-Holstein,male,Somewhat concerned,0.48742,78,142,0.40491,0.56992
1985,Schleswig-Holstein,female,Very concerned,0.51446,89,161,0.43701,0.59190
1985,Schleswig-Holstein,female,Somewhat concerned,0.40604,72,161,0.32994,0.48213
1985,Hamburg,male,Very concerned,0.46571,73,118,0.37532,0.55610
1985,Hamburg,male,Somewhat concerned,0.34837,45,118,0.26204,0.43471
1985,Hamburg,female,Very concerned,0.52510,77,130,0.43892,0.61128
1985,Hamburg,female,Somewhat concerned,0.40815,53,130,0.32333,0.49296
1985,Lower Saxony,male,Very concerned,0.40640,219,536,0.36478,0.44802
1985,Lower Saxony,male,Somewhat concerned,0.46098,244,536,0.41874,0.50322
1985,Lower Saxony,male,Not concerned at all,0.13262,73,536,0.10388,0.16136
1985,Lower Saxony,female,Very concerned,0.53138,298,559,0.48998,0.57279
1985,Lower Saxony,female,Somewhat concerned,0.39018,216,559,0.34970,0.43065
1985,Lower Saxony,female,Not concerned at all,0.07844,45,559,0.05613,0.10075
1985,Bremen,male,Very concerned,0.63497,36,36,0.47547,0.79447
1985,Bremen,female,Very concerned,0.71030,44,44,0.57472,0.84589
1985,North Rhine-Westphalia,male,Very concerned,0.43868,637,1450,0.41313,0.46423
1985,North Rhine-Westphalia,male,Somewhat concerned,0.43278,617,1450,0.40727,0.45829
1985,North Rhine-Westphalia,male,Not concerned at all,0.12854,196,1450,0.11131,0.14577
1985,North Rhine-Westphalia,female,Very concerned,0.54561,775,1465,0.52010,0.57112
1985,North Rhine-Westphalia,female,Somewhat concerned,0.36717,535,1465,0.34248,0.39187
1985,North Rhine-Westphalia,female,Not concerned at all,0.08722,155,1465,0.07276,0.10167
1985,Hesse,male,Very concerned,0.50549,285,566,0.46427,0.54672
1985,Hesse,male,Somewhat concerned,0.36825,201,566,0.32848,0.40802
1985,Hesse,male,Not concerned at all,0.12626,80,566,0.09887,0.15365
1985,Hesse,female,Very concerned,0.55504,305,560,0.51384,0.59623
1985,Hesse,female,Somewhat concerned,0.35728,200,560,0.31755,0.39700
1985,Hesse,female,Not concerned at all,0.08769,55,560,0.06424,0.11113
1985,"Rhineland-Palatinate, Saarland",male,Very concerned,0.46500,175,376,0.41452,0.51548
1985,"Rhineland-Palatinate, Saarland",male,Somewhat concerned,0.43547,162,376,0.38529,0.48566
1985,"Rhineland-Palatinate, Saarland",male,Not concerned at all,0.09953,39,376,0.06923,0.12983
1985,"Rhineland-Palatinate, Saarland",female,Very concerned,0.49865,190,356,0.44664,0.55067
1985,"Rhineland-Palatinate, Saarland",female,Somewhat concerned,0.43534,166,356,0.38376,0.48691
1985,Baden-Wuerttemberg,male,Very concerned,0.42943,428,1009,0.39888,0.45999
1985,Baden-Wuerttemberg,male,Somewhat concerned,0.42148,409,1009,0.39100,0.45196
1985,Baden-Wuerttemberg,male,Not concerned at all,0.14908,172,1009,0.12710,0.17107
1985,Baden-Wuerttemberg,female,Very concerned,0.46882,469,1016,0.43812,0.49952
1985,Baden-Wuerttemberg,female,Somewhat concerned,0.41376,405,1016,0.38346,0.44406
1985,Baden-Wuerttemberg,female,Not concerned at all,0.11742,142,1016,0.09761,0.13722
1985,Bavaria,male,Very concerned,0.44323,403,896,0.41068,0.47577
1985,Bavaria,male,Somewhat concerned,0.44539,387,896,0.41283,0.47795
1985,Bavaria,male,Not concerned at all,0.11138,106,896,0.09077,0.13199
1985,Bavaria,female,Very concerned,0.55101,538,973,0.51975,0.58228
1985,Bavaria,female,Somewhat concerned,0.38172,364,973,0.35118,0.41226
1985,Bavaria,female,Not concerned at all,0.06727,71,973,0.05152,0.08301
1985,Berlin,male,Very concerned,0.54615,95,157,0.46802,0.62428
1985,Berlin,male,Somewhat concerned,0.34438,62,157,0.26982,0.41895
1985,Berlin,female,Very concerned,0.48036,94,171,0.40525,0.55546
1985,Berlin,female,Somewhat concerned,0.40698,77,171,0.33313,0.48083
1986,Schleswig-Holstein,male,Very concerned,0.36137,53,127,0.27749,0.44526
1986,Schleswig-Holstein,male,Somewhat concerned,0.43047,74,127,0.34401,0.51693
1986,Schleswig-Holstein,female,Very concerned,0.42503,62,146,0.34457,0.50550
1986,Schleswig-Holstein,female,Somewhat concerned,0.47791,84,146,0.39661,0.55922
1986,Hamburg,male,Very concerned,0.41200,55,110,0.31959,0.50440
1986,Hamburg,male,Somewhat concerned,0.45030,55,110,0.35690,0.54371
1986,Hamburg,female,Very concerned,0.53172,71,112,0.43889,0.62455
1986,Hamburg,female,Somewhat concerned,0.34398,41,112,0.25561,0.43235
1986,Lower Saxony,male,Very concerned,0.38905,215,537,0.34777,0.43032
1986,Lower Saxony,male,Somewhat concerned,0.46202,233,537,0.41981,0.50423
1986,Lower Saxony,male,Not concerned at all,0.14893,89,537,0.11879,0.17907
1986,Lower Saxony,female,Very concerned,0.48430,278,564,0.44302,0.52558
1986,Lower Saxony,female,Somewhat concerned,0.41079,221,564,0.37015,0.45143
1986,Lower Saxony,female,Not concerned at all,0.10491,65,564,0.07960,0.13023
1986,Bremen,male,Very concerned,0.58063,31,31,0.40405,0.75721
1986,Bremen,female,Very concerned,0.55565,34,34,0.38611,0.72518
