year,pgisced97,regtyp,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No answer / don't know,No answer / don't know,Very concerned,0.53515,33,33,0.36233,0.70796
1984,Pre-primary Level,No answer / don't know,Very concerned,0.55386,107,162,0.47707,0.63064
1984,Pre-primary Level,No answer / don't know,Somewhat concerned,0.31278,55,162,0.24116,0.38440
1984,Primary Level,No answer / don't know,Very concerned,0.40232,392,975,0.37153,0.43312
1984,Primary Level,No answer / don't know,Somewhat concerned,0.36450,345,975,0.33428,0.39473
1984,Primary Level,No answer / don't know,Not concerned at all,0.23318,238,975,0.20662,0.25973
1984,Lower Secondary Level,No answer / don't know,Very concerned,0.52642,1761,3413,0.50966,0.54317
1984,Lower Secondary Level,No answer / don't know,Somewhat concerned,0.37549,1255,3413,0.35924,0.39174
1984,Lower Secondary Level,No answer / don't know,Not concerned at all,0.09809,397,3413,0.08811,0.10807
1984,Upper Secondary Level,No answer / don't know,Very concerned,0.53469,2980,5650,0.52168,0.54769
1984,Upper Secondary Level,No answer / don't know,Somewhat concerned,0.37505,2125,5650,0.36242,0.38767
1984,Upper Secondary Level,No answer / don't know,Not concerned at all,0.09027,545,5650,0.08279,0.09774
1984,Post-secondary Non-tertiary Level,No answer / don't know,Very concerned,0.62769,189,280,0.57096,0.68441
1984,Post-secondary Non-tertiary Level,No answer / don't know,Somewhat concerned,0.28342,91,280,0.23054,0.33630
1984,First Stage of Tertiary Education,No answer / don't know,Very concerned,0.54263,358,655,0.50445,0.58081
1984,First Stage of Tertiary Education,No answer / don't know,Somewhat concerned,0.37421,245,655,0.33712,0.41130
1984,First Stage of Tertiary Education,No answer / don't know,Not concerned at all,0.08316,52,655,0.06200,0.10433
1984,Second Stage of Tertiary Education,No answer / don't know,Very concerned,0.56069,446,782,0.52588,0.59549
1984,Second Stage of Tertiary Education,No answer / don't know,Somewhat concerned,0.35094,271,782,0.31747,0.38441
1984,Second Stage of Tertiary Education,No answer / don't know,Not concerned at all,0.08837,65,782,0.06847,0.10828
1985,No answer / don't know,Urban regions,Very concerned,0.49769,43,77,0.38527,0.61010
1985,No answer / don't know,Urban regions,Somewhat concerned,0.36769,34,77,0.25929,0.47610
1985,Pre-primary Level,Urban regions,Very concerned,0.48231,70,126,0.39471,0.56991
1985,Pre-primary Level,Urban regions,Somewhat concerned,0.37773,56,126,0.29274,0.46272
1985,Primary Level,Urban regions,Very concerned,0.40394,299,705,0.36769,0.44019
1985,Primary Level,Urban regions,Somewhat concerned,0.38557,263,705,0.34961,0.42152
1985,Primary Level,Urban regions,Not concerned at all,0.21049,143,705,0.18038,0.24061
1985,Primary Level,Rural regions,Very concerned,0.45011,47,78,0.33898,0.56123
1985,Primary Level,Rural regions,Somewhat concerned,0.34852,31,78,0.24209,0.45495
1985,Lower Secondary Level,Urban regions,Very concerned,0.48993,1107,2289,0.46945,0.51042
1985,Lower Secondary Level,Urban regions,Somewhat concerned,0.38864,868,2289,0.36867,0.40861
1985,Lower Secondary Level,Urban regions,Not concerned at all,0.12143,314,2289,0.10804,0.13481
1985,Lower Secondary Level,Rural regions,Very concerned,0.47402,341,731,0.43779,0.51024
1985,Lower Secondary Level,Rural regions,Somewhat concerned,0.43075,319,731,0.39483,0.46667
1985,Lower Secondary Level,Rural regions,Not concerned at all,0.09524,71,731,0.07394,0.11653
1985,Upper Secondary Level,Urban regions,Very concerned,0.50750,2028,4008,0.49202,0.52298
1985,Upper Secondary Level,Urban regions,Somewhat concerned,0.39256,1557,4008,0.37744,0.40768
1985,Upper Secondary Level,Urban regions,Not concerned at all,0.09994,423,4008,0.09065,0.10922
1985,Upper Secondary Level,Rural regions,Very concerned,0.46523,515,1125,0.43607,0.49439
1985,Upper Secondary Level,Rural regions,Somewhat concerned,0.43381,497,1125,0.40484,0.46279
1985,Upper Secondary Level,Rural regions,Not concerned at all,0.10096,113,1125,0.08334,0.11857
1985,Post-secondary Non-tertiary Level,Urban regions,Very concerned,0.55804,128,211,0.49087,0.62520
1985,Post-secondary Non-tertiary Level,Urban regions,Somewhat concerned,0.39363,83,211,0.32755,0.45970
1985,First Stage of Tertiary Education,Urban regions,Very concerned,0.46045,225,482,0.41591,0.50500
1985,First Stage of Tertiary Education,Urban regions,Somewhat concerned,0.44546,211,482,0.40104,0.48988
1985,First Stage of Tertiary Education,Urban regions,Not concerned at all,0.09408,46,482,0.06799,0.12018
1985,First Stage of Tertiary Education,Rural regions,Very concerned,0.37225,49,121,0.28576,0.45874
1985,First Stage of Tertiary Education,Rural regions,Somewhat concerned,0.53686,72,121,0.44765,0.62608
1985,Second Stage of Tertiary Education,Urban regions,Very concerned,0.51496,336,626,0.47578,0.55414
1985,Second Stage of Tertiary Education,Urban regions,Somewhat concerned,0.38812,238,626,0.34991,0.42632
1985,Second Stage of Tertiary Education,Urban regions,Not concerned at all,0.09692,52,626,0.07373,0.12012
1985,Second Stage of Tertiary Education,Rural regions,Very concerned,0.49511,62,114,0.40293,0.58730
1985,Second Stage of Tertiary Education,Rural regions,Somewhat concerned,0.43972,52,114,0.34820,0.53123
1986,No answer / don't know,Urban regions,Very concerned,0.51751,40,75,0.40366,0.63136
1986,No answer / don't know,Urban regions,Somewhat concerned,0.33062,35,75,0.22343,0.43781
1986,Pre-primary Level,Urban regions,Very concerned,0.44255,73,147,0.36198,0.52312
1986,Pre-primary Level,Urban regions,Somewhat concerned,0.47542,74,147,0.39441,0.55643
1986,Primary Level,Urban regions,Very concerned,0.37465,262,662,0.33775,0.41155
1986,Primary Level,Urban regions,Somewhat concerned,0.39084,259,662,0.35364,0.42803
1986,Primary Level,Urban regions,Not concerned at all,0.23452,141,662,0.20221,0.26682
1986,Primary Level,Rural regions,Very concerned,0.44205,41,78,0.33113,0.55298
1986,Primary Level,Rural regions,Somewhat concerned,0.29249,37,78,0.19088,0.39410
1986,Lower Secondary Level,Urban regions,Very concerned,0.45449,1011,2183,0.43359,0.47538
1986,Lower Secondary Level,Urban regions,Somewhat concerned,0.41880,889,2183,0.39810,0.43950
1986,Lower Secondary Level,Urban regions,Not concerned at all,0.12672,283,2183,0.11276,0.14067
1986,Lower Secondary Level,Rural regions,Very concerned,0.46096,313,692,0.42380,0.49813
1986,Lower Secondary Level,Rural regions,Somewhat concerned,0.41033,284,692,0.37365,0.44700
1986,Lower Secondary Level,Rural regions,Not concerned at all,0.12871,95,692,0.10374,0.15368
1986,Upper Secondary Level,Urban regions,Very concerned,0.46826,1828,3873,0.45255,0.48398
1986,Upper Secondary Level,Urban regions,Somewhat concerned,0.41440,1579,3873,0.39889,0.42992
1986,Upper Secondary Level,Urban regions,Not concerned at all,0.11733,466,3873,0.10720,0.12747
1986,Upper Secondary Level,Rural regions,Very concerned,0.40770,446,1080,0.37838,0.43702
1986,Upper Secondary Level,Rural regions,Somewhat concerned,0.46358,491,1080,0.43382,0.49333
1986,Upper Secondary Level,Rural regions,Not concerned at all,0.12872,143,1080,0.10874,0.14870
1986,Post-secondary Non-tertiary Level,Urban regions,Very concerned,0.49130,110,210,0.42352,0.55907
1986,Post-secondary Non-tertiary Level,Urban regions,Somewhat concerned,0.43249,100,210,0.36532,0.49966
1986,First Stage of Tertiary Education,Urban regions,Very concerned,0.44643,204,454,0.40065,0.49221
1986,First Stage of Tertiary Education,Urban regions,Somewhat concerned,0.45534,207,454,0.40948,0.50120
1986,First Stage of Tertiary Education,Urban regions,Not concerned at all,0.09823,43,454,0.07082,0.12563
1986,First Stage of Tertiary Education,Rural regions,Very concerned,0.40795,51,103,0.31257,0.50333
1986,First Stage of Tertiary Education,Rural regions,Somewhat concerned,0.42085,52,103,0.32504,0.51666
1986,Second Stage of Tertiary Education,Urban regions,Very concerned,0.46534,301,622,0.42611,0.50457
1986,Second Stage of Tertiary Education,Urban regions,Somewhat concerned,0.44922,268,622,0.41009,0.48834
1986,Second Stage of Tertiary Education,Urban regions,Not concerned at all,0.08545,53,622,0.06346,0.10743
1986,Second Stage of Tertiary Education,Rural regions,Very concerned,0.41989,53,109,0.32680,0.51297
1986,Second Stage of Tertiary Education,Rural regions,Somewhat concerned,0.44830,56,109,0.35451,0.54210
1987,No answer / don't know,Urban regions,Very concerned,0.41777,40,85,0.31230,0.52324
1987,No answer / don't know,Urban regions,Somewhat concerned,0.43083,45,85,0.32494,0.53673
1987,Pre-primary Level,Urban regions,Very concerned,0.52712,79,143,0.44500,0.60924
1987,Pre-primary Level,Urban regions,Somewhat concerned,0.35532,64,143,0.27659,0.43404
1987,Primary Level,Urban regions,Very concerned,0.36508,234,637,0.32766,0.40250
1987,Primary Level,Urban regions,Somewhat concerned,0.44064,284,637,0.40206,0.47923
1987,Primary Level,Urban regions,Not concerned at all,0.19428,119,637,0.16353,0.22503
1987,Primary Level,Rural regions,Very concerned,0.41663,34,70,0.30030,0.53296
1987,Primary Level,Rural regions,Somewhat concerned,0.35153,36,70,0.23887,0.46419
1987,Lower Secondary Level,Urban regions,Very concerned,0.46996,922,2134,0.44878,0.49114
1987,Lower Secondary Level,Urban regions,Somewhat concerned,0.40438,919,2134,0.38356,0.42521
1987,Lower Secondary Level,Urban regions,Not concerned at all,0.12566,293,2134,0.11159,0.13972
1987,Lower Secondary Level,Rural regions,Very concerned,0.46221,294,661,0.42417,0.50024
1987,Lower Secondary Level,Rural regions,Somewhat concerned,0.42073,283,661,0.38307,0.45840
1987,Lower Secondary Level,Rural regions,Not concerned at all,0.11706,84,661,0.09253,0.14159
1987,Upper Secondary Level,Urban regions,Very concerned,0.47498,1768,3827,0.45916,0.49081
1987,Upper Secondary Level,Urban regions,Somewhat concerned,0.42116,1643,3827,0.40552,0.43681
1987,Upper Secondary Level,Urban regions,Not concerned at all,0.10385,416,3827,0.09419,0.11352
1987,Upper Secondary Level,Rural regions,Very concerned,0.42763,471,1098,0.39836,0.45691
1987,Upper Secondary Level,Rural regions,Somewhat concerned,0.47093,513,1098,0.44139,0.50046
1987,Upper Secondary Level,Rural regions,Not concerned at all,0.10144,114,1098,0.08357,0.11931
1987,Post-secondary Non-tertiary Level,Urban regions,Very concerned,0.49163,112,205,0.42302,0.56023
1987,Post-secondary Non-tertiary Level,Urban regions,Somewhat concerned,0.41071,93,205,0.34320,0.47822
1987,First Stage of Tertiary Education,Urban regions,Very concerned,0.45796,202,440,0.41135,0.50456
1987,First Stage of Tertiary Education,Urban regions,Somewhat concerned,0.43792,194,440,0.39151,0.48433
1987,First Stage of Tertiary Education,Urban regions,Not concerned at all,0.10412,44,440,0.07555,0.13270
1987,First Stage of Tertiary Education,Rural regions,Very concerned,0.33177,41,99,0.23855,0.42499
1987,First Stage of Tertiary Education,Rural regions,Somewhat concerned,0.50043,58,99,0.40144,0.59943
1987,Second Stage of Tertiary Education,Urban regions,Very concerned,0.47546,298,618,0.43606,0.51487
1987,Second Stage of Tertiary Education,Urban regions,Somewhat concerned,0.41038,252,618,0.37156,0.44919
1987,Second Stage of Tertiary Education,Urban regions,Not concerned at all,0.11416,68,618,0.08907,0.13925
1987,Second Stage of Tertiary Education,Rural regions,Very concerned,0.40633,50,112,0.31496,0.49770
1987,Second Stage of Tertiary Education,Rural regions,Somewhat concerned,0.49852,62,112,0.40551,0.59154
1988,No answer / don't know,Urban regions,Very concerned,0.33933,38,100,0.24606,0.43260
1988,No answer / don't know,Urban regions,Somewhat concerned,0.47262,62,100,0.37427,0.57097
1988,Pre-primary Level,Urban regions,Very concerned,0.43974,53,114,0.34823,0.53126
1988,Pre-primary Level,Urban regions,Somewhat concerned,0.44454,61,114,0.35292,0.53616
1988,Primary Level,Urban regions,Very concerned,0.34856,210,587,0.30998,0.38714
1988,Primary Level,Urban regions,Somewhat concerned,0.48564,277,587,0.44517,0.52610
1988,Primary Level,Urban regions,Not concerned at all,0.16580,100,587,0.13569,0.19591
1988,Primary Level,Rural regions,Very concerned,0.47002,46,46,0.32420,0.61585
1988,Lower Secondary Level,Urban regions,Very concerned,0.42502,836,2084,0.40379,0.44625
1988,Lower Secondary Level,Urban regions,Somewhat concerned,0.46014,984,2084,0.43874,0.48155
1988,Lower Secondary Level,Urban regions,Not concerned at all,0.11484,264,2084,0.10115,0.12853
1988,Lower Secondary Level,Rural regions,Very concerned,0.43221,267,604,0.39267,0.47175
1988,Lower Secondary Level,Rural regions,Somewhat concerned,0.45063,262,604,0.41092,0.49034
1988,Lower Secondary Level,Rural regions,Not concerned at all,0.11716,75,604,0.09149,0.14283
1988,Upper Secondary Level,Urban regions,Very concerned,0.41340,1518,3665,0.39746,0.42935
1988,Upper Secondary Level,Urban regions,Somewhat concerned,0.46377,1710,3665,0.44762,0.47991
1988,Upper Secondary Level,Urban regions,Not concerned at all,0.12283,437,3665,0.11220,0.13346
1988,Upper Secondary Level,Rural regions,Very concerned,0.39027,418,1041,0.36063,0.41992
1988,Upper Secondary Level,Rural regions,Somewhat concerned,0.48166,499,1041,0.45129,0.51202
1988,Upper Secondary Level,Rural regions,Not concerned at all,0.12807,124,1041,0.10776,0.14838
1988,Post-secondary Non-tertiary Level,Urban regions,Very concerned,0.42000,97,202,0.35176,0.48823
1988,Post-secondary Non-tertiary Level,Urban regions,Somewhat concerned,0.45532,105,202,0.38647,0.52417
1988,First Stage of Tertiary Education,Urban regions,Very concerned,0.39709,166,420,0.35024,0.44394
1988,First Stage of Tertiary Education,Urban regions,Somewhat concerned,0.47741,204,420,0.42958,0.52523
1988,First Stage of Tertiary Education,Urban regions,Not concerned at all,0.12551,50,420,0.09378,0.15723
1988,First Stage of Tertiary Education,Rural regions,Very concerned,0.29174,35,92,0.19834,0.38514
1988,First Stage of Tertiary Education,Rural regions,Somewhat concerned,0.51498,57,92,0.41229,0.61766
1988,Second Stage of Tertiary Education,Urban regions,Very concerned,0.38509,220,589,0.34576,0.42443
1988,Second Stage of Tertiary Education,Urban regions,Somewhat concerned,0.46614,289,589,0.42581,0.50646
1988,Second Stage of Tertiary Education,Urban regions,Not concerned at all,0.14877,80,589,0.12001,0.17753
1988,Second Stage of Tertiary Education,Rural regions,Very concerned,0.31964,37,101,0.22824,0.41104
1988,Second Stage of Tertiary Education,Rural regions,Somewhat concerned,0.57224,64,101,0.47527,0.66921
1989,No answer / don't know,Urban regions,Very concerned,0.28124,35,92,0.18886,0.37362
1989,No answer / don't know,Urban regions,Somewhat concerned,0.57547,57,92,0.47392,0.67703
1989,Pre-primary Level,Urban regions,Very concerned,0.35394,50,120,0.26802,0.43985
1989,Pre-primary Level,Urban regions,Somewhat concerned,0.47301,70,120,0.38331,0.56272
1989,Primary Level,Urban regions,Very concerned,0.33340,185,553,0.29407,0.37273
1989,Primary Level,Urban regions,Somewhat concerned,0.43062,239,553,0.38931,0.47192
1989,Primary Level,Urban regions,Not concerned at all,0.23598,129,553,0.20056,0.27141
1989,Primary Level,Rural regions,Very concerned,0.43806,34,67,0.31836,0.55776
1989,Primary Level,Rural regions,Somewhat concerned,0.30954,33,67,0.19801,0.42108
1989,Lower Secondary Level,Urban regions,Very concerned,0.37723,752,1993,0.35594,0.39851
1989,Lower Secondary Level,Urban regions,Somewhat concerned,0.45518,888,1993,0.43331,0.47705
1989,Lower Secondary Level,Urban regions,Not concerned at all,0.16759,353,1993,0.15119,0.18400
1989,Lower Secondary Level,Rural regions,Very concerned,0.39277,217,555,0.35210,0.43343
1989,Lower Secondary Level,Rural regions,Somewhat concerned,0.44178,237,555,0.40043,0.48314
1989,Lower Secondary Level,Rural regions,Not concerned at all,0.16545,101,555,0.13451,0.19639
1989,Upper Secondary Level,Urban regions,Very concerned,0.34275,1217,3578,0.32720,0.35831
1989,Upper Secondary Level,Urban regions,Somewhat concerned,0.47726,1732,3578,0.46089,0.49363
1989,Upper Secondary Level,Urban regions,Not concerned at all,0.17999,629,3578,0.16740,0.19258
1989,Upper Secondary Level,Rural regions,Very concerned,0.30370,315,992,0.27507,0.33234
1989,Upper Secondary Level,Rural regions,Somewhat concerned,0.50528,495,992,0.47415,0.53641
1989,Upper Secondary Level,Rural regions,Not concerned at all,0.19101,182,992,0.16654,0.21549
1989,Post-secondary Non-tertiary Level,Urban regions,Very concerned,0.31243,76,247,0.25451,0.37035
1989,Post-secondary Non-tertiary Level,Urban regions,Somewhat concerned,0.48567,124,247,0.42321,0.54812
1989,Post-secondary Non-tertiary Level,Urban regions,Not concerned at all,0.20190,47,247,0.15174,0.25207
1989,First Stage of Tertiary Education,Urban regions,Very concerned,0.32431,124,398,0.27826,0.37036
1989,First Stage of Tertiary Education,Urban regions,Somewhat concerned,0.46123,193,398,0.41219,0.51027
1989,First Stage of Tertiary Education,Urban regions,Not concerned at all,0.21446,81,398,0.17409,0.25484
1989,First Stage of Tertiary Education,Rural regions,Somewhat concerned,0.55409,63,63,0.43036,0.67782
1989,Second Stage of Tertiary Education,Urban regions,Very concerned,0.30171,182,585,0.26448,0.33893
1989,Second Stage of Tertiary Education,Urban regions,Somewhat concerned,0.50508,295,585,0.46453,0.54563
1989,Second Stage of Tertiary Education,Urban regions,Not concerned at all,0.19322,108,585,0.16119,0.22524
1989,Second Stage of Tertiary Education,Rural regions,Somewhat concerned,0.53008,60,60,0.40272,0.65743
1990,No answer / don't know,Urban regions,Very concerned,0.23675,38,105,0.15505,0.31845
1990,No answer / don't know,Urban regions,Somewhat concerned,0.54858,67,105,0.45294,0.64423
1990,Pre-primary Level,Urban regions,Very concerned,0.20744,35,140,0.14004,0.27485
1990,Pre-primary Level,Urban regions,Somewhat concerned,0.46363,65,140,0.38073,0.54654
1990,Pre-primary Level,Urban regions,Not concerned at all,0.32892,40,140,0.25082,0.40703
1990,Primary Level,Urban regions,Very concerned,0.31527,171,548,0.27633,0.35420
1990,Primary Level,Urban regions,Somewhat concerned,0.39429,243,548,0.35333,0.43524
1990,Primary Level,Urban regions,Not concerned at all,0.29045,134,548,0.25240,0.32849
1990,Primary Level,Rural regions,Very concerned,0.35962,33,65,0.24204,0.47719
1990,Primary Level,Rural regions,Somewhat concerned,0.33376,32,65,0.21823,0.44929
1990,Lower Secondary Level,Urban regions,Very concerned,0.30330,618,2051,0.28340,0.32320
1990,Lower Secondary Level,Urban regions,Somewhat concerned,0.48348,980,2051,0.46185,0.50511
1990,Lower Secondary Level,Urban regions,Not concerned at all,0.21322,453,2051,0.19549,0.23095
