year,sampreg,sex,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,West,male,Very concerned,0.49246,2850,5885,0.47969,0.50524
1984,West,male,Somewhat concerned,0.38678,2233,5885,0.37434,0.39922
1984,West,male,Not concerned at all,0.12076,802,5885,0.11243,0.12909
1984,West,female,Very concerned,0.57079,3416,6147,0.55841,0.58316
1984,West,female,Somewhat concerned,0.35551,2176,6147,0.34354,0.36747
1984,West,female,Not concerned at all,0.07371,555,6147,0.06718,0.08024
1985,West,male,Very concerned,0.44651,2415,5367,0.43321,0.45981
1985,West,male,Somewhat concerned,0.42548,2218,5367,0.41225,0.43871
1985,West,male,Not concerned at all,0.12801,734,5367,0.11907,0.13695
1985,West,female,Very concerned,0.52886,2879,5524,0.51570,0.54203
1985,West,female,Somewhat concerned,0.38533,2100,5524,0.37250,0.39817
1985,West,female,Not concerned at all,0.08581,545,5524,0.07842,0.09319
1986,West,male,Very concerned,0.41104,2200,5184,0.39764,0.42443
1986,West,male,Somewhat concerned,0.44105,2214,5184,0.42754,0.45457
1986,West,male,Not concerned at all,0.14791,770,5184,0.13824,0.15757
1986,West,female,Very concerned,0.49186,2575,5302,0.47840,0.50532
1986,West,female,Somewhat concerned,0.41015,2146,5302,0.39691,0.42339
1986,West,female,Not concerned at all,0.09799,581,5302,0.08999,0.10600
1987,West,male,Very concerned,0.40845,2036,5119,0.39499,0.42192
1987,West,male,Somewhat concerned,0.45300,2326,5119,0.43936,0.46664
1987,West,male,Not concerned at all,0.13855,757,5119,0.12908,0.14801
1987,West,female,Very concerned,0.51009,2549,5219,0.49653,0.52365
1987,West,female,Somewhat concerned,0.40014,2149,5219,0.38685,0.41343
1987,West,female,Not concerned at all,0.08977,521,5219,0.08201,0.09753
1988,West,male,Very concerned,0.34554,1728,4892,0.33221,0.35886
1988,West,male,Somewhat concerned,0.49419,2403,4892,0.48018,0.50820
1988,West,male,Not concerned at all,0.16028,761,4892,0.14999,0.17056
1988,West,female,Very concerned,0.46343,2251,4984,0.44959,0.47728
1988,West,female,Somewhat concerned,0.44088,2225,4984,0.42709,0.45466
1988,West,female,Not concerned at all,0.09569,508,4984,0.08752,0.10386
1989,West,male,Very concerned,0.28261,1391,4711,0.26975,0.29547
1989,West,male,Somewhat concerned,0.48358,2259,4711,0.46930,0.49785
1989,West,male,Not concerned at all,0.23382,1061,4711,0.22173,0.24590
1989,West,female,Very concerned,0.39070,1880,4841,0.37695,0.40444
1989,West,female,Somewhat concerned,0.47135,2267,4841,0.45729,0.48542
1989,West,female,Not concerned at all,0.13795,694,4841,0.12823,0.14766
1990,West,male,Very concerned,0.21759,1082,4629,0.20570,0.22947
1990,West,male,Somewhat concerned,0.46236,2149,4629,0.44800,0.47673
1990,West,male,Not concerned at all,0.32005,1398,4629,0.30661,0.33349
1990,West,female,Very concerned,0.29608,1445,4737,0.28308,0.30909
1990,West,female,Somewhat concerned,0.49392,2310,4737,0.47968,0.50816
1990,West,female,Not concerned at all,0.21000,982,4737,0.19840,0.22160
1990,East,male,Very concerned,0.37255,782,2100,0.35187,0.39323
1990,East,male,Somewhat concerned,0.41039,868,2100,0.38934,0.43143
1990,East,male,Not concerned at all,0.21706,450,2100,0.19942,0.23470
1990,East,female,Very concerned,0.44499,992,2307,0.42471,0.46528
1990,East,female,Somewhat concerned,0.40002,950,2307,0.38002,0.42001
1990,East,female,Not concerned at all,0.15499,365,2307,0.14022,0.16976
1991,West,male,Very concerned,0.35214,1666,4620,0.33837,0.36592
1991,West,male,Somewhat concerned,0.49194,2227,4620,0.47753,0.50636
1991,West,male,Not concerned at all,0.15591,727,4620,0.14545,0.16637
1991,West,female,Very concerned,0.49015,2300,4750,0.47593,0.50437
1991,West,female,Somewhat concerned,0.43139,2029,4750,0.41731,0.44548
1991,West,female,Not concerned at all,0.07846,421,4750,0.07081,0.08610
1991,East,male,Very concerned,0.43075,803,1968,0.40886,0.45263
1991,East,male,Somewhat concerned,0.45204,923,1968,0.43004,0.47403
1991,East,male,Not concerned at all,0.11722,242,1968,0.10300,0.13143
1991,East,female,Very concerned,0.52260,1069,2145,0.50146,0.54374
1991,East,female,Somewhat concerned,0.41558,946,2145,0.39472,0.43644
1991,East,female,Not concerned at all,0.06182,130,2145,0.05163,0.07202
1992,West,male,Very concerned,0.33094,1637,4547,0.31726,0.34462
1992,West,male,Somewhat concerned,0.49133,2140,4547,0.47680,0.50586
1992,West,male,Not concerned at all,0.17773,770,4547,0.16661,0.18884
1992,West,female,Very concerned,0.45292,2191,4731,0.43873,0.46711
1992,West,female,Somewhat concerned,0.45367,2067,4731,0.43948,0.46786
1992,West,female,Not concerned at all,0.09341,473,4731,0.08512,0.10170
1992,East,male,Very concerned,0.45654,833,1877,0.43400,0.47908
1992,East,male,Somewhat concerned,0.45541,867,1877,0.43287,0.47794
1992,East,male,Not concerned at all,0.08805,177,1877,0.07523,0.10088
1992,East,female,Very concerned,0.55028,1107,2069,0.52884,0.57172
1992,East,female,Somewhat concerned,0.38892,834,2069,0.36790,0.40993
1992,East,female,Not concerned at all,0.06081,128,2069,0.05051,0.07111
1993,West,male,Very concerned,0.38211,1850,4518,0.36794,0.39628
1993,West,male,Somewhat concerned,0.48280,2103,4518,0.46823,0.49738
1993,West,male,Not concerned at all,0.13509,565,4518,0.12512,0.14505
1993,West,female,Very concerned,0.51678,2469,4689,0.50247,0.53108
1993,West,female,Somewhat concerned,0.41641,1907,4689,0.40230,0.43052
1993,West,female,Not concerned at all,0.06681,313,4689,0.05967,0.07396
1993,East,male,Very concerned,0.46469,817,1809,0.44170,0.48768
1993,East,male,Somewhat concerned,0.44855,827,1809,0.42563,0.47148
1993,East,male,Not concerned at all,0.08676,165,1809,0.07378,0.09973
1993,East,female,Very concerned,0.59958,1179,1999,0.57809,0.62106
1993,East,female,Somewhat concerned,0.35819,736,1999,0.33717,0.37922
1993,East,female,Not concerned at all,0.04223,84,1999,0.03341,0.05105
1994,West,male,Very concerned,0.36766,1691,4387,0.35339,0.38193
1994,West,male,Somewhat concerned,0.49274,2119,4387,0.47795,0.50754
1994,West,male,Not concerned at all,0.13959,577,4387,0.12934,0.14985
1994,West,female,Very concerned,0.49195,2294,4652,0.47758,0.50631
1994,West,female,Somewhat concerned,0.44027,2018,4652,0.42600,0.45454
1994,West,female,Not concerned at all,0.06778,340,4652,0.06056,0.07501
1994,East,male,Very concerned,0.47778,830,1791,0.45464,0.50092
1994,East,male,Somewhat concerned,0.43499,795,1791,0.41202,0.45796
1994,East,male,Not concerned at all,0.08723,166,1791,0.07416,0.10030
1994,East,female,Very concerned,0.61610,1171,1973,0.59463,0.63757
1994,East,female,Somewhat concerned,0.34116,723,1973,0.32023,0.36208
1994,East,female,Not concerned at all,0.04274,79,1973,0.03381,0.05167
1995,West,male,Very concerned,0.38075,1892,4607,0.36673,0.39477
1995,West,male,Somewhat concerned,0.47452,2099,4607,0.46010,0.48894
1995,West,male,Not concerned at all,0.14473,616,4607,0.13457,0.15489
1995,West,female,Very concerned,0.49892,2500,4887,0.48490,0.51294
