year,regtyp,sex,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No answer / don't know,male,Very concerned,0.49246,2850,5885,0.47969,0.50524
1984,No answer / don't know,male,Somewhat concerned,0.38678,2233,5885,0.37434,0.39922
1984,No answer / don't know,male,Not concerned at all,0.12076,802,5885,0.11243,0.12909
1984,No answer / don't know,female,Very concerned,0.57079,3416,6147,0.55841,0.58316
1984,No answer / don't know,female,Somewhat concerned,0.35551,2176,6147,0.34354,0.36747
1984,No answer / don't know,female,Not concerned at all,0.07371,555,6147,0.06718,0.08024
1985,Urban regions,male,Very concerned,0.46078,1958,4232,0.44576,0.47580
1985,Urban regions,male,Somewhat concerned,0.41235,1690,4232,0.39752,0.42718
1985,Urban regions,male,Not concerned at all,0.12687,584,4232,0.11684,0.13690
1985,Urban regions,female,Very concerned,0.53224,2278,4351,0.51741,0.54706
1985,Urban regions,female,Somewhat concerned,0.37808,1620,4351,0.36367,0.39249
1985,Urban regions,female,Not concerned at all,0.08968,453,4351,0.08119,0.09817
1985,Rural regions,male,Very concerned,0.40238,457,1135,0.37383,0.43092
1985,Rural regions,male,Somewhat concerned,0.46610,528,1135,0.43706,0.49513
1985,Rural regions,male,Not concerned at all,0.13152,150,1135,0.11185,0.15120
1985,Rural regions,female,Very concerned,0.51826,601,1173,0.48966,0.54687
1985,Rural regions,female,Somewhat concerned,0.40810,480,1173,0.37996,0.43623
1985,Rural regions,female,Not concerned at all,0.07364,92,1173,0.05869,0.08859
1986,Urban regions,male,Very concerned,0.41975,1774,4104,0.40465,0.43485
1986,Urban regions,male,Somewhat concerned,0.44058,1748,4104,0.42539,0.45577
1986,Urban regions,male,Not concerned at all,0.13967,582,4104,0.12907,0.15028
1986,Urban regions,female,Very concerned,0.49851,2055,4175,0.48334,0.51368
1986,Urban regions,female,Somewhat concerned,0.40435,1663,4175,0.38946,0.41924
1986,Urban regions,female,Not concerned at all,0.09714,457,4175,0.08816,0.10613
1986,Rural regions,male,Very concerned,0.38340,426,1080,0.35438,0.41241
1986,Rural regions,male,Somewhat concerned,0.44255,466,1080,0.41292,0.47219
1986,Rural regions,male,Not concerned at all,0.17405,188,1080,0.15143,0.19667
1986,Rural regions,female,Very concerned,0.47077,520,1127,0.44161,0.49992
1986,Rural regions,female,Somewhat concerned,0.42853,483,1127,0.39963,0.45744
1986,Rural regions,female,Not concerned at all,0.10070,124,1127,0.08312,0.11828
1987,Urban regions,male,Very concerned,0.41203,1624,4055,0.39688,0.42718
1987,Urban regions,male,Somewhat concerned,0.45284,1840,4055,0.43752,0.46817
1987,Urban regions,male,Not concerned at all,0.13512,591,4055,0.12460,0.14565
1987,Urban regions,female,Very concerned,0.52374,2031,4101,0.50845,0.53902
1987,Urban regions,female,Somewhat concerned,0.38375,1654,4101,0.36887,0.39864
1987,Urban regions,female,Not concerned at all,0.09251,416,4101,0.08364,0.10138
1987,Rural regions,male,Very concerned,0.39698,412,1064,0.36756,0.42639
1987,Rural regions,male,Somewhat concerned,0.45349,486,1064,0.42357,0.48342
