year,age_gr,quintil_oecd,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,1st Quintile,Very concerned,0.59123,421,776,0.55662,0.62584
1984,17-29 y.,1st Quintile,Somewhat concerned,0.34167,269,776,0.30828,0.37506
1984,17-29 y.,1st Quintile,Not concerned at all,0.06710,86,776,0.04949,0.08472
1984,17-29 y.,2nd Quintile,Very concerned,0.55014,362,677,0.51264,0.58764
1984,17-29 y.,2nd Quintile,Somewhat concerned,0.35628,230,677,0.32018,0.39238
1984,17-29 y.,2nd Quintile,Not concerned at all,0.09358,85,677,0.07162,0.11553
1984,17-29 y.,3rd Quintile,Very concerned,0.53355,349,656,0.49534,0.57175
1984,17-29 y.,3rd Quintile,Somewhat concerned,0.37765,239,656,0.34053,0.41478
1984,17-29 y.,3rd Quintile,Not concerned at all,0.08880,68,656,0.06701,0.11058
1984,17-29 y.,4th Quintile,Very concerned,0.50805,348,720,0.47150,0.54459
1984,17-29 y.,4th Quintile,Somewhat concerned,0.38086,286,720,0.34537,0.41636
1984,17-29 y.,4th Quintile,Not concerned at all,0.11109,86,720,0.08812,0.13406
1984,17-29 y.,5th Quintile,Very concerned,0.53638,295,556,0.49489,0.57787
1984,17-29 y.,5th Quintile,Somewhat concerned,0.35117,195,556,0.31146,0.39089
1984,17-29 y.,5th Quintile,Not concerned at all,0.11245,66,556,0.08616,0.13873
1984,30-45 y.,1st Quintile,Very concerned,0.49391,369,775,0.45869,0.52913
1984,30-45 y.,1st Quintile,Somewhat concerned,0.38189,293,775,0.34767,0.41612
1984,30-45 y.,1st Quintile,Not concerned at all,0.12420,113,775,0.10096,0.14743
1984,30-45 y.,2nd Quintile,Very concerned,0.56696,430,773,0.53200,0.60191
1984,30-45 y.,2nd Quintile,Somewhat concerned,0.36389,264,773,0.32995,0.39783
1984,30-45 y.,2nd Quintile,Not concerned at all,0.06916,79,773,0.05126,0.08706
1984,30-45 y.,3rd Quintile,Very concerned,0.53410,387,750,0.49838,0.56983
1984,30-45 y.,3rd Quintile,Somewhat concerned,0.38036,285,750,0.34559,0.41513
1984,30-45 y.,3rd Quintile,Not concerned at all,0.08554,78,750,0.06551,0.10557
1984,30-45 y.,4th Quintile,Very concerned,0.51142,381,776,0.47623,0.54662
1984,30-45 y.,4th Quintile,Somewhat concerned,0.37912,284,776,0.34497,0.41328
1984,30-45 y.,4th Quintile,Not concerned at all,0.10945,111,776,0.08747,0.13143
1984,30-45 y.,5th Quintile,Very concerned,0.49115,384,780,0.45604,0.52626
1984,30-45 y.,5th Quintile,Somewhat concerned,0.41363,318,780,0.37905,0.44822
1984,30-45 y.,5th Quintile,Not concerned at all,0.09522,78,780,0.07461,0.11583
1984,46-65 y.,1st Quintile,Very concerned,0.52714,282,551,0.48541,0.56886
1984,46-65 y.,1st Quintile,Somewhat concerned,0.38197,198,551,0.34136,0.42257
1984,46-65 y.,1st Quintile,Not concerned at all,0.09090,71,551,0.06687,0.11492
1984,46-65 y.,2nd Quintile,Very concerned,0.55204,339,643,0.51357,0.59051
1984,46-65 y.,2nd Quintile,Somewhat concerned,0.37408,243,643,0.33665,0.41151
1984,46-65 y.,2nd Quintile,Not concerned at all,0.07388,61,643,0.05364,0.09411
1984,46-65 y.,3rd Quintile,Very concerned,0.55070,367,690,0.51356,0.58785
1984,46-65 y.,3rd Quintile,Somewhat concerned,0.36647,257,690,0.33049,0.40245
1984,46-65 y.,3rd Quintile,Not concerned at all,0.08283,66,690,0.06225,0.10341
1984,46-65 y.,4th Quintile,Very concerned,0.54275,408,760,0.50731,0.57820
1984,46-65 y.,4th Quintile,Somewhat concerned,0.36445,273,760,0.33021,0.39869
1984,46-65 y.,4th Quintile,Not concerned at all,0.09279,79,760,0.07215,0.11344
1984,46-65 y.,5th Quintile,Very concerned,0.54459,466,872,0.51152,0.57766
1984,46-65 y.,5th Quintile,Somewhat concerned,0.36967,323,872,0.33761,0.40172
1984,46-65 y.,5th Quintile,Not concerned at all,0.08574,83,872,0.06715,0.10434
1984,66 and older,1st Quintile,Very concerned,0.50164,173,349,0.44911,0.55417
1984,66 and older,1st Quintile,Somewhat concerned,0.37429,130,349,0.32345,0.42514
1984,66 and older,1st Quintile,Not concerned at all,0.12406,46,349,0.08943,0.15870
1984,66 and older,2nd Quintile,Very concerned,0.55184,152,249,0.48994,0.61373
1984,66 and older,2nd Quintile,Somewhat concerned,0.35476,97,249,0.29522,0.41431
