year,age_gr,regtyp,pld0044,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,Urban regions,Very often,0.02751,67,2608,0.02123,0.03379
2003,17-29 y.,Urban regions,Often,0.09969,276,2608,0.08819,0.11119
2003,17-29 y.,Urban regions,Sometimes,0.29134,764,2608,0.27389,0.30878
2003,17-29 y.,Urban regions,Seldom,0.33712,902,2608,0.31897,0.35527
2003,17-29 y.,Urban regions,Never,0.23991,599,2608,0.22352,0.25630
2003,17-29 y.,Rural regions,Often,0.07016,97,1376,0.05666,0.08366
2003,17-29 y.,Rural regions,Sometimes,0.23052,335,1376,0.20825,0.25278
2003,17-29 y.,Rural regions,Seldom,0.36389,530,1376,0.33846,0.38932
2003,17-29 y.,Rural regions,Never,0.32405,414,1376,0.29931,0.34879
2003,30-45 y.,Urban regions,Often,0.02461,119,4617,0.02014,0.02908
2003,30-45 y.,Urban regions,Sometimes,0.16416,710,4617,0.15347,0.17484
2003,30-45 y.,Urban regions,Seldom,0.38936,1774,4617,0.37529,0.40342
2003,30-45 y.,Urban regions,Never,0.40999,2014,4617,0.39581,0.42418
2003,30-45 y.,Rural regions,Sometimes,0.14348,289,2221,0.12890,0.15806
2003,30-45 y.,Rural regions,Seldom,0.38199,847,2221,0.36178,0.40220
2003,30-45 y.,Rural regions,Never,0.45123,1085,2221,0.43053,0.47193
2003,46-65 y.,Urban regions,Often,0.02082,81,4993,0.01686,0.02479
2003,46-65 y.,Urban regions,Sometimes,0.10844,503,4993,0.09981,0.11706
2003,46-65 y.,Urban regions,Seldom,0.29834,1594,4993,0.28564,0.31103
2003,46-65 y.,Urban regions,Never,0.56131,2815,4993,0.54755,0.57508
2003,46-65 y.,Rural regions,Sometimes,0.07475,196,2489,0.06442,0.08508
2003,46-65 y.,Rural regions,Seldom,0.26516,698,2489,0.24781,0.28250
2003,46-65 y.,Rural regions,Never,0.64121,1595,2489,0.62236,0.66006
2003,66 and older,Urban regions,Sometimes,0.04075,111,2326,0.03271,0.04878
2003,66 and older,Urban regions,Seldom,0.19848,463,2326,0.18227,0.21470
2003,66 and older,Urban regions,Never,0.73196,1752,2326,0.71396,0.74997
2003,66 and older,Rural regions,Sometimes,0.04369,54,1235,0.03229,0.05510
2003,66 and older,Rural regions,Seldom,0.15872,222,1235,0.13833,0.17911
2003,66 and older,Rural regions,Never,0.78734,959,1235,0.76451,0.81017
2008,17-29 y.,Urban regions,Very often,0.01543,36,2085,0.01014,0.02072
2008,17-29 y.,Urban regions,Often,0.08245,188,2085,0.07064,0.09426
2008,17-29 y.,Urban regions,Sometimes,0.25287,563,2085,0.23421,0.27153
2008,17-29 y.,Urban regions,Seldom,0.33957,776,2085,0.31924,0.35990
2008,17-29 y.,Urban regions,Never,0.23534,522,2085,0.21713,0.25356
2008,17-29 y.,Rural regions,Often,0.06549,73,1046,0.05049,0.08049
2008,17-29 y.,Rural regions,Sometimes,0.21294,237,1046,0.18812,0.23776
2008,17-29 y.,Rural regions,Seldom,0.33427,390,1046,0.30567,0.36287
2008,17-29 y.,Rural regions,Never,0.29017,346,1046,0.26266,0.31769
2008,30-45 y.,Urban regions,Often,0.02950,75,3411,0.02382,0.03518
2008,30-45 y.,Urban regions,Sometimes,0.15153,501,3411,0.13950,0.16357
2008,30-45 y.,Urban regions,Seldom,0.39532,1349,3411,0.37891,0.41173
2008,30-45 y.,Urban regions,Never,0.41388,1486,3411,0.39735,0.43041
2008,30-45 y.,Rural regions,Sometimes,0.11182,174,1696,0.09682,0.12682
2008,30-45 y.,Rural regions,Seldom,0.36931,625,1696,0.34634,0.39229
2008,30-45 y.,Rural regions,Never,0.49781,897,1696,0.47401,0.52162
2008,46-65 y.,Urban regions,Often,0.01747,61,4287,0.01355,0.02140
2008,46-65 y.,Urban regions,Sometimes,0.09808,424,4287,0.08917,0.10698
2008,46-65 y.,Urban regions,Seldom,0.30271,1362,4287,0.28895,0.31646
2008,46-65 y.,Urban regions,Never,0.56892,2440,4287,0.55410,0.58375
2008,46-65 y.,Rural regions,Sometimes,0.07821,174,2333,0.06732,0.08911
2008,46-65 y.,Rural regions,Seldom,0.27593,666,2333,0.25779,0.29407
2008,46-65 y.,Rural regions,Never,0.62930,1493,2333,0.60969,0.64890
2008,66 and older,Urban regions,Sometimes,0.05383,145,2741,0.04538,0.06229
2008,66 and older,Urban regions,Seldom,0.20327,593,2741,0.18821,0.21834
2008,66 and older,Urban regions,Never,0.71967,2003,2741,0.70285,0.73648
2008,66 and older,Rural regions,Sometimes,0.04174,68,1466,0.03150,0.05199
2008,66 and older,Rural regions,Seldom,0.18750,276,1466,0.16752,0.20749
2008,66 and older,Rural regions,Never,0.75035,1122,1466,0.72819,0.77251
2013,17-29 y.,Urban regions,Often,0.06522,229,2291,0.05511,0.07534
2013,17-29 y.,Urban regions,Sometimes,0.20424,657,2291,0.18773,0.22075
2013,17-29 y.,Urban regions,Seldom,0.27937,830,2291,0.26100,0.29775
2013,17-29 y.,Urban regions,Never,0.17517,575,2291,0.15960,0.19074
2013,17-29 y.,Rural regions,Often,0.05526,97,1230,0.04249,0.06804
2013,17-29 y.,Rural regions,Sometimes,0.21262,324,1230,0.18974,0.23549
2013,17-29 y.,Rural regions,Seldom,0.28221,433,1230,0.25705,0.30737
2013,17-29 y.,Rural regions,Never,0.24328,376,1230,0.21929,0.26726
2013,30-45 y.,Urban regions,Often,0.02388,144,5085,0.01968,0.02807
2013,30-45 y.,Urban regions,Sometimes,0.13194,750,5085,0.12263,0.14124
2013,30-45 y.,Urban regions,Seldom,0.31256,1848,5085,0.29982,0.32531
2013,30-45 y.,Urban regions,Never,0.33940,2343,5085,0.32638,0.35241
2013,30-45 y.,Rural regions,Often,0.01390,57,2853,0.00960,0.01820
2013,30-45 y.,Rural regions,Sometimes,0.10260,310,2853,0.09147,0.11374
2013,30-45 y.,Rural regions,Seldom,0.34071,989,2853,0.32331,0.35810
2013,30-45 y.,Rural regions,Never,0.42924,1497,2853,0.41108,0.44741
2013,46-65 y.,Urban regions,Often,0.02096,116,5514,0.01718,0.02474
2013,46-65 y.,Urban regions,Sometimes,0.09902,627,5514,0.09114,0.10690
2013,46-65 y.,Urban regions,Seldom,0.32327,1815,5514,0.31093,0.33562
2013,46-65 y.,Urban regions,Never,0.48462,2956,5514,0.47142,0.49781
2013,46-65 y.,Rural regions,Often,0.01171,41,3418,0.00810,0.01531
2013,46-65 y.,Rural regions,Sometimes,0.07931,279,3418,0.07025,0.08837
2013,46-65 y.,Rural regions,Seldom,0.27950,989,3418,0.26446,0.29455
2013,46-65 y.,Rural regions,Never,0.59055,2109,3418,0.57407,0.60704
2013,66 and older,Urban regions,Sometimes,0.05825,183,3109,0.05002,0.06648
2013,66 and older,Urban regions,Seldom,0.20750,684,3109,0.19325,0.22176
2013,66 and older,Urban regions,Never,0.70201,2242,3109,0.68593,0.71809
2013,66 and older,Rural regions,Sometimes,0.05347,81,1749,0.04292,0.06401
2013,66 and older,Rural regions,Seldom,0.18215,324,1749,0.16406,0.20025
2013,66 and older,Rural regions,Never,0.74219,1344,1749,0.72168,0.76270
2018,17-29 y.,Urban regions,Very often,0.01623,66,2913,0.01164,0.02082
2018,17-29 y.,Urban regions,Often,0.13079,380,2913,0.11854,0.14303
2018,17-29 y.,Urban regions,Sometimes,0.28827,984,2913,0.27182,0.30472
2018,17-29 y.,Urban regions,Seldom,0.27581,884,2913,0.25958,0.29204
2018,17-29 y.,Urban regions,Never,0.20600,599,2913,0.19132,0.22069
2018,17-29 y.,Rural regions,Often,0.09920,137,1326,0.08311,0.11530
2018,17-29 y.,Rural regions,Sometimes,0.26515,384,1326,0.24138,0.28891
2018,17-29 y.,Rural regions,Seldom,0.30164,472,1326,0.27693,0.32636
2018,17-29 y.,Rural regions,Never,0.21856,333,1326,0.19631,0.24081
2018,30-45 y.,Urban regions,Very often,0.00626,39,4503,0.00396,0.00857
2018,30-45 y.,Urban regions,Often,0.05060,222,4503,0.04420,0.05700
2018,30-45 y.,Urban regions,Sometimes,0.23011,942,4503,0.21781,0.24240
2018,30-45 y.,Urban regions,Seldom,0.38649,1714,4503,0.37226,0.40071
2018,30-45 y.,Urban regions,Never,0.31207,1586,4503,0.29854,0.32561
2018,30-45 y.,Rural regions,Often,0.02687,53,2207,0.02012,0.03362
2018,30-45 y.,Rural regions,Sometimes,0.20209,371,2207,0.18533,0.21885
2018,30-45 y.,Rural regions,Seldom,0.36922,802,2207,0.34908,0.38936
2018,30-45 y.,Rural regions,Never,0.38410,981,2207,0.36380,0.40440
2018,46-65 y.,Urban regions,Very often,0.00538,44,6048,0.00354,0.00722
2018,46-65 y.,Urban regions,Often,0.02707,164,6048,0.02298,0.03116
2018,46-65 y.,Urban regions,Sometimes,0.15377,914,6048,0.14468,0.16287
2018,46-65 y.,Urban regions,Seldom,0.35404,2120,6048,0.34198,0.36609
2018,46-65 y.,Urban regions,Never,0.45255,2806,6048,0.44001,0.46510
2018,46-65 y.,Rural regions,Often,0.01965,55,3534,0.01507,0.02422
2018,46-65 y.,Rural regions,Sometimes,0.11416,384,3534,0.10367,0.12464
2018,46-65 y.,Rural regions,Seldom,0.33819,1165,3534,0.32259,0.35379
