year,pgisced97,regtyp,plb0417_v2,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1994,Pre-primary Level,Urban regions,"Yes, definitely",0.7466666666666667,16642,0.7400587757791092,0.7532745575542242
1994,Pre-primary Level,Urban regions,"No, definitely not",0.12666666666666668,16642,0.12161337341603347,0.13171995991729987
1994,Pre-primary Level,Urban regions,Probably,0.08666666666666667,16642,0.08239208111785352,0.09094125221547981
1994,Pre-primary Level,Urban regions,Probably not,0.04,16642,0.037022725178163796,0.042977274821836206
1994,Pre-primary Level,Rural regions,"Yes, definitely",0.7017543859649122,16642,0.6948036160418002,0.7087051558880243
1994,Pre-primary Level,Rural regions,"No, definitely not",0.17543859649122806,16642,0.1696599332545115,0.1812172597279446
1994,Pre-primary Level,Rural regions,Probably,0.08771929824561403,16642,0.08342131091632599,0.09201728557490207
1994,Pre-primary Level,Rural regions,Probably not,0.03508771929824561,16642,0.03229212079407238,0.037883317802418846
1994,Primary Level,Urban regions,"No, definitely not",0.7344398340248963,16642,0.7277299828108748,0.7411496852389179
1994,Primary Level,Urban regions,"Yes, definitely",0.14107883817427386,16642,0.13578999242115766,0.14636768392739005
1994,Primary Level,Urban regions,Probably,0.08298755186721991,16642,0.07879626482587304,0.08717883890856679
1994,Primary Level,Urban regions,Probably not,0.04149377593360996,16642,0.03846377850535057,0.04452377336186934
1994,Primary Level,Rural regions,"No, definitely not",0.675,16642,0.6678838207434978,0.6821161792565023
1994,Primary Level,Rural regions,"Yes, definitely",0.175,16642,0.16922702986040422,0.18077297013959576
1994,Primary Level,Rural regions,Probably,0.1,16642,0.09544199741404101,0.104558002585959
1994,Primary Level,Rural regions,Probably not,0.05,16642,0.046688687890567945,0.05331131210943206
1994,Lower Secondary Level,Urban regions,"No, definitely not",0.6771300448430493,16642,0.6700260412678902,0.6842340484182083
1994,Lower Secondary Level,Urban regions,"Yes, definitely",0.18385650224215247,16642,0.1779711010644331,0.18974190341987185
1994,Lower Secondary Level,Urban regions,Probably,0.1031390134529148,16642,0.09851810499224033,0.10775992191358928
1994,Lower Secondary Level,Urban regions,Probably not,0.03587443946188341,16642,0.03304882650786084,0.038700052415905975
1994,Lower Secondary Level,Rural regions,"No, definitely not",0.7565011820330969,16642,0.7499802969513495,0.7630220671148443
1994,Lower Secondary Level,Rural regions,"Yes, definitely",0.14184397163120568,16642,0.13654316596396854,0.14714477729844283
1994,Lower Secondary Level,Rural regions,Probably,0.06382978723404255,16642,0.06011578278040797,0.06754379168767713
1994,Lower Secondary Level,Rural regions,Probably not,0.037825059101654845,16642,0.034926580215725436,0.040723537987584255
1994,Upper Secondary Level,Urban regions,"No, definitely not",0.6130268199233716,16642,0.6056267898719172,0.620426849974826
1994,Upper Secondary Level,Urban regions,"Yes, definitely",0.2330779054916986,16642,0.22665429068162424,0.23950152030177296
1994,Upper Secondary Level,Urban regions,Probably,0.0983397190293742,16642,0.09381554540431816,0.10286389265443024
1994,Upper Secondary Level,Urban regions,Probably not,0.05555555555555555,16642,0.052075347017824555,0.05903576409328655
1994,Upper Secondary Level,Rural regions,"No, definitely not",0.5486910994764398,16642,0.5411305350330681,0.5562516639198115
1994,Upper Secondary Level,Rural regions,"Yes, definitely",0.3204188481675393,16642,0.3133290641908915,0.3275086321441871
1994,Upper Secondary Level,Rural regions,Probably,0.08586387434554973,16642,0.08160726309100355,0.09012048560009592
1994,Upper Secondary Level,Rural regions,Probably not,0.04502617801047121,16642,0.04187566274784449,0.048176693273097926
1994,Post-secondary Non-tertiary Level,Urban regions,"Yes, definitely",0.5257731958762887,16642,0.5181866239057461,0.5333597678468313
1994,Post-secondary Non-tertiary Level,Urban regions,"No, definitely not",0.30927835051546393,16642,0.3022560468300691,0.31630065420085873
1994,Post-secondary Non-tertiary Level,Urban regions,Probably,0.10309278350515463,16642,0.09847279170693328,0.10771277530337599
1994,Post-secondary Non-tertiary Level,Urban regions,Probably not,0.061855670103092786,16642,0.05819569695110669,0.06551564325507889
1994,Post-secondary Non-tertiary Level,Rural regions,"Yes, definitely",0.6,16642,0.5925568129454095,0.6074431870545904
1994,Post-secondary Non-tertiary Level,Rural regions,"No, definitely not",0.3333333333333333,16642,0.3261711232506724,0.34049554341599425
1994,Post-secondary Non-tertiary Level,Rural regions,Probably,0.03333333333333333,16642,0.030606044987029502,0.03606062167963716
