year,age_gr,sampreg,plb0417_v2,proportion,n,lower_confidence,upper_confidence
1994,66 und älter,Westdeutschland,Nein ganz sicher nicht,0.20659340659340658,16642,0.20044221231950043,0.21274460086731273
1994,46-65 J.,Westdeutschland,Nein ganz sicher nicht,0.18281718281718282,16642,0.1769447043671611,0.18868966126720454
1994,18-29 J.,Westdeutschland,Ganz sicher,0.1018981018981019,16642,0.09730189926945884,0.10649430452674497
1994,46-65 J.,Ostdeutschland,Nein ganz sicher nicht,0.08391608391608392,16642,0.0797035486865861,0.08812861914558173
1994,66 und älter,Ostdeutschland,Nein ganz sicher nicht,0.07752247752247753,16642,0.07345949428311188,0.08158546076184317
1994,18-29 J.,Ostdeutschland,Ganz sicher,0.04195804195804196,16642,0.03891187864149178,0.04500420527459214
1994,30-45 J.,Westdeutschland,Ganz sicher,0.03796203796203796,16642,0.035058522274061504,0.040865553650014416
1994,30-45 J.,Westdeutschland,Nein ganz sicher nicht,0.036163836163836165,16642,0.033327274901023426,0.0390003974266489
1994,30-45 J.,Westdeutschland,Wahrscheinlich,0.03396603396603397,16642,0.0312138850426357,0.03671818288943223
1994,30-45 J.,Ostdeutschland,Ganz sicher,0.033566433566433566,16642,0.03082995585443383,0.036302911278433304
1994,18-29 J.,Westdeutschland,Wahrscheinlich,0.026773226773226775,16642,0.024320717293887857,0.029225736252565693
1994,18-29 J.,Westdeutschland,Nein ganz sicher nicht,0.02277722277722278,16642,0.02051048914838483,0.02504395640606073
1994,46-65 J.,Ostdeutschland,Ganz sicher,0.016583416583416583,16642,0.01464316037583533,0.018523672790997835
1994,30-45 J.,Westdeutschland,Eher unwahrscheinlich,0.014785214785214785,16642,0.012951496600530354,0.016618932969899216
1994,46-65 J.,Westdeutschland,Eher unwahrscheinlich,0.011988011988011988,16642,0.010334497502553061,0.013641526473470915
1994,46-65 J.,Westdeutschland,Ganz sicher,0.01098901098901099,16642,0.009405091235981556,0.012572930742040423
1994,18-29 J.,Westdeutschland,Eher unwahrscheinlich,0.00999000999000999,16642,0.00847903922221231,0.01150098075780767
1994,30-45 J.,Ostdeutschland,Wahrscheinlich,0.00919080919080919,16642,0.007740952087355103,0.010640666294263279
1994,46-65 J.,Westdeutschland,Wahrscheinlich,0.008991008991008992,16642,0.007556853216718987,0.010425164765298997
1994,46-65 J.,Ostdeutschland,Wahrscheinlich,0.008591408591408592,16642,0.0071892025353961055,0.00999361464742108
1994,46-65 J.,Ostdeutschland,Eher unwahrscheinlich,0.007392607392607393,16642,0.00609111724047226,0.008694097544742525
1994,18-29 J.,Ostdeutschland,Wahrscheinlich,0.004795204795204795,16642,0.0037456306536211787,0.005844778936788412
1994,30-45 J.,Ostdeutschland,Eher unwahrscheinlich,0.002797202797202797,16642,0.0019947730255066845,0.00359963256889891
1994,30-45 J.,Ostdeutschland,Nein ganz sicher nicht,0.0025974025974025974,16642,0.0018240844618607256,0.0033707207329444692
1994,18-29 J.,Ostdeutschland,Eher unwahrscheinlich,0.0017982017982017982,16642,0.0011545044792328073,0.002441899117170789
1994,18-29 J.,Ostdeutschland,Nein ganz sicher nicht,0.0017982017982017982,16642,0.0011545044792328073,0.002441899117170789
1994,66 und älter,Westdeutschland,Ganz sicher,0.000999000999000999,16642,0.0005190253162648069,0.0014789766817371911
1994,66 und älter,Westdeutschland,Wahrscheinlich,0.0005994005994005994,16642,0.0002275386841574696,0.0009712625146437292
1994,66 und älter,Westdeutschland,Eher unwahrscheinlich,0.0001998001998001998,16642,-1.4937294523864765e-05,0.00041453769412426434
1995,66 und älter,Westdeutschland,Nein ganz sicher nicht,0.20826802507836992,17246,0.20220747181709472,0.2143285783396451
1995,46-65 J.,Westdeutschland,Nein ganz sicher nicht,0.179858934169279,17246,0.1741267231802714,0.18559114515828662
1995,18-29 J.,Westdeutschland,Ganz sicher,0.09913793103448276,17246,0.09467766301291139,0.10359819905605414
1995,66 und älter,Ostdeutschland,Nein ganz sicher nicht,0.07758620689655173,17246,0.07359350363258745,0.08157891016051601
1995,46-65 J.,Ostdeutschland,Nein ganz sicher nicht,0.07660658307210032,17246,0.07263706015724071,0.08057610598695993
1995,30-45 J.,Westdeutschland,Ganz sicher,0.0515282131661442,17246,0.04822872458021285,0.05482770175207555
1995,30-45 J.,Westdeutschland,Wahrscheinlich,0.03702978056426332,17246,0.03421143736228794,0.039848123766238704
1995,30-45 J.,Westdeutschland,Nein ganz sicher nicht,0.035462382445141064,17246,0.03270208794508432,0.038222676945197806
1995,18-29 J.,Ostdeutschland,Ganz sicher,0.03311128526645768,17246,0.030440812548035656,0.0357817579848797
1995,18-29 J.,Westdeutschland,Wahrscheinlich,0.027821316614420062,17246,0.02536675596824238,0.030275877260597744
1995,30-45 J.,Ostdeutschland,Ganz sicher,0.027821316614420062,17246,0.02536675596824238,0.030275877260597744
1995,18-29 J.,Westdeutschland,Nein ganz sicher nicht,0.022139498432601882,17246,0.01994348889779625,0.024335507967407514
1995,30-45 J.,Westdeutschland,Eher unwahrscheinlich,0.016849529780564265,17246,0.0149285810720254,0.01877047848910313
1995,46-65 J.,Ostdeutschland,Ganz sicher,0.015282131661442006,17246,0.0134512521772867,0.017113011145597313
1995,46-65 J.,Westdeutschland,Wahrscheinlich,0.014302507836990596,17246,0.012530401398470888,0.016074614275510303
1995,46-65 J.,Westdeutschland,Ganz sicher,0.01371473354231975,17246,0.011978904939418757,0.015450562145220743
1995,18-29 J.,Westdeutschland,Eher unwahrscheinlich,0.010775862068965518,17246,0.009234923786087111,0.012316800351843925
