,Unnamed: 0,year,regtyp,sampreg,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1994,Urban regions,West,"No, definitely not",0.70448,1774,5104,0.68442,0.72643
1,1,1994,Urban regions,West,Probably not,0.04078,140,5104,0.03619,0.04493
2,2,1994,Urban regions,West,Probably,0.07377,293,5104,0.06857,0.07978
3,3,1994,Urban regions,West,"Yes, definitely",0.18097,661,5104,0.17287,0.19201
4,4,1994,Urban regions,East,"No, definitely not",0.64281,265,5104,0.60614,0.68424
5,5,1994,Urban regions,East,Probably,0.08792,45,5104,0.07529,0.10244
6,6,1994,Urban regions,East,"Yes, definitely",0.26928,155,5104,0.24946,0.29836
7,7,1994,Rural regions,West,"No, definitely not",0.72289,487,5104,0.68121,0.7618
8,8,1994,Rural regions,West,Probably not,0.04864,47,5104,0.04075,0.05912
9,9,1994,Rural regions,West,Probably,0.06487,66,5104,0.05428,0.07887
10,10,1994,Rural regions,West,"Yes, definitely",0.1636,158,5104,0.14567,0.18495
11,11,1994,Rural regions,East,"No, definitely not",0.65095,570,5104,0.62389,0.67828
12,12,1994,Rural regions,East,Probably not,0.03389,33,5104,0.02835,0.03989
13,13,1994,Rural regions,East,Probably,0.05508,72,5104,0.04667,0.06483
14,14,1994,Rural regions,East,"Yes, definitely",0.26007,338,5104,0.2448,0.27853
15,15,1995,Urban regions,West,"No, definitely not",0.69396,1807,5239,0.67009,0.71648
16,16,1995,Urban regions,West,Probably not,0.04198,147,5239,0.03678,0.04753
17,17,1995,Urban regions,West,Probably,0.08012,331,5239,0.07235,0.08733
18,18,1995,Urban regions,West,"Yes, definitely",0.18393,736,5239,0.17366,0.1943
19,19,1995,Urban regions,East,"No, definitely not",0.6899,264,5239,0.64893,0.73217
20,20,1995,Urban regions,East,Probably,0.0671,32,5239,0.05408,0.07985
21,21,1995,Urban regions,East,"Yes, definitely",0.24299,139,5239,0.22085,0.26489
22,22,1995,Rural regions,West,"No, definitely not",0.69758,485,5239,0.66385,0.73797
23,23,1995,Rural regions,West,Probably not,0.05928,50,5239,0.04882,0.07207
24,24,1995,Rural regions,West,Probably,0.06305,80,5239,0.05255,0.0755
25,25,1995,Rural regions,West,"Yes, definitely",0.18009,195,5239,0.15976,0.19907
26,26,1995,Rural regions,East,"No, definitely not",0.68867,560,5239,0.663,0.71329
27,27,1995,Rural regions,East,Probably not,0.04135,52,5239,0.03534,0.04658
28,28,1995,Rural regions,East,Probably,0.05701,72,5239,0.0502,0.06599
29,29,1995,Rural regions,East,"Yes, definitely",0.21298,289,5239,0.19789,0.23022
30,30,1996,Urban regions,West,"No, definitely not",0.69383,1788,5233,0.67203,0.7187
31,31,1996,Urban regions,West,Probably not,0.04435,144,5233,0.03873,0.04974
32,32,1996,Urban regions,West,Probably,0.0813,312,5233,0.07219,0.09003
33,33,1996,Urban regions,West,"Yes, definitely",0.18052,720,5233,0.17045,0.19145
34,34,1996,Urban regions,East,"No, definitely not",0.67096,267,5233,0.63302,0.70789
35,35,1996,Urban regions,East,Probably,0.07161,38,5233,0.06098,0.08366
36,36,1996,Urban regions,East,"Yes, definitely",0.25743,146,5233,0.23411,0.28467
37,37,1996,Rural regions,West,"No, definitely not",0.70934,490,5233,0.66686,0.74583
38,38,1996,Rural regions,West,Probably not,0.05259,42,5233,0.04293,0.06805
39,39,1996,Rural regions,West,Probably,0.05512,76,5233,0.04514,0.06734
40,40,1996,Rural regions,West,"Yes, definitely",0.18295,195,5233,0.1635,0.20155
41,41,1996,Rural regions,East,"No, definitely not",0.6612,571,5233,0.63944,0.69016
42,42,1996,Rural regions,East,Probably not,0.0351,41,5233,0.02883,0.04094
43,43,1996,Rural regions,East,Probably,0.0605,88,5233,0.05273,0.06764
44,44,1996,Rural regions,East,"Yes, definitely",0.24321,315,5233,0.2288,0.26164
45,45,1997,Urban regions,West,"No, definitely not",0.69819,1792,5215,0.67987,0.72032
46,46,1997,Urban regions,West,Probably not,0.04351,154,5215,0.03811,0.04854
47,47,1997,Urban regions,West,Probably,0.07984,308,5215,0.07272,0.08783
48,48,1997,Urban regions,West,"Yes, definitely",0.17847,694,5215,0.16675,0.18895
49,49,1997,Urban regions,East,"No, definitely not",0.66979,279,5215,0.63802,0.71327
50,50,1997,Urban regions,East,Probably,0.08629,37,5215,0.06727,0.11026
51,51,1997,Urban regions,East,"Yes, definitely",0.24391,151,5215,0.22049,0.26954
52,52,1997,Rural regions,West,"No, definitely not",0.68365,473,5215,0.64547,0.72171
53,53,1997,Rural regions,West,Probably not,0.06645,60,5215,0.05413,0.08157
54,54,1997,Rural regions,West,Probably,0.07043,82,5215,0.05924,0.0818
55,55,1997,Rural regions,West,"Yes, definitely",0.17948,185,5215,0.1573,0.20445
56,56,1997,Rural regions,East,"No, definitely not",0.66439,573,5215,0.64095,0.69028
57,57,1997,Rural regions,East,Probably not,0.03153,38,5215,0.02609,0.03689
58,58,1997,Rural regions,East,Probably,0.0768,89,5215,0.06782,0.08748
59,59,1997,Rural regions,East,"Yes, definitely",0.22728,300,5215,0.20972,0.24628
60,60,1998,Urban regions,West,"No, definitely not",0.70495,2113,5847,0.68891,0.72222
61,61,1998,Urban regions,West,Probably not,0.04867,180,5847,0.04352,0.05501
62,62,1998,Urban regions,West,Probably,0.06885,289,5847,0.06323,0.07488
63,63,1998,Urban regions,West,"Yes, definitely",0.17753,741,5847,0.16896,0.1869
64,64,1998,Urban regions,East,"No, definitely not",0.74514,302,5847,0.70494,0.78308
65,65,1998,Urban regions,East,"Yes, definitely",0.25486,150,5847,0.232,0.28337
66,66,1998,Rural regions,West,"No, definitely not",0.72202,617,5847,0.69267,0.76063
67,67,1998,Rural regions,West,Probably not,0.05054,60,5847,0.04198,0.05835
68,68,1998,Rural regions,West,Probably,0.04872,61,5847,0.03885,0.05884
69,69,1998,Rural regions,West,"Yes, definitely",0.17872,211,5847,0.16227,0.19609
70,70,1998,Rural regions,East,"No, definitely not",0.64358,623,5847,0.61857,0.67179
71,71,1998,Rural regions,East,Probably not,0.03856,47,5847,0.0322,0.04571
72,72,1998,Rural regions,East,Probably,0.05841,73,5847,0.04925,0.06732
73,73,1998,Rural regions,East,"Yes, definitely",0.25945,380,5847,0.24473,0.27778
74,74,1999,Urban regions,West,"No, definitely not",0.72944,2010,5473,0.70867,0.74916
75,75,1999,Urban regions,West,Probably not,0.03794,129,5473,0.03343,0.04207
76,76,1999,Urban regions,West,Probably,0.06295,252,5473,0.05778,0.06773
77,77,1999,Urban regions,West,"Yes, definitely",0.16966,650,5473,0.16087,0.17839
78,78,1999,Urban regions,East,"No, definitely not",0.70783,312,5473,0.66843,0.74664
79,79,1999,Urban regions,East,Probably,0.0594,37,5473,0.0471,0.07113
80,80,1999,Urban regions,East,"Yes, definitely",0.23277,137,5473,0.20829,0.26252
81,81,1999,Rural regions,West,"No, definitely not",0.73696,576,5473,0.70283,0.77487
82,82,1999,Rural regions,West,Probably not,0.03627,40,5473,0.02944,0.04343
83,83,1999,Rural regions,West,Probably,0.05032,61,5473,0.04177,0.0603
84,84,1999,Rural regions,West,"Yes, definitely",0.17645,190,5473,0.15891,0.19278
85,85,1999,Rural regions,East,"No, definitely not",0.68602,645,5473,0.65761,0.71365
86,86,1999,Rural regions,East,Probably not,0.03628,40,5473,0.0295,0.04383
87,87,1999,Rural regions,East,Probably,0.0426,58,5473,0.03477,0.05181
88,88,1999,Rural regions,East,"Yes, definitely",0.2351,336,5473,0.21919,0.25222
89,89,2000,Urban regions,West,"No, definitely not",0.73341,3899,10080,0.72072,0.74419
90,90,2000,Urban regions,West,Probably not,0.03587,245,10080,0.03298,0.03826
91,91,2000,Urban regions,West,Probably,0.06553,458,10080,0.06213,0.06899
92,92,2000,Urban regions,West,"Yes, definitely",0.16519,1140,10080,0.15884,0.17142
93,93,2000,Urban regions,East,"No, definitely not",0.66577,468,10080,0.63909,0.69261
94,94,2000,Urban regions,East,Probably not,0.03673,35,10080,0.03123,0.04227
95,95,2000,Urban regions,East,Probably,0.06213,52,10080,0.04868,0.07588
96,96,2000,Urban regions,East,"Yes, definitely",0.23537,232,10080,0.21684,0.25673
97,97,2000,Rural regions,West,"No, definitely not",0.72866,1190,10080,0.70537,0.74956
98,98,2000,Rural regions,West,Probably not,0.04433,88,10080,0.03902,0.05084
99,99,2000,Rural regions,West,Probably,0.08084,172,10080,0.07458,0.08848
100,100,2000,Rural regions,West,"Yes, definitely",0.14617,309,10080,0.13866,0.15612
101,101,2000,Rural regions,East,"No, definitely not",0.69514,1127,10080,0.67884,0.71338
102,102,2000,Rural regions,East,Probably not,0.03395,66,10080,0.0291,0.03898
103,103,2000,Rural regions,East,Probably,0.04399,92,10080,0.03879,0.04902
104,104,2000,Rural regions,East,"Yes, definitely",0.22692,507,10080,0.21691,0.23782
105,105,2001,Urban regions,West,"No, definitely not",0.73457,3534,9116,0.72063,0.74631
106,106,2001,Urban regions,West,Probably not,0.03546,210,9116,0.03286,0.0388
107,107,2001,Urban regions,West,Probably,0.06003,363,9116,0.05583,0.06373
108,108,2001,Urban regions,West,"Yes, definitely",0.16995,1031,9116,0.16367,0.17732
109,109,2001,Urban regions,East,"No, definitely not",0.70588,462,9116,0.67642,0.73766
110,110,2001,Urban regions,East,Probably,0.05021,44,9116,0.04129,0.06176
111,111,2001,Urban regions,East,"Yes, definitely",0.24391,205,9116,0.22275,0.26505
112,112,2001,Rural regions,West,"No, definitely not",0.72547,1080,9116,0.70541,0.75035
113,113,2001,Rural regions,West,Probably not,0.04327,82,9116,0.03582,0.05006
114,114,2001,Rural regions,West,Probably,0.06402,123,9116,0.05679,0.07175
115,115,2001,Rural regions,West,"Yes, definitely",0.16725,311,9116,0.1573,0.17979
116,116,2001,Rural regions,East,"No, definitely not",0.69265,1039,9116,0.67646,0.71089
117,117,2001,Rural regions,East,Probably not,0.02519,51,9116,0.02161,0.02893
118,118,2001,Rural regions,East,Probably,0.05553,104,9116,0.04884,0.06271
119,119,2001,Rural regions,East,"Yes, definitely",0.22663,477,9116,0.21437,0.2384
120,120,2002,Urban regions,West,"No, definitely not",0.7162,3590,9324,0.70297,0.73141
121,121,2002,Urban regions,West,Probably not,0.03353,208,9324,0.0298,0.03751
122,122,2002,Urban regions,West,Probably,0.05946,375,9324,0.05464,0.06437
123,123,2002,Urban regions,West,"Yes, definitely",0.19081,1175,9324,0.18157,0.19821
124,124,2002,Urban regions,East,"No, definitely not",0.67499,454,9324,0.64259,0.70684
125,125,2002,Urban regions,East,Probably,0.05897,40,9324,0.04462,0.07686
126,126,2002,Urban regions,East,"Yes, definitely",0.26604,226,9324,0.23807,0.29149
127,127,2002,Rural regions,West,"No, definitely not",0.71651,1058,9324,0.68644,0.7447
128,128,2002,Rural regions,West,Probably not,0.03874,71,9324,0.03329,0.04631
129,129,2002,Rural regions,West,Probably,0.06477,125,9324,0.05645,0.0747
130,130,2002,Rural regions,West,"Yes, definitely",0.17998,336,9324,0.16621,0.19361
131,131,2002,Rural regions,East,"No, definitely not",0.66372,1021,9324,0.64486,0.68589
132,132,2002,Rural regions,East,Probably not,0.02849,49,9324,0.02382,0.03439
133,133,2002,Rural regions,East,Probably,0.04511,85,9324,0.03919,0.05071
134,134,2002,Rural regions,East,"Yes, definitely",0.26268,511,9324,0.24803,0.27946
135,135,2003,Urban regions,West,"No, definitely not",0.71429,3516,9149,0.7013,0.72721
136,136,2003,Urban regions,West,Probably not,0.03271,195,9149,0.02884,0.03655
137,137,2003,Urban regions,West,Probably,0.05881,350,9149,0.05374,0.06325
138,138,2003,Urban regions,West,"Yes, definitely",0.19419,1149,9149,0.18476,0.20472
139,139,2003,Urban regions,East,"No, definitely not",0.63607,457,9149,0.60881,0.66613
140,140,2003,Urban regions,East,Probably not,0.03405,31,9149,0.02641,0.04279
141,141,2003,Urban regions,East,Probably,0.06144,53,9149,0.04878,0.07317
142,142,2003,Urban regions,East,"Yes, definitely",0.26843,242,9149,0.23944,0.29427
143,143,2003,Rural regions,West,"No, definitely not",0.71357,1007,9149,0.69241,0.74306
144,144,2003,Rural regions,West,Probably not,0.03311,58,9149,0.02644,0.03948
145,145,2003,Rural regions,West,Probably,0.06386,113,9149,0.05465,0.0729
146,146,2003,Rural regions,West,"Yes, definitely",0.18946,310,9149,0.17527,0.20758
147,147,2003,Rural regions,East,"No, definitely not",0.657,1020,9149,0.63555,0.67687
148,148,2003,Rural regions,East,Probably not,0.03967,66,9149,0.03304,0.04728
149,149,2003,Rural regions,East,Probably,0.04477,87,9149,0.03966,0.05069
150,150,2003,Rural regions,East,"Yes, definitely",0.25856,495,9149,0.24191,0.27847
151,151,2004,Urban regions,West,"No, definitely not",0.70849,3405,9011,0.69281,0.72517
152,152,2004,Urban regions,West,Probably not,0.03307,183,9011,0.02959,0.03751
153,153,2004,Urban regions,West,Probably,0.0605,352,9011,0.05521,0.06624
154,154,2004,Urban regions,West,"Yes, definitely",0.19795,1197,9011,0.1906,0.20825
155,155,2004,Urban regions,East,"No, definitely not",0.64692,450,9011,0.61204,0.67713
156,156,2004,Urban regions,East,Probably,0.06976,47,9011,0.05406,0.08439
157,157,2004,Urban regions,East,"Yes, definitely",0.28332,241,9011,0.25757,0.30849
158,158,2004,Rural regions,West,"No, definitely not",0.6699,989,9011,0.64605,0.69605
159,159,2004,Rural regions,West,Probably not,0.04074,58,9011,0.03284,0.05038
160,160,2004,Rural regions,West,Probably,0.07328,121,9011,0.06181,0.08496
161,161,2004,Rural regions,West,"Yes, definitely",0.21608,350,9011,0.19567,0.23315
162,162,2004,Rural regions,East,"No, definitely not",0.64654,979,9011,0.62521,0.67066
163,163,2004,Rural regions,East,Probably not,0.03173,50,9011,0.02533,0.03929
164,164,2004,Rural regions,East,Probably,0.05234,93,9011,0.04527,0.05915
165,165,2004,Rural regions,East,"Yes, definitely",0.26939,496,9011,0.24753,0.28909
166,166,2005,Urban regions,West,"No, definitely not",0.6893,3294,8728,0.67538,0.70594
167,167,2005,Urban regions,West,Probably not,0.03366,186,8728,0.02999,0.0381
168,168,2005,Urban regions,West,Probably,0.0644,333,8728,0.0595,0.07036
169,169,2005,Urban regions,West,"Yes, definitely",0.21264,1162,8728,0.20329,0.22272
170,170,2005,Urban regions,East,"No, definitely not",0.62015,434,8728,0.58301,0.65498
171,171,2005,Urban regions,East,Probably,0.08375,57,8728,0.06319,0.10558
172,172,2005,Urban regions,East,"Yes, definitely",0.2961,233,8728,0.26131,0.32865
173,173,2005,Rural regions,West,"No, definitely not",0.69472,967,8728,0.67048,0.72646
174,174,2005,Rural regions,West,Probably not,0.02713,50,8728,0.02171,0.03316
175,175,2005,Rural regions,West,Probably,0.07138,114,8728,0.06058,0.08589
176,176,2005,Rural regions,West,"Yes, definitely",0.20677,317,8728,0.1894,0.22642
177,177,2005,Rural regions,East,"No, definitely not",0.62412,956,8728,0.60032,0.65184
178,178,2005,Rural regions,East,Probably not,0.03368,53,8728,0.028,0.04045
179,179,2005,Rural regions,East,Probably,0.04953,73,8728,0.03964,0.05981
180,180,2005,Rural regions,East,"Yes, definitely",0.29267,499,8728,0.27114,0.3137
181,181,2006,Urban regions,West,"No, definitely not",0.69348,3638,9377,0.6773,0.7072
182,182,2006,Urban regions,West,Probably not,0.03074,174,9377,0.02662,0.03476
183,183,2006,Urban regions,West,Probably,0.06426,349,9377,0.05882,0.06965
184,184,2006,Urban regions,West,"Yes, definitely",0.21152,1165,9377,0.20052,0.22178
185,185,2006,Urban regions,East,"No, definitely not",0.65487,492,9377,0.61761,0.68763
186,186,2006,Urban regions,East,Probably,0.07007,39,9377,0.05372,0.08522
187,187,2006,Urban regions,East,"Yes, definitely",0.27506,219,9377,0.24697,0.30694
188,188,2006,Rural regions,West,"No, definitely not",0.69282,1110,9377,0.66576,0.71786
189,189,2006,Rural regions,West,Probably not,0.03578,69,9377,0.02972,0.04256
190,190,2006,Rural regions,West,Probably,0.07563,114,9377,0.06427,0.08706
191,191,2006,Rural regions,West,"Yes, definitely",0.19577,341,9377,0.18023,0.21166
192,192,2006,Rural regions,East,"No, definitely not",0.65636,1066,9377,0.63278,0.68008
193,193,2006,Rural regions,East,Probably not,0.03948,67,9377,0.03174,0.04694
194,194,2006,Rural regions,East,Probably,0.05111,80,9377,0.03997,0.06077
195,195,2006,Rural regions,East,"Yes, definitely",0.25304,454,9377,0.23619,0.27018
196,196,2007,Urban regions,West,"No, definitely not",0.70874,3381,8481,0.69006,0.72404
197,197,2007,Urban regions,West,Probably not,0.03501,166,8481,0.03072,0.03914
198,198,2007,Urban regions,West,Probably,0.06424,288,8481,0.05738,0.07068
199,199,2007,Urban regions,West,"Yes, definitely",0.19201,978,8481,0.18028,0.20287
200,200,2007,Urban regions,East,"No, definitely not",0.68983,495,8481,0.64837,0.73429
201,201,2007,Urban regions,East,Probably,0.07053,45,8481,0.05427,0.08478
202,202,2007,Urban regions,East,"Yes, definitely",0.23965,171,8481,0.20538,0.26529
203,203,2007,Rural regions,West,"No, definitely not",0.72085,1039,8481,0.69035,0.74368
204,204,2007,Rural regions,West,Probably not,0.03295,53,8481,0.02733,0.04039
205,205,2007,Rural regions,West,Probably,0.05984,90,8481,0.04747,0.07057
206,206,2007,Rural regions,West,"Yes, definitely",0.18636,277,8481,0.16532,0.20721
207,207,2007,Rural regions,East,"No, definitely not",0.66465,990,8481,0.63902,0.68896
208,208,2007,Rural regions,East,Probably not,0.0328,46,8481,0.02539,0.04114
209,209,2007,Rural regions,East,Probably,0.05923,90,8481,0.04634,0.06947
210,210,2007,Rural regions,East,"Yes, definitely",0.24332,372,8481,0.2238,0.26411
211,211,2008,Urban regions,West,"No, definitely not",0.73249,3187,7890,0.71351,0.75042
212,212,2008,Urban regions,West,Probably not,0.03239,143,7890,0.0288,0.03667
213,213,2008,Urban regions,West,Probably,0.0525,250,7890,0.04665,0.05916
214,214,2008,Urban regions,West,"Yes, definitely",0.18262,842,7890,0.17113,0.19503
215,215,2008,Urban regions,East,"No, definitely not",0.67877,480,7890,0.63551,0.72366
216,216,2008,Urban regions,East,Probably,0.07365,36,7890,0.05794,0.09346
217,217,2008,Urban regions,East,"Yes, definitely",0.24758,167,7890,0.21798,0.28228
218,218,2008,Rural regions,West,"No, definitely not",0.7344,999,7890,0.70142,0.76517
219,219,2008,Rural regions,West,Probably not,0.03309,52,7890,0.02478,0.0412
220,220,2008,Rural regions,West,Probably,0.05593,80,7890,0.04578,0.06939
221,221,2008,Rural regions,West,"Yes, definitely",0.17658,250,7890,0.1605,0.19431
222,222,2008,Rural regions,East,"No, definitely not",0.68176,953,7890,0.65416,0.70758
223,223,2008,Rural regions,East,Probably not,0.03652,52,7890,0.02901,0.04505
224,224,2008,Rural regions,East,Probably,0.05072,54,7890,0.03441,0.06777
225,225,2008,Rural regions,East,"Yes, definitely",0.231,345,7890,0.21126,0.25638
226,226,2009,Urban regions,West,"No, definitely not",0.72021,2907,7329,0.69963,0.74232
