year,plb0417_v2,bula_h,pgisced97,proportion,n,lower_confidence,upper_confidence
1994,"No, definitely not",North Rhine-Westphalia,middle vocational,0.09290873276428102,16642,0.08849803729273817,0.09731942823582387
1994,"No, definitely not",North Rhine-Westphalia,general elementary,0.06401838476690742,16642,0.06029927216193604,0.0677374973718788
1994,"No, definitely not",Bavaria,middle vocational,0.05416940249507551,16642,0.050730364177243095,0.05760844081290792
1994,"No, definitely not",Baden-Wuerttemberg,middle vocational,0.052199606040709126,16642,0.048820161158476545,0.05557905092294171
1994,"No, definitely not",Saxony,middle vocational,0.04957321076822062,16642,0.04627532072727165,0.05287110080916959
1994,"No, definitely not",Bavaria,general elementary,0.040709126723571895,16642,0.037706686553717894,0.043711566893425896
1994,"No, definitely not",Lower Saxony,middle vocational,0.04005252790544977,16642,0.03707338035755746,0.04303167545334208
1994,"No, definitely not",Baden-Wuerttemberg,general elementary,0.03808273145108339,16642,0.03517478624913213,0.040990676653034644
1994,"No, definitely not",Hesse,middle vocational,0.030860144451739988,16642,0.028232627558790628,0.03348766134468935
1994,"No, definitely not",Thuringa,middle vocational,0.030531845042678925,16642,0.02791789904399997,0.033145791041357876
1994,"No, definitely not",Lower Saxony,general elementary,0.030531845042678925,16642,0.02791789904399997,0.033145791041357876
1994,"No, definitely not",Saxony-Anhalt,middle vocational,0.02856204858831254,16642,0.026031262010941462,0.03109283516568362
1994,"No, definitely not","Rhineland-Palatinate, Saarland",general elementary,0.02757715036112935,16642,0.025089120527347797,0.030065180194910904
1994,"No, definitely not","Rhineland-Palatinate, Saarland",middle vocational,0.025607353906762966,16642,0.023207401313077643,0.02800730650044829
1994,"No, definitely not",Brandenburg,middle vocational,0.025279054497701903,16642,0.022894134172047727,0.02766397482335608
1994,"No, definitely not",Hesse,general elementary,0.024294156270518712,16642,0.02195497608816791,0.026633336452869513
1994,"No, definitely not",Baden-Wuerttemberg,inadequately,0.02068286277084701,16642,0.01852054102990383,0.02284518451179019
1994,"No, definitely not",Saxony,general elementary,0.018384766907419567,16642,0.016343719833719086,0.020425813981120047
1994,"No, definitely not",North Rhine-Westphalia,inadequately,0.018056467498358503,16642,0.016033387926569834,0.020079547070147172
1994,"No, definitely not",Berlin,middle vocational,0.017399868680236377,16642,0.015413249122177213,0.01938648823829554
1994,"No, definitely not",Saxony-Anhalt,general elementary,0.012803676953381483,16642,0.01109554101127164,0.014511812895491326
1994,"No, definitely not",Schleswig-Holstein,middle vocational,0.011818778726198293,16642,0.01017683634935694,0.013460721103039645
1994,"No, definitely not",Mecklenburg-Western Pomerania,middle vocational,0.011162179908076166,16642,0.00956596870056199,0.012758391115590342
1994,"No, definitely not",Thuringa,general elementary,0.010833880499015102,16642,0.009261057144449488,0.012406703853580716
1994,"No, definitely not",Saxony,higher education,0.010833880499015102,16642,0.009261057144449488,0.012406703853580716
1994,"No, definitely not",Hamburg,middle vocational,0.010505581089954037,16642,0.008956514716054319,0.012054647463853756
1994,"No, definitely not",Brandenburg,general elementary,0.009192383453709783,16642,0.007742403336903946,0.010642363570515621
1994,"No, definitely not",Bavaria,higher education,0.00886408404464872,16642,0.007439995961963802,0.010288172127333638
1994,"No, definitely not",Hesse,inadequately,0.00886408404464872,16642,0.007439995961963802,0.010288172127333638
1994,"No, definitely not",Berlin,higher education,0.008535784635587657,16642,0.007138085942819874,0.00993348332835544
1994,"No, definitely not",Brandenburg,higher education,0.008207485226526593,16642,0.0068367020034417175,0.009578268449611469
1994,"No, definitely not",Saxony-Anhalt,higher education,0.007879185817465528,16642,0.006535875766128243,0.009222495868802813
1994,"No, definitely not",Bavaria,higher vocational,0.007879185817465528,16642,0.006535875766128243,0.009222495868802813
1994,"No, definitely not",Berlin,general elementary,0.007222586999343401,16642,0.00593604002627584,0.008509133972410961
1994,"No, definitely not",Bremen,middle vocational,0.006565988181221274,16642,0.005338908193844191,0.007793068168598357
1994,"No, definitely not",North Rhine-Westphalia,higher vocational,0.006565988181221274,16642,0.005338908193844191,0.007793068168598357
