year,sampreg,sex,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,West,male,"No, definitely not",0.18122,765,1228,0.15966,0.20277
1994,West,male,Probably,0.00920,59,1228,0.00386,0.01454
1994,West,male,"Yes, definitely",0.06637,404,1228,0.05244,0.08030
1994,West,female,"No, definitely not",0.32630,1496,2371,0.30742,0.34517
1994,West,female,Probably not,0.02546,160,2371,0.01912,0.03181
1994,West,female,Probably,0.04167,300,2371,0.03363,0.04972
1994,West,female,"Yes, definitely",0.06139,415,2371,0.05173,0.07106
1994,East,male,"No, definitely not",0.18679,319,511,0.15296,0.22061
1994,East,male,"Yes, definitely",0.08417,192,511,0.06007,0.10826
1994,East,female,"No, definitely not",0.29604,516,940,0.26684,0.32524
1994,East,female,Probably not,0.01692,36,940,0.00867,0.02517
1994,East,female,Probably,0.03299,87,940,0.02156,0.04441
1994,East,female,"Yes, definitely",0.11204,301,940,0.09187,0.13222
1995,West,male,"No, definitely not",0.17767,779,1320,0.15704,0.19830
1995,West,male,Probably not,0.00605,32,1320,0.00187,0.01024
1995,West,male,Probably,0.00956,63,1320,0.00431,0.01481
1995,West,male,"Yes, definitely",0.06636,446,1320,0.05292,0.07979
1995,West,female,"No, definitely not",0.32101,1513,2511,0.30274,0.33927
1995,West,female,Probably not,0.02670,165,2511,0.02039,0.03300
1995,West,female,Probably,0.04466,348,2511,0.03658,0.05274
1995,West,female,"Yes, definitely",0.06590,485,2511,0.05619,0.07560
1995,East,male,"No, definitely not",0.20349,326,502,0.16824,0.23875
1995,East,male,"Yes, definitely",0.07094,176,502,0.04846,0.09342
1995,East,female,"No, definitely not",0.30332,498,892,0.27314,0.33351
1995,East,female,Probably not,0.02172,58,892,0.01215,0.03130
1995,East,female,Probably,0.03534,84,892,0.02322,0.04746
1995,East,female,"Yes, definitely",0.09302,252,892,0.07395,0.11210
1996,West,male,"No, definitely not",0.18768,794,1307,0.16650,0.20886
1996,West,male,Probably not,0.00591,35,1307,0.00175,0.01006
1996,West,male,Probably,0.00778,49,1307,0.00302,0.01255
1996,West,male,"Yes, definitely",0.06512,429,1307,0.05174,0.07850
1996,West,female,"No, definitely not",0.31805,1484,2460,0.29964,0.33646
1996,West,female,Probably not,0.02732,151,2460,0.02088,0.03377
1996,West,female,Probably,0.04632,339,2460,0.03801,0.05462
1996,West,female,"Yes, definitely",0.06695,486,2460,0.05707,0.07682
1996,East,male,"No, definitely not",0.20336,325,571,0.17032,0.23641
1996,East,male,Probably,0.01465,36,571,0.00479,0.02452
1996,East,male,"Yes, definitely",0.09021,210,571,0.06669,0.11373
1996,East,female,"No, definitely not",0.30522,513,902,0.27515,0.33529
1996,East,female,Probably not,0.02041,48,902,0.01117,0.02964
1996,East,female,Probably,0.03416,90,902,0.02230,0.04602
1996,East,female,"Yes, definitely",0.10022,251,902,0.08061,0.11983
1997,West,male,"No, definitely not",0.19029,805,1321,0.16912,0.21147
1997,West,male,Probably not,0.00655,39,1321,0.00220,0.01090
1997,West,male,Probably,0.00974,61,1321,0.00444,0.01504
1997,West,male,"Yes, definitely",0.06565,416,1321,0.05228,0.07901
1997,West,female,"No, definitely not",0.31864,1460,2428,0.30010,0.33717
1997,West,female,Probably not,0.02894,175,2428,0.02227,0.03561
1997,West,female,Probably,0.04662,329,2428,0.03824,0.05501
1997,West,female,"Yes, definitely",0.06631,464,2428,0.05641,0.07620
1997,East,male,"No, definitely not",0.21112,337,591,0.17819,0.24405
1997,East,male,Probably,0.02024,44,591,0.00888,0.03161
1997,East,male,"Yes, definitely",0.09230,210,591,0.06895,0.11566
1997,East,female,"No, definitely not",0.31060,515,887,0.28013,0.34107
1997,East,female,Probably not,0.02187,49,887,0.01224,0.03150
1997,East,female,Probably,0.04220,82,887,0.02896,0.05543
1997,East,female,"Yes, definitely",0.09075,241,887,0.07183,0.10966
1998,West,male,"No, definitely not",0.19258,976,1525,0.17279,0.21238
1998,West,male,Probably not,0.00820,48,1525,0.00367,0.01272
1998,West,male,Probably,0.00861,48,1525,0.00397,0.01325
1998,West,male,"Yes, definitely",0.06504,453,1525,0.05266,0.07742
1998,West,female,"No, definitely not",0.32582,1754,2747,0.30829,0.34335
1998,West,female,Probably not,0.02753,192,2747,0.02141,0.03365
1998,West,female,Probably,0.03789,302,2747,0.03075,0.04503
1998,West,female,"Yes, definitely",0.06580,499,2747,0.05652,0.07507
1998,East,male,"No, definitely not",0.21561,375,654,0.18407,0.24715
1998,East,male,Probably,0.01513,33,654,0.00576,0.02449
1998,East,male,"Yes, definitely",0.09335,246,654,0.07103,0.11566
1998,East,female,"No, definitely not",0.30462,550,947,0.27529,0.33395
1998,East,female,Probably not,0.01849,43,947,0.00991,0.02708
1998,East,female,Probably,0.03077,70,947,0.01977,0.04178
1998,East,female,"Yes, definitely",0.10668,284,947,0.08700,0.12635
1999,West,male,"No, definitely not",0.20035,959,1379,0.17922,0.22148
1999,West,male,Probably,0.00856,51,1379,0.00369,0.01342
1999,West,male,"Yes, definitely",0.05702,369,1379,0.04478,0.06927
1999,West,female,"No, definitely not",0.31802,1627,2499,0.29976,0.33629
1999,West,female,Probably not,0.02078,139,2499,0.01518,0.02637
1999,West,female,Probably,0.03374,262,2499,0.02666,0.04082
1999,West,female,"Yes, definitely",0.06481,471,2499,0.05516,0.07447
1999,East,male,"No, definitely not",0.22844,387,605,0.19496,0.26192
1999,East,male,"Yes, definitely",0.09207,218,605,0.06902,0.11513
1999,East,female,"No, definitely not",0.32855,570,938,0.29848,0.35863
1999,East,female,Probably not,0.02103,43,938,0.01184,0.03022
1999,East,female,Probably,0.02852,70,938,0.01787,0.03918
1999,East,female,"Yes, definitely",0.09689,255,938,0.07795,0.11583
2000,West,male,"No, definitely not",0.19872,1965,2760,0.18383,0.21361
2000,West,male,Probably not,0.00498,53,2760,0.00235,0.00761
2000,West,male,Probably,0.00873,98,2760,0.00526,0.01220
2000,West,male,"Yes, definitely",0.05424,644,2760,0.04579,0.06269
2000,West,female,"No, definitely not",0.31396,3124,4741,0.30075,0.32718
2000,West,female,Probably not,0.02134,280,4741,0.01722,0.02545
2000,West,female,Probably,0.03926,532,4741,0.03373,0.04479
2000,West,female,"Yes, definitely",0.05871,805,4741,0.05202,0.06541
2000,East,male,"No, definitely not",0.22913,654,1073,0.20397,0.25429
2000,East,male,Probably not,0.01099,37,1073,0.00475,0.01724
2000,East,male,Probably,0.01522,54,1073,0.00789,0.02254
2000,East,male,"Yes, definitely",0.09127,328,1073,0.07403,0.10851
2000,East,female,"No, definitely not",0.32923,941,1506,0.30549,0.35298
2000,East,female,Probably not,0.01729,64,1506,0.01070,0.02387
2000,East,female,Probably,0.02507,90,1506,0.01717,0.03296
2000,East,female,"Yes, definitely",0.09650,411,1506,0.08158,0.11142
2001,West,male,"No, definitely not",0.20308,1815,2516,0.18736,0.21880
2001,West,male,Probably not,0.00695,61,2516,0.00370,0.01020
2001,West,male,Probably,0.00772,80,2516,0.00430,0.01114
2001,West,male,"Yes, definitely",0.05518,560,2516,0.04625,0.06410
2001,West,female,"No, definitely not",0.31063,2799,4218,0.29667,0.32460
2001,West,female,Probably not,0.01909,231,4218,0.01496,0.02322
2001,West,female,Probably,0.03470,406,4218,0.02917,0.04022
2001,West,female,"Yes, definitely",0.06389,782,4218,0.05651,0.07127
2001,East,male,"No, definitely not",0.23787,632,1037,0.21194,0.26379
2001,East,male,Probably not,0.00993,34,1037,0.00389,0.01597
2001,East,male,Probably,0.02072,59,1037,0.01205,0.02939
2001,East,male,"Yes, definitely",0.09462,312,1037,0.07679,0.11244
2001,East,female,"No, definitely not",0.33197,869,1372,0.30704,0.35690
2001,East,female,Probably not,0.01296,44,1372,0.00697,0.01895
2001,East,female,Probably,0.02354,89,1372,0.01552,0.03157
2001,East,female,"Yes, definitely",0.09584,370,1372,0.08026,0.11142
2002,West,male,"No, definitely not",0.20439,1843,2665,0.18908,0.21971
2002,West,male,Probably not,0.00619,55,2665,0.00321,0.00917
2002,West,male,Probably,0.00897,97,2665,0.00539,0.01255
2002,West,male,"Yes, definitely",0.06363,670,2665,0.05436,0.07290
2002,West,female,"No, definitely not",0.30695,2805,4273,0.29312,0.32079
2002,West,female,Probably not,0.01848,224,4273,0.01444,0.02252
2002,West,female,Probably,0.03406,403,4273,0.02862,0.03950
2002,West,female,"Yes, definitely",0.07118,841,4273,0.06347,0.07890
2002,East,male,"No, definitely not",0.23739,626,1058,0.21174,0.26304
2002,East,male,Probably not,0.01305,36,1058,0.00620,0.01989
2002,East,male,Probably,0.02101,51,1058,0.01236,0.02965
2002,East,male,"Yes, definitely",0.11305,345,1058,0.09396,0.13214
2002,East,female,"No, definitely not",0.33215,849,1356,0.30708,0.35723
2002,East,female,Probably not,0.01285,41,1356,0.00686,0.01885
2002,East,female,Probably,0.02125,74,1356,0.01357,0.02893
2002,East,female,"Yes, definitely",0.11282,392,1356,0.09597,0.12967
2003,West,male,"No, definitely not",0.20339,1797,2644,0.18805,0.21874
2003,West,male,Probably not,0.00568,51,2644,0.00281,0.00854
2003,West,male,Probably,0.00940,103,2644,0.00572,0.01308
2003,West,male,"Yes, definitely",0.06973,693,2644,0.06002,0.07944
2003,West,female,"No, definitely not",0.30108,2726,4054,0.28696,0.31521
2003,West,female,Probably not,0.01734,202,4054,0.01332,0.02136
2003,West,female,Probably,0.03265,360,4054,0.02718,0.03812
2003,West,female,"Yes, definitely",0.06740,766,4054,0.05968,0.07512
2003,East,male,"No, definitely not",0.23920,629,1077,0.21371,0.26469
2003,East,male,Probably not,0.01409,37,1077,0.00705,0.02113
2003,East,male,Probably,0.02060,60,1077,0.01211,0.02908
2003,East,male,"Yes, definitely",0.12054,351,1077,0.10108,0.13999
2003,East,female,"No, definitely not",0.33738,848,1374,0.31237,0.36239
2003,East,female,Probably not,0.01949,60,1374,0.01218,0.02680
2003,East,female,Probably,0.02386,80,1374,0.01579,0.03193
2003,East,female,"Yes, definitely",0.11181,386,1374,0.09514,0.12848
2004,West,male,"No, definitely not",0.20292,1759,2641,0.18758,0.21826
2004,West,male,Probably not,0.00748,54,2641,0.00419,0.01076
2004,West,male,Probably,0.01276,102,2641,0.00848,0.01704
2004,West,male,"Yes, definitely",0.07695,726,2641,0.06679,0.08712
2004,West,female,"No, definitely not",0.30388,2635,4014,0.28965,0.31811
2004,West,female,Probably not,0.01774,187,4014,0.01365,0.02182
2004,West,female,Probably,0.03306,371,4014,0.02753,0.03860
2004,West,female,"Yes, definitely",0.07043,821,4014,0.06251,0.07835
2004,East,male,"No, definitely not",0.23895,621,1051,0.21315,0.26474
2004,East,male,Probably not,0.01664,38,1051,0.00890,0.02438
2004,East,male,Probably,0.01787,50,1051,0.00986,0.02588
2004,East,male,"Yes, definitely",0.12230,342,1051,0.10248,0.14212
2004,East,female,"No, definitely not",0.32503,808,1333,0.29987,0.35018
2004,East,female,Probably not,0.01212,40,1333,0.00624,0.01800
2004,East,female,Probably,0.03255,90,1333,0.02302,0.04208
2004,East,female,"Yes, definitely",0.11686,395,1333,0.09961,0.13412
2005,West,male,"No, definitely not",0.20047,1728,2579,0.18502,0.21593
2005,West,male,Probably not,0.00637,62,2579,0.00330,0.00945
2005,West,male,Probably,0.01248,101,2579,0.00819,0.01676
2005,West,male,"Yes, definitely",0.07759,688,2579,0.06726,0.08792
2005,West,female,"No, definitely not",0.29463,2533,3844,0.28022,0.30904
2005,West,female,Probably not,0.01653,174,3844,0.01250,0.02057
2005,West,female,Probably,0.03463,346,3844,0.02885,0.04041
2005,West,female,"Yes, definitely",0.07454,791,3844,0.06623,0.08284
2005,East,male,"No, definitely not",0.23883,623,1028,0.21275,0.26491
2005,East,male,Probably not,0.01369,31,1028,0.00658,0.02079
2005,East,male,Probably,0.02124,44,1028,0.01242,0.03005
2005,East,male,"Yes, definitely",0.12011,330,1028,0.10023,0.13999
2005,East,female,"No, definitely not",0.30505,767,1307,0.28008,0.33002
2005,East,female,Probably not,0.01900,52,1307,0.01160,0.02641
2005,East,female,Probably,0.03166,86,1307,0.02216,0.04115
2005,East,female,"Yes, definitely",0.13663,402,1307,0.11800,0.15526
2006,West,male,"No, definitely not",0.20253,1980,2797,0.18763,0.21742
2006,West,male,Probably not,0.00603,62,2797,0.00316,0.00889
2006,West,male,Probably,0.01212,90,2797,0.00806,0.01617
2006,West,male,"Yes, definitely",0.07107,665,2797,0.06155,0.08059
2006,West,female,"No, definitely not",0.29160,2768,4163,0.27779,0.30541
2006,West,female,Probably not,0.01662,181,4163,0.01274,0.02051
2006,West,female,Probably,0.03532,373,4163,0.02971,0.04093
2006,West,female,"Yes, definitely",0.07743,841,4163,0.06931,0.08555
2006,East,male,"No, definitely not",0.24452,705,1095,0.21905,0.26999
2006,East,male,Probably not,0.01495,38,1095,0.00776,0.02215
2006,East,male,Probably,0.01731,44,1095,0.00958,0.02503
2006,East,male,"Yes, definitely",0.11000,308,1095,0.09145,0.12854
2006,East,female,"No, definitely not",0.31811,853,1350,0.29326,0.34296
2006,East,female,Probably not,0.01732,57,1350,0.01036,0.02428
2006,East,female,Probably,0.03179,75,1350,0.02243,0.04115
2006,East,female,"Yes, definitely",0.11339,365,1350,0.09647,0.13031
