year,quintil_oecd,sampreg,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2005,2nd Quintile,West,Probably,0.06638,98,8668,0.06617,0.06659
2005,2nd Quintile,West,"Yes, definitely",0.20211,279,8668,0.20177,0.20245
2005,2nd Quintile,East,"No, definitely not",0.71945,462,8668,0.71880,0.72010
2005,2nd Quintile,East,Probably,0.05286,35,8668,0.05253,0.05318
2005,2nd Quintile,East,"Yes, definitely",0.22769,175,8668,0.22708,0.22830
2005,3rd Quintile,West,"No, definitely not",0.70134,730,8668,0.70091,0.70177
2005,3rd Quintile,West,Probably not,0.03010,38,8668,0.02994,0.03026
2005,3rd Quintile,West,Probably,0.06188,82,8668,0.06165,0.06210
2005,3rd Quintile,West,"Yes, definitely",0.20668,240,8668,0.20631,0.20706
2005,3rd Quintile,East,"No, definitely not",0.83095,376,8668,0.83029,0.83160
2005,3rd Quintile,East,"Yes, definitely",0.16905,100,8668,0.16840,0.16971
2005,4th Quintile,West,"No, definitely not",0.76690,785,8668,0.76649,0.76731
2005,4th Quintile,West,Probably not,0.03015,39,8668,0.02999,0.03032
2005,4th Quintile,West,Probably,0.06058,81,8668,0.06035,0.06081
2005,4th Quintile,West,"Yes, definitely",0.14237,217,8668,0.14204,0.14271
2005,4th Quintile,East,"No, definitely not",0.77683,219,8668,0.77588,0.77778
2005,4th Quintile,East,"Yes, definitely",0.22317,79,8668,0.22222,0.22412
2005,5th Quintile,West,"No, definitely not",0.78003,1117,8668,0.77962,0.78043
2005,5th Quintile,West,Probably not,0.04024,74,8668,0.04005,0.04043
2005,5th Quintile,West,Probably,0.03469,60,8668,0.03451,0.03487
2005,5th Quintile,West,"Yes, definitely",0.14504,306,8668,0.14470,0.14539
2005,5th Quintile,East,"No, definitely not",0.77821,65,8668,0.77647,0.77995
2005,5th Quintile,East,"Yes, definitely",0.22179,49,8668,0.22005,0.22353
2006,1st Quintile,West,"No, definitely not",0.57179,683,7980,0.57137,0.57220
2006,1st Quintile,West,Probably not,0.03190,46,7980,0.03175,0.03205
2006,1st Quintile,West,Probably,0.10084,111,7980,0.10058,0.10109
2006,1st Quintile,West,"Yes, definitely",0.29547,416,7980,0.29509,0.29586
2006,1st Quintile,East,"No, definitely not",0.42019,241,7980,0.41947,0.42090
2006,1st Quintile,East,Probably not,0.06914,43,7980,0.06877,0.06950
2006,1st Quintile,East,Probably,0.08003,46,7980,0.07963,0.08042
2006,1st Quintile,East,"Yes, definitely",0.43065,273,7980,0.42994,0.43137
2006,2nd Quintile,West,"No, definitely not",0.73433,821,7980,0.73392,0.73473
2006,2nd Quintile,West,Probably not,0.02627,35,7980,0.02612,0.02642
2006,2nd Quintile,West,Probably,0.05875,84,7980,0.05854,0.05897
2006,2nd Quintile,West,"Yes, definitely",0.18065,203,7980,0.18029,0.18100
2006,2nd Quintile,East,"No, definitely not",0.84993,447,7980,0.84935,0.85050
2006,2nd Quintile,East,"Yes, definitely",0.15007,107,7980,0.14950,0.15065
2006,3rd Quintile,West,"No, definitely not",0.73021,722,7980,0.72976,0.73066
2006,3rd Quintile,West,Probably not,0.03688,36,7980,0.03669,0.03708
2006,3rd Quintile,West,Probably,0.06427,79,7980,0.06402,0.06452
2006,3rd Quintile,West,"Yes, definitely",0.16863,202,7980,0.16825,0.16901
2006,3rd Quintile,East,"No, definitely not",0.83136,391,7980,0.83067,0.83205
2006,3rd Quintile,East,"Yes, definitely",0.16864,87,7980,0.16795,0.16933
2006,4th Quintile,West,"No, definitely not",0.75836,769,7980,0.75791,0.75881
2006,4th Quintile,West,Probably,0.05294,64,7980,0.05270,0.05317
2006,4th Quintile,West,"Yes, definitely",0.18871,232,7980,0.18829,0.18912
2006,4th Quintile,East,"No, definitely not",0.80857,209,7980,0.80762,0.80953
2006,4th Quintile,East,"Yes, definitely",0.19143,65,7980,0.19047,0.19238
2006,5th Quintile,West,"No, definitely not",0.78558,1082,7980,0.78514,0.78602
2006,5th Quintile,West,Probably not,0.02902,55,7980,0.02884,0.02920
2006,5th Quintile,West,Probably,0.04224,65,7980,0.04202,0.04245
2006,5th Quintile,West,"Yes, definitely",0.14316,248,7980,0.14279,0.14354
2006,5th Quintile,East,"No, definitely not",0.76538,70,7980,0.76347,0.76730
2006,5th Quintile,East,"Yes, definitely",0.23462,48,7980,0.23270,0.23653
2007,1st Quintile,West,"No, definitely not",0.58395,804,8357,0.58357,0.58434
2007,1st Quintile,West,Probably not,0.03973,56,8357,0.03958,0.03988
2007,1st Quintile,West,Probably,0.07966,104,8357,0.07944,0.07987
2007,1st Quintile,West,"Yes, definitely",0.29666,401,8357,0.29630,0.29702
2007,1st Quintile,East,"No, definitely not",0.46487,284,8357,0.46418,0.46556
2007,1st Quintile,East,Probably,0.09803,60,8357,0.09762,0.09844
2007,1st Quintile,East,"Yes, definitely",0.43710,263,8357,0.43642,0.43778
2007,2nd Quintile,West,"No, definitely not",0.71822,842,8357,0.71782,0.71861
2007,2nd Quintile,West,Probably not,0.03138,39,8357,0.03123,0.03153
2007,2nd Quintile,West,Probably,0.07017,84,8357,0.06994,0.07039
2007,2nd Quintile,West,"Yes, definitely",0.18024,231,8357,0.17990,0.18057
2007,2nd Quintile,East,"No, definitely not",0.80773,443,8357,0.80710,0.80836
2007,2nd Quintile,East,"Yes, definitely",0.19227,120,8357,0.19164,0.19290
2007,3rd Quintile,West,"No, definitely not",0.74331,776,8357,0.74289,0.74374
2007,3rd Quintile,West,Probably not,0.03477,37,8357,0.03460,0.03495
2007,3rd Quintile,West,Probably,0.07597,73,8357,0.07572,0.07623
2007,3rd Quintile,West,"Yes, definitely",0.14594,189,8357,0.14560,0.14629
2007,3rd Quintile,East,"No, definitely not",0.90448,445,8357,0.90398,0.90499
2007,3rd Quintile,East,"Yes, definitely",0.09552,58,8357,0.09501,0.09602
2007,4th Quintile,West,"No, definitely not",0.78860,865,8357,0.78820,0.78901
2007,4th Quintile,West,Probably not,0.03438,42,8357,0.03420,0.03456
2007,4th Quintile,West,Probably,0.03780,58,8357,0.03761,0.03799
2007,4th Quintile,West,"Yes, definitely",0.13922,198,8357,0.13887,0.13956
2007,4th Quintile,East,"No, definitely not",0.84406,234,8357,0.84319,0.84493
2007,4th Quintile,East,"Yes, definitely",0.15594,62,8357,0.15507,0.15681
2007,5th Quintile,West,"No, definitely not",0.80124,1133,8357,0.80084,0.80164
2007,5th Quintile,West,Probably not,0.03007,45,8357,0.02989,0.03024
2007,5th Quintile,West,Probably,0.03873,58,8357,0.03853,0.03892
2007,5th Quintile,West,"Yes, definitely",0.12997,235,8357,0.12963,0.13031
2007,5th Quintile,East,"No, definitely not",0.73332,79,8357,0.73146,0.73518
2007,5th Quintile,East,"Yes, definitely",0.26668,39,8357,0.26482,0.26854
2008,1st Quintile,West,"No, definitely not",0.61578,745,7790,0.61539,0.61617
2008,1st Quintile,West,Probably not,0.04403,54,7790,0.04387,0.04420
2008,1st Quintile,West,Probably,0.06504,95,7790,0.06484,0.06524
2008,1st Quintile,West,"Yes, definitely",0.27515,357,7790,0.27479,0.27551
2008,1st Quintile,East,"No, definitely not",0.46073,283,7790,0.46005,0.46142
2008,1st Quintile,East,Probably not,0.05852,39,7790,0.05819,0.05884
2008,1st Quintile,East,Probably,0.07660,32,7790,0.07623,0.07697
2008,1st Quintile,East,"Yes, definitely",0.40415,257,7790,0.40347,0.40483
2008,2nd Quintile,West,"No, definitely not",0.76136,797,7790,0.76098,0.76174
2008,2nd Quintile,West,Probably not,0.02765,32,7790,0.02751,0.02780
2008,2nd Quintile,West,Probably,0.05724,65,7790,0.05703,0.05745
2008,2nd Quintile,West,"Yes, definitely",0.15375,170,7790,0.15343,0.15408
2008,2nd Quintile,East,"No, definitely not",0.86319,487,7790,0.86265,0.86373
2008,2nd Quintile,East,"Yes, definitely",0.13681,90,7790,0.13627,0.13735
2008,3rd Quintile,West,"No, definitely not",0.78025,777,7790,0.77985,0.78065
2008,3rd Quintile,West,Probably not,0.02591,32,7790,0.02576,0.02607
2008,3rd Quintile,West,Probably,0.04720,51,7790,0.04700,0.04741
2008,3rd Quintile,West,"Yes, definitely",0.14663,184,7790,0.14629,0.14697
2008,3rd Quintile,East,"No, definitely not",0.85737,407,7790,0.85674,0.85799
2008,3rd Quintile,East,"Yes, definitely",0.14263,76,7790,0.14201,0.14326
2008,4th Quintile,West,"No, definitely not",0.78671,778,7790,0.78630,0.78712
2008,4th Quintile,West,Probably,0.04882,64,7790,0.04860,0.04903
2008,4th Quintile,West,"Yes, definitely",0.16448,184,7790,0.16411,0.16485
2008,4th Quintile,East,"No, definitely not",0.83091,178,7790,0.82993,0.83189
2008,4th Quintile,East,"Yes, definitely",0.16909,51,7790,0.16811,0.17007
2008,5th Quintile,West,"No, definitely not",0.80679,1089,7790,0.80638,0.80720
2008,5th Quintile,West,Probably not,0.03091,50,7790,0.03073,0.03109
2008,5th Quintile,West,Probably,0.03880,54,7790,0.03860,0.03900
2008,5th Quintile,West,"Yes, definitely",0.12350,196,7790,0.12316,0.12385
2008,5th Quintile,East,"No, definitely not",0.66959,78,7790,0.66757,0.67161
2008,5th Quintile,East,"Yes, definitely",0.33041,38,7790,0.32839,0.33243
2009,1st Quintile,West,"No, definitely not",0.62669,737,7150,0.62630,0.62708
2009,1st Quintile,West,Probably,0.10353,108,7150,0.10328,0.10377
2009,1st Quintile,West,"Yes, definitely",0.26979,321,7150,0.26943,0.27014
2009,1st Quintile,East,"No, definitely not",0.51920,298,7150,0.51849,0.51991
2009,1st Quintile,East,Probably not,0.05036,35,7150,0.05005,0.05067
2009,1st Quintile,East,Probably,0.13123,57,7150,0.13075,0.13171
2009,1st Quintile,East,"Yes, definitely",0.29921,181,7150,0.29856,0.29986
2009,2nd Quintile,West,"No, definitely not",0.77538,753,7150,0.77500,0.77575
2009,2nd Quintile,West,Probably,0.06389,70,7150,0.06367,0.06411
2009,2nd Quintile,West,"Yes, definitely",0.16073,167,7150,0.16041,0.16106
2009,2nd Quintile,East,"No, definitely not",0.83655,511,7150,0.83599,0.83710
2009,2nd Quintile,East,"Yes, definitely",0.16345,106,7150,0.16290,0.16401
2009,3rd Quintile,West,"No, definitely not",0.76804,658,7150,0.76761,0.76846
2009,3rd Quintile,West,Probably,0.03441,42,7150,0.03423,0.03460
2009,3rd Quintile,West,"Yes, definitely",0.19755,176,7150,0.19715,0.19795
2009,3rd Quintile,East,"No, definitely not",0.84021,363,7150,0.83955,0.84087
2009,3rd Quintile,East,"Yes, definitely",0.15979,63,7150,0.15913,0.16045
2009,4th Quintile,West,"No, definitely not",0.79513,734,7150,0.79471,0.79554
2009,4th Quintile,West,Probably,0.04015,48,7150,0.03995,0.04036
2009,4th Quintile,West,"Yes, definitely",0.16472,178,7150,0.16434,0.16510
2009,4th Quintile,East,"No, definitely not",0.79457,161,7150,0.79350,0.79563
2009,4th Quintile,East,"Yes, definitely",0.20543,49,7150,0.20437,0.20650
2009,5th Quintile,West,"No, definitely not",0.79014,978,7150,0.78971,0.79057
2009,5th Quintile,West,Probably not,0.02786,44,7150,0.02769,0.02803
2009,5th Quintile,West,Probably,0.03501,39,7150,0.03481,0.03520
2009,5th Quintile,West,"Yes, definitely",0.14699,181,7150,0.14662,0.14737
2009,5th Quintile,East,"No, definitely not",0.58084,57,7150,0.57854,0.58315
2009,5th Quintile,East,"Yes, definitely",0.41916,35,7150,0.41685,0.42146
2010,1st Quintile,West,"No, definitely not",0.68021,685,6640,0.67981,0.68060
2010,1st Quintile,West,Probably not,0.03349,44,6640,0.03334,0.03364
2010,1st Quintile,West,Probably,0.05610,72,6640,0.05591,0.05629
2010,1st Quintile,West,"Yes, definitely",0.23020,309,6640,0.22985,0.23056
2010,1st Quintile,East,"No, definitely not",0.54450,270,6640,0.54372,0.54528
2010,1st Quintile,East,Probably,0.11203,45,6640,0.11154,0.11253
2010,1st Quintile,East,"Yes, definitely",0.34347,175,6640,0.34273,0.34422
2010,2nd Quintile,West,"No, definitely not",0.77850,690,6640,0.77811,0.77889
2010,2nd Quintile,West,Probably,0.04338,54,6640,0.04319,0.04357
2010,2nd Quintile,West,"Yes, definitely",0.17812,181,6640,0.17776,0.17848
2010,2nd Quintile,East,"No, definitely not",0.89180,457,6640,0.89131,0.89230
2010,2nd Quintile,East,"Yes, definitely",0.10820,74,6640,0.10770,0.10869
2010,3rd Quintile,West,"No, definitely not",0.81714,676,6640,0.81676,0.81753
2010,3rd Quintile,West,Probably,0.02443,33,6640,0.02428,0.02459
2010,3rd Quintile,West,"Yes, definitely",0.15842,174,6640,0.15806,0.15879
2010,3rd Quintile,East,"No, definitely not",0.85803,323,6640,0.85736,0.85871
2010,3rd Quintile,East,"Yes, definitely",0.14197,50,6640,0.14129,0.14264
2010,4th Quintile,West,"No, definitely not",0.81085,698,6640,0.81045,0.81125
2010,4th Quintile,West,Probably,0.04397,51,6640,0.04376,0.04418
2010,4th Quintile,West,"Yes, definitely",0.14518,167,6640,0.14482,0.14554
2010,4th Quintile,East,"No, definitely not",0.78587,162,6640,0.78484,0.78691
2010,4th Quintile,East,"Yes, definitely",0.21413,47,6640,0.21309,0.21516
2010,5th Quintile,West,"No, definitely not",0.80644,887,6640,0.80600,0.80688
2010,5th Quintile,West,Probably not,0.03514,39,6640,0.03493,0.03534
2010,5th Quintile,West,Probably,0.02813,42,6640,0.02794,0.02831
2010,5th Quintile,West,"Yes, definitely",0.13030,174,6640,0.12992,0.13068
2010,5th Quintile,East,"No, definitely not",1.00000,61,6640,1.00000,1.00000
2011,1st Quintile,West,"No, definitely not",0.63509,727,8105,0.63464,0.63553
2011,1st Quintile,West,Probably not,0.04278,118,8105,0.04260,0.04297
2011,1st Quintile,West,Probably,0.08285,234,8105,0.08260,0.08310
2011,1st Quintile,West,"Yes, definitely",0.23928,642,8105,0.23889,0.23967
2011,1st Quintile,East,"No, definitely not",0.55672,316,8105,0.55593,0.55752
2011,1st Quintile,East,Probably not,0.05536,42,8105,0.05499,0.05573
2011,1st Quintile,East,Probably,0.11337,102,8105,0.11286,0.11388
2011,1st Quintile,East,"Yes, definitely",0.27455,325,8105,0.27383,0.27527
2011,2nd Quintile,West,"No, definitely not",0.76682,696,8105,0.76638,0.76725
2011,2nd Quintile,West,Probably not,0.02621,50,8105,0.02604,0.02637
2011,2nd Quintile,West,Probably,0.05240,123,8105,0.05217,0.05263
2011,2nd Quintile,West,"Yes, definitely",0.15458,353,8105,0.15421,0.15496
2011,2nd Quintile,East,"No, definitely not",0.87590,459,8105,0.87531,0.87649
2011,2nd Quintile,East,"Yes, definitely",0.12410,115,8105,0.12351,0.12469
2011,3rd Quintile,West,"No, definitely not",0.75918,653,8105,0.75871,0.75966
2011,3rd Quintile,West,Probably not,0.03317,44,8105,0.03297,0.03337
2011,3rd Quintile,West,Probably,0.04432,78,8105,0.04409,0.04454
2011,3rd Quintile,West,"Yes, definitely",0.16333,252,8105,0.16292,0.16374
2011,3rd Quintile,East,"No, definitely not",0.87446,317,8105,0.87374,0.87517
2011,3rd Quintile,East,"Yes, definitely",0.12554,67,8105,0.12483,0.12626
2011,4th Quintile,West,"No, definitely not",0.80448,666,8105,0.80400,0.80495
2011,4th Quintile,West,Probably not,0.02672,39,8105,0.02653,0.02691
2011,4th Quintile,West,Probably,0.04979,77,8105,0.04953,0.05005
2011,4th Quintile,West,"Yes, definitely",0.11901,199,8105,0.11862,0.11940
2011,4th Quintile,East,"No, definitely not",0.76150,116,8105,0.76004,0.76296
2011,4th Quintile,East,"Yes, definitely",0.23850,42,8105,0.23704,0.23996
2011,5th Quintile,West,"No, definitely not",0.82742,906,8105,0.82696,0.82788
2011,5th Quintile,West,Probably not,0.02686,37,8105,0.02666,0.02706
2011,5th Quintile,West,Probably,0.02309,57,8105,0.02290,0.02327
2011,5th Quintile,West,"Yes, definitely",0.12263,213,8105,0.12223,0.12303
2011,5th Quintile,East,"No, definitely not",1.00000,40,8105,1.00000,1.00000
2012,1st Quintile,West,"No, definitely not",0.60995,870,9422,0.60954,0.61036
2012,1st Quintile,West,Probably not,0.03872,134,9422,0.03856,0.03888
2012,1st Quintile,West,Probably,0.08038,276,9422,0.08015,0.08061
2012,1st Quintile,West,"Yes, definitely",0.27095,757,9422,0.27057,0.27132
2012,1st Quintile,East,"No, definitely not",0.48898,338,9422,0.48823,0.48972
2012,1st Quintile,East,Probably not,0.07054,65,9422,0.07016,0.07092
2012,1st Quintile,East,Probably,0.09766,106,9422,0.09722,0.09810
2012,1st Quintile,East,"Yes, definitely",0.34282,370,9422,0.34212,0.34353
2012,2nd Quintile,West,"No, definitely not",0.74019,905,9422,0.73979,0.74059
2012,2nd Quintile,West,Probably not,0.03345,61,9422,0.03329,0.03362
2012,2nd Quintile,West,Probably,0.05762,133,9422,0.05740,0.05783
2012,2nd Quintile,West,"Yes, definitely",0.16874,370,9422,0.16840,0.16908
2012,2nd Quintile,East,"No, definitely not",0.89395,502,9422,0.89343,0.89447
2012,2nd Quintile,East,"Yes, definitely",0.10605,102,9422,0.10553,0.10657
2012,3rd Quintile,West,"No, definitely not",0.75636,778,9422,0.75592,0.75681
2012,3rd Quintile,West,Probably not,0.02365,43,9422,0.02350,0.02381
2012,3rd Quintile,West,Probably,0.05734,102,9422,0.05710,0.05758
2012,3rd Quintile,West,"Yes, definitely",0.16264,275,9422,0.16226,0.16303
2012,3rd Quintile,East,"No, definitely not",0.81855,356,9422,0.81778,0.81933
2012,3rd Quintile,East,"Yes, definitely",0.18145,87,9422,0.18067,0.18222
2012,4th Quintile,West,"No, definitely not",0.80330,830,9422,0.80288,0.80373
2012,4th Quintile,West,Probably not,0.03484,45,9422,0.03465,0.03504
2012,4th Quintile,West,Probably,0.03087,69,9422,0.03069,0.03106
2012,4th Quintile,West,"Yes, definitely",0.13098,222,9422,0.13062,0.13134
2012,4th Quintile,East,"No, definitely not",0.84670,209,9422,0.84570,0.84769
2012,4th Quintile,East,"Yes, definitely",0.15330,46,9422,0.15231,0.15430
2012,5th Quintile,West,"No, definitely not",0.76996,955,9422,0.76947,0.77044
2012,5th Quintile,West,Probably not,0.05626,60,9422,0.05600,0.05653
2012,5th Quintile,West,Probably,0.04239,72,9422,0.04216,0.04262
2012,5th Quintile,West,"Yes, definitely",0.13139,217,9422,0.13100,0.13177
2012,5th Quintile,East,"No, definitely not",1.00000,67,9422,1.00000,1.00000
2013,1st Quintile,West,"No, definitely not",0.64041,877,9556,0.63999,0.64084
2013,1st Quintile,West,Probably not,0.04940,128,9556,0.04921,0.04959
2013,1st Quintile,West,Probably,0.06416,228,9556,0.06395,0.06438
2013,1st Quintile,West,"Yes, definitely",0.24602,735,9556,0.24564,0.24640
2013,1st Quintile,East,"No, definitely not",0.55274,363,9556,0.55201,0.55346
2013,1st Quintile,East,Probably not,0.07091,57,9556,0.07053,0.07128
2013,1st Quintile,East,Probably,0.10276,111,9556,0.10232,0.10321
2013,1st Quintile,East,"Yes, definitely",0.27359,316,9556,0.27294,0.27424
2013,2nd Quintile,West,"No, definitely not",0.76954,917,9556,0.76914,0.76993
2013,2nd Quintile,West,Probably not,0.03952,68,9556,0.03933,0.03970
2013,2nd Quintile,West,Probably,0.04494,129,9556,0.04475,0.04514
2013,2nd Quintile,West,"Yes, definitely",0.14601,337,9556,0.14567,0.14634
2013,2nd Quintile,East,"No, definitely not",0.88208,574,9556,0.88157,0.88259
2013,2nd Quintile,East,"Yes, definitely",0.11792,111,9556,0.11741,0.11843
2013,3rd Quintile,West,"No, definitely not",0.77896,914,9556,0.77856,0.77936
2013,3rd Quintile,West,Probably not,0.02867,56,9556,0.02851,0.02883
2013,3rd Quintile,West,Probably,0.03784,69,9556,0.03765,0.03802
2013,3rd Quintile,West,"Yes, definitely",0.15453,295,9556,0.15418,0.15488
2013,3rd Quintile,East,"No, definitely not",0.91472,377,9556,0.91416,0.91528
2013,3rd Quintile,East,"Yes, definitely",0.08528,61,9556,0.08472,0.08584
2013,4th Quintile,West,"No, definitely not",0.79205,883,9556,0.79164,0.79246
2013,4th Quintile,West,Probably not,0.02676,43,9556,0.02659,0.02692
2013,4th Quintile,West,Probably,0.03964,66,9556,0.03944,0.03984
2013,4th Quintile,West,"Yes, definitely",0.14156,234,9556,0.14120,0.14191
2013,4th Quintile,East,"No, definitely not",1.00000,177,9556,1.00000,1.00000
2013,5th Quintile,West,"No, definitely not",0.79846,1045,9556,0.79803,0.79890
2013,5th Quintile,West,Probably not,0.03184,50,9556,0.03166,0.03203
2013,5th Quintile,West,Probably,0.02395,51,9556,0.02379,0.02412
2013,5th Quintile,West,"Yes, definitely",0.14574,219,9556,0.14536,0.14612
2013,5th Quintile,East,"No, definitely not",1.00000,65,9556,1.00000,1.00000
2014,1st Quintile,West,"No, definitely not",0.58077,969,9958,0.58037,0.58117
2014,1st Quintile,West,Probably not,0.04731,149,9958,0.04714,0.04748
2014,1st Quintile,West,Probably,0.08283,297,9958,0.08261,0.08306
2014,1st Quintile,West,"Yes, definitely",0.28909,930,9958,0.28872,0.28946
2014,1st Quintile,East,"No, definitely not",0.46389,310,9958,0.46314,0.46464
2014,1st Quintile,East,Probably not,0.08277,57,9958,0.08235,0.08318
2014,1st Quintile,East,Probably,0.10072,98,9958,0.10027,0.10117
2014,1st Quintile,East,"Yes, definitely",0.35263,320,9958,0.35191,0.35334
2014,2nd Quintile,West,"No, definitely not",0.71828,928,9958,0.71789,0.71868
2014,2nd Quintile,West,Probably not,0.04292,77,9958,0.04274,0.04310
2014,2nd Quintile,West,Probably,0.04387,132,9958,0.04369,0.04406
2014,2nd Quintile,West,"Yes, definitely",0.19492,432,9958,0.19457,0.19527
2014,2nd Quintile,East,"No, definitely not",0.84440,562,9958,0.84384,0.84496
2014,2nd Quintile,East,Probably,0.04081,31,9958,0.04050,0.04112
2014,2nd Quintile,East,"Yes, definitely",0.11479,99,9958,0.11430,0.11529
2014,3rd Quintile,West,"No, definitely not",0.75534,838,9958,0.75493,0.75576
2014,3rd Quintile,West,Probably not,0.02894,47,9958,0.02878,0.02910
2014,3rd Quintile,West,Probably,0.04638,76,9958,0.04617,0.04658
2014,3rd Quintile,West,"Yes, definitely",0.16934,328,9958,0.16898,0.16970
2014,3rd Quintile,East,"No, definitely not",0.88841,405,9958,0.88784,0.88899
2014,3rd Quintile,East,"Yes, definitely",0.11159,71,9958,0.11101,0.11216
2014,4th Quintile,West,"No, definitely not",0.78651,895,9958,0.78610,0.78692
2014,4th Quintile,West,Probably not,0.02454,38,9958,0.02438,0.02469
2014,4th Quintile,West,Probably,0.04364,83,9958,0.04343,0.04384
2014,4th Quintile,West,"Yes, definitely",0.14532,259,9958,0.14496,0.14567
2014,4th Quintile,East,"No, definitely not",0.81575,175,9958,0.81459,0.81692
2014,4th Quintile,East,"Yes, definitely",0.18425,43,9958,0.18308,0.18541
2014,5th Quintile,West,"No, definitely not",0.77032,920,9958,0.76985,0.77079
2014,5th Quintile,West,Probably not,0.02935,40,9958,0.02916,0.02954
2014,5th Quintile,West,Probably,0.03772,55,9958,0.03751,0.03793
2014,5th Quintile,West,"Yes, definitely",0.16261,223,9958,0.16220,0.16302
2014,5th Quintile,East,"No, definitely not",1.00000,71,9958,1.00000,1.00000
2015,1st Quintile,West,"No, definitely not",0.56060,835,9342,0.56018,0.56101
2015,1st Quintile,West,Probably not,0.05039,150,9342,0.05021,0.05058
2015,1st Quintile,West,Probably,0.07172,260,9342,0.07151,0.07194
2015,1st Quintile,West,"Yes, definitely",0.31729,794,9342,0.31690,0.31768
2015,1st Quintile,East,"No, definitely not",0.52115,295,9342,0.52040,0.52190
2015,1st Quintile,East,Probably not,0.08656,67,9342,0.08614,0.08699
2015,1st Quintile,East,Probably,0.10957,92,9342,0.10911,0.11004
2015,1st Quintile,East,"Yes, definitely",0.28271,246,9342,0.28203,0.28338
2015,2nd Quintile,West,"No, definitely not",0.75503,945,9342,0.75465,0.75541
2015,2nd Quintile,West,Probably not,0.03921,69,9342,0.03903,0.03938
2015,2nd Quintile,West,Probably,0.05298,114,9342,0.05278,0.05317
2015,2nd Quintile,West,"Yes, definitely",0.15279,370,9342,0.15247,0.15310
2015,2nd Quintile,East,"No, definitely not",0.90402,598,9342,0.90356,0.90448
2015,2nd Quintile,East,"Yes, definitely",0.09598,115,9342,0.09552,0.09644
2015,3rd Quintile,West,"No, definitely not",0.77050,845,9342,0.77010,0.77091
2015,3rd Quintile,West,Probably not,0.02206,52,9342,0.02192,0.02220
2015,3rd Quintile,West,Probably,0.04341,72,9342,0.04322,0.04361
2015,3rd Quintile,West,"Yes, definitely",0.16403,311,9342,0.16367,0.16438
2015,3rd Quintile,East,"No, definitely not",0.89017,365,9342,0.88954,0.89079
2015,3rd Quintile,East,"Yes, definitely",0.10983,51,9342,0.10921,0.11046
2015,4th Quintile,West,"No, definitely not",0.80272,837,9342,0.80232,0.80312
2015,4th Quintile,West,Probably not,0.01928,37,9342,0.01915,0.01942
2015,4th Quintile,West,Probably,0.01966,42,9342,0.01952,0.01980
2015,4th Quintile,West,"Yes, definitely",0.15833,234,9342,0.15797,0.15870
2015,4th Quintile,East,"No, definitely not",0.83987,182,9342,0.83878,0.84096
2015,4th Quintile,East,"Yes, definitely",0.16013,32,9342,0.15904,0.16122
2015,5th Quintile,West,"No, definitely not",0.77023,946,9342,0.76979,0.77068
2015,5th Quintile,West,Probably not,0.03635,46,9342,0.03615,0.03654
2015,5th Quintile,West,Probably,0.04948,62,9342,0.04925,0.04971
2015,5th Quintile,West,"Yes, definitely",0.14394,214,9342,0.14357,0.14431
2015,5th Quintile,East,"No, definitely not",1.00000,64,9342,1.00000,1.00000
2016,1st Quintile,West,"No, definitely not",0.53869,792,8875,0.53828,0.53910
2016,1st Quintile,West,Probably not,0.06293,136,8875,0.06273,0.06313
2016,1st Quintile,West,Probably,0.09233,292,8875,0.09209,0.09256
2016,1st Quintile,West,"Yes, definitely",0.30605,782,8875,0.30567,0.30643
2016,1st Quintile,East,"No, definitely not",0.48691,302,8875,0.48615,0.48768
2016,1st Quintile,East,Probably not,0.05884,33,8875,0.05848,0.05920
2016,1st Quintile,East,Probably,0.15710,102,8875,0.15654,0.15766
2016,1st Quintile,East,"Yes, definitely",0.29715,248,8875,0.29645,0.29785
2016,2nd Quintile,West,"No, definitely not",0.72496,867,8875,0.72456,0.72536
2016,2nd Quintile,West,Probably not,0.03613,78,8875,0.03596,0.03629
2016,2nd Quintile,West,Probably,0.05500,110,8875,0.05480,0.05521
2016,2nd Quintile,West,"Yes, definitely",0.18391,381,8875,0.18357,0.18426
2016,2nd Quintile,East,"No, definitely not",0.87884,552,8875,0.87832,0.87936
2016,2nd Quintile,East,"Yes, definitely",0.12116,81,8875,0.12064,0.12168
2016,3rd Quintile,West,"No, definitely not",0.79438,827,8875,0.79399,0.79477
2016,3rd Quintile,West,Probably not,0.01663,42,8875,0.01651,0.01676
2016,3rd Quintile,West,Probably,0.02463,49,8875,0.02448,0.02478
2016,3rd Quintile,West,"Yes, definitely",0.16435,263,8875,0.16399,0.16471
2016,3rd Quintile,East,"No, definitely not",0.86344,358,8875,0.86278,0.86409
2016,3rd Quintile,East,"Yes, definitely",0.13656,50,8875,0.13591,0.13722
2016,4th Quintile,West,"No, definitely not",0.79385,772,8875,0.79344,0.79426
2016,4th Quintile,West,Probably not,0.02261,32,8875,0.02246,0.02276
2016,4th Quintile,West,Probably,0.03035,50,8875,0.03018,0.03053
2016,4th Quintile,West,"Yes, definitely",0.15319,221,8875,0.15282,0.15355
2016,4th Quintile,East,"No, definitely not",1.00000,148,8875,1.00000,1.00000
2016,5th Quintile,West,"No, definitely not",0.79027,947,8875,0.78985,0.79069
2016,5th Quintile,West,Probably not,0.02771,39,8875,0.02754,0.02788
