year,age_gr,bula_h,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,Lower Saxony,"Yes, definitely",0.20897,60,60,0.10522,0.31271
1994,17-29 y.,North Rhine-Westphalia,Probably,0.05520,41,223,0.02516,0.08524
1994,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.28004,182,223,0.22098,0.33911
1994,17-29 y.,Hesse,"Yes, definitely",0.24317,54,54,0.12767,0.35866
1994,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.26325,34,34,0.11299,0.41351
1994,17-29 y.,Baden-Wuerttemberg,"No, definitely not",0.02578,31,184,0.00282,0.04875
1994,17-29 y.,Baden-Wuerttemberg,Probably,0.05636,35,184,0.02295,0.08978
1994,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.25286,118,184,0.18989,0.31584
1994,17-29 y.,Bavaria,"Yes, definitely",0.18612,67,67,0.09222,0.28002
1994,17-29 y.,Berlin,"Yes, definitely",0.27945,42,42,0.14210,0.41681
1994,17-29 y.,Brandenburg,"Yes, definitely",0.21206,36,36,0.07664,0.34749
1994,17-29 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.29374,32,32,0.13340,0.45407
1994,17-29 y.,Saxony,"Yes, definitely",0.30357,73,73,0.19737,0.40978
1994,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.22600,39,39,0.09302,0.35898
1994,17-29 y.,Thuringa,"Yes, definitely",0.32061,46,46,0.18424,0.45697
1994,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.05665,55,171,0.02190,0.09140
1994,30-45 y.,North Rhine-Westphalia,Probably,0.06250,55,171,0.02611,0.09888
1994,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.06376,61,171,0.02703,0.10049
1994,30-45 y.,Baden-Wuerttemberg,"No, definitely not",0.07052,38,75,0.01218,0.12885
1994,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.05648,37,75,0.00388,0.10908
1994,30-45 y.,Bavaria,"Yes, definitely",0.07544,31,31,-0.01907,0.16995
1994,30-45 y.,Brandenburg,"Yes, definitely",0.12495,31,31,0.00662,0.24327
1994,30-45 y.,Saxony,"Yes, definitely",0.13754,47,47,0.03801,0.23707
1994,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.16814,34,34,0.04053,0.29574
1994,30-45 y.,Thuringa,"Yes, definitely",0.16160,33,33,0.03406,0.28913
1994,46-65 y.,Lower Saxony,"No, definitely not",0.36128,110,110,0.27110,0.45146
1994,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.36919,251,251,0.30937,0.42901
1994,46-65 y.,Hesse,"No, definitely not",0.32606,93,93,0.23027,0.42185
1994,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.38643,72,72,0.27317,0.49970
1994,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.31671,160,160,0.24440,0.38901
1994,46-65 y.,Bavaria,"No, definitely not",0.32339,141,141,0.24590,0.40087
1994,46-65 y.,Berlin,"No, definitely not",0.30973,61,61,0.19273,0.42672
1994,46-65 y.,Brandenburg,"No, definitely not",0.38786,64,64,0.26753,0.50818
1994,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.39866,49,49,0.26014,0.53717
1994,46-65 y.,Saxony,"No, definitely not",0.38254,125,125,0.29700,0.46808
1994,46-65 y.,Saxony-Anhalt,"No, definitely not",0.39289,84,84,0.28782,0.49796
1994,46-65 y.,Thuringa,"No, definitely not",0.42836,74,74,0.31485,0.54188
1994,66 and older,Schleswig-Holstein,"No, definitely not",0.94010,33,33,0.85788,1.02232
1994,66 and older,Hamburg,"No, definitely not",0.97024,31,31,0.90944,1.03105
1994,66 and older,Lower Saxony,"No, definitely not",0.96536,115,115,0.93178,0.99893
1994,66 and older,North Rhine-Westphalia,"No, definitely not",0.95196,257,257,0.92576,0.97815
1994,66 and older,Hesse,"No, definitely not",0.96917,110,110,0.93672,1.00162
1994,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.98914,95,95,0.96818,1.01009
1994,66 and older,Baden-Wuerttemberg,"No, definitely not",0.92258,162,162,0.88130,0.96387
1994,66 and older,Bavaria,"No, definitely not",0.91164,179,179,0.86995,0.95334
1994,66 and older,Berlin,"No, definitely not",0.91470,48,48,0.83484,0.99456
1994,66 and older,Saxony,"No, definitely not",0.95826,128,128,0.92347,0.99304
1994,66 and older,Saxony-Anhalt,"No, definitely not",0.99065,70,70,0.96794,1.01336
1994,66 and older,Thuringa,"No, definitely not",0.99097,74,74,0.96926,1.01267
1995,17-29 y.,Lower Saxony,"Yes, definitely",0.28056,78,78,0.18021,0.38091
1995,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.05735,46,251,0.02853,0.08618
1995,17-29 y.,North Rhine-Westphalia,Probably,0.04636,37,251,0.02030,0.07243
1995,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.25293,168,251,0.19905,0.30682
1995,17-29 y.,Hesse,"Yes, definitely",0.24212,43,43,0.11257,0.37167
1995,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.30959,47,47,0.17598,0.44320
1995,17-29 y.,Baden-Wuerttemberg,"No, definitely not",0.03176,32,175,0.00570,0.05782
1995,17-29 y.,Baden-Wuerttemberg,Probably,0.07160,34,175,0.03329,0.10991
1995,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.21266,109,175,0.15186,0.27346
1995,17-29 y.,Bavaria,"Yes, definitely",0.22535,94,94,0.14044,0.31027
1995,17-29 y.,Berlin,"Yes, definitely",0.28236,41,41,0.14286,0.42186
1995,17-29 y.,Brandenburg,"Yes, definitely",0.21807,33,33,0.07499,0.36114
1995,17-29 y.,Saxony,"Yes, definitely",0.24547,62,62,0.13747,0.35347
1995,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.17400,34,34,0.04465,0.30335
1995,17-29 y.,Thuringa,"Yes, definitely",0.26964,43,43,0.13543,0.40386
1995,30-45 y.,Lower Saxony,"Yes, definitely",0.10888,33,33,0.00095,0.21680
1995,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.06218,64,196,0.02828,0.09607
1995,30-45 y.,North Rhine-Westphalia,Probably,0.05107,51,196,0.02017,0.08197
1995,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.07646,81,196,0.03916,0.11376
1995,30-45 y.,Baden-Wuerttemberg,"No, definitely not",0.06410,34,109,0.01790,0.11029
1995,30-45 y.,Baden-Wuerttemberg,Probably,0.06372,36,109,0.01765,0.10979
1995,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.06067,39,109,0.01565,0.10570
1995,30-45 y.,Bavaria,"Yes, definitely",0.06422,40,40,-0.01272,0.14116
1995,30-45 y.,Saxony,"Yes, definitely",0.11728,41,41,0.01757,0.21700
1995,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.13826,31,31,0.01474,0.26177
1995,46-65 y.,Lower Saxony,"No, definitely not",0.35288,115,115,0.26516,0.44060
1995,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.34060,242,242,0.28077,0.40043
1995,46-65 y.,Hesse,"No, definitely not",0.33374,96,96,0.23891,0.42856
1995,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.42084,73,73,0.30681,0.53488
1995,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.34033,163,163,0.26737,0.41329
1995,46-65 y.,Bavaria,"No, definitely not",0.29546,146,146,0.22120,0.36973
1995,46-65 y.,Berlin,"No, definitely not",0.31133,57,57,0.19005,0.43260
1995,46-65 y.,Brandenburg,"No, definitely not",0.38396,60,60,0.25986,0.50806
1995,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.38888,49,49,0.25097,0.52680
1995,46-65 y.,Saxony,"No, definitely not",0.39209,120,120,0.30437,0.47981
1995,46-65 y.,Saxony-Anhalt,"No, definitely not",0.36487,74,74,0.25443,0.47530
1995,46-65 y.,Thuringa,"No, definitely not",0.42861,66,66,0.30830,0.54892
1995,66 and older,Lower Saxony,"No, definitely not",0.92197,112,112,0.87207,0.97187
1995,66 and older,North Rhine-Westphalia,"No, definitely not",0.94857,258,258,0.92157,0.97558
1995,66 and older,Hesse,"No, definitely not",0.95847,111,111,0.92118,0.99575
1995,66 and older,Baden-Wuerttemberg,"No, definitely not",0.91070,178,178,0.86869,0.95271
1995,66 and older,Bavaria,"No, definitely not",0.92642,182,182,0.88838,0.96445
1995,66 and older,Berlin,"No, definitely not",0.97400,59,59,0.93305,1.01496
1995,66 and older,Brandenburg,"No, definitely not",0.99300,64,64,0.97242,1.01359
1995,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.95080,31,31,0.87341,1.02820
1995,66 and older,Saxony,"No, definitely not",0.98715,130,130,0.96771,1.00659
1995,66 and older,Saxony-Anhalt,"No, definitely not",0.95774,75,75,0.91190,1.00358
1995,66 and older,Thuringa,"No, definitely not",0.97577,72,72,0.94000,1.01154
1996,17-29 y.,Lower Saxony,"Yes, definitely",0.23691,57,57,0.12554,0.34827
1996,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.04552,40,257,0.01999,0.07106
1996,17-29 y.,North Rhine-Westphalia,Probably,0.05373,32,257,0.02611,0.08135
1996,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.28375,185,257,0.22852,0.33897
1996,17-29 y.,Hesse,"Yes, definitely",0.26725,53,53,0.14697,0.38753
1996,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.29439,39,39,0.14948,0.43931
1996,17-29 y.,Baden-Wuerttemberg,Probably,0.07825,34,139,0.03344,0.12306
1996,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.21825,105,139,0.14933,0.28717
1996,17-29 y.,Bavaria,"Yes, definitely",0.25644,97,97,0.16909,0.34379
1996,17-29 y.,Berlin,"Yes, definitely",0.35859,42,42,0.21179,0.50539
1996,17-29 y.,Brandenburg,"Yes, definitely",0.31372,40,40,0.16809,0.45935
1996,17-29 y.,Saxony,"Yes, definitely",0.24157,59,59,0.13141,0.35173
1996,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.29370,47,47,0.16208,0.42532
1996,17-29 y.,Thuringa,"Yes, definitely",0.29197,42,42,0.15279,0.43114
1996,30-45 y.,Lower Saxony,"Yes, definitely",0.10544,38,38,0.00648,0.20440
1996,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.05967,59,176,0.02457,0.09477
1996,30-45 y.,North Rhine-Westphalia,Probably,0.05621,51,176,0.02209,0.09034
1996,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.06823,66,176,0.03087,0.10558
1996,30-45 y.,Baden-Wuerttemberg,Probably,0.05680,32,81,0.00608,0.10753
1996,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.07990,49,81,0.02049,0.13932
1996,30-45 y.,Bavaria,"No, definitely not",0.05024,37,112,0.00961,0.09088
1996,30-45 y.,Bavaria,Probably,0.06929,36,112,0.02205,0.11653
1996,30-45 y.,Bavaria,"Yes, definitely",0.05454,39,112,0.01229,0.09678
1996,30-45 y.,Brandenburg,"Yes, definitely",0.14295,32,32,0.01973,0.26617
1996,30-45 y.,Saxony,"Yes, definitely",0.13803,42,42,0.03245,0.24361
1996,46-65 y.,Lower Saxony,"No, definitely not",0.39098,123,123,0.30439,0.47757
1996,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.33845,258,258,0.28060,0.39630
1996,46-65 y.,Hesse,"No, definitely not",0.33957,90,90,0.24119,0.43796
1996,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.41010,74,74,0.29727,0.52293
1996,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.32259,150,150,0.24753,0.39765
1996,46-65 y.,Bavaria,"No, definitely not",0.29527,140,140,0.21943,0.37110
1996,46-65 y.,Berlin,"No, definitely not",0.29980,50,50,0.17152,0.42809
1996,46-65 y.,Brandenburg,"No, definitely not",0.39343,66,66,0.27466,0.51219
1996,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.40823,51,51,0.27199,0.54446
1996,46-65 y.,Saxony,"No, definitely not",0.38952,117,117,0.30078,0.47826
1996,46-65 y.,Saxony-Anhalt,"No, definitely not",0.41290,84,84,0.30698,0.51883
1996,46-65 y.,Thuringa,"No, definitely not",0.38442,64,64,0.26430,0.50455
1996,66 and older,Schleswig-Holstein,"No, definitely not",0.98602,34,34,0.94595,1.02608
1996,66 and older,Lower Saxony,"No, definitely not",0.97142,113,113,0.94056,1.00228
1996,66 and older,North Rhine-Westphalia,"No, definitely not",0.95152,262,262,0.92546,0.97758
1996,66 and older,Hesse,"No, definitely not",0.91851,115,115,0.86828,0.96873
1996,66 and older,Baden-Wuerttemberg,"No, definitely not",0.94739,189,189,0.91548,0.97931
1996,66 and older,Bavaria,"No, definitely not",0.88950,175,175,0.84291,0.93608
1996,66 and older,Berlin,"No, definitely not",0.96601,62,62,0.92054,1.01148
1996,66 and older,Brandenburg,"No, definitely not",0.97367,60,60,0.93281,1.01453
1996,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.97078,31,31,0.91051,1.03105
1996,66 and older,Saxony,"No, definitely not",0.98217,135,135,0.95976,1.00458
1996,66 and older,Saxony-Anhalt,"No, definitely not",0.93647,70,70,0.87891,0.99402
1996,66 and older,Thuringa,"No, definitely not",0.98970,80,80,0.96744,1.01196
1997,17-29 y.,Lower Saxony,"Yes, definitely",0.21630,55,55,0.10648,0.32611
1997,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.05061,37,230,0.02222,0.07901
1997,17-29 y.,North Rhine-Westphalia,Probably,0.08514,46,230,0.04899,0.12129
1997,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.24248,147,230,0.18697,0.29799
1997,17-29 y.,Hesse,"Yes, definitely",0.22601,40,40,0.09475,0.35728
1997,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.28703,40,40,0.14505,0.42901
1997,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.25949,109,109,0.17681,0.34216
1997,17-29 y.,Bavaria,"Yes, definitely",0.24708,88,88,0.15645,0.33772
1997,17-29 y.,Brandenburg,"Yes, definitely",0.25113,33,33,0.10088,0.40139
1997,17-29 y.,Saxony,"Yes, definitely",0.26322,61,61,0.15179,0.37465
1997,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.26176,45,45,0.13187,0.39165
1997,17-29 y.,Thuringa,"Yes, definitely",0.29293,46,46,0.15996,0.42591
1997,30-45 y.,Lower Saxony,"Yes, definitely",0.08817,31,31,-0.01329,0.18964
1997,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.05657,55,179,0.02263,0.09051
1997,30-45 y.,North Rhine-Westphalia,Probably,0.06470,58,179,0.02856,0.10084
1997,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.05534,66,179,0.02175,0.08892
1997,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.10284,63,63,0.02723,0.17845
1997,30-45 y.,Bavaria,Probably,0.06216,40,79,0.00858,0.11575
1997,30-45 y.,Bavaria,"Yes, definitely",0.08523,39,79,0.02326,0.14720
1997,30-45 y.,Saxony,"Yes, definitely",0.09864,37,37,0.00123,0.19604
1997,30-45 y.,Thuringa,"Yes, definitely",0.14677,33,33,0.02416,0.26939
1997,46-65 y.,Lower Saxony,"No, definitely not",0.37832,115,115,0.28930,0.46735
1997,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.32790,251,251,0.26971,0.38609
1997,46-65 y.,Hesse,"No, definitely not",0.36715,95,95,0.26971,0.46460
1997,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.44891,76,76,0.33634,0.56148
1997,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.34374,161,161,0.27015,0.41734
1997,46-65 y.,Bavaria,"No, definitely not",0.28910,138,138,0.21319,0.36502
1997,46-65 y.,Berlin,"No, definitely not",0.36276,53,53,0.23208,0.49344
1997,46-65 y.,Brandenburg,"No, definitely not",0.37126,65,65,0.25289,0.48963
1997,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.43336,48,48,0.29169,0.57503
1997,46-65 y.,Saxony,"No, definitely not",0.38282,113,113,0.29280,0.47284
1997,46-65 y.,Saxony-Anhalt,"No, definitely not",0.41461,76,76,0.30312,0.52611
1997,46-65 y.,Thuringa,"No, definitely not",0.38091,62,62,0.25904,0.50277
1997,66 and older,Schleswig-Holstein,"No, definitely not",0.98509,34,34,0.94374,1.02644
1997,66 and older,Lower Saxony,"No, definitely not",0.95071,122,122,0.91214,0.98928
1997,66 and older,North Rhine-Westphalia,"No, definitely not",0.94411,270,270,0.91665,0.97156
1997,66 and older,Hesse,"No, definitely not",0.90970,106,106,0.85487,0.96452
1997,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.96285,104,104,0.92632,0.99937
1997,66 and older,Baden-Wuerttemberg,"No, definitely not",0.95024,183,183,0.91865,0.98183
1997,66 and older,Bavaria,"No, definitely not",0.93011,190,190,0.89377,0.96646
1997,66 and older,Berlin,"No, definitely not",0.94803,60,60,0.89139,1.00467
1997,66 and older,Brandenburg,"No, definitely not",0.96591,64,64,0.92109,1.01072
1997,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.89550,31,31,0.78603,1.00497
1997,66 and older,Saxony,"No, definitely not",0.93493,130,130,0.89237,0.97749
1997,66 and older,Saxony-Anhalt,"No, definitely not",0.95211,78,78,0.90441,0.99980
