"hlf0151","year","quintil","sampreg","n","percent","lower_confidence","upper_confidence"
"Sehr sicher","2004","1","Westdeutschland","589","0.138501746406071","0.127425324682185","0.149578168129956"
"Sehr sicher","2004","1","Ostdeutschland","195","0.111057065793926","0.0965459344441137","0.125568197143738"
"Sehr sicher","2004","2","Westdeutschland","751","0.167725026073972","0.156601666166836","0.178848385981109"
"Sehr sicher","2004","2","Ostdeutschland","167","0.0953354138043736","0.0806773425985852","0.109993485010162"
"Sehr sicher","2004","3","Westdeutschland","774","0.171272860990625","0.16018365876511","0.18236206321614"
"Sehr sicher","2004","3","Ostdeutschland","184","0.133301472782397","0.115659797201467","0.150943148363326"
"Sehr sicher","2004","4","Westdeutschland","866","0.175654378837471","0.164693591451453","0.186615166223489"
"Sehr sicher","2004","4","Ostdeutschland","113","0.115885298812723","0.0964035835593122","0.135367014066135"
"Sehr sicher","2004","5","Westdeutschland","949","0.21205149078656","0.199852386441774","0.224250595131347"
"Sehr sicher","2004","5","Ostdeutschland","113","0.152164754482089","0.121842151715288","0.18248735724889"
"Ziemlich sicher","2004","1","Westdeutschland","2581","0.697979637441636","0.68325704987883","0.712702225004443"
"Ziemlich sicher","2004","1","Ostdeutschland","1344","0.725922487050273","0.705322209965582","0.746522764134965"
"Ziemlich sicher","2004","2","Westdeutschland","3118","0.736152608848305","0.723031698518672","0.749273519177938"
"Ziemlich sicher","2004","2","Ostdeutschland","1221","0.802583761522644","0.782716293404166","0.822451229641123"
"Ziemlich sicher","2004","3","Westdeutschland","3265","0.731467835022731","0.718422776852307","0.744512893193154"
"Ziemlich sicher","2004","3","Ostdeutschland","1145","0.800159543554583","0.779404754223506","0.820914332885661"
"Ziemlich sicher","2004","4","Westdeutschland","3361","0.729231931606682","0.716432544988695","0.742031318224668"
"Ziemlich sicher","2004","4","Ostdeutschland","851","0.795634605058476","0.771092081065951","0.820177129051001"
"Ziemlich sicher","2004","5","Westdeutschland","3119","0.723548370755334","0.71020081561064","0.736895925900028"
"Ziemlich sicher","2004","5","Ostdeutschland","418","0.828137332974235","0.796288343036312","0.859986322912158"
"Ziemlich unsicher","2004","1","Westdeutschland","516","0.145978868534561","0.134656847374539","0.157300889694582"
"Ziemlich unsicher","2004","1","Ostdeutschland","235","0.145364845791176","0.129086461118367","0.161643230463986"
"Ziemlich unsicher","2004","2","Westdeutschland","417","0.0852275658971812","0.0769147107174046","0.0935404210769577"
"Ziemlich unsicher","2004","2","Ostdeutschland","144","0.0941847371502826","0.0796061315734449","0.10876334272712"
"Ziemlich unsicher","2004","3","Westdeutschland","355","0.0886751184597767","0.0803077720508702","0.0970424648686832"
"Ziemlich unsicher","2004","3","Ostdeutschland","87","0.0607157232594363","0.048320982696122","0.0731104638227506"
"Ziemlich unsicher","2004","4","Westdeutschland","361","0.0868516711725942","0.0787398690219577","0.0949634733232308"
"Ziemlich unsicher","2004","4","Ostdeutschland","71","0.086837632038859","0.0696985837753518","0.103976680302366"
"Ziemlich unsicher","2004","5","Westdeutschland","225","0.0614352296590647","0.0542688596215822","0.0686015996965472"
"Ziemlich unsicher","2004","5","Ostdeutschland","","","",""
"Sehr unsicher","2004","1","Westdeutschland","50","0.0175397476177324","0.0133304094068438","0.0217490858286211"
"Sehr unsicher","2004","1","Ostdeutschland","","","",""
"Sehr unsicher","2004","2","Westdeutschland","48","0.0108947991805412","0.00780425828340562","0.0139853400776769"
"Sehr unsicher","2004","2","Ostdeutschland","","","",""
"Sehr unsicher","2004","3","Westdeutschland","40","0.00858418552686746","0.0058688236556397","0.0112995473980952"
"Sehr unsicher","2004","3","Ostdeutschland","","","",""
"Sehr unsicher","2004","4","Westdeutschland","42","0.00826201838325303","0.00565466949942806","0.010869367267078"
"Sehr unsicher","2004","4","Ostdeutschland","","","",""
"Sehr unsicher","2004","5","Westdeutschland","","","",""
"Sehr unsicher","2004","5","Ostdeutschland","","","",""
"Sehr sicher","2005","1","Westdeutschland","","","",""
"Sehr sicher","2005","1","Ostdeutschland","","","",""
"Sehr sicher","2005","2","Westdeutschland","","","",""
"Sehr sicher","2005","2","Ostdeutschland","","","",""
"Sehr sicher","2005","3","Westdeutschland","","","",""
"Sehr sicher","2005","3","Ostdeutschland","","","",""
"Sehr sicher","2005","4","Westdeutschland","","","",""
"Sehr sicher","2005","4","Ostdeutschland","","","",""
"Sehr sicher","2005","5","Westdeutschland","","","",""
"Sehr sicher","2005","5","Ostdeutschland","","","",""
"Ziemlich sicher","2005","1","Westdeutschland","","","",""
"Ziemlich sicher","2005","1","Ostdeutschland","","","",""
"Ziemlich sicher","2005","2","Westdeutschland","","","",""
"Ziemlich sicher","2005","2","Ostdeutschland","","","",""
"Ziemlich sicher","2005","3","Westdeutschland","","","",""
"Ziemlich sicher","2005","3","Ostdeutschland","","","",""
"Ziemlich sicher","2005","4","Westdeutschland","","","",""
"Ziemlich sicher","2005","4","Ostdeutschland","","","",""
"Ziemlich sicher","2005","5","Westdeutschland","","","",""
"Ziemlich sicher","2005","5","Ostdeutschland","","","",""
"Ziemlich unsicher","2005","1","Westdeutschland","","","",""
"Ziemlich unsicher","2005","1","Ostdeutschland","","","",""
"Ziemlich unsicher","2005","2","Westdeutschland","","","",""
"Ziemlich unsicher","2005","2","Ostdeutschland","","","",""
