"hlf0151","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr sicher","2004","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Sehr sicher","2004","1-Pers.- Haushalt","2","91","0.160088730683624","0.130220747789906","0.189956713577341"
"Sehr sicher","2004","1-Pers.- Haushalt","3","87","0.146415466864019","0.117030348655601","0.175800585072437"
"Sehr sicher","2004","1-Pers.- Haushalt","4","112","0.174302705040808","0.144319847064956","0.20428556301666"
"Sehr sicher","2004","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Sehr sicher","2004","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Sehr sicher","2004","(Ehe-)Paar ohne Kind(er)","2","156","0.13937363622923","0.119629552182397","0.159117720276063"
"Sehr sicher","2004","(Ehe-)Paar ohne Kind(er)","3","224","0.14553858853524","0.128502555166747","0.162574621903734"
"Sehr sicher","2004","(Ehe-)Paar ohne Kind(er)","4","244","0.136497387152624","0.120844620726286","0.152150153578963"
"Sehr sicher","2004","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Sehr sicher","2004","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Sehr sicher","2004","Alleinerziehende","2","40","0.0950461608457171","0.0641884392321339","0.1259038824593"
"Sehr sicher","2004","Alleinerziehende","3","26","","",""
"Sehr sicher","2004","Alleinerziehende","4","29","","",""
"Sehr sicher","2004","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Sehr sicher","2004","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Sehr sicher","2004","Paar mit Kind(ern)","2","594","0.163196293401537","0.151112969273506","0.175279617529568"
"Sehr sicher","2004","Paar mit Kind(ern)","3","589","0.183267107117117","0.169862459940023","0.196671754294212"
"Sehr sicher","2004","Paar mit Kind(ern)","4","579","0.194702646060143","0.180342912710139","0.209062379410147"
"Sehr sicher","2004","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Sehr sicher","2004","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Sehr sicher","2004","Sonstige","2","37","0.201426640429325","0.142004959871495","0.260848320987155"
"Sehr sicher","2004","Sonstige","3","32","0.272436679163338","0.204912697595701","0.339960660730975"
"Sehr sicher","2004","Sonstige","4","15","","",""
"Sehr sicher","2004","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ziemlich sicher","2004","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ziemlich sicher","2004","1-Pers.- Haushalt","2","408","0.695375966962681","0.657887236854289","0.732864697071074"
"Ziemlich sicher","2004","1-Pers.- Haushalt","3","413","0.739728269061015","0.703256208250274","0.776200329871756"
"Ziemlich sicher","2004","1-Pers.- Haushalt","4","431","0.699744005810051","0.663517539783867","0.735970471836236"
"Ziemlich sicher","2004","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ziemlich sicher","2004","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
