year,regtyp,hlf0151,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2004,Urban regions,Relatively Certain,0.7343082697036366,11543,0.7262503125889379,0.7423662268183353
2004,Urban regions,Certain,0.15232302316552349,11543,0.14576769115152655,0.15887835517952043
2004,Urban regions,Relatively Uncertain,0.10120357189077261,11543,0.09570151200751494,0.1067056317740303
2004,Urban regions,Very Uncertain,0.012165135240067296,11543,0.010165285484508036,0.014164984995626557
2004,Rural regions,Relatively Certain,0.7378795950985615,11543,0.7298565378894257,0.7459026523076973
2004,Rural regions,Certain,0.18513585508790623,11543,0.17805012514662244,0.19222158502919
2004,Rural regions,Relatively Uncertain,0.07112413425679276,11543,0.06643509293854401,0.07581317557504151
2004,Rural regions,Very Uncertain,0.005860415556739478,11543,0.004467949513671522,0.007252881599807435
2009,Urban regions,Relatively Certain,0.7234393757503002,10177,0.7147489224720559,0.7321298290285444
2009,Urban regions,Certain,0.18562424969987995,10177,0.1780702675143091,0.1931782318854508
2009,Urban regions,Relatively Uncertain,0.08418367346938775,10177,0.07878901057565156,0.08957833636312394
2009,Urban regions,Very Uncertain,0.006752701080432173,10177,0.005161541847776348,0.008343860313087998
2009,Rural regions,Relatively Certain,0.7036718301778543,10177,0.6947999077437288,0.7125437526119798
2009,Rural regions,Certain,0.23493975903614459,10177,0.22670269845602345,0.24317681961626572
2009,Rural regions,Relatively Uncertain,0.05364314400458979,10177,0.04926559756164088,0.0580206904475387
2009,Rural regions,Very Uncertain,0.00774526678141136,10177,0.0060420263241020905,0.009448507238720628
2014,Urban regions,Relatively Certain,0.6849487328303346,15828,0.6777116640655108,0.6921858015951585
2014,Urban regions,Certain,0.19694331592184175,15828,0.19074766737499835,0.20313896446868515
2014,Urban regions,Relatively Uncertain,0.10543625459469917,15828,0.10065167611846453,0.11022083307093382
2014,Urban regions,Very Uncertain,0.012671696653124396,15828,0.010929122660881226,0.014414270645367567
2014,Rural regions,Relatively Certain,0.6639057610896374,15828,0.6565466255245324,0.6712648966547424
2014,Rural regions,Certain,0.24866556230443584,15828,0.24193164900852837,0.2553994756003433
2014,Rural regions,Relatively Uncertain,0.07454445057979017,15828,0.07045251779140481,0.07863638336817554
2014,Rural regions,Very Uncertain,0.012884226026136572,15828,0.011127288722277574,0.014641163329995571
2016,Urban regions,Certain,0.6971586971586972,16419,0.690130303185402,0.7041870911319923
