year,migback,sex,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,male,Very seldom,0.26422,2341,8399,0.25479,0.27365
2007,No migration background,male,Seldom,0.36031,3122,8399,0.35004,0.37058
2007,No migration background,male,Sometimes,0.27228,2205,8399,0.26276,0.28180
2007,No migration background,male,Often,0.07894,561,8399,0.07317,0.08471
2007,No migration background,male,Very often,0.02425,170,8399,0.02096,0.02754
2007,No migration background,female,Very seldom,0.16905,1583,9158,0.16137,0.17672
2007,No migration background,female,Seldom,0.28674,2808,9158,0.27748,0.29600
2007,No migration background,female,Sometimes,0.36608,3221,9158,0.35621,0.37594
2007,No migration background,female,Often,0.13121,1164,9158,0.12429,0.13812
2007,No migration background,female,Very often,0.04693,382,9158,0.04260,0.05127
2007,Direct migration background,male,Very seldom,0.24607,261,950,0.21867,0.27348
2007,Direct migration background,male,Seldom,0.31373,323,950,0.28421,0.34325
2007,Direct migration background,male,Sometimes,0.30078,270,950,0.27160,0.32996
2007,Direct migration background,male,Often,0.11597,96,950,0.09560,0.13634
2007,Direct migration background,female,Very seldom,0.13691,174,1134,0.11689,0.15693
2007,Direct migration background,female,Seldom,0.27254,321,1134,0.24661,0.29847
2007,Direct migration background,female,Sometimes,0.36540,406,1134,0.33736,0.39344
2007,Direct migration background,female,Often,0.16372,168,1134,0.14217,0.18526
2007,Direct migration background,female,Very often,0.06143,65,1134,0.04745,0.07542
2007,Indirect migration background,male,Very seldom,0.22956,107,354,0.18569,0.27343
2007,Indirect migration background,male,Seldom,0.32627,126,354,0.27736,0.37518
2007,Indirect migration background,male,Sometimes,0.28096,87,354,0.23407,0.32785
2007,Indirect migration background,male,Often,0.13538,34,354,0.09969,0.17107
2007,Indirect migration background,female,Very seldom,0.12636,62,386,0.09317,0.15955
2007,Indirect migration background,female,Seldom,0.24502,106,386,0.20206,0.28798
2007,Indirect migration background,female,Sometimes,0.38158,148,386,0.33306,0.43011
2007,Indirect migration background,female,Often,0.18376,70,386,0.14508,0.22245
2008,No migration background,male,Very seldom,0.26304,2177,7928,0.25334,0.27273
2008,No migration background,male,Seldom,0.37555,3058,7928,0.36489,0.38621
2008,No migration background,male,Sometimes,0.25949,2008,7928,0.24984,0.26914
2008,No migration background,male,Often,0.08612,576,7928,0.07995,0.09230
2008,No migration background,male,Very often,0.01580,109,7928,0.01306,0.01855
2008,No migration background,female,Very seldom,0.16739,1505,8666,0.15953,0.17525
2008,No migration background,female,Seldom,0.30448,2766,8666,0.29479,0.31417
2008,No migration background,female,Sometimes,0.34922,2986,8666,0.33918,0.35926
2008,No migration background,female,Often,0.13347,1048,8666,0.12631,0.14063
2008,No migration background,female,Very often,0.04543,361,8666,0.04105,0.04982
2008,Direct migration background,male,Very seldom,0.23126,216,877,0.20334,0.25918
2008,Direct migration background,male,Seldom,0.33855,311,877,0.30721,0.36988
2008,Direct migration background,male,Sometimes,0.28255,236,877,0.25273,0.31236
2008,Direct migration background,male,Often,0.09990,79,877,0.08004,0.11976
2008,Direct migration background,male,Very often,0.04775,35,877,0.03363,0.06187
2008,Direct migration background,female,Very seldom,0.13318,139,1018,0.11230,0.15407
2008,Direct migration background,female,Seldom,0.27215,305,1018,0.24480,0.29951
2008,Direct migration background,female,Sometimes,0.39063,362,1018,0.36064,0.42062
2008,Direct migration background,female,Often,0.15582,163,1018,0.13353,0.17811
