year,pgisced97,regtyp,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No answer / don't know,Urban regions,Very seldom,0.16912,50,180,0.11420,0.22403
2007,No answer / don't know,Urban regions,Seldom,0.31419,69,180,0.24618,0.38219
2007,No answer / don't know,Urban regions,Sometimes,0.32789,61,180,0.25912,0.39666
2007,No answer / don't know,Rural regions,Sometimes,0.30017,34,34,0.14379,0.45654
2007,Pre-primary Level,Urban regions,Very seldom,0.23794,54,197,0.17833,0.29756
2007,Pre-primary Level,Urban regions,Seldom,0.32004,72,197,0.25473,0.38535
2007,Pre-primary Level,Urban regions,Sometimes,0.30674,71,197,0.24218,0.37130
2007,Pre-primary Level,Rural regions,Seldom,0.34286,36,76,0.23543,0.45029
2007,Pre-primary Level,Rural regions,Sometimes,0.28722,40,76,0.18482,0.38963
2007,Primary Level,Urban regions,Seldom,0.24442,34,85,0.15251,0.33632
2007,Primary Level,Urban regions,Sometimes,0.32318,51,85,0.22317,0.42320
2007,Lower Secondary Level,Urban regions,Very seldom,0.19278,290,1458,0.17252,0.21303
2007,Lower Secondary Level,Urban regions,Seldom,0.25578,419,1458,0.23338,0.27818
2007,Lower Secondary Level,Urban regions,Sometimes,0.35556,476,1458,0.33098,0.38014
2007,Lower Secondary Level,Urban regions,Often,0.14862,203,1458,0.13035,0.16688
2007,Lower Secondary Level,Urban regions,Very often,0.04726,70,1458,0.03636,0.05816
2007,Lower Secondary Level,Rural regions,Very seldom,0.16721,126,740,0.14031,0.19412
2007,Lower Secondary Level,Rural regions,Seldom,0.25651,207,740,0.22502,0.28800
2007,Lower Secondary Level,Rural regions,Sometimes,0.37257,258,740,0.33771,0.40743
2007,Lower Secondary Level,Rural regions,Often,0.15413,115,740,0.12810,0.18017
2007,Lower Secondary Level,Rural regions,Very often,0.04957,34,740,0.03392,0.06522
2007,Upper Secondary Level,Urban regions,Very seldom,0.21683,1499,6464,0.20678,0.22687
2007,Upper Secondary Level,Urban regions,Seldom,0.30842,2063,6464,0.29716,0.31968
2007,Upper Secondary Level,Urban regions,Sometimes,0.32257,2002,6464,0.31118,0.33397
2007,Upper Secondary Level,Urban regions,Often,0.11305,669,6464,0.10533,0.12077
2007,Upper Secondary Level,Urban regions,Very often,0.03913,231,6464,0.03440,0.04385
2007,Upper Secondary Level,Rural regions,Very seldom,0.19159,769,3820,0.17911,0.20408
2007,Upper Secondary Level,Rural regions,Seldom,0.33633,1330,3820,0.32135,0.35132
2007,Upper Secondary Level,Rural regions,Sometimes,0.33075,1225,3820,0.31583,0.34567
2007,Upper Secondary Level,Rural regions,Often,0.10222,368,3820,0.09261,0.11183
2007,Upper Secondary Level,Rural regions,Very often,0.03910,128,3820,0.03295,0.04525
2007,Post-secondary Non-tertiary Level,Urban regions,Very seldom,0.20580,188,872,0.17895,0.23265
2007,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.32057,285,872,0.28958,0.35156
2007,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.30853,258,872,0.27785,0.33920
2007,Post-secondary Non-tertiary Level,Urban regions,Often,0.12294,108,872,0.10114,0.14475
2007,Post-secondary Non-tertiary Level,Urban regions,Very often,0.04216,33,872,0.02881,0.05550
2007,Post-secondary Non-tertiary Level,Rural regions,Very seldom,0.23018,67,259,0.17881,0.28155
2007,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.34689,107,259,0.28880,0.40497
2007,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.30587,85,259,0.24964,0.36209
2007,First Stage of Tertiary Education,Urban regions,Very seldom,0.23373,228,916,0.20631,0.26115
2007,First Stage of Tertiary Education,Urban regions,Seldom,0.34610,325,916,0.31528,0.37693
2007,First Stage of Tertiary Education,Urban regions,Sometimes,0.29185,270,916,0.26240,0.32131
2007,First Stage of Tertiary Education,Urban regions,Often,0.09478,93,916,0.07580,0.11376
2007,First Stage of Tertiary Education,Rural regions,Very seldom,0.22293,122,578,0.18897,0.25689
2007,First Stage of Tertiary Education,Rural regions,Seldom,0.36566,210,578,0.32636,0.40495
2007,First Stage of Tertiary Education,Rural regions,Sometimes,0.33222,197,578,0.29379,0.37065
2007,First Stage of Tertiary Education,Rural regions,Often,0.07206,49,578,0.05096,0.09316
2007,Second Stage of Tertiary Education,Urban regions,Very seldom,0.24631,807,3109,0.23116,0.26145
2007,Second Stage of Tertiary Education,Urban regions,Seldom,0.34467,1116,3109,0.32796,0.36138
2007,Second Stage of Tertiary Education,Urban regions,Sometimes,0.29613,894,3109,0.28007,0.31218
2007,Second Stage of Tertiary Education,Urban regions,Often,0.09817,239,3109,0.08771,0.10863
2007,Second Stage of Tertiary Education,Urban regions,Very often,0.01473,53,3109,0.01049,0.01896
2007,Second Stage of Tertiary Education,Rural regions,Very seldom,0.18980,246,1270,0.16822,0.21137
2007,Second Stage of Tertiary Education,Rural regions,Seldom,0.35980,490,1270,0.33339,0.38621
2007,Second Stage of Tertiary Education,Rural regions,Sometimes,0.31100,391,1270,0.28553,0.33647
2007,Second Stage of Tertiary Education,Rural regions,Often,0.10329,110,1270,0.08654,0.12003
2007,Second Stage of Tertiary Education,Rural regions,Very often,0.03612,33,1270,0.02585,0.04638
2008,No answer / don't know,Urban regions,Very seldom,0.26736,58,186,0.20358,0.33113
2008,No answer / don't know,Urban regions,Seldom,0.34592,76,186,0.27737,0.41446
2008,No answer / don't know,Urban regions,Sometimes,0.20954,52,186,0.15090,0.26819
2008,No answer / don't know,Rural regions,Seldom,0.40901,38,78,0.29919,0.51882
2008,No answer / don't know,Rural regions,Sometimes,0.33057,40,78,0.22549,0.43564
2008,Pre-primary Level,Urban regions,Very seldom,0.22826,55,206,0.17080,0.28571
2008,Pre-primary Level,Urban regions,Seldom,0.29380,75,206,0.23145,0.35616
2008,Pre-primary Level,Urban regions,Sometimes,0.34400,76,206,0.27897,0.40903
2008,Pre-primary Level,Rural regions,Seldom,0.48788,46,80,0.37765,0.59811
2008,Pre-primary Level,Rural regions,Sometimes,0.24555,34,80,0.15063,0.34046
2008,Primary Level,Urban regions,Seldom,0.21610,31,79,0.12476,0.30744
2008,Primary Level,Urban regions,Sometimes,0.42474,48,79,0.31505,0.53444
2008,Lower Secondary Level,Urban regions,Very seldom,0.16529,239,1326,0.14529,0.18529
2008,Lower Secondary Level,Urban regions,Seldom,0.29085,410,1326,0.26640,0.31530
2008,Lower Secondary Level,Urban regions,Sometimes,0.33695,419,1326,0.31150,0.36240
2008,Lower Secondary Level,Urban regions,Often,0.15554,194,1326,0.13602,0.17505
2008,Lower Secondary Level,Urban regions,Very often,0.05137,64,1326,0.03949,0.06326
2008,Lower Secondary Level,Rural regions,Very seldom,0.19337,117,676,0.16358,0.22317
2008,Lower Secondary Level,Rural regions,Seldom,0.26314,195,676,0.22992,0.29636
2008,Lower Secondary Level,Rural regions,Sometimes,0.35978,248,676,0.32357,0.39598
2008,Lower Secondary Level,Rural regions,Often,0.12417,83,676,0.09929,0.14905
2008,Lower Secondary Level,Rural regions,Very often,0.05954,33,676,0.04169,0.07739
2008,Upper Secondary Level,Urban regions,Very seldom,0.21202,1356,6088,0.20175,0.22229
2008,Upper Secondary Level,Urban regions,Seldom,0.32131,2029,6088,0.30958,0.33304
2008,Upper Secondary Level,Urban regions,Sometimes,0.31002,1832,6088,0.29840,0.32164
2008,Upper Secondary Level,Urban regions,Often,0.11852,660,6088,0.11040,0.12664
2008,Upper Secondary Level,Urban regions,Very often,0.03814,211,6088,0.03333,0.04295
2008,Upper Secondary Level,Rural regions,Very seldom,0.20181,728,3609,0.18871,0.21490
2008,Upper Secondary Level,Rural regions,Seldom,0.33710,1305,3609,0.32168,0.35253
2008,Upper Secondary Level,Rural regions,Sometimes,0.31860,1116,3609,0.30340,0.33380
2008,Upper Secondary Level,Rural regions,Often,0.11661,358,3609,0.10614,0.12708
2008,Upper Secondary Level,Rural regions,Very often,0.02588,102,3609,0.02070,0.03106
2008,Post-secondary Non-tertiary Level,Urban regions,Very seldom,0.19618,179,788,0.16843,0.22392
2008,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.33345,262,788,0.30051,0.36639
2008,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.32212,259,788,0.28947,0.35477
2008,Post-secondary Non-tertiary Level,Urban regions,Often,0.11812,88,788,0.09557,0.14067
2008,Post-secondary Non-tertiary Level,Rural regions,Very seldom,0.20308,50,240,0.15208,0.25409
2008,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.37869,108,240,0.31719,0.44019
2008,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.27139,82,240,0.21501,0.32777
2008,First Stage of Tertiary Education,Urban regions,Very seldom,0.23780,205,857,0.20928,0.26632
2008,First Stage of Tertiary Education,Urban regions,Seldom,0.34038,305,857,0.30863,0.37212
2008,First Stage of Tertiary Education,Urban regions,Sometimes,0.28524,254,857,0.25499,0.31549
2008,First Stage of Tertiary Education,Urban regions,Often,0.10253,93,857,0.08221,0.12285
2008,First Stage of Tertiary Education,Rural regions,Very seldom,0.19774,97,526,0.16367,0.23181
2008,First Stage of Tertiary Education,Rural regions,Seldom,0.42381,230,526,0.38154,0.46609
2008,First Stage of Tertiary Education,Rural regions,Sometimes,0.28354,159,526,0.24499,0.32210
2008,First Stage of Tertiary Education,Rural regions,Often,0.08744,40,526,0.06327,0.11160
2008,Second Stage of Tertiary Education,Urban regions,Very seldom,0.24948,798,2974,0.23393,0.26503
2008,Second Stage of Tertiary Education,Urban regions,Seldom,0.35767,1091,2974,0.34044,0.37490
2008,Second Stage of Tertiary Education,Urban regions,Sometimes,0.28259,819,2974,0.26640,0.29877
2008,Second Stage of Tertiary Education,Urban regions,Often,0.09080,219,2974,0.08047,0.10113
2008,Second Stage of Tertiary Education,Urban regions,Very often,0.01947,47,2974,0.01450,0.02443
2008,Second Stage of Tertiary Education,Rural regions,Very seldom,0.21024,257,1184,0.18702,0.23346
2008,Second Stage of Tertiary Education,Rural regions,Seldom,0.36540,452,1184,0.33796,0.39284
2008,Second Stage of Tertiary Education,Rural regions,Sometimes,0.32632,390,1184,0.29961,0.35304
2008,Second Stage of Tertiary Education,Rural regions,Often,0.07278,85,1184,0.05797,0.08758
2009,No answer / don't know,Urban regions,Very seldom,0.24001,51,187,0.17863,0.30138
2009,No answer / don't know,Urban regions,Seldom,0.33480,78,187,0.26698,0.40262
2009,No answer / don't know,Urban regions,Sometimes,0.26351,58,187,0.20019,0.32682
2009,No answer / don't know,Rural regions,Seldom,0.46844,49,80,0.35840,0.57848
2009,No answer / don't know,Rural regions,Sometimes,0.25814,31,80,0.16164,0.35464
2009,Pre-primary Level,Urban regions,Very seldom,0.21312,45,191,0.15489,0.27135
2009,Pre-primary Level,Urban regions,Seldom,0.27572,76,191,0.21218,0.33926
2009,Pre-primary Level,Urban regions,Sometimes,0.36886,70,191,0.30025,0.43747
2009,Pre-primary Level,Rural regions,Seldom,0.31938,31,31,0.15254,0.48622
2009,Primary Level,Urban regions,Sometimes,0.39342,48,48,0.25376,0.53309
2009,Lower Secondary Level,Urban regions,Very seldom,0.17113,206,1185,0.14968,0.19258
2009,Lower Secondary Level,Urban regions,Seldom,0.30079,369,1185,0.27467,0.32691
2009,Lower Secondary Level,Urban regions,Sometimes,0.32389,384,1185,0.29723,0.35054
2009,Lower Secondary Level,Urban regions,Often,0.16111,172,1185,0.14016,0.18205
2009,Lower Secondary Level,Urban regions,Very often,0.04308,54,1185,0.03152,0.05465
2009,Lower Secondary Level,Rural regions,Very seldom,0.17229,108,568,0.14120,0.20337
2009,Lower Secondary Level,Rural regions,Seldom,0.32053,189,568,0.28212,0.35895
2009,Lower Secondary Level,Rural regions,Sometimes,0.34037,198,568,0.30136,0.37937
2009,Lower Secondary Level,Rural regions,Often,0.11092,73,568,0.08508,0.13677
2009,Upper Secondary Level,Urban regions,Very seldom,0.20418,1196,5567,0.19359,0.21477
2009,Upper Secondary Level,Urban regions,Seldom,0.32233,1856,5567,0.31005,0.33460
2009,Upper Secondary Level,Urban regions,Sometimes,0.32618,1761,5567,0.31386,0.33849
2009,Upper Secondary Level,Urban regions,Often,0.10437,551,5567,0.09634,0.11240
2009,Upper Secondary Level,Urban regions,Very often,0.04294,203,5567,0.03762,0.04827
2009,Upper Secondary Level,Rural regions,Very seldom,0.18460,653,3439,0.17163,0.19757
2009,Upper Secondary Level,Rural regions,Seldom,0.35822,1275,3439,0.34219,0.37425
2009,Upper Secondary Level,Rural regions,Sometimes,0.31693,1072,3439,0.30138,0.33248
2009,Upper Secondary Level,Rural regions,Often,0.11049,343,3439,0.10001,0.12097
2009,Upper Secondary Level,Rural regions,Very often,0.02975,96,3439,0.02407,0.03543
2009,Post-secondary Non-tertiary Level,Urban regions,Very seldom,0.17802,144,711,0.14988,0.20616
2009,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.31743,253,711,0.28319,0.35167
2009,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.35332,233,711,0.31816,0.38848
2009,Post-secondary Non-tertiary Level,Urban regions,Often,0.11818,81,711,0.09444,0.14193
2009,Post-secondary Non-tertiary Level,Rural regions,Very seldom,0.20210,46,250,0.15222,0.25198
2009,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.33116,96,250,0.27270,0.38961
2009,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.30622,76,250,0.24897,0.36347
2009,Post-secondary Non-tertiary Level,Rural regions,Often,0.12375,32,250,0.08285,0.16466
2009,First Stage of Tertiary Education,Urban regions,Very seldom,0.20388,174,772,0.17545,0.23232
2009,First Stage of Tertiary Education,Urban regions,Seldom,0.33630,279,772,0.30295,0.36965
2009,First Stage of Tertiary Education,Urban regions,Sometimes,0.31932,239,772,0.28641,0.35223
2009,First Stage of Tertiary Education,Urban regions,Often,0.10211,80,772,0.08073,0.12348
2009,First Stage of Tertiary Education,Rural regions,Very seldom,0.24683,122,502,0.20907,0.28458
2009,First Stage of Tertiary Education,Rural regions,Seldom,0.35511,193,502,0.31321,0.39702
2009,First Stage of Tertiary Education,Rural regions,Sometimes,0.25401,134,502,0.21589,0.29213
2009,First Stage of Tertiary Education,Rural regions,Often,0.11593,53,502,0.08790,0.14396
2009,Second Stage of Tertiary Education,Urban regions,Very seldom,0.24581,713,2820,0.22992,0.26171
2009,Second Stage of Tertiary Education,Urban regions,Seldom,0.36347,1035,2820,0.34571,0.38123
2009,Second Stage of Tertiary Education,Urban regions,Sometimes,0.28500,795,2820,0.26834,0.30167
2009,Second Stage of Tertiary Education,Urban regions,Often,0.08884,232,2820,0.07834,0.09934
2009,Second Stage of Tertiary Education,Urban regions,Very often,0.01688,45,2820,0.01212,0.02163
2009,Second Stage of Tertiary Education,Rural regions,Very seldom,0.20717,279,1173,0.18396,0.23037
2009,Second Stage of Tertiary Education,Rural regions,Seldom,0.39041,451,1173,0.36248,0.41834
2009,Second Stage of Tertiary Education,Rural regions,Sometimes,0.29813,356,1173,0.27194,0.32432
2009,Second Stage of Tertiary Education,Rural regions,Often,0.07902,87,1173,0.06357,0.09446
2010,No answer / don't know,Urban regions,Very seldom,0.27919,57,163,0.21010,0.34827
2010,No answer / don't know,Urban regions,Seldom,0.40578,69,163,0.33017,0.48140
2010,No answer / don't know,Urban regions,Sometimes,0.15490,37,163,0.09918,0.21062
2010,No answer / don't know,Rural regions,Seldom,0.30482,31,31,0.14010,0.46955
2010,Pre-primary Level,Urban regions,Very seldom,0.24960,57,168,0.18396,0.31524
2010,Pre-primary Level,Urban regions,Seldom,0.22211,57,168,0.15907,0.28515
2010,Pre-primary Level,Urban regions,Sometimes,0.40774,54,168,0.33321,0.48228
2010,Primary Level,Urban regions,Sometimes,0.31874,31,31,0.15199,0.48549
2010,Lower Secondary Level,Urban regions,Very seldom,0.18315,218,1085,0.16013,0.20618
2010,Lower Secondary Level,Urban regions,Seldom,0.26968,304,1085,0.24326,0.29610
2010,Lower Secondary Level,Urban regions,Sometimes,0.32397,352,1085,0.29611,0.35183
2010,Lower Secondary Level,Urban regions,Often,0.15125,150,1085,0.12992,0.17258
2010,Lower Secondary Level,Urban regions,Very often,0.07194,61,1085,0.05656,0.08732
2010,Lower Secondary Level,Rural regions,Very seldom,0.14937,87,495,0.11794,0.18081
2010,Lower Secondary Level,Rural regions,Seldom,0.34179,160,495,0.29996,0.38361
2010,Lower Secondary Level,Rural regions,Sometimes,0.33353,175,495,0.29195,0.37510
2010,Lower Secondary Level,Rural regions,Often,0.12468,73,495,0.09555,0.15381
2010,Upper Secondary Level,Urban regions,Very seldom,0.20057,1097,5130,0.18961,0.21153
2010,Upper Secondary Level,Urban regions,Seldom,0.32945,1756,5130,0.31659,0.34232
2010,Upper Secondary Level,Urban regions,Sometimes,0.31827,1573,5130,0.30553,0.33102
2010,Upper Secondary Level,Urban regions,Often,0.11858,556,5130,0.10973,0.12743
2010,Upper Secondary Level,Urban regions,Very often,0.03313,148,5130,0.02823,0.03802
2010,Upper Secondary Level,Rural regions,Very seldom,0.19385,607,3137,0.18002,0.20769
2010,Upper Secondary Level,Rural regions,Seldom,0.34258,1118,3137,0.32597,0.35919
2010,Upper Secondary Level,Rural regions,Sometimes,0.31555,989,3137,0.29928,0.33181
2010,Upper Secondary Level,Rural regions,Often,0.12014,337,3137,0.10877,0.13152
2010,Upper Secondary Level,Rural regions,Very often,0.02788,86,3137,0.02212,0.03364
2010,Post-secondary Non-tertiary Level,Urban regions,Very seldom,0.23199,164,675,0.20012,0.26386
2010,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.36649,236,675,0.33011,0.40287
2010,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.31055,208,675,0.27561,0.34548
2010,Post-secondary Non-tertiary Level,Urban regions,Often,0.07118,67,675,0.05177,0.09059
2010,Post-secondary Non-tertiary Level,Rural regions,Very seldom,0.22469,52,216,0.16890,0.28048
2010,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.34177,86,216,0.27837,0.40518
2010,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.31153,78,216,0.24962,0.37343
2010,First Stage of Tertiary Education,Urban regions,Very seldom,0.21193,160,750,0.18266,0.24120
2010,First Stage of Tertiary Education,Urban regions,Seldom,0.39945,294,750,0.36437,0.43453
2010,First Stage of Tertiary Education,Urban regions,Sometimes,0.27014,220,750,0.23834,0.30194
2010,First Stage of Tertiary Education,Urban regions,Often,0.09639,76,750,0.07525,0.11752
2010,First Stage of Tertiary Education,Rural regions,Very seldom,0.18107,98,474,0.14637,0.21577
2010,First Stage of Tertiary Education,Rural regions,Seldom,0.37076,183,474,0.32723,0.41428
2010,First Stage of Tertiary Education,Rural regions,Sometimes,0.34405,154,474,0.30124,0.38686
2010,First Stage of Tertiary Education,Rural regions,Often,0.08512,39,474,0.05997,0.11027
2010,Second Stage of Tertiary Education,Urban regions,Very seldom,0.23253,660,2712,0.21663,0.24843
2010,Second Stage of Tertiary Education,Urban regions,Seldom,0.36241,1018,2712,0.34431,0.38050
2010,Second Stage of Tertiary Education,Urban regions,Sometimes,0.29515,790,2712,0.27798,0.31232
2010,Second Stage of Tertiary Education,Urban regions,Often,0.09000,204,2712,0.07922,0.10077
2010,Second Stage of Tertiary Education,Urban regions,Very often,0.01991,40,2712,0.01465,0.02517
2010,Second Stage of Tertiary Education,Rural regions,Very seldom,0.20310,235,1096,0.17927,0.22693
2010,Second Stage of Tertiary Education,Rural regions,Seldom,0.36243,440,1096,0.33396,0.39090
2010,Second Stage of Tertiary Education,Rural regions,Sometimes,0.31656,331,1096,0.28901,0.34411
2010,Second Stage of Tertiary Education,Rural regions,Often,0.10713,90,1096,0.08881,0.12544
2011,No answer / don't know,Urban regions,Very seldom,0.18292,39,174,0.12531,0.24053
2011,No answer / don't know,Urban regions,Seldom,0.35805,79,174,0.28661,0.42949
2011,No answer / don't know,Urban regions,Sometimes,0.25723,56,174,0.19210,0.32237
2011,No answer / don't know,Rural regions,Sometimes,0.40686,31,31,0.23107,0.58265
2011,Pre-primary Level,Urban regions,Very seldom,0.20051,39,210,0.14623,0.25479
2011,Pre-primary Level,Urban regions,Seldom,0.36198,92,210,0.29683,0.42713
2011,Pre-primary Level,Urban regions,Sometimes,0.36667,79,210,0.30133,0.43200
2011,Pre-primary Level,Rural regions,Seldom,0.44777,34,34,0.27811,0.61744
2011,Primary Level,Urban regions,Seldom,0.27221,48,93,0.18126,0.36316
2011,Primary Level,Urban regions,Sometimes,0.28018,45,93,0.18841,0.37194
2011,Lower Secondary Level,Urban regions,Very seldom,0.18587,262,1395,0.16545,0.20630
2011,Lower Secondary Level,Urban regions,Seldom,0.28916,396,1395,0.26536,0.31296
2011,Lower Secondary Level,Urban regions,Sometimes,0.33514,481,1395,0.31036,0.35992
