year,bula_h,migback,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Schleswig-Holstein,No migration background,Very seldom,0.28226,183,538,0.24419,0.32033
2007,Schleswig-Holstein,No migration background,Seldom,0.30107,160,538,0.26227,0.33987
2007,Schleswig-Holstein,No migration background,Sometimes,0.30863,154,538,0.26956,0.34770
2007,Schleswig-Holstein,No migration background,Often,0.07013,41,538,0.04853,0.09172
2007,Hamburg,No migration background,Very seldom,0.21572,63,232,0.16268,0.26877
2007,Hamburg,No migration background,Seldom,0.40597,105,232,0.34264,0.46930
2007,Hamburg,No migration background,Sometimes,0.26305,64,232,0.20627,0.31983
2007,Lower Saxony,No migration background,Very seldom,0.20987,361,1596,0.18989,0.22986
2007,Lower Saxony,No migration background,Seldom,0.30716,523,1596,0.28452,0.32980
2007,Lower Saxony,No migration background,Sometimes,0.33498,495,1596,0.31182,0.35815
2007,Lower Saxony,No migration background,Often,0.10584,160,1596,0.09074,0.12094
2007,Lower Saxony,No migration background,Very often,0.04215,57,1596,0.03229,0.05201
2007,Lower Saxony,Direct migration background,Very seldom,0.22461,37,154,0.15848,0.29074
2007,Lower Saxony,Direct migration background,Seldom,0.29571,64,154,0.22340,0.36803
2007,Lower Saxony,Direct migration background,Sometimes,0.35056,53,154,0.27495,0.42616
2007,Bremen,No migration background,Seldom,0.43353,51,89,0.32999,0.53707
2007,Bremen,No migration background,Sometimes,0.31562,38,89,0.21852,0.41273
2007,North Rhine-Westphalia,No migration background,Very seldom,0.25024,881,3411,0.23570,0.26478
2007,North Rhine-Westphalia,No migration background,Seldom,0.29724,1075,3411,0.28190,0.31258
2007,North Rhine-Westphalia,No migration background,Sometimes,0.30569,1007,3411,0.29023,0.32116
2007,North Rhine-Westphalia,No migration background,Often,0.11964,359,3411,0.10875,0.13053
2007,North Rhine-Westphalia,No migration background,Very often,0.02719,89,3411,0.02173,0.03265
2007,North Rhine-Westphalia,Direct migration background,Very seldom,0.24073,141,551,0.20500,0.27646
2007,North Rhine-Westphalia,Direct migration background,Seldom,0.30158,172,551,0.26322,0.33993
2007,North Rhine-Westphalia,Direct migration background,Sometimes,0.33165,182,551,0.29230,0.37100
2007,North Rhine-Westphalia,Direct migration background,Often,0.09795,56,551,0.07310,0.12279
2007,North Rhine-Westphalia,Indirect migration background,Very seldom,0.22953,58,176,0.16722,0.29183
2007,North Rhine-Westphalia,Indirect migration background,Seldom,0.21558,54,176,0.15465,0.27651
2007,North Rhine-Westphalia,Indirect migration background,Sometimes,0.32001,64,176,0.25090,0.38913
2007,Hesse,No migration background,Very seldom,0.19972,243,1097,0.17605,0.22339
2007,Hesse,No migration background,Seldom,0.31038,366,1097,0.28299,0.33777
2007,Hesse,No migration background,Sometimes,0.34882,377,1097,0.32060,0.37703
2007,Hesse,No migration background,Often,0.10767,111,1097,0.08932,0.12602
2007,Hesse,Direct migration background,Seldom,0.25562,50,155,0.18672,0.32451
2007,Hesse,Direct migration background,Sometimes,0.34095,68,155,0.26608,0.41582
2007,Hesse,Direct migration background,Often,0.22376,37,155,0.15793,0.28958
2007,"Rhineland-Palatinate, Saarland",No migration background,Very seldom,0.23895,239,969,0.21208,0.26581
2007,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.28374,299,969,0.25534,0.31214
2007,"Rhineland-Palatinate, Saarland",No migration background,Sometimes,0.31650,282,969,0.28720,0.34580
2007,"Rhineland-Palatinate, Saarland",No migration background,Often,0.10546,99,969,0.08611,0.12481
2007,"Rhineland-Palatinate, Saarland",No migration background,Very often,0.05536,50,969,0.04095,0.06976
