year,quintil_oecd,regtyp,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,1st Quintile,Urban regions,Very seldom,0.18001,380,2021,0.16326,0.19676
2007,1st Quintile,Urban regions,Seldom,0.26626,565,2021,0.24699,0.28554
2007,1st Quintile,Urban regions,Sometimes,0.34466,662,2021,0.32393,0.36538
2007,1st Quintile,Urban regions,Often,0.15492,305,2021,0.13914,0.17070
2007,1st Quintile,Urban regions,Very often,0.05415,109,2021,0.04428,0.06402
2007,1st Quintile,Rural regions,Very seldom,0.16636,204,1164,0.14496,0.18776
2007,1st Quintile,Rural regions,Seldom,0.26213,321,1164,0.23685,0.28741
2007,1st Quintile,Rural regions,Sometimes,0.35276,404,1164,0.32530,0.38022
2007,1st Quintile,Rural regions,Often,0.15313,165,1164,0.13244,0.17383
2007,1st Quintile,Rural regions,Very often,0.06561,70,1164,0.05138,0.07985
2007,2nd Quintile,Urban regions,Very seldom,0.19073,440,2124,0.17402,0.20744
2007,2nd Quintile,Urban regions,Seldom,0.29733,655,2124,0.27789,0.31677
2007,2nd Quintile,Urban regions,Sometimes,0.32631,673,2124,0.30637,0.34625
2007,2nd Quintile,Urban regions,Often,0.13949,265,2124,0.12475,0.15423
2007,2nd Quintile,Urban regions,Very often,0.04614,91,2124,0.03722,0.05507
2007,2nd Quintile,Rural regions,Very seldom,0.20751,290,1378,0.18609,0.22893
2007,2nd Quintile,Rural regions,Seldom,0.31812,476,1378,0.29352,0.34272
2007,2nd Quintile,Rural regions,Sometimes,0.35342,441,1378,0.32818,0.37867
2007,2nd Quintile,Rural regions,Often,0.09134,130,1378,0.07613,0.10656
2007,2nd Quintile,Rural regions,Very often,0.02961,41,1378,0.02066,0.03856
2007,3rd Quintile,Urban regions,Very seldom,0.22457,560,2352,0.20770,0.24143
2007,3rd Quintile,Urban regions,Seldom,0.30966,742,2352,0.29097,0.32835
2007,3rd Quintile,Urban regions,Sometimes,0.31775,724,2352,0.29893,0.33658
2007,3rd Quintile,Urban regions,Often,0.10978,241,2352,0.09714,0.12242
2007,3rd Quintile,Urban regions,Very often,0.03824,85,2352,0.03049,0.04599
