year,quintil_oecd,sampreg,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,1st Quintile,West,Very seldom,0.17943,404,2175,0.16330,0.19556
2007,1st Quintile,West,Seldom,0.25452,576,2175,0.23621,0.27284
2007,1st Quintile,West,Sometimes,0.34959,724,2175,0.32955,0.36964
2007,1st Quintile,West,Often,0.15774,344,2175,0.14242,0.17307
2007,1st Quintile,West,Very often,0.05871,127,2175,0.04883,0.06859
2007,1st Quintile,East,Very seldom,0.16307,180,1010,0.14027,0.18586
2007,1st Quintile,East,Seldom,0.29568,310,1010,0.26752,0.32384
2007,1st Quintile,East,Sometimes,0.34100,342,1010,0.31175,0.37025
2007,1st Quintile,East,Often,0.14404,126,1010,0.12237,0.16570
2007,1st Quintile,East,Very often,0.05621,52,1010,0.04200,0.07042
2007,2nd Quintile,West,Very seldom,0.19511,508,2420,0.17932,0.21091
2007,2nd Quintile,West,Seldom,0.29212,738,2420,0.27400,0.31025
2007,2nd Quintile,West,Sometimes,0.33875,777,2420,0.31989,0.35761
2007,2nd Quintile,West,Often,0.13255,301,2420,0.11904,0.14607
2007,2nd Quintile,West,Very often,0.04146,96,2420,0.03352,0.04941
2007,2nd Quintile,East,Very seldom,0.20126,222,1082,0.17736,0.22516
2007,2nd Quintile,East,Seldom,0.34653,393,1082,0.31817,0.37490
2007,2nd Quintile,East,Sometimes,0.32513,337,1082,0.29720,0.35305
2007,2nd Quintile,East,Often,0.09009,94,1082,0.07302,0.10715
2007,2nd Quintile,East,Very often,0.03700,36,1082,0.02574,0.04825
2007,3rd Quintile,West,Very seldom,0.21386,615,2700,0.19839,0.22933
2007,3rd Quintile,West,Seldom,0.32213,867,2700,0.30450,0.33976
2007,3rd Quintile,West,Sometimes,0.31742,844,2700,0.29985,0.33498
2007,3rd Quintile,West,Often,0.10696,275,2700,0.09530,0.11861
2007,3rd Quintile,West,Very often,0.03964,99,2700,0.03228,0.04700
2007,3rd Quintile,East,Very seldom,0.18284,224,1161,0.16059,0.20508
2007,3rd Quintile,East,Seldom,0.32965,390,1161,0.30260,0.35671
2007,3rd Quintile,East,Sometimes,0.32925,381,1161,0.30221,0.35630
2007,3rd Quintile,East,Often,0.11944,127,1161,0.10078,0.13811
2007,3rd Quintile,East,Very often,0.03881,39,1161,0.02770,0.04993
2007,4th Quintile,West,Very seldom,0.22696,783,3298,0.21266,0.24126
2007,4th Quintile,West,Seldom,0.32777,1126,3298,0.31175,0.34379
2007,4th Quintile,West,Sometimes,0.31229,974,3298,0.29647,0.32811
2007,4th Quintile,West,Often,0.09954,306,3298,0.08932,0.10975
2007,4th Quintile,West,Very often,0.03344,109,3298,0.02730,0.03957
2007,4th Quintile,East,Very seldom,0.17774,166,988,0.15389,0.20159
2007,4th Quintile,East,Seldom,0.35551,377,988,0.32565,0.38537
2007,4th Quintile,East,Sometimes,0.32327,336,988,0.29409,0.35245
2007,4th Quintile,East,Often,0.11566,109,988,0.09571,0.13561
2007,5th Quintile,West,Very seldom,0.24985,1266,4854,0.23767,0.26203
2007,5th Quintile,West,Seldom,0.35344,1747,4854,0.33999,0.36689
2007,5th Quintile,West,Sometimes,0.29845,1397,4854,0.28558,0.31133
2007,5th Quintile,West,Often,0.07894,357,4854,0.07135,0.08653
2007,5th Quintile,West,Very often,0.01931,87,4854,0.01544,0.02318
2007,5th Quintile,East,Very seldom,0.24353,160,718,0.21211,0.27495
2007,5th Quintile,East,Seldom,0.35829,281,718,0.32319,0.39339
2007,5th Quintile,East,Sometimes,0.31523,224,718,0.28122,0.34924
2007,5th Quintile,East,Often,0.07382,53,718,0.05468,0.09296
2008,1st Quintile,West,Very seldom,0.16885,365,2023,0.15253,0.18518
2008,1st Quintile,West,Seldom,0.26000,573,2023,0.24088,0.27911
2008,1st Quintile,West,Sometimes,0.33970,649,2023,0.31905,0.36034
2008,1st Quintile,West,Often,0.16687,313,2023,0.15062,0.18312
2008,1st Quintile,West,Very often,0.06458,123,2023,0.05387,0.07530
2008,1st Quintile,East,Very seldom,0.17838,171,932,0.15379,0.20297
2008,1st Quintile,East,Seldom,0.32156,317,932,0.29156,0.35157
2008,1st Quintile,East,Sometimes,0.31395,290,932,0.28414,0.34376
2008,1st Quintile,East,Often,0.13468,108,932,0.11275,0.15661
2008,1st Quintile,East,Very often,0.05142,46,932,0.03724,0.06561
2008,2nd Quintile,West,Very seldom,0.21619,497,2282,0.19930,0.23308
2008,2nd Quintile,West,Seldom,0.32657,749,2282,0.30732,0.34581
2008,2nd Quintile,West,Sometimes,0.30203,675,2282,0.28319,0.32087
2008,2nd Quintile,West,Often,0.11527,265,2282,0.10216,0.12837
2008,2nd Quintile,West,Very often,0.03994,96,2282,0.03190,0.04798
2008,2nd Quintile,East,Very seldom,0.18678,215,1060,0.16330,0.21025
2008,2nd Quintile,East,Seldom,0.35903,404,1060,0.33014,0.38792
2008,2nd Quintile,East,Sometimes,0.32957,346,1060,0.30126,0.35789
2008,2nd Quintile,East,Often,0.09818,95,1060,0.08026,0.11610
2008,3rd Quintile,West,Very seldom,0.21578,574,2602,0.19997,0.23159
2008,3rd Quintile,West,Seldom,0.32476,866,2602,0.30677,0.34276
2008,3rd Quintile,West,Sometimes,0.31099,785,2602,0.29320,0.32878
2008,3rd Quintile,West,Often,0.11887,305,2602,0.10643,0.13131
2008,3rd Quintile,West,Very often,0.02959,72,2602,0.02308,0.03611
2008,3rd Quintile,East,Very seldom,0.19654,236,1203,0.17407,0.21900
2008,3rd Quintile,East,Seldom,0.34675,417,1203,0.31985,0.37366
2008,3rd Quintile,East,Sometimes,0.31267,404,1203,0.28647,0.33888
2008,3rd Quintile,East,Often,0.11580,114,1203,0.09771,0.13389
2008,3rd Quintile,East,Very often,0.02824,32,1203,0.01887,0.03760
2008,4th Quintile,West,Very seldom,0.22171,701,3052,0.20697,0.23645
2008,4th Quintile,West,Seldom,0.34204,1073,3052,0.32521,0.35887
2008,4th Quintile,West,Sometimes,0.30834,922,3052,0.29195,0.32473
2008,4th Quintile,West,Often,0.09908,272,3052,0.08848,0.10968
2008,4th Quintile,West,Very often,0.02883,84,3052,0.02289,0.03477
2008,4th Quintile,East,Very seldom,0.15416,127,793,0.12901,0.17931
2008,4th Quintile,East,Seldom,0.39651,330,793,0.36244,0.43058
2008,4th Quintile,East,Sometimes,0.31952,250,793,0.28705,0.35200
2008,4th Quintile,East,Often,0.11623,86,793,0.09391,0.13855
2008,5th Quintile,West,Very seldom,0.24307,1172,4534,0.23058,0.25556
2008,5th Quintile,West,Seldom,0.36510,1669,4534,0.35109,0.37912
2008,5th Quintile,West,Sometimes,0.29033,1279,4534,0.27712,0.30354
2008,5th Quintile,West,Often,0.08550,347,4534,0.07736,0.09365
2008,5th Quintile,West,Very often,0.01599,67,4534,0.01234,0.01965
2008,5th Quintile,East,Very seldom,0.24475,155,707,0.21303,0.27646
2008,5th Quintile,East,Seldom,0.33570,270,707,0.30086,0.37053
2008,5th Quintile,East,Sometimes,0.31713,238,707,0.28280,0.35146
2008,5th Quintile,East,Often,0.07595,44,707,0.05641,0.09549
2009,1st Quintile,West,Very seldom,0.17454,348,1930,0.15760,0.19147
2009,1st Quintile,West,Seldom,0.30557,584,1930,0.28501,0.32612
2009,1st Quintile,West,Sometimes,0.29888,592,1930,0.27845,0.31931
2009,1st Quintile,West,Often,0.15984,302,1930,0.14349,0.17619
2009,1st Quintile,West,Very often,0.06117,104,1930,0.05048,0.07187
2009,1st Quintile,East,Very seldom,0.18719,169,922,0.16199,0.21238
2009,1st Quintile,East,Seldom,0.34722,331,922,0.31647,0.37797
2009,1st Quintile,East,Sometimes,0.28918,277,922,0.25990,0.31846
2009,1st Quintile,East,Often,0.12917,108,922,0.10751,0.15083
2009,1st Quintile,East,Very often,0.04725,37,922,0.03354,0.06095
2009,2nd Quintile,West,Very seldom,0.18839,393,2074,0.17155,0.20522
2009,2nd Quintile,West,Seldom,0.30747,683,2074,0.28761,0.32733
2009,2nd Quintile,West,Sometimes,0.33896,691,2074,0.31858,0.35934
2009,2nd Quintile,West,Often,0.13230,237,2074,0.11772,0.14689
2009,2nd Quintile,West,Very often,0.03288,70,2074,0.02520,0.04056
2009,2nd Quintile,East,Very seldom,0.18860,213,1061,0.16505,0.21215
2009,2nd Quintile,East,Seldom,0.34429,382,1061,0.31569,0.37290
2009,2nd Quintile,East,Sometimes,0.31217,321,1061,0.28427,0.34006
2009,2nd Quintile,East,Often,0.11283,108,1061,0.09379,0.13188
2009,2nd Quintile,East,Very often,0.04211,37,1061,0.03002,0.05420
2009,3rd Quintile,West,Very seldom,0.19804,464,2323,0.18183,0.21425
2009,3rd Quintile,West,Seldom,0.33962,808,2323,0.32036,0.35889
2009,3rd Quintile,West,Sometimes,0.32704,750,2323,0.30796,0.34612
2009,3rd Quintile,West,Often,0.09343,218,2323,0.08160,0.10527
2009,3rd Quintile,West,Very often,0.04186,83,2323,0.03371,0.05001
2009,3rd Quintile,East,Very seldom,0.18002,213,1045,0.15671,0.20332
2009,3rd Quintile,East,Seldom,0.36135,393,1045,0.33221,0.39049
2009,3rd Quintile,East,Sometimes,0.33285,352,1045,0.30426,0.36143
2009,3rd Quintile,East,Often,0.09840,87,1045,0.08033,0.11647
2009,4th Quintile,West,Very seldom,0.21075,646,2950,0.19603,0.22547
2009,4th Quintile,West,Seldom,0.33565,1000,2950,0.31861,0.35270
2009,4th Quintile,West,Sometimes,0.33875,940,2950,0.32167,0.35583
2009,4th Quintile,West,Often,0.08530,281,2950,0.07522,0.09538
2009,4th Quintile,West,Very often,0.02955,83,2950,0.02344,0.03566
2009,4th Quintile,East,Very seldom,0.20956,156,779,0.18096,0.23816
2009,4th Quintile,East,Seldom,0.29602,287,779,0.26395,0.32810
2009,4th Quintile,East,Sometimes,0.37187,266,779,0.33791,0.40583
2009,4th Quintile,East,Often,0.10194,70,779,0.08067,0.12320
2009,5th Quintile,West,Very seldom,0.23719,1052,4119,0.22420,0.25018
2009,5th Quintile,West,Seldom,0.37263,1545,4119,0.35787,0.38740
2009,5th Quintile,West,Sometimes,0.28018,1102,4119,0.26647,0.29390
2009,5th Quintile,West,Often,0.08514,333,4119,0.07661,0.09366
2009,5th Quintile,West,Very often,0.02486,87,4119,0.02010,0.02961
2009,5th Quintile,East,Very seldom,0.23067,146,650,0.19826,0.26308
2009,5th Quintile,East,Seldom,0.38715,249,650,0.34967,0.42463
2009,5th Quintile,East,Sometimes,0.29149,207,650,0.25653,0.32645
2009,5th Quintile,East,Often,0.06925,48,650,0.04972,0.08878
2010,1st Quintile,West,Very seldom,0.16299,311,1756,0.14571,0.18027
2010,1st Quintile,West,Seldom,0.27368,486,1756,0.25282,0.29454
2010,1st Quintile,West,Sometimes,0.34537,582,1756,0.32312,0.36762
2010,1st Quintile,West,Often,0.15635,274,1756,0.13936,0.17334
2010,1st Quintile,West,Very often,0.06161,103,1756,0.05036,0.07286
2010,1st Quintile,East,Very seldom,0.15053,150,808,0.12586,0.17521
2010,1st Quintile,East,Seldom,0.33359,279,808,0.30106,0.36612
2010,1st Quintile,East,Sometimes,0.30348,233,808,0.27176,0.33520
2010,1st Quintile,East,Often,0.15951,106,808,0.13425,0.18477
2010,1st Quintile,East,Very often,0.05289,40,808,0.03745,0.06833
2010,2nd Quintile,West,Very seldom,0.20452,417,1928,0.18651,0.22253
2010,2nd Quintile,West,Seldom,0.33739,641,1928,0.31628,0.35850
2010,2nd Quintile,West,Sometimes,0.28998,576,1928,0.26972,0.31024
2010,2nd Quintile,West,Often,0.11868,214,1928,0.10424,0.13312
2010,2nd Quintile,West,Very often,0.04943,80,1928,0.03975,0.05911
2010,2nd Quintile,East,Very seldom,0.18348,194,1042,0.15997,0.20699
2010,2nd Quintile,East,Seldom,0.32592,370,1042,0.29745,0.35440
2010,2nd Quintile,East,Sometimes,0.34160,365,1042,0.31279,0.37041
2010,2nd Quintile,East,Often,0.11757,113,1042,0.09801,0.13714
2010,3rd Quintile,West,Very seldom,0.21022,485,2295,0.19354,0.22689
2010,3rd Quintile,West,Seldom,0.33437,769,2295,0.31506,0.35368
2010,3rd Quintile,West,Sometimes,0.31477,736,2295,0.29576,0.33377
2010,3rd Quintile,West,Often,0.11173,242,2295,0.09884,0.12462
2010,3rd Quintile,West,Very often,0.02892,63,2295,0.02206,0.03577
2010,3rd Quintile,East,Very seldom,0.19191,182,883,0.16592,0.21790
2010,3rd Quintile,East,Seldom,0.37067,337,883,0.33879,0.40254
2010,3rd Quintile,East,Sometimes,0.29537,270,883,0.26526,0.32547
2010,3rd Quintile,East,Often,0.12682,94,883,0.10486,0.14878
2010,4th Quintile,West,Very seldom,0.21727,626,2708,0.20174,0.23281
2010,4th Quintile,West,Seldom,0.34636,964,2708,0.32843,0.36428
2010,4th Quintile,West,Sometimes,0.30717,802,2708,0.28979,0.32454
2010,4th Quintile,West,Often,0.10781,265,2708,0.09613,0.11950
2010,4th Quintile,West,Very often,0.02139,51,2708,0.01594,0.02684
2010,4th Quintile,East,Very seldom,0.19106,149,741,0.16273,0.21938
2010,4th Quintile,East,Seldom,0.35555,274,741,0.32106,0.39004
2010,4th Quintile,East,Sometimes,0.33855,260,741,0.30445,0.37265
2010,4th Quintile,East,Often,0.08727,58,741,0.06693,0.10760
2010,5th Quintile,West,Very seldom,0.23265,929,3788,0.21919,0.24610
2010,5th Quintile,West,Seldom,0.36604,1455,3788,0.35070,0.38138
2010,5th Quintile,West,Sometimes,0.30419,1052,3788,0.28953,0.31884
2010,5th Quintile,West,Often,0.07814,293,3788,0.06959,0.08669
2010,5th Quintile,West,Very often,0.01899,59,3788,0.01464,0.02334
2010,5th Quintile,East,Very seldom,0.19554,108,563,0.16275,0.22833
2010,5th Quintile,East,Seldom,0.43513,234,563,0.39414,0.47612
2010,5th Quintile,East,Sometimes,0.26527,172,563,0.22877,0.30177
2010,5th Quintile,East,Often,0.09469,49,563,0.07048,0.11890
2011,1st Quintile,West,Very seldom,0.15840,259,1634,0.14069,0.17611
2011,1st Quintile,West,Seldom,0.26166,447,1634,0.24034,0.28297
2011,1st Quintile,West,Sometimes,0.34574,552,1634,0.32267,0.36880
2011,1st Quintile,West,Often,0.17248,272,1634,0.15415,0.19080
2011,1st Quintile,West,Very often,0.06173,104,1634,0.05006,0.07341
2011,1st Quintile,East,Very seldom,0.19340,165,842,0.16670,0.22009
2011,1st Quintile,East,Seldom,0.26795,238,842,0.23802,0.29789
