year,pgisced97,sex,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No answer / don't know,male,Very seldom,0.21686,44,147,0.15001,0.28371
2007,No answer / don't know,male,Seldom,0.30604,59,147,0.23128,0.38079
2007,No answer / don't know,male,Sometimes,0.30776,44,147,0.23289,0.38263
2007,No answer / don't know,female,Seldom,0.27355,40,91,0.18145,0.36564
2007,No answer / don't know,female,Sometimes,0.33636,51,91,0.23875,0.43397
2007,Pre-primary Level,male,Very seldom,0.27317,48,152,0.20210,0.34424
2007,Pre-primary Level,male,Seldom,0.40700,63,152,0.32864,0.48536
2007,Pre-primary Level,male,Sometimes,0.25561,41,152,0.18604,0.32519
2007,Pre-primary Level,female,Seldom,0.25120,45,115,0.17158,0.33081
2007,Pre-primary Level,female,Sometimes,0.34328,70,115,0.25612,0.43044
2007,Primary Level,female,Sometimes,0.36003,49,80,0.25418,0.46588
2007,Primary Level,female,Often,0.24264,31,80,0.14811,0.33717
2007,Lower Secondary Level,male,Very seldom,0.26010,191,675,0.22698,0.29322
2007,Lower Secondary Level,male,Seldom,0.31420,238,675,0.27915,0.34924
2007,Lower Secondary Level,male,Sometimes,0.31095,190,675,0.27600,0.34589
2007,Lower Secondary Level,male,Often,0.09669,56,675,0.07438,0.11901
2007,Lower Secondary Level,female,Very seldom,0.14995,225,1510,0.13194,0.16796
2007,Lower Secondary Level,female,Seldom,0.22923,388,1510,0.20803,0.25044
2007,Lower Secondary Level,female,Sometimes,0.38398,544,1510,0.35944,0.40852
2007,Lower Secondary Level,female,Often,0.17507,262,1510,0.15590,0.19425
2007,Lower Secondary Level,female,Very often,0.06177,91,1510,0.04962,0.07391
2007,Upper Secondary Level,male,Very seldom,0.25529,1340,4880,0.24305,0.26752
2007,Upper Secondary Level,male,Seldom,0.35063,1744,4880,0.33724,0.36402
2007,Upper Secondary Level,male,Sometimes,0.28154,1318,4880,0.26892,0.29416
2007,Upper Secondary Level,male,Often,0.08550,356,4880,0.07765,0.09334
2007,Upper Secondary Level,male,Very often,0.02705,122,4880,0.02250,0.03160
2007,Upper Secondary Level,female,Very seldom,0.16210,928,5404,0.15227,0.17193
2007,Upper Secondary Level,female,Seldom,0.28675,1649,5404,0.27470,0.29881
2007,Upper Secondary Level,female,Sometimes,0.36802,1909,5404,0.35516,0.38088
2007,Upper Secondary Level,female,Often,0.13230,681,5404,0.12327,0.14133
2007,Upper Secondary Level,female,Very often,0.05082,237,5404,0.04497,0.05668
2007,Post-secondary Non-tertiary Level,male,Very seldom,0.25770,130,450,0.21725,0.29816
2007,Post-secondary Non-tertiary Level,male,Seldom,0.37153,177,450,0.32683,0.41623
2007,Post-secondary Non-tertiary Level,male,Sometimes,0.25287,110,450,0.21266,0.29307
2007,Post-secondary Non-tertiary Level,male,Often,0.08071,33,450,0.05551,0.10590
2007,Post-secondary Non-tertiary Level,female,Very seldom,0.17784,125,672,0.14891,0.20677
2007,Post-secondary Non-tertiary Level,female,Seldom,0.29408,215,672,0.25961,0.32856
2007,Post-secondary Non-tertiary Level,female,Sometimes,0.34804,233,672,0.31200,0.38408
2007,Post-secondary Non-tertiary Level,female,Often,0.13582,99,672,0.10990,0.16174
2007,First Stage of Tertiary Education,male,Very seldom,0.26552,241,880,0.23633,0.29472
2007,First Stage of Tertiary Education,male,Seldom,0.38313,336,880,0.35099,0.41527
2007,First Stage of Tertiary Education,male,Sometimes,0.26301,234,880,0.23390,0.29211
2007,First Stage of Tertiary Education,male,Often,0.07038,69,880,0.05347,0.08729
2007,First Stage of Tertiary Education,female,Very seldom,0.17713,109,614,0.14691,0.20735
2007,First Stage of Tertiary Education,female,Seldom,0.30827,199,614,0.27171,0.34482
2007,First Stage of Tertiary Education,female,Sometimes,0.36991,233,614,0.33169,0.40813
2007,First Stage of Tertiary Education,female,Often,0.11112,73,614,0.08624,0.13599
2007,Second Stage of Tertiary Education,male,Very seldom,0.27453,695,2374,0.25658,0.29249
2007,Second Stage of Tertiary Education,male,Seldom,0.36421,935,2374,0.34485,0.38357
2007,Second Stage of Tertiary Education,male,Sometimes,0.25738,599,2374,0.23979,0.27497
2007,Second Stage of Tertiary Education,male,Often,0.08757,145,2374,0.07620,0.09894
