year,migback,regtyp,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No migration background,Urban regions,Yes,0.94466,4386,4680,0.93811,0.95121
2012,No migration background,Urban regions,No,0.05534,294,4680,0.04879,0.06189
2012,No migration background,Rural regions,Yes,0.93994,2976,3190,0.93169,0.94818
2012,No migration background,Rural regions,No,0.06006,214,3190,0.05182,0.06831
2012,Direct migration background,Urban regions,Yes,0.93706,634,680,0.91879,0.95533
2012,Direct migration background,Urban regions,No,0.06294,46,680,0.04467,0.08121
2012,Direct migration background,Rural regions,Yes,0.94094,252,252,0.91177,0.97010
2012,Indirect migration background,Urban regions,Yes,0.88091,173,173,0.83251,0.92932
2012,Indirect migration background,Rural regions,Yes,0.97580,47,47,0.93139,1.02021
2013,No migration background,Urban regions,Yes,0.94332,4031,4291,0.93640,0.95024
2013,No migration background,Urban regions,No,0.05668,260,4291,0.04976,0.06360
2013,No migration background,Rural regions,Yes,0.94597,2722,2895,0.93773,0.95421
2013,No migration background,Rural regions,No,0.05403,173,2895,0.04579,0.06227
2013,Direct migration background,Urban regions,Yes,0.94593,1123,1223,0.93325,0.95861
2013,Direct migration background,Urban regions,No,0.05407,100,1223,0.04139,0.06675
2013,Direct migration background,Rural regions,Yes,0.94300,405,405,0.92039,0.96561
2013,Indirect migration background,Urban regions,Yes,0.94270,265,265,0.91467,0.97074
2013,Indirect migration background,Rural regions,Yes,0.92374,42,42,0.84250,1.00498
2015,No migration background,Urban regions,Yes,0.91174,3737,4098,0.90305,0.92043
2015,No migration background,Urban regions,No,0.08826,361,4098,0.07957,0.09695
2015,No migration background,Rural regions,Yes,0.88968,2475,2755,0.87798,0.90139
2015,No migration background,Rural regions,No,0.11032,280,2755,0.09861,0.12202
2015,Direct migration background,Urban regions,Yes,0.90208,1020,1122,0.88468,0.91947
2015,Direct migration background,Urban regions,No,0.09792,102,1122,0.08053,0.11532
2015,Direct migration background,Rural regions,Yes,0.85699,366,366,0.82107,0.89290
2015,Indirect migration background,Urban regions,Yes,0.84906,212,244,0.80405,0.89407
2015,Indirect migration background,Urban regions,No,0.15094,32,244,0.10593,0.19595
2015,Indirect migration background,Rural regions,Yes,0.83072,44,44,0.71864,0.94281
2017,No migration background,Urban regions,Yes,0.94894,3796,4009,0.94213,0.95576
2017,No migration background,Urban regions,No,0.05106,213,4009,0.04424,0.05787
2017,No migration background,Rural regions,Yes,0.96409,2667,2793,0.95719,0.97099
2017,No migration background,Rural regions,No,0.03591,126,2793,0.02901,0.04281
2017,Direct migration background,Urban regions,Yes,0.91434,1073,1184,0.89839,0.93028
2017,Direct migration background,Urban regions,No,0.08566,111,1184,0.06972,0.10161
2017,Direct migration background,Rural regions,Yes,0.95580,461,508,0.93790,0.97369
2017,Direct migration background,Rural regions,No,0.04420,47,508,0.02631,0.06210
2017,Indirect migration background,Urban regions,Yes,0.94740,252,252,0.91978,0.97501
2017,Indirect migration background,Rural regions,Yes,0.84217,53,53,0.74308,0.94127
2019,No migration background,No answer / don't know,Yes,0.95112,201,201,0.92124,0.98100
2019,No migration background,Urban regions,Yes,0.94477,3830,4095,0.93777,0.95177
2019,No migration background,Urban regions,No,0.05523,265,4095,0.04823,0.06223
2019,No migration background,Rural regions,Yes,0.94291,2624,2795,0.93430,0.95151
2019,No migration background,Rural regions,No,0.05709,171,2795,0.04849,0.06570
2019,Direct migration background,Urban regions,Yes,0.91694,1201,1369,0.90232,0.93157
2019,Direct migration background,Urban regions,No,0.08306,168,1369,0.06843,0.09768
2019,Direct migration background,Rural regions,Yes,0.95439,452,507,0.93621,0.97257
2019,Direct migration background,Rural regions,No,0.04561,55,507,0.02743,0.06379
2019,Indirect migration background,Urban regions,Yes,0.90401,240,240,0.86666,0.94136
2019,Indirect migration background,Rural regions,Yes,0.95129,53,53,0.89278,1.00980
2021,No migration background,Urban regions,Yes,0.93592,2434,2629,0.92656,0.94528
2021,No migration background,Urban regions,No,0.06408,195,2629,0.05472,0.07344
2021,No migration background,Rural regions,Yes,0.93116,1645,1769,0.91936,0.94296
2021,No migration background,Rural regions,No,0.06884,124,1769,0.05704,0.08064
2021,Direct migration background,Urban regions,Yes,0.87862,809,949,0.85783,0.89941
2021,Direct migration background,Urban regions,No,0.12138,140,949,0.10059,0.14217
2021,Direct migration background,Rural regions,Yes,0.89461,270,306,0.86015,0.92907
2021,Direct migration background,Rural regions,No,0.10539,36,306,0.07093,0.13985
2021,Indirect migration background,Urban regions,Yes,0.93574,140,140,0.89497,0.97650
2021,Indirect migration background,Rural regions,Yes,0.85071,37,37,0.73430,0.96713
2022,Direct migration background,Urban regions,Yes,0.78768,232,289,0.74045,0.83491
2022,Direct migration background,Urban regions,No,0.21232,57,289,0.16509,0.25955
2022,Direct migration background,Rural regions,Yes,0.64563,52,52,0.51435,0.77691
