year,ple0162,migback,quintil_oecd,proportion,n,lower_confidence,upper_confidence
2012,Yes,No migration background,5th Quintile,0.21422903993652473,40229,0.21021969325345846,0.218238386619591
2012,Yes,No migration background,4th Quintile,0.20351758793969849,40229,0.19958321502813153,0.20745196085126544
2012,Yes,No migration background,3rd Quintile,0.20060830468130125,40229,0.1966950264885631,0.2045215828740394
2012,Yes,No migration background,2nd Quintile,0.1503570483998942,40229,0.1468643058247719,0.1538497909750165
2012,Yes,No migration background,1st Quintile,0.10341179582121132,40229,0.10043624067686197,0.10638735096556068
2012,Yes,Direct migration background,2nd Quintile,0.026844750066120075,40229,0.025265295272790665,0.028424204859449485
2012,Yes,Direct migration background,1st Quintile,0.023274266067177994,40229,0.02180089965449389,0.024747632479862097
2012,Yes,Direct migration background,3rd Quintile,0.02314202591906903,40229,0.02167275171560932,0.02461130012252874
2012,Yes,Direct migration background,4th Quintile,0.014943136736313145,40229,0.013757537287763105,0.016128736184863185
2012,Yes,Direct migration background,5th Quintile,0.012695054218460724,40229,0.011601023820741295,0.013789084616180154
2012,Yes,Indirect migration background,1st Quintile,0.006083046813012431,40229,0.005323206937105912,0.006842886688918949
2012,Yes,Indirect migration background,2nd Quintile,0.005950806664903465,40229,0.005199221305245761,0.006702392024561169
2012,Yes,Indirect migration background,5th Quintile,0.005289605924358635,40229,0.004580768824614617,0.005998443024102653
2012,Yes,Indirect migration background,3rd Quintile,0.005025125628140704,40229,0.004334144841625908,0.0057161064146554995
2012,Yes,Indirect migration background,4th Quintile,0.004628405183813806,40229,0.003965128455481892,0.0052916819121457195
2012,No,No migration background,5th Quintile,0.2743682310469314,40229,0.2700079798641622,0.27872848222970065
2012,No,No migration background,4th Quintile,0.18953068592057762,40229,0.18570072354074754,0.1933606483004077
2012,No,No migration background,3rd Quintile,0.16064981949458484,40229,0.15706144163977986,0.16423819734938983
2012,No,No migration background,2nd Quintile,0.13176895306859207,40229,0.12846365479865035,0.1350742513385338
2012,No,No migration background,1st Quintile,0.10288808664259928,40229,0.09991920892464116,0.1058569643605574
2012,No,Direct migration background,1st Quintile,0.023465703971119134,40229,0.021986435513994804,0.024944972428243464
2012,No,Direct migration background,3rd Quintile,0.019855595667870037,40229,0.018492353706607307,0.021218837629132768
2012,No,Direct migration background,4th Quintile,0.018050541516245487,40229,0.016749544987191275,0.0193515380452997
2012,No,Direct migration background,2nd Quintile,0.018050541516245487,40229,0.016749544987191275,0.0193515380452997
2012,No,Direct migration background,5th Quintile,0.016245487364620937,40229,0.015010119801579187,0.017480854927662687
2012,No,Indirect migration background,5th Quintile,0.01444043321299639,40229,0.013274649448072006,0.015606216977920775
2012,No,Indirect migration background,4th Quintile,0.010830324909747292,40229,0.009818879162969325,0.01184177065652526
2012,No,Indirect migration background,2nd Quintile,0.009025270758122744,40229,0.008101109278702803,0.009949432237542685
2012,No,Indirect migration background,3rd Quintile,0.007220216606498195,40229,0.006392868974028614,0.008047564238967776
2012,No,Indirect migration background,1st Quintile,0.0036101083032490976,40229,0.003024022468755031,0.004196194137743164
2013,Yes,No migration background,5th Quintile,0.21834288692027098,44486,0.21450385203224948,0.2221819218082925
2013,Yes,No migration background,4th Quintile,0.21717040125065137,44486,0.2133388174500246,0.22100198505127816
2013,Yes,No migration background,3rd Quintile,0.20192808754559666,44486,0.19819761565531668,0.20565855943587663
2013,Yes,No migration background,2nd Quintile,0.1422615945805107,44486,0.13901546646037932,0.14550772270064205
2013,Yes,No migration background,1st Quintile,0.09301719645648776,44486,0.09031805564474382,0.0957163372682317
2013,Yes,Direct migration background,1st Quintile,0.024491922876498175,44486,0.02305553652759965,0.0259283092253967
2013,Yes,Direct migration background,2nd Quintile,0.023970818134445022,44486,0.02254941515189559,0.025392221116994455
2013,Yes,Direct migration background,3rd Quintile,0.023710265763418448,44486,0.02229642022757938,0.025124111299257516
2013,Yes,Direct migration background,4th Quintile,0.017847837415320478,44486,0.01661749334140057,0.019078181489240384
2013,Yes,Direct migration background,5th Quintile,0.0121156852527358,44486,0.011099035337429841,0.01313233516804176
2013,Yes,Indirect migration background,3rd Quintile,0.006122980719124544,44486,0.005398057245238857,0.00684790419301023
2013,Yes,Indirect migration background,5th Quintile,0.005732152162584679,44486,0.0050306081125414785,0.00643369621262788
2013,Yes,Indirect migration background,4th Quintile,0.004820218863991662,44486,0.004176600327338802,0.005463837400644523
2013,Yes,Indirect migration background,2nd Quintile,0.004689942678478374,44486,0.004055039712057249,0.005324845644899499
2013,Yes,Indirect migration background,1st Quintile,0.003778009379885357,44486,0.0032079055342057777,0.004348113225564936
2013,No,No migration background,5th Quintile,0.25201612903225806,44486,0.2479814900768791,0.256050767987637
