"ple0162","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2012","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","110","0.909984904095987","0.858989601397042","0.960980206794933"
"Ja","2012","(noch) kein Abschluss","2","54","0.941127918342003","0.880021097758526","1.00223473892548"
"Ja","2012","(noch) kein Abschluss","3","27","","",""
"Ja","2012","(noch) kein Abschluss","4","24","","",""
"Ja","2012","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","12","","",""
"Ja","2012","Hauptschule","1 Einkommensschwächstes Quintil","830","0.953637153840771","0.939744558661358","0.967529749020185"
"Ja","2012","Hauptschule","2","1037","0.954066786101971","0.941616309292224","0.966517262911719"
"Ja","2012","Hauptschule","3","796","0.962266452103012","0.949365030280742","0.975167873925282"
"Ja","2012","Hauptschule","4","626","0.94017968294453","0.92216856116419","0.95819080472487"
"Ja","2012","Hauptschule","5 Einkommensstärkstes Quintil","314","0.921955335529028","0.893358611069231","0.950552059988825"
"Ja","2012","Realschule","1 Einkommensschwächstes Quintil","423","0.958986556289326","0.940601553198662","0.97737155937999"
"Ja","2012","Realschule","2","492","0.954925426433252","0.937262579789551","0.972588273076952"
"Ja","2012","Realschule","3","437","0.928075410894608","0.904791933193199","0.951358888596018"
"Ja","2012","Realschule","4","458","0.917494627117981","0.89342667643035","0.941562577805612"
"Ja","2012","Realschule","5 Einkommensstärkstes Quintil","394","0.944372741116985","0.922374112146746","0.966371370087224"
"Ja","2012","(Fach-)Abitur","1 Einkommensschwächstes Quintil","158","0.991513597066911","0.977344364971269","1.00568282916255"
"Ja","2012","(Fach-)Abitur","2","144","0.9456418490467","0.909716743310318","0.981566954783082"
"Ja","2012","(Fach-)Abitur","3","135","0.932201940959779","0.891970453175898","0.97243342874366"
"Ja","2012","(Fach-)Abitur","4","169","0.899340433510264","0.856100879440247","0.942579987580282"
"Ja","2012","(Fach-)Abitur","5 Einkommensstärkstes Quintil","164","0.852728933936947","0.801801026275832","0.903656841598062"
"Ja","2012","AkademikerIn","1 Einkommensschwächstes Quintil","97","0.894813753224781","0.837481692363707","0.952145814085854"
"Ja","2012","AkademikerIn","2","179","0.935096709267852","0.900250214433004","0.9699432041027"
"Ja","2012","AkademikerIn","3","240","0.958003256280413","0.933480299597728","0.982526212963098"
"Ja","2012","AkademikerIn","4","400","0.918637076814258","0.892826678154831","0.944447475473685"
"Ja","2012","AkademikerIn","5 Einkommensstärkstes Quintil","629","0.940414935965267","0.922662162820664","0.95816770910987"
"Nein","2012","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","11","","",""
"Nein","2012","(noch) kein Abschluss","2","3","","",""
"Nein","2012","(noch) kein Abschluss","3","3","","",""
"Nein","2012","(noch) kein Abschluss","4","2","","",""
"Nein","2012","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Nein","2012","Hauptschule","1 Einkommensschwächstes Quintil","50","0.0463628461592287","0.0324702509798153","0.060255441338642"
"Nein","2012","Hauptschule","2","49","0.0459332138980288","0.033482737088281","0.0583836907077765"
"Nein","2012","Hauptschule","3","42","0.0377335478969877","0.024832126074718","0.0506349697192575"
"Nein","2012","Hauptschule","4","40","0.0598203170554704","0.0418091952751305","0.0778314388358103"
"Nein","2012","Hauptschule","5 Einkommensstärkstes Quintil","24","","",""
"Nein","2012","Realschule","1 Einkommensschwächstes Quintil","24","","",""
"Nein","2012","Realschule","2","38","0.0450745735667484","0.0274117269230482","0.0627374202104485"
"Nein","2012","Realschule","3","36","0.0719245891053917","0.0486411114039822","0.0952080668068013"
"Nein","2012","Realschule","4","44","0.0825053728820193","0.0584374221943885","0.10657332356965"
"Nein","2012","Realschule","5 Einkommensstärkstes Quintil","23","","",""
"Nein","2012","(Fach-)Abitur","1 Einkommensschwächstes Quintil","3","","",""
"Nein","2012","(Fach-)Abitur","2","9","","",""
"Nein","2012","(Fach-)Abitur","3","15","","",""
"Nein","2012","(Fach-)Abitur","4","17","","",""
"Nein","2012","(Fach-)Abitur","5 Einkommensstärkstes Quintil","22","","",""
"Nein","2012","AkademikerIn","1 Einkommensschwächstes Quintil","13","","",""
"Nein","2012","AkademikerIn","2","13","","",""
"Nein","2012","AkademikerIn","3","17","","",""
"Nein","2012","AkademikerIn","4","31","0.0813629231857421","0.0555525245263155","0.107173321845169"
"Nein","2012","AkademikerIn","5 Einkommensstärkstes Quintil","54","0.0595850640347332","0.0418322908901301","0.0773378371793363"
"Ja","2013","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","174","0.967089837551862","0.941171280488337","0.993008394615387"
