year,quintil_oecd,sampreg,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,1st Quintile,West,Yes,0.94828,1292,1387,0.93662,0.95994
2012,1st Quintile,West,No,0.05172,95,1387,0.04006,0.06338
2012,1st Quintile,East,Yes,0.95089,573,609,0.93371,0.96806
2012,1st Quintile,East,No,0.04911,36,609,0.03194,0.06629
2012,2nd Quintile,West,Yes,0.94785,1148,1214,0.93533,0.96036
2012,2nd Quintile,West,No,0.05215,66,1214,0.03964,0.06467
2012,2nd Quintile,East,Yes,0.96493,493,493,0.94868,0.98119
2012,3rd Quintile,West,Yes,0.93900,1043,1128,0.92503,0.95297
2012,3rd Quintile,West,No,0.06100,85,1128,0.04703,0.07497
2012,3rd Quintile,East,Yes,0.94215,434,434,0.92017,0.96414
2012,4th Quintile,West,Yes,0.91749,970,1054,0.90087,0.93411
2012,4th Quintile,West,No,0.08251,84,1054,0.06589,0.09913
2012,4th Quintile,East,Yes,0.95496,311,311,0.93187,0.97805
2012,5th Quintile,West,Yes,0.92283,1114,1216,0.90783,0.93784
2012,5th Quintile,West,No,0.07717,102,1216,0.06216,0.09217
2012,5th Quintile,East,Yes,0.94062,182,182,0.90619,0.97505
2013,1st Quintile,West,Yes,0.95442,1281,1358,0.94332,0.96552
2013,1st Quintile,West,No,0.04558,77,1358,0.03448,0.05668
2013,1st Quintile,East,Yes,0.96861,562,562,0.95418,0.98304
2013,2nd Quintile,West,Yes,0.94372,1160,1236,0.93086,0.95657
2013,2nd Quintile,West,No,0.05628,76,1236,0.04343,0.06914
2013,2nd Quintile,East,Yes,0.95691,566,599,0.94063,0.97318
2013,2nd Quintile,East,No,0.04309,33,599,0.02682,0.05937
2013,3rd Quintile,West,Yes,0.93588,1114,1199,0.92201,0.94975
2013,3rd Quintile,West,No,0.06412,85,1199,0.05025,0.07799
2013,3rd Quintile,East,Yes,0.96198,414,414,0.94354,0.98043
2013,4th Quintile,West,Yes,0.94810,1042,1103,0.93501,0.96120
2013,4th Quintile,West,No,0.05190,61,1103,0.03880,0.06499
2013,4th Quintile,East,Yes,0.93415,249,249,0.90328,0.96502
2013,5th Quintile,West,Yes,0.93079,1141,1230,0.91660,0.94498
2013,5th Quintile,West,No,0.06921,89,1230,0.05502,0.08340
2013,5th Quintile,East,Yes,0.94859,146,146,0.91264,0.98453
2015,1st Quintile,West,Yes,0.92669,1394,1502,0.91350,0.93988
2015,1st Quintile,West,No,0.07331,108,1502,0.06012,0.08650
2015,1st Quintile,East,Yes,0.92806,527,563,0.90670,0.94943
2015,1st Quintile,East,No,0.07194,36,563,0.05057,0.09330
2015,2nd Quintile,West,Yes,0.92728,1215,1313,0.91323,0.94133
2015,2nd Quintile,West,No,0.07272,98,1313,0.05867,0.08677
2015,2nd Quintile,East,Yes,0.93541,620,666,0.91673,0.95410
2015,2nd Quintile,East,No,0.06459,46,666,0.04590,0.08327
2015,3rd Quintile,West,Yes,0.89128,1088,1216,0.87377,0.90878
2015,3rd Quintile,West,No,0.10872,128,1216,0.09122,0.12623
2015,3rd Quintile,East,Yes,0.85009,347,382,0.81425,0.88594
2015,3rd Quintile,East,No,0.14991,35,382,0.11406,0.18575
2015,4th Quintile,West,Yes,0.89330,1041,1158,0.87551,0.91109
