year,age_gr,regtyp,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,Urban regions,Yes,0.90498,262,303,0.87190,0.93805
2012,17-29 y.,Urban regions,No,0.09502,41,303,0.06195,0.12810
2012,17-29 y.,Rural regions,Yes,0.91226,186,186,0.87149,0.95303
2012,30-45 y.,Urban regions,Yes,0.90957,1122,1220,0.89347,0.92567
2012,30-45 y.,Urban regions,No,0.09043,98,1220,0.07433,0.10653
2012,30-45 y.,Rural regions,Yes,0.91472,628,686,0.89380,0.93563
2012,30-45 y.,Rural regions,No,0.08528,58,686,0.06437,0.10620
2012,46-65 y.,Urban regions,Yes,0.94632,2002,2127,0.93673,0.95590
2012,46-65 y.,Urban regions,No,0.05368,125,2127,0.04410,0.06327
2012,46-65 y.,Rural regions,Yes,0.93817,1331,1427,0.92567,0.95067
2012,46-65 y.,Rural regions,No,0.06183,96,1427,0.04933,0.07433
2012,66 and older,Urban regions,Yes,0.95388,1807,1905,0.94445,0.96330
2012,66 and older,Urban regions,No,0.04612,98,1905,0.03670,0.05555
2012,66 and older,Rural regions,Yes,0.95635,1130,1183,0.94471,0.96800
2012,66 and older,Rural regions,No,0.04365,53,1183,0.03200,0.05529
2013,17-29 y.,Urban regions,Yes,0.88659,360,402,0.85556,0.91763
2013,17-29 y.,Urban regions,No,0.11341,42,402,0.08237,0.14444
2013,17-29 y.,Rural regions,Yes,0.90344,163,163,0.85796,0.94893
2013,30-45 y.,Urban regions,Yes,0.90357,1213,1336,0.88774,0.91941
2013,30-45 y.,Urban regions,No,0.09643,123,1336,0.08059,0.11226
2013,30-45 y.,Rural regions,Yes,0.91064,639,705,0.88956,0.93171
2013,30-45 y.,Rural regions,No,0.08936,66,705,0.06829,0.11044
2013,46-65 y.,Urban regions,Yes,0.94661,2138,2279,0.93738,0.95584
2013,46-65 y.,Urban regions,No,0.05339,141,2279,0.04416,0.06262
2013,46-65 y.,Rural regions,Yes,0.94840,1362,1441,0.93698,0.95983
2013,46-65 y.,Rural regions,No,0.05160,79,1441,0.04017,0.06302
2013,66 and older,Urban regions,Yes,0.96158,1708,1784,0.95265,0.97050
2013,66 and older,Urban regions,No,0.03842,76,1784,0.02950,0.04735
2013,66 and older,Rural regions,Yes,0.95878,1005,1047,0.94674,0.97083
2013,66 and older,Rural regions,No,0.04122,42,1047,0.02917,0.05326
2015,17-29 y.,Urban regions,Yes,0.76358,330,398,0.72179,0.80538
2015,17-29 y.,Urban regions,No,0.23642,68,398,0.19462,0.27821
2015,17-29 y.,Rural regions,Yes,0.72016,178,218,0.66043,0.77989
2015,17-29 y.,Rural regions,No,0.27984,40,218,0.22011,0.33957
2015,30-45 y.,Urban regions,Yes,0.86905,964,1094,0.84905,0.88905
2015,30-45 y.,Urban regions,No,0.13095,130,1094,0.11095,0.15095
2015,30-45 y.,Rural regions,Yes,0.83649,503,574,0.80621,0.86677
2015,30-45 y.,Rural regions,No,0.16351,71,574,0.13323,0.19379
2015,46-65 y.,Urban regions,Yes,0.91780,1993,2174,0.90625,0.92935
2015,46-65 y.,Urban regions,No,0.08220,181,2174,0.07065,0.09375
2015,46-65 y.,Rural regions,Yes,0.88357,1202,1341,0.86639,0.90074
2015,46-65 y.,Rural regions,No,0.11643,139,1341,0.09926,0.13361
2015,66 and older,Urban regions,Yes,0.93385,1682,1798,0.92236,0.94534
2015,66 and older,Urban regions,No,0.06615,116,1798,0.05466,0.07764
2015,66 and older,Rural regions,Yes,0.93428,1002,1070,0.91942,0.94913
2015,66 and older,Rural regions,No,0.06572,68,1070,0.05087,0.08058
2017,17-29 y.,Urban regions,Yes,0.86805,370,430,0.83602,0.90007
2017,17-29 y.,Urban regions,No,0.13195,60,430,0.09993,0.16398
2017,17-29 y.,Rural regions,Yes,0.92871,220,220,0.89463,0.96279
2017,30-45 y.,Urban regions,Yes,0.92119,940,1026,0.90470,0.93769
2017,30-45 y.,Urban regions,No,0.07881,86,1026,0.06231,0.09530
2017,30-45 y.,Rural regions,Yes,0.95325,521,562,0.93578,0.97072
2017,30-45 y.,Rural regions,No,0.04675,41,562,0.02928,0.06422
2017,46-65 y.,Urban regions,Yes,0.95306,2212,2338,0.94448,0.96163
2017,46-65 y.,Urban regions,No,0.04694,126,2338,0.03837,0.05552
2017,46-65 y.,Rural regions,Yes,0.96265,1409,1483,0.95299,0.97230
2017,46-65 y.,Rural regions,No,0.03735,74,1483,0.02770,0.04701
2017,66 and older,Urban regions,Yes,0.95225,1599,1672,0.94203,0.96248
2017,66 and older,Urban regions,No,0.04775,73,1672,0.03752,0.05797
2017,66 and older,Rural regions,Yes,0.96717,1031,1068,0.95648,0.97787
2017,66 and older,Rural regions,No,0.03283,37,1068,0.02213,0.04352
2019,17-29 y.,No answer / don't know,Yes,0.93139,34,34,0.84513,1.01764
2019,17-29 y.,Urban regions,Yes,0.90309,408,479,0.87657,0.92961
2019,17-29 y.,Urban regions,No,0.09691,71,479,0.07039,0.12343
2019,17-29 y.,Rural regions,Yes,0.94403,181,181,0.91045,0.97761
2019,30-45 y.,No answer / don't know,Yes,0.92485,47,47,0.84866,1.00104
2019,30-45 y.,Urban regions,Yes,0.90786,918,1055,0.89040,0.92532
2019,30-45 y.,Urban regions,No,0.09214,137,1055,0.07468,0.10960
2019,30-45 y.,Rural regions,Yes,0.90920,516,581,0.88582,0.93259
2019,30-45 y.,Rural regions,No,0.09080,65,581,0.06741,0.11418
2019,46-65 y.,No answer / don't know,Yes,0.96475,95,95,0.92747,1.00203
2019,46-65 y.,Urban regions,Yes,0.93836,2316,2487,0.92890,0.94781
2019,46-65 y.,Urban regions,No,0.06164,171,2487,0.05219,0.07110
2019,46-65 y.,Rural regions,Yes,0.95132,1385,1469,0.94031,0.96233
2019,46-65 y.,Rural regions,No,0.04868,84,1469,0.03767,0.05969
2019,66 and older,No answer / don't know,Yes,0.96032,49,49,0.90510,1.01555
2019,66 and older,Urban regions,Yes,0.95516,1629,1711,0.94535,0.96497
2019,66 and older,Urban regions,No,0.04484,82,1711,0.03503,0.05465
