"ple0162","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2012","(noch) kein Abschluss","maennlich","90","0.955803276389975","0.914473259425295","0.997133293354655"
"Ja","2012","(noch) kein Abschluss","weiblich","137","","",""
"Ja","2012","Hauptschule","maennlich","1633","","",""
"Ja","2012","Hauptschule","weiblich","1970","","",""
"Ja","2012","Realschule","maennlich","818","0.935518843077313","0.919300636905913","0.951737049248713"
"Ja","2012","Realschule","weiblich","1386","","",""
"Ja","2012","(Fach-)Abitur","maennlich","290","","",""
"Ja","2012","(Fach-)Abitur","weiblich","480","0.914640865073691","0.890785114431287","0.938496615716095"
"Ja","2012","AkademikerIn","maennlich","768","0.947745409663813","0.932623922805997","0.96286689652163"
"Ja","2012","AkademikerIn","weiblich","777","0.919224215810238","0.900807956857721","0.937640474762754"
"Nein","2012","(noch) kein Abschluss","maennlich","5","0.0441967236100252","0.00286670664534502","0.0855267405747054"
"Nein","2012","(noch) kein Abschluss","weiblich","17","","",""
"Nein","2012","Hauptschule","maennlich","97","0.0509003790723563","0.0405432008909127","0.0612575572537998"
"Nein","2012","Hauptschule","weiblich","108","","",""
"Nein","2012","Realschule","maennlich","63","0.064481156922687","0.0482629507512872","0.0806993630940869"
"Nein","2012","Realschule","weiblich","102","","",""
"Nein","2012","(Fach-)Abitur","maennlich","19","","",""
"Nein","2012","(Fach-)Abitur","weiblich","47","0.0853591349263087","0.0615033842839048","0.109214885568713"
"Nein","2012","AkademikerIn","maennlich","64","0.0522545903361865","0.0371331034783704","0.0673760771940026"
"Nein","2012","AkademikerIn","weiblich","64","0.0807757841897622","0.0623595252372455","0.0991920431422789"
"Ja","2013","(noch) kein Abschluss","maennlich","137","","",""
"Ja","2013","(noch) kein Abschluss","weiblich","191","","",""
"Ja","2013","Hauptschule","maennlich","1644","","",""
"Ja","2013","Hauptschule","weiblich","1934","","",""
"Ja","2013","Realschule","maennlich","764","0.947728314377139","0.932381522938939","0.963075105815339"
"Ja","2013","Realschule","weiblich","1378","","",""
"Ja","2013","(Fach-)Abitur","maennlich","346","0.91011873906409","0.881437360879277","0.938800117248903"
"Ja","2013","(Fach-)Abitur","weiblich","563","0.929147841713247","0.908531644430344","0.94976403899615"
"Ja","2013","AkademikerIn","maennlich","759","0.949348222146028","0.934274762740346","0.96442168155171"
"Ja","2013","AkademikerIn","weiblich","727","0.93586474078225","0.91888785341432","0.952841628150181"
"Nein","2013","(noch) kein Abschluss","maennlich","8","0.0379974839252274","0.00687819865314435","0.0691167691973106"
"Nein","2013","(noch) kein Abschluss","weiblich","9","0.0501771519107128","0.0199214381511393","0.0804328656702862"
"Nein","2013","Hauptschule","maennlich","82","0.051234679250694","0.0408333436980948","0.0616360148032932"
"Nein","2013","Hauptschule","weiblich","113","","",""
"Nein","2013","Realschule","maennlich","44","0.0522716856228613","0.0369248941846613","0.0676184770610612"
"Nein","2013","Realschule","weiblich","115","","",""
"Nein","2013","(Fach-)Abitur","maennlich","36","0.0898812609359101","0.061199882751097","0.118562639120723"
"Nein","2013","(Fach-)Abitur","weiblich","32","0.0708521582867529","0.0502359610038501","0.0914683555696557"
"Nein","2013","AkademikerIn","maennlich","54","0.0506517778539718","0.0355783184482899","0.0657252372596538"
"Nein","2013","AkademikerIn","weiblich","73","0.0641352592177496","0.0471583718498188","0.0811121465856805"
"Ja","2014","(noch) kein Abschluss","maennlich","","","",""
