year,bula_h,sampreg,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Schleswig-Holstein,West,Yes,0.92997,301,332,0.90248,0.95747
2012,Schleswig-Holstein,West,No,0.07003,31,332,0.04253,0.09752
2012,Hamburg,West,Yes,0.92213,106,106,0.87087,0.97338
2012,Lower Saxony,West,Yes,0.92424,845,919,0.90712,0.94136
2012,Lower Saxony,West,No,0.07576,74,919,0.05864,0.09288
2012,Bremen,West,Yes,0.85602,51,51,0.75871,0.95333
2012,North Rhine-Westphalia,West,Yes,0.94420,1584,1694,0.93327,0.95514
2012,North Rhine-Westphalia,West,No,0.05580,110,1694,0.04486,0.06673
2012,Hesse,West,Yes,0.96518,591,625,0.95080,0.97957
2012,Hesse,West,No,0.03482,34,625,0.02043,0.04920
2012,"Rhineland-Palatinate, Saarland",West,Yes,0.88997,468,517,0.86297,0.91697
2012,"Rhineland-Palatinate, Saarland",West,No,0.11003,49,517,0.08303,0.13703
2012,Baden-Wuerttemberg,West,Yes,0.93486,928,998,0.91954,0.95018
2012,Baden-Wuerttemberg,West,No,0.06514,70,998,0.04982,0.08046
2012,Bavaria,West,Yes,0.95625,1251,1321,0.94522,0.96728
2012,Bavaria,West,No,0.04375,70,1321,0.03272,0.05478
2012,Berlin,West,Yes,0.94595,192,192,0.91388,0.97802
2012,Berlin,East,Yes,0.97225,147,147,0.94560,0.99889
2012,Brandenburg,East,Yes,0.93277,393,393,0.90798,0.95756
2012,Mecklenburg-Western Pomerania,East,Yes,0.94559,229,229,0.91615,0.97504
2012,Saxony,East,Yes,0.96174,631,665,0.94715,0.97633
2012,Saxony,East,No,0.03826,34,665,0.02367,0.05285
2012,Saxony-Anhalt,East,Yes,0.96218,402,402,0.94351,0.98085
2012,Thuringa,East,Yes,0.93576,349,349,0.91000,0.96152
2013,Schleswig-Holstein,West,Yes,0.95506,306,306,0.93181,0.97831
2013,Hamburg,West,Yes,0.89952,145,145,0.85042,0.94863
2013,Lower Saxony,West,Yes,0.94909,903,966,0.93522,0.96296
2013,Lower Saxony,West,No,0.05091,63,966,0.03704,0.06478
2013,Bremen,West,Yes,0.87238,68,68,0.79249,0.95228
2013,North Rhine-Westphalia,West,Yes,0.94758,1673,1785,0.93724,0.95792
2013,North Rhine-Westphalia,West,No,0.05242,112,1785,0.04208,0.06276
2013,Hesse,West,Yes,0.94553,597,641,0.92795,0.96311
2013,Hesse,West,No,0.05447,44,641,0.03689,0.07205
2013,"Rhineland-Palatinate, Saarland",West,Yes,0.94341,492,492,0.92297,0.96384
2013,Baden-Wuerttemberg,West,Yes,0.94297,955,1028,0.92878,0.95715
2013,Baden-Wuerttemberg,West,No,0.05703,73,1028,0.04285,0.07122
2013,Bavaria,West,Yes,0.92858,1240,1337,0.91477,0.94239
2013,Bavaria,West,No,0.07142,97,1337,0.05761,0.08523
2013,Berlin,West,Yes,0.93413,201,201,0.89976,0.96851
2013,Berlin,East,Yes,0.97539,148,148,0.95034,1.00044
2013,Brandenburg,East,Yes,0.94568,384,384,0.92298,0.96838
2013,Mecklenburg-Western Pomerania,East,Yes,0.96464,197,197,0.93879,0.99050
2013,Saxony,East,Yes,0.95994,553,585,0.94404,0.97585
2013,Saxony,East,No,0.04006,32,585,0.02415,0.05596
2013,Saxony-Anhalt,East,Yes,0.96178,376,376,0.94238,0.98119
2013,Thuringa,East,Yes,0.94443,350,381,0.92140,0.96747
2013,Thuringa,East,No,0.05557,31,381,0.03253,0.07860
2015,Schleswig-Holstein,West,Yes,0.89276,285,285,0.85678,0.92875
2015,Hamburg,West,Yes,0.96383,120,120,0.93028,0.99738
2015,Lower Saxony,West,Yes,0.92522,747,824,0.90725,0.94319
2015,Lower Saxony,West,No,0.07478,77,824,0.05681,0.09275
2015,Bremen,West,Yes,0.99078,46,46,0.96286,1.01871
2015,North Rhine-Westphalia,West,Yes,0.91064,1621,1765,0.89733,0.92396
2015,North Rhine-Westphalia,West,No,0.08936,144,1765,0.07604,0.10267
2015,Hesse,West,Yes,0.93193,524,572,0.91127,0.95259
2015,Hesse,West,No,0.06807,48,572,0.04741,0.08873
2015,"Rhineland-Palatinate, Saarland",West,Yes,0.87359,476,531,0.84529,0.90188
2015,"Rhineland-Palatinate, Saarland",West,No,0.12641,55,531,0.09812,0.15471
2015,Baden-Wuerttemberg,West,Yes,0.88588,852,950,0.86565,0.90611
2015,Baden-Wuerttemberg,West,No,0.11412,98,950,0.09389,0.13435
