year,quintil_oecd,sex,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,1st Quintile,male,Yes,0.95350,689,734,0.93825,0.96874
2012,1st Quintile,male,No,0.04650,45,734,0.03126,0.06175
2012,1st Quintile,female,Yes,0.94576,1176,1262,0.93326,0.95826
2012,1st Quintile,female,No,0.05424,86,1262,0.04174,0.06674
2012,2nd Quintile,male,Yes,0.95815,703,742,0.94374,0.97257
2012,2nd Quintile,male,No,0.04185,39,742,0.02743,0.05626
2012,2nd Quintile,female,Yes,0.94749,938,991,0.93359,0.96138
2012,2nd Quintile,female,No,0.05251,53,991,0.03862,0.06641
2012,3rd Quintile,male,Yes,0.94073,670,715,0.92341,0.95805
2012,3rd Quintile,male,No,0.05927,45,715,0.04195,0.07659
2012,3rd Quintile,female,Yes,0.93879,807,873,0.92288,0.95470
2012,3rd Quintile,female,No,0.06121,66,873,0.04530,0.07712
2012,4th Quintile,male,Yes,0.91363,575,628,0.89164,0.93562
2012,4th Quintile,male,No,0.08637,53,628,0.06438,0.10836
2012,4th Quintile,female,Yes,0.93354,706,754,0.91575,0.95133
2012,4th Quintile,female,No,0.06646,48,754,0.04867,0.08425
2012,5th Quintile,male,Yes,0.93518,611,665,0.91645,0.95391
2012,5th Quintile,male,No,0.06482,54,665,0.04609,0.08355
2012,5th Quintile,female,Yes,0.91469,685,750,0.89469,0.93470
2012,5th Quintile,female,No,0.08531,65,750,0.06530,0.10531
2013,1st Quintile,male,Yes,0.95621,691,728,0.94133,0.97108
2013,1st Quintile,male,No,0.04379,37,728,0.02892,0.05867
2013,1st Quintile,female,Yes,0.95965,1152,1216,0.94859,0.97072
2013,1st Quintile,female,No,0.04035,64,1216,0.02928,0.05141
2013,2nd Quintile,male,Yes,0.94687,716,759,0.93090,0.96284
2013,2nd Quintile,male,No,0.05313,43,759,0.03716,0.06910
2013,2nd Quintile,female,Yes,0.94729,1010,1076,0.93393,0.96064
2013,2nd Quintile,female,No,0.05271,66,1076,0.03936,0.06607
2013,3rd Quintile,male,Yes,0.94606,681,727,0.92963,0.96249
2013,3rd Quintile,male,No,0.05394,46,727,0.03751,0.07037
2013,3rd Quintile,female,Yes,0.93759,847,908,0.92185,0.95334
2013,3rd Quintile,female,No,0.06241,61,908,0.04666,0.07815
2013,4th Quintile,male,Yes,0.94494,562,594,0.92658,0.96330
2013,4th Quintile,male,No,0.05506,32,594,0.03670,0.07342
2013,4th Quintile,female,Yes,0.94682,729,775,0.93101,0.96263
2013,4th Quintile,female,No,0.05318,46,775,0.03737,0.06899
2013,5th Quintile,male,Yes,0.93650,620,660,0.91788,0.95512
2013,5th Quintile,male,No,0.06350,40,660,0.04488,0.08212
2013,5th Quintile,female,Yes,0.92875,667,728,0.91005,0.94745
2013,5th Quintile,female,No,0.07125,61,728,0.05255,0.08995
2015,1st Quintile,male,Yes,0.92105,737,797,0.90231,0.93978
2015,1st Quintile,male,No,0.07895,60,797,0.06022,0.09769
2015,1st Quintile,female,Yes,0.93155,1184,1268,0.91765,0.94546
2015,1st Quintile,female,No,0.06845,84,1268,0.05454,0.08235
2015,2nd Quintile,male,Yes,0.91424,759,823,0.89510,0.93339
2015,2nd Quintile,male,No,0.08576,64,823,0.06661,0.10490
2015,2nd Quintile,female,Yes,0.94070,1076,1156,0.92708,0.95432
2015,2nd Quintile,female,No,0.05930,80,1156,0.04568,0.07292
2015,3rd Quintile,male,Yes,0.84754,609,680,0.82050,0.87458
2015,3rd Quintile,male,No,0.15246,71,680,0.12542,0.17950
2015,3rd Quintile,female,Yes,0.91193,826,918,0.89359,0.93027
2015,3rd Quintile,female,No,0.08807,92,918,0.06973,0.10641
2015,4th Quintile,male,Yes,0.87781,576,644,0.85250,0.90313
2015,4th Quintile,male,No,0.12219,68,644,0.09687,0.14750
