year,age_gr,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,Yes,0.90803,448,513,0.88300,0.93306
2012,17-29 y.,No,0.09197,65,513,0.06694,0.11700
2012,30-45 y.,Yes,0.91123,1750,1906,0.89846,0.92400
2012,30-45 y.,No,0.08877,156,1906,0.07600,0.10154
2012,46-65 y.,Yes,0.94336,3333,3554,0.93576,0.95096
2012,46-65 y.,No,0.05664,221,3554,0.04904,0.06424
2012,66 and older,Yes,0.95473,2937,3088,0.94739,0.96206
2012,66 and older,No,0.04527,151,3088,0.03794,0.05261
2013,17-29 y.,Yes,0.89258,523,583,0.86742,0.91774
2013,17-29 y.,No,0.10742,60,583,0.08226,0.13258
2013,30-45 y.,Yes,0.90582,1852,2041,0.89314,0.91849
2013,30-45 y.,No,0.09418,189,2041,0.08151,0.10686
2013,46-65 y.,Yes,0.94728,3500,3720,0.94010,0.95447
2013,46-65 y.,No,0.05272,220,3720,0.04553,0.05990
2013,66 and older,Yes,0.96064,2713,2831,0.95348,0.96781
2013,66 and older,No,0.03936,118,2831,0.03219,0.04652
2015,17-29 y.,Yes,0.74802,508,616,0.71371,0.78233
2015,17-29 y.,No,0.25198,108,616,0.21767,0.28629
2015,30-45 y.,Yes,0.85833,1467,1668,0.84159,0.87507
2015,30-45 y.,No,0.14167,201,1668,0.12493,0.15841
2015,46-65 y.,Yes,0.90549,3195,3515,0.89582,0.91517
2015,46-65 y.,No,0.09451,320,3515,0.08483,0.10418
2015,66 and older,Yes,0.93399,2684,2868,0.92490,0.94308
2015,66 and older,No,0.06601,184,2868,0.05692,0.07510
2017,17-29 y.,Yes,0.88647,590,676,0.86253,0.91040
2017,17-29 y.,No,0.11353,86,676,0.08960,0.13747
2017,30-45 y.,Yes,0.93115,1461,1588,0.91869,0.94360
2017,30-45 y.,No,0.06885,127,1588,0.05640,0.08131
2017,46-65 y.,Yes,0.95647,3621,3821,0.95000,0.96294
2017,46-65 y.,No,0.04353,200,3821,0.03706,0.05000
2017,66 and older,Yes,0.95720,2630,2740,0.94962,0.96478
2017,66 and older,No,0.04280,110,2740,0.03522,0.05038
2019,17-29 y.,Yes,0.91413,623,716,0.89359,0.93467
2019,17-29 y.,No,0.08587,93,716,0.06533,0.10641
2019,30-45 y.,Yes,0.90874,1481,1685,0.89499,0.92250
2019,30-45 y.,No,0.09126,204,1685,0.07750,0.10501
2019,46-65 y.,Yes,0.94328,3796,4056,0.93616,0.95040
2019,46-65 y.,No,0.05672,260,4056,0.04960,0.06384
2019,66 and older,Yes,0.95236,2725,2871,0.94457,0.96015
2019,66 and older,No,0.04764,146,2871,0.03985,0.05543
2021,17-29 y.,Yes,0.87349,408,480,0.84372,0.90326
2021,17-29 y.,No,0.12651,72,480,0.09674,0.15628
2021,30-45 y.,Yes,0.87946,903,1053,0.85978,0.89914
2021,30-45 y.,No,0.12054,150,1053,0.10086,0.14022
2021,46-65 y.,Yes,0.93208,2250,2444,0.92210,0.94205
2021,46-65 y.,No,0.06792,194,2444,0.05795,0.07790
2021,66 and older,Yes,0.94815,1775,1873,0.93811,0.95820
2021,66 and older,No,0.05185,98,1873,0.04180,0.06189
