year,ple0162,migback,proportion,n,lower_confidence,upper_confidence
2012,Yes,No migration background,0.8717524799244214,40229,0.8684850405630584,0.8750199192857844
2012,Yes,Direct migration background,0.1014407179971658,40229,0.09849041936854674,0.10439101662578484
2012,Yes,Indirect migration background,0.026806802078412847,40229,0.02522843327267977,0.028385170884145924
2012,No,No migration background,0.8583473861720068,40229,0.8549399298812498,0.8617548424627638
2012,No,Direct migration background,0.09780775716694773,40229,0.09490492018578131,0.10071059414811415
2012,No,Indirect migration background,0.04384485666104553,40229,0.041844027709782974,0.04584568561230809
2013,Yes,No migration background,0.7884928954111344,44486,0.7846979479746725,0.7922878428475963
2013,Yes,Direct migration background,0.1750524109014675,44486,0.1715210539406726,0.1785837678622624
2013,Yes,Indirect migration background,0.03645469368739809,44486,0.03471305850426674,0.03819632887052945
2013,No,No migration background,0.7393526405451448,44486,0.735273235097479,0.7434320459928107
2013,No,Direct migration background,0.21294718909710392,44486,0.2091428231501148,0.21675155504409305
2013,No,Indirect migration background,0.04770017035775128,44486,0.04571959573105591,0.04968074498444665
2015,Yes,No migration background,0.7933273908060614,38036,0.7892580286890349,0.7973967529230879
2015,Yes,Direct migration background,0.17343690309435886,38036,0.16963179137001247,0.17724201481870525
2015,Yes,Indirect migration background,0.03323570609957978,38036,0.03143425943738556,0.035037152761774
2015,No,No migration background,0.7896678966789668,38036,0.7855721444560996,0.7937636489018339
2015,No,Direct migration background,0.16113161131611317,38036,0.15743676872172158,0.16482645391050477
2015,No,Indirect migration background,0.04920049200492005,38036,0.04702685084618028,0.05137413316365982
2017,Yes,No migration background,0.7800529992772826,45410,0.7762432061150317,0.7838627924395334
2017,Yes,Direct migration background,0.18224524211033485,45410,0.17869449322231779,0.18579599099835192
2017,Yes,Indirect migration background,0.037701758612382556,45410,0.035949831754118304,0.03945368547064681
2017,No,No migration background,0.6481835564053537,45410,0.6437913029603116,0.6525758098503959
2017,No,Direct migration background,0.30210325047801145,45410,0.2978799341910584,0.3063265667649645
2017,No,Indirect migration background,0.0497131931166348,45410,0.047714051777032106,0.0517123344562375
2019,Yes,No migration background,0.7742608695652174,42417,0.7702822430178718,0.778239496112563
2019,Yes,Direct migration background,0.19002898550724637,42417,0.18629535995217206,0.19376261106232068
2019,Yes,Indirect migration background,0.035710144927536235,42417,0.03394416524801419,0.03747612460705828
2019,No,No migration background,0.635846372688478,42417,0.6312670155393122,0.6404257298376438
2019,No,Direct migration background,0.3157894736842105,42417,0.3113658334732654,0.3202131138951556
2019,No,Indirect migration background,0.04836415362731152,42417,0.046322494243474434,0.05040581301114861
2021,Yes,No migration background,0.767616191904048,27598,0.7626331761311672,0.7725992076769287
2021,Yes,Direct migration background,0.19790104947526238,27598,0.19320042790767702,0.20260167104284774
2021,Yes,Indirect migration background,0.034482758620689655,27598,0.03232998539222865,0.03663553184915066
2021,No,No migration background,0.622568093385214,27598,0.6168489629527297,0.6282872238176983
2021,No,Direct migration background,0.3404669260700389,27598,0.33487613811743394,0.3460577140226439
2021,No,Indirect migration background,0.03696498054474708,27598,0.03473893755553536,0.039191023533958806
