year,pgisced97,sex,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No answer / don't know,female,Yes,0.94843,52,52,0.88773,1.00913
2012,Primary Level,male,Yes,0.97382,57,57,0.93200,1.01564
2012,Primary Level,female,Yes,0.94948,103,103,0.90698,0.99199
2012,Lower Secondary Level,male,Yes,0.94974,273,273,0.92378,0.97571
2012,Lower Secondary Level,female,Yes,0.93332,843,905,0.91706,0.94959
2012,Lower Secondary Level,female,No,0.06668,62,905,0.05041,0.08294
2012,Upper Secondary Level,male,Yes,0.93754,1978,2116,0.92722,0.94785
2012,Upper Secondary Level,male,No,0.06246,138,2116,0.05215,0.07278
2012,Upper Secondary Level,female,Yes,0.94798,2499,2659,0.93953,0.95642
2012,Upper Secondary Level,female,No,0.05202,160,2659,0.04358,0.06047
2012,Post-secondary Non-tertiary Level,male,Yes,0.97017,155,155,0.94330,0.99704
2012,Post-secondary Non-tertiary Level,female,Yes,0.91300,307,307,0.88142,0.94458
2012,First Stage of Tertiary Education,male,Yes,0.94661,358,358,0.92329,0.96993
2012,First Stage of Tertiary Education,female,Yes,0.97944,224,224,0.96081,0.99806
2012,Second Stage of Tertiary Education,male,Yes,0.94794,768,832,0.93284,0.96305
2012,Second Stage of Tertiary Education,male,No,0.05206,64,832,0.03695,0.06716
2012,Second Stage of Tertiary Education,female,Yes,0.91894,777,841,0.90048,0.93739
2012,Second Stage of Tertiary Education,female,No,0.08106,64,841,0.06261,0.09952
2013,No answer / don't know,male,Yes,0.89513,46,46,0.80560,0.98465
2013,No answer / don't know,female,Yes,0.92363,65,65,0.85856,0.98870
2013,Pre-primary Level,female,Yes,0.99963,34,34,0.99302,1.00623
2013,Primary Level,male,Yes,0.96136,102,102,0.92378,0.99895
2013,Primary Level,female,Yes,0.93138,140,140,0.88936,0.97341
2013,Lower Secondary Level,male,Yes,0.95218,349,349,0.92976,0.97460
2013,Lower Secondary Level,female,Yes,0.94908,876,938,0.93500,0.96316
2013,Lower Secondary Level,female,No,0.05092,62,938,0.03684,0.06500
2013,Upper Secondary Level,male,Yes,0.93966,1922,2029,0.92930,0.95003
2013,Upper Secondary Level,male,No,0.06034,107,2029,0.04997,0.07070
2013,Upper Secondary Level,female,Yes,0.94240,2475,2643,0.93351,0.95128
2013,Upper Secondary Level,female,No,0.05760,168,2643,0.04872,0.06649
2013,Post-secondary Non-tertiary Level,male,Yes,0.95804,174,174,0.92816,0.98792
2013,Post-secondary Non-tertiary Level,female,Yes,0.95916,357,357,0.93860,0.97972
2013,First Stage of Tertiary Education,male,Yes,0.95291,328,328,0.92995,0.97587
2013,First Stage of Tertiary Education,female,Yes,0.95756,211,211,0.93029,0.98482
2013,Second Stage of Tertiary Education,male,Yes,0.94979,759,813,0.93477,0.96481
2013,Second Stage of Tertiary Education,male,No,0.05021,54,813,0.03519,0.06523
2013,Second Stage of Tertiary Education,female,Yes,0.93537,727,800,0.91833,0.95242
2013,Second Stage of Tertiary Education,female,No,0.06463,73,800,0.04758,0.08167
2015,No answer / don't know,male,Yes,0.87472,62,62,0.79164,0.95779
2015,No answer / don't know,female,Yes,0.91800,68,68,0.85230,0.98370
2015,Primary Level,male,Yes,0.92081,64,64,0.85412,0.98749
2015,Primary Level,female,Yes,0.96726,127,127,0.93619,0.99833
2015,Lower Secondary Level,male,Yes,0.90537,287,287,0.87144,0.93929
2015,Lower Secondary Level,female,Yes,0.93099,738,788,0.91329,0.94870
2015,Lower Secondary Level,female,No,0.06901,50,788,0.05130,0.08671
2015,Upper Secondary Level,male,Yes,0.87965,1740,1931,0.86514,0.89417
2015,Upper Secondary Level,male,No,0.12035,191,1931,0.10583,0.13486
2015,Upper Secondary Level,female,Yes,0.91468,2333,2559,0.90385,0.92551
2015,Upper Secondary Level,female,No,0.08532,226,2559,0.07449,0.09615
2015,Post-secondary Non-tertiary Level,male,Yes,0.85160,159,159,0.79617,0.90704
2015,Post-secondary Non-tertiary Level,female,Yes,0.90931,321,353,0.87931,0.93931
2015,Post-secondary Non-tertiary Level,female,No,0.09069,32,353,0.06069,0.12069
2015,First Stage of Tertiary Education,male,Yes,0.86592,311,344,0.82986,0.90198
2015,First Stage of Tertiary Education,male,No,0.13408,33,344,0.09802,0.17014
2015,First Stage of Tertiary Education,female,Yes,0.92996,194,194,0.89396,0.96597
2015,Second Stage of Tertiary Education,male,Yes,0.90058,686,768,0.87941,0.92176
2015,Second Stage of Tertiary Education,male,No,0.09942,82,768,0.07824,0.12059
2015,Second Stage of Tertiary Education,female,Yes,0.89593,726,827,0.87510,0.91675
2015,Second Stage of Tertiary Education,female,No,0.10407,101,827,0.08325,0.12490
2017,No answer / don't know,male,Yes,0.84338,54,54,0.74553,0.94123
2017,No answer / don't know,female,Yes,0.95962,81,81,0.91648,1.00275
2017,Primary Level,male,Yes,0.98909,128,128,0.97102,1.00716
2017,Primary Level,female,Yes,0.95673,210,210,0.92915,0.98432
2017,Lower Secondary Level,male,Yes,0.95602,327,327,0.93376,0.97828
2017,Lower Secondary Level,female,Yes,0.94292,725,775,0.92658,0.95926
2017,Lower Secondary Level,female,No,0.05708,50,775,0.04074,0.07342
2017,Upper Secondary Level,male,Yes,0.95862,1803,1896,0.94965,0.96758
2017,Upper Secondary Level,male,No,0.04138,93,1896,0.03242,0.05035
2017,Upper Secondary Level,female,Yes,0.96109,2344,2458,0.95344,0.96873
2017,Upper Secondary Level,female,No,0.03891,114,2458,0.03127,0.04656
2017,Post-secondary Non-tertiary Level,male,Yes,0.92513,173,173,0.88579,0.96446
2017,Post-secondary Non-tertiary Level,female,Yes,0.93255,368,368,0.90689,0.95821
2017,First Stage of Tertiary Education,male,Yes,0.95208,310,310,0.92826,0.97589
2017,First Stage of Tertiary Education,female,Yes,0.96061,222,222,0.93496,0.98626
2017,Second Stage of Tertiary Education,male,Yes,0.93586,739,800,0.91887,0.95284
2017,Second Stage of Tertiary Education,male,No,0.06414,61,800,0.04716,0.08113
2017,Second Stage of Tertiary Education,female,Yes,0.91482,778,854,0.89609,0.93355
2017,Second Stage of Tertiary Education,female,No,0.08518,76,854,0.06645,0.10391
2019,No answer / don't know,male,Yes,0.96664,76,76,0.92599,1.00728
2019,No answer / don't know,female,Yes,0.93914,90,90,0.88948,0.98881
2019,Primary Level,male,Yes,0.95623,190,190,0.92706,0.98540
2019,Primary Level,female,Yes,0.91293,227,227,0.87617,0.94969
2019,Lower Secondary Level,male,Yes,0.92344,334,334,0.89489,0.95200
