year,pgisced97,regtyp,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No answer / don't know,Urban regions,Yes,0.94920,46,46,0.88504,1.01336
2012,No answer / don't know,Rural regions,Yes,0.95681,36,36,0.88946,1.02416
2012,Primary Level,Urban regions,Yes,0.96153,100,100,0.92364,0.99941
2012,Primary Level,Rural regions,Yes,0.95008,60,60,0.89451,1.00565
2012,Lower Secondary Level,Urban regions,Yes,0.94708,703,751,0.93106,0.96310
2012,Lower Secondary Level,Urban regions,No,0.05292,48,751,0.03690,0.06894
2012,Lower Secondary Level,Rural regions,Yes,0.91987,413,448,0.89470,0.94504
2012,Lower Secondary Level,Rural regions,No,0.08013,35,448,0.05496,0.10530
2012,Upper Secondary Level,Urban regions,Yes,0.94243,2632,2802,0.93381,0.95106
2012,Upper Secondary Level,Urban regions,No,0.05757,170,2802,0.04894,0.06619
2012,Upper Secondary Level,Rural regions,Yes,0.94435,1845,1973,0.93424,0.95447
2012,Upper Secondary Level,Rural regions,No,0.05565,128,1973,0.04553,0.06576
2012,Post-secondary Non-tertiary Level,Urban regions,Yes,0.94363,325,325,0.91852,0.96875
2012,Post-secondary Non-tertiary Level,Rural regions,Yes,0.91611,137,137,0.86952,0.96270
2012,First Stage of Tertiary Education,Urban regions,Yes,0.95386,339,339,0.93149,0.97623
2012,First Stage of Tertiary Education,Rural regions,Yes,0.96745,243,243,0.94509,0.98981
2012,Second Stage of Tertiary Education,Urban regions,Yes,0.93062,1021,1107,0.91564,0.94559
2012,Second Stage of Tertiary Education,Urban regions,No,0.06938,86,1107,0.05441,0.08436
2012,Second Stage of Tertiary Education,Rural regions,Yes,0.94090,524,566,0.92145,0.96034
2012,Second Stage of Tertiary Education,Rural regions,No,0.05910,42,566,0.03966,0.07855
2013,No answer / don't know,Urban regions,Yes,0.88686,71,71,0.81265,0.96106
2013,No answer / don't know,Rural regions,Yes,0.93156,40,40,0.85231,1.01081
2013,Pre-primary Level,Urban regions,Yes,0.99531,41,41,0.97412,1.01649
2013,Primary Level,Urban regions,Yes,0.93562,167,167,0.89828,0.97296
2013,Primary Level,Rural regions,Yes,0.96226,75,75,0.91884,1.00568
2013,Lower Secondary Level,Urban regions,Yes,0.94838,820,878,0.93374,0.96302
2013,Lower Secondary Level,Urban regions,No,0.05162,58,878,0.03698,0.06626
2013,Lower Secondary Level,Rural regions,Yes,0.95266,405,405,0.93196,0.97337
2013,Upper Secondary Level,Urban regions,Yes,0.94086,2609,2767,0.93207,0.94965
2013,Upper Secondary Level,Urban regions,No,0.05914,158,2767,0.05035,0.06793
2013,Upper Secondary Level,Rural regions,Yes,0.94169,1788,1905,0.93116,0.95221
2013,Upper Secondary Level,Rural regions,No,0.05831,117,1905,0.04779,0.06884
2013,Post-secondary Non-tertiary Level,Urban regions,Yes,0.95810,386,386,0.93808,0.97811
2013,Post-secondary Non-tertiary Level,Rural regions,Yes,0.96082,145,145,0.92914,0.99251
2013,First Stage of Tertiary Education,Urban regions,Yes,0.96398,314,314,0.94333,0.98462
2013,First Stage of Tertiary Education,Rural regions,Yes,0.93928,225,225,0.90801,0.97056
2013,Second Stage of Tertiary Education,Urban regions,Yes,0.93880,1011,1105,0.92466,0.95294
2013,Second Stage of Tertiary Education,Urban regions,No,0.06120,94,1105,0.04706,0.07534
2013,Second Stage of Tertiary Education,Rural regions,Yes,0.95197,475,508,0.93335,0.97058
2013,Second Stage of Tertiary Education,Rural regions,No,0.04803,33,508,0.02942,0.06665
2015,No answer / don't know,Urban regions,Yes,0.89769,72,72,0.82720,0.96819
2015,No answer / don't know,Rural regions,Yes,0.88644,58,58,0.80407,0.96881
2015,Primary Level,Urban regions,Yes,0.95480,132,132,0.91922,0.99037
2015,Primary Level,Rural regions,Yes,0.93756,59,59,0.87529,0.99983
2015,Lower Secondary Level,Urban regions,Yes,0.92096,679,723,0.90128,0.94064
2015,Lower Secondary Level,Urban regions,No,0.07904,44,723,0.05936,0.09872
2015,Lower Secondary Level,Rural regions,Yes,0.92992,346,346,0.90298,0.95686
2015,Upper Secondary Level,Urban regions,Yes,0.90815,2440,2681,0.89722,0.91909
2015,Upper Secondary Level,Urban regions,No,0.09185,241,2681,0.08091,0.10278
2015,Upper Secondary Level,Rural regions,Yes,0.88286,1633,1809,0.86804,0.89768
2015,Upper Secondary Level,Rural regions,No,0.11714,176,1809,0.10232,0.13196
2015,Post-secondary Non-tertiary Level,Urban regions,Yes,0.92355,358,393,0.89724,0.94985
2015,Post-secondary Non-tertiary Level,Urban regions,No,0.07645,35,393,0.05015,0.10276
