"ple0162","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2012","(noch) kein Abschluss","Westdeutschland","197","0.921652242870099","0.885816365498911","0.957488120241287"
"Ja","2012","(noch) kein Abschluss","Ostdeutschland","30","0.914269969560197","0.818749854361576","1.00979008475882"
"Ja","2012","Hauptschule","Westdeutschland","2895","0.948586567335532","0.940772139245706","0.956400995425358"
"Ja","2012","Hauptschule","Ostdeutschland","708","0.959152788812011","0.944891547338871","0.973414030285152"
"Ja","2012","Realschule","Westdeutschland","1433","0.931240176967516","0.918646851732204","0.943833502202828"
"Ja","2012","Realschule","Ostdeutschland","771","0.95787656803471","0.944111191744213","0.971641944325207"
"Ja","2012","(Fach-)Abitur","Westdeutschland","647","0.915899302623272","0.895441355733341","0.936357249513203"
"Ja","2012","(Fach-)Abitur","Ostdeutschland","123","0.929009884993197","0.88469370238176","0.973326067604635"
"Ja","2012","AkademikerIn","Westdeutschland","1047","0.930094128987146","0.915272766266294","0.944915491707999"
"Ja","2012","AkademikerIn","Ostdeutschland","498","0.943660864800368","0.924140912297278","0.963180817303458"
"Nein","2012","(noch) kein Abschluss","Westdeutschland","19","","",""
"Nein","2012","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Nein","2012","Hauptschule","Westdeutschland","173","0.051413432664468","0.0435990045746422","0.0592278607542938"
"Nein","2012","Hauptschule","Ostdeutschland","32","0.0408472111879885","0.0265859697148481","0.0551084526611289"
"Nein","2012","Realschule","Westdeutschland","118","0.0687598230324841","0.0561664977971722","0.0813531482677959"
"Nein","2012","Realschule","Ostdeutschland","47","0.0421234319652904","0.0283580556747934","0.0558888082557873"
"Nein","2012","(Fach-)Abitur","Westdeutschland","60","0.0841006973767277","0.0636427504867969","0.104558644266658"
"Nein","2012","(Fach-)Abitur","Ostdeutschland","6","","",""
"Nein","2012","AkademikerIn","Westdeutschland","90","0.0699058710128536","0.0550845082920011","0.0847272337337061"
"Nein","2012","AkademikerIn","Ostdeutschland","38","0.0563391351996321","0.0368191826965421","0.0758590877027221"
"Ja","2013","(noch) kein Abschluss","Westdeutschland","290","0.955024552514147","0.931803473685333","0.978245631342961"
"Ja","2013","(noch) kein Abschluss","Ostdeutschland","38","0.951448825913135","0.883994722653707","1.01890292917256"
"Ja","2013","Hauptschule","Westdeutschland","2921","0.949452157124381","0.941730398806457","0.957173915442305"
"Ja","2013","Hauptschule","Ostdeutschland","657","0.975146198358091","0.963453740453921","0.986838656262262"
"Ja","2013","Realschule","Westdeutschland","1403","0.931847243390169","0.919140626540158","0.944553860240179"
"Ja","2013","Realschule","Ostdeutschland","739","0.946655498096534","0.930985268549367","0.9623257276437"
"Ja","2013","(Fach-)Abitur","Westdeutschland","789","0.920585214122241","0.902408251656859","0.938762176587623"
"Ja","2013","(Fach-)Abitur","Ostdeutschland","120","0.919553045154294","0.872249964146194","0.966856126162394"
"Ja","2013","AkademikerIn","Westdeutschland","1050","0.93928430981123","0.925458047749284","0.953110571873176"
"Ja","2013","AkademikerIn","Ostdeutschland","436","0.953357830047717","0.934232585669036","0.972483074426397"
"Nein","2013","(noch) kein Abschluss","Westdeutschland","16","","",""
"Nein","2013","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Nein","2013","Hauptschule","Westdeutschland","171","0.0505478428756186","0.0428260845576946","0.0582696011935426"
"Nein","2013","Hauptschule","Ostdeutschland","24","","",""
"Nein","2013","Realschule","Westdeutschland","108","0.0681527566098314","0.0554461397598209","0.080859373459842"
"Nein","2013","Realschule","Ostdeutschland","51","0.0533445019034664","0.0376742723562997","0.0690147314506331"
"Nein","2013","(Fach-)Abitur","Westdeutschland","61","0.079414785877759","0.0612378234123771","0.0975917483431408"
"Nein","2013","(Fach-)Abitur","Ostdeutschland","7","","",""
"Nein","2013","AkademikerIn","Westdeutschland","96","0.0607156901887699","0.0468894281268235","0.0745419522507163"
"Nein","2013","AkademikerIn","Ostdeutschland","31","0.0466421699522831","0.0275169255736027","0.0657674143309635"
"Ja","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2014","Hauptschule","Westdeutschland","","","",""
"Ja","2014","Hauptschule","Ostdeutschland","","","",""
"Ja","2014","Realschule","Westdeutschland","","","",""
"Ja","2014","Realschule","Ostdeutschland","","","",""
"Ja","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2014","AkademikerIn","Westdeutschland","","","",""
"Ja","2014","AkademikerIn","Ostdeutschland","","","",""
"Nein","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2014","Hauptschule","Westdeutschland","","","",""
"Nein","2014","Hauptschule","Ostdeutschland","","","",""
"Nein","2014","Realschule","Westdeutschland","","","",""
"Nein","2014","Realschule","Ostdeutschland","","","",""
"Nein","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2014","AkademikerIn","Westdeutschland","","","",""
"Nein","2014","AkademikerIn","Ostdeutschland","","","",""
"Ja","2015","(noch) kein Abschluss","Westdeutschland","232","0.922146506225905","0.889388267360079","0.954904745091731"
"Ja","2015","(noch) kein Abschluss","Ostdeutschland","34","0.933240584130634","0.854903237049062","1.01157793121221"
"Ja","2015","Hauptschule","Westdeutschland","2560","0.910550508097485","0.899941698557611","0.921159317637359"
"Ja","2015","Hauptschule","Ostdeutschland","610","0.935292077356812","0.916306640694765","0.954277514018859"
"Ja","2015","Realschule","Westdeutschland","1260","0.889523985821825","0.87323060820061","0.90581736344304"
"Ja","2015","Realschule","Ostdeutschland","707","0.884794789287884","0.862302433214746","0.907287145361022"
"Ja","2015","(Fach-)Abitur","Westdeutschland","762","0.869894677872944","0.847198238211692","0.892591117534195"
"Ja","2015","(Fach-)Abitur","Ostdeutschland","95","0.851218858600061","0.783789230615787","0.918648486584335"
"Ja","2015","AkademikerIn","Westdeutschland","998","0.898067366900755","0.880488614895291","0.915646118906219"
"Ja","2015","AkademikerIn","Ostdeutschland","414","0.898046335816855","0.870304143184968","0.925788528448741"
"Nein","2015","(noch) kein Abschluss","Westdeutschland","25","","",""
"Nein","2015","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Nein","2015","Hauptschule","Westdeutschland","220","0.089449491902515","0.0788406823626408","0.100058301442389"
"Nein","2015","Hauptschule","Ostdeutschland","35","0.0647079226431881","0.045722485981141","0.0836933593052353"
"Nein","2015","Realschule","Westdeutschland","162","0.110476014178175","0.0941826365569598","0.12676939179939"
"Nein","2015","Realschule","Ostdeutschland","67","0.115205210712116","0.0927128546389785","0.137697566785254"
"Nein","2015","(Fach-)Abitur","Westdeutschland","82","0.130105322127056","0.107408882465805","0.152801761788308"
"Nein","2015","(Fach-)Abitur","Ostdeutschland","12","","",""
"Nein","2015","AkademikerIn","Westdeutschland","140","0.101932633099245","0.0843538810937809","0.119511385104709"
"Nein","2015","AkademikerIn","Ostdeutschland","43","0.101953664183145","0.0742114715512586","0.129695856815032"
"Ja","2016","(noch) kein Abschluss","Westdeutschland","172","0.827492646851888","0.7761471570589","0.878838136644876"
"Ja","2016","(noch) kein Abschluss","Ostdeutschland","48","0.845502561501198","0.75405111664424","0.936954006358157"
"Ja","2016","Hauptschule","Westdeutschland","81","0.771584861773309","0.693486685493121","0.849683038053497"
"Ja","2016","Hauptschule","Ostdeutschland","20","","",""
"Ja","2016","Realschule","Westdeutschland","","","",""
"Ja","2016","Realschule","Ostdeutschland","","","",""
"Ja","2016","(Fach-)Abitur","Westdeutschland","66","0.773539712571958","0.681824699563443","0.865254725580472"
"Ja","2016","(Fach-)Abitur","Ostdeutschland","13","","",""
"Ja","2016","AkademikerIn","Westdeutschland","48","0.644940935094686","0.531203374706145","0.758678495483228"
"Ja","2016","AkademikerIn","Ostdeutschland","14","","",""
"Nein","2016","(noch) kein Abschluss","Westdeutschland","36","0.172507353148112","0.121161863355124","0.2238528429411"
"Nein","2016","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Nein","2016","Hauptschule","Westdeutschland","30","0.228415138226691","0.150316961946503","0.306513314506879"
"Nein","2016","Hauptschule","Ostdeutschland","1","","",""
"Nein","2016","Realschule","Westdeutschland","","","",""
"Nein","2016","Realschule","Ostdeutschland","","","",""
"Nein","2016","(Fach-)Abitur","Westdeutschland","14","","",""
"Nein","2016","(Fach-)Abitur","Ostdeutschland","1","","",""
"Nein","2016","AkademikerIn","Westdeutschland","20","","",""
"Nein","2016","AkademikerIn","Ostdeutschland","4","","",""
"Ja","2017","(noch) kein Abschluss","Westdeutschland","368","0.943298038368545","0.920746253705118","0.965849823031973"
"Ja","2017","(noch) kein Abschluss","Ostdeutschland","42","0.99744465997826","0.982855243286889","1.01203407666963"
"Ja","2017","Hauptschule","Westdeutschland","2522","0.958590637909749","0.951005019084786","0.966176256734712"
"Ja","2017","Hauptschule","Ostdeutschland","549","0.971010868863872","0.95722539805928","0.984796339668464"
"Ja","2017","Realschule","Westdeutschland","1402","0.959117997302036","0.949016005453655","0.969219989150417"
"Ja","2017","Realschule","Ostdeutschland","768","0.963440385616187","0.950410753403221","0.976470017829152"
"Ja","2017","(Fach-)Abitur","Westdeutschland","825","0.920135769599321","0.902366014433402","0.937905524765239"
"Ja","2017","(Fach-)Abitur","Ostdeutschland","131","0.924457557222861","0.881144476686696","0.967770637759027"
"Ja","2017","AkademikerIn","Westdeutschland","1095","0.924856087056007","0.909915540542497","0.939796633569517"
"Ja","2017","AkademikerIn","Ostdeutschland","422","0.922819772522619","0.898378330530411","0.947261214514827"
"Nein","2017","(noch) kein Abschluss","Westdeutschland","36","0.0567019616314545","0.0341501769680268","0.0792537462948822"
"Nein","2017","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Nein","2017","Hauptschule","Westdeutschland","128","0.041409362090251","0.0338237432652881","0.048994980915214"
"Nein","2017","Hauptschule","Ostdeutschland","20","","",""
"Nein","2017","Realschule","Westdeutschland","74","0.0408820026979639","0.0307800108495832","0.0509839945463446"
"Nein","2017","Realschule","Ostdeutschland","29","","",""
"Nein","2017","(Fach-)Abitur","Westdeutschland","69","0.0798642304006796","0.0620944752347606","0.0976339855665985"
"Nein","2017","(Fach-)Abitur","Ostdeutschland","12","","",""
"Nein","2017","AkademikerIn","Westdeutschland","101","0.0751439129439929","0.0602033664304827","0.0900844594575032"
"Nein","2017","AkademikerIn","Ostdeutschland","36","0.0771802274773809","0.0527387854851728","0.101621669469589"
"Ja","2018","(noch) kein Abschluss","Westdeutschland","24","","",""
"Ja","2018","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Ja","2018","Hauptschule","Westdeutschland","7","","",""
"Ja","2018","Hauptschule","Ostdeutschland","2","","",""
"Ja","2018","Realschule","Westdeutschland","","","",""
"Ja","2018","Realschule","Ostdeutschland","","","",""
"Ja","2018","(Fach-)Abitur","Westdeutschland","9","","",""
"Ja","2018","(Fach-)Abitur","Ostdeutschland","1","","",""
"Ja","2018","AkademikerIn","Westdeutschland","6","","",""
"Ja","2018","AkademikerIn","Ostdeutschland","","","",""
"Nein","2018","(noch) kein Abschluss","Westdeutschland","6","","",""
"Nein","2018","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Nein","2018","Hauptschule","Westdeutschland","6","","",""
"Nein","2018","Hauptschule","Ostdeutschland","","","",""
"Nein","2018","Realschule","Westdeutschland","","","",""
"Nein","2018","Realschule","Ostdeutschland","","","",""
"Nein","2018","(Fach-)Abitur","Westdeutschland","2","","",""
"Nein","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2018","AkademikerIn","Westdeutschland","","","",""
"Nein","2018","AkademikerIn","Ostdeutschland","2","","",""
"Ja","2019","(noch) kein Abschluss","Westdeutschland","409","0.923282774265803","0.899118767766876","0.94744678076473"
"Ja","2019","(noch) kein Abschluss","Ostdeutschland","76","0.980360195312398","0.950326927975017","1.01039346264978"
"Ja","2019","Hauptschule","Westdeutschland","2334","0.950916010601704","0.942418323455656","0.959413697747751"
"Ja","2019","Hauptschule","Ostdeutschland","509","0.952117465969994","0.934158471973984","0.970076459966004"
