year,pgisced97,sampreg,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No answer / don't know,West,Yes,0.95791,68,68,0.90982,1.00599
2012,Pre-primary Level,West,Yes,0.79750,37,37,0.66622,0.92877
2012,Primary Level,West,Yes,0.96141,145,145,0.92995,0.99287
2012,Lower Secondary Level,West,Yes,0.93338,956,1032,0.91816,0.94861
2012,Lower Secondary Level,West,No,0.06662,76,1032,0.05139,0.08184
2012,Lower Secondary Level,East,Yes,0.96865,160,160,0.94157,0.99574
2012,Upper Secondary Level,West,Yes,0.94041,3283,3512,0.93257,0.94824
2012,Upper Secondary Level,West,No,0.05959,229,3512,0.05176,0.06743
2012,Upper Secondary Level,East,Yes,0.95336,1194,1263,0.94172,0.96499
2012,Upper Secondary Level,East,No,0.04664,69,1263,0.03501,0.05828
2012,Post-secondary Non-tertiary Level,West,Yes,0.93123,388,420,0.90700,0.95546
2012,Post-secondary Non-tertiary Level,West,No,0.06877,32,420,0.04454,0.09300
2012,Post-secondary Non-tertiary Level,East,Yes,0.97695,74,74,0.94252,1.01137
2012,First Stage of Tertiary Education,West,Yes,0.95876,393,393,0.93907,0.97844
2012,First Stage of Tertiary Education,East,Yes,0.95912,189,189,0.93081,0.98742
2012,Second Stage of Tertiary Education,West,Yes,0.93049,1047,1137,0.91570,0.94528
2012,Second Stage of Tertiary Education,West,No,0.06951,90,1137,0.05472,0.08430
2012,Second Stage of Tertiary Education,East,Yes,0.94259,498,536,0.92288,0.96230
2012,Second Stage of Tertiary Education,East,No,0.05741,38,536,0.03770,0.07712
2013,No answer / don't know,West,Yes,0.90573,97,97,0.84727,0.96418
2013,Pre-primary Level,West,Yes,0.99583,49,49,0.97760,1.01406
2013,Primary Level,West,Yes,0.94593,218,218,0.91584,0.97602
2013,Lower Secondary Level,West,Yes,0.94737,1068,1145,0.93444,0.96031
2013,Lower Secondary Level,West,No,0.05263,77,1145,0.03969,0.06556
2013,Lower Secondary Level,East,Yes,0.96990,157,157,0.94309,0.99671
2013,Upper Secondary Level,West,Yes,0.93733,3265,3475,0.92927,0.94539
2013,Upper Secondary Level,West,No,0.06267,210,3475,0.05461,0.07073
2013,Upper Secondary Level,East,Yes,0.95522,1132,1197,0.94350,0.96694
2013,Upper Secondary Level,East,No,0.04478,65,1197,0.03306,0.05650
2013,Post-secondary Non-tertiary Level,West,Yes,0.95849,460,460,0.94024,0.97673
2013,Post-secondary Non-tertiary Level,East,Yes,0.96063,71,71,0.91507,1.00619
2013,First Stage of Tertiary Education,West,Yes,0.94889,373,404,0.92738,0.97039
2013,First Stage of Tertiary Education,West,No,0.05111,31,404,0.02961,0.07262
2013,First Stage of Tertiary Education,East,Yes,0.97076,166,166,0.94505,0.99646
2013,Second Stage of Tertiary Education,West,Yes,0.93916,1050,1146,0.92532,0.95301
2013,Second Stage of Tertiary Education,West,No,0.06084,96,1146,0.04699,0.07468
2013,Second Stage of Tertiary Education,East,Yes,0.95376,436,467,0.93469,0.97283
2013,Second Stage of Tertiary Education,East,No,0.04624,31,467,0.02717,0.06531
2015,No answer / don't know,West,Yes,0.89562,106,106,0.83714,0.95410
2015,Pre-primary Level,West,Yes,0.62888,34,34,0.46405,0.79372
2015,Primary Level,West,Yes,0.94647,167,167,0.91222,0.98071
2015,Lower Secondary Level,West,Yes,0.92044,880,943,0.90316,0.93772
2015,Lower Secondary Level,West,No,0.07956,63,943,0.06228,0.09684
2015,Lower Secondary Level,East,Yes,0.95176,145,145,0.91677,0.98676
2015,Upper Secondary Level,West,Yes,0.89780,2994,3320,0.88750,0.90811
2015,Upper Secondary Level,West,No,0.10220,326,3320,0.09189,0.11250
2015,Upper Secondary Level,East,Yes,0.90212,1079,1170,0.88508,0.91915
2015,Upper Secondary Level,East,No,0.09788,91,1170,0.08085,0.11492
2015,Post-secondary Non-tertiary Level,West,Yes,0.88895,428,470,0.86052,0.91739
2015,Post-secondary Non-tertiary Level,West,No,0.11105,42,470,0.08261,0.13948
2015,Post-secondary Non-tertiary Level,East,Yes,0.85567,52,52,0.75922,0.95212
2015,First Stage of Tertiary Education,West,Yes,0.88569,357,395,0.85427,0.91711
2015,First Stage of Tertiary Education,West,No,0.11431,38,395,0.08289,0.14573
2015,First Stage of Tertiary Education,East,Yes,0.90119,148,148,0.85295,0.94943
2015,Second Stage of Tertiary Education,West,Yes,0.89768,998,1138,0.88006,0.91530
2015,Second Stage of Tertiary Education,West,No,0.10232,140,1138,0.08470,0.11994
2015,Second Stage of Tertiary Education,East,Yes,0.89989,414,457,0.87234,0.92744
2015,Second Stage of Tertiary Education,East,No,0.10011,43,457,0.07256,0.12766
2017,No answer / don't know,West,Yes,0.89102,107,107,0.83169,0.95034
2017,Pre-primary Level,West,Yes,0.84135,35,35,0.71855,0.96416
2017,Primary Level,West,Yes,0.96607,305,305,0.94572,0.98642
2017,Primary Level,East,Yes,0.99518,33,33,0.97119,1.01917
2017,Lower Secondary Level,West,Yes,0.94613,896,955,0.93181,0.96046
2017,Lower Secondary Level,West,No,0.05387,59,955,0.03954,0.06819
2017,Lower Secondary Level,East,Yes,0.95083,156,156,0.91679,0.98487
2017,Upper Secondary Level,West,Yes,0.95803,3079,3240,0.95112,0.96493
2017,Upper Secondary Level,West,No,0.04197,161,3240,0.03507,0.04888
2017,Upper Secondary Level,East,Yes,0.96766,1068,1114,0.95726,0.97805
2017,Upper Secondary Level,East,No,0.03234,46,1114,0.02195,0.04274
2017,Post-secondary Non-tertiary Level,West,Yes,0.92170,466,503,0.89820,0.94520
2017,Post-secondary Non-tertiary Level,West,No,0.07830,37,503,0.05480,0.10180
2017,First Stage of Tertiary Education,West,Yes,0.96320,373,373,0.94407,0.98233
2017,First Stage of Tertiary Education,East,Yes,0.93117,159,159,0.89169,0.97065
2017,Second Stage of Tertiary Education,West,Yes,0.92608,1095,1196,0.91124,0.94091
2017,Second Stage of Tertiary Education,West,No,0.07392,101,1196,0.05909,0.08876
2017,Second Stage of Tertiary Education,East,Yes,0.92238,422,458,0.89784,0.94691
2017,Second Stage of Tertiary Education,East,No,0.07762,36,458,0.05309,0.10216
2019,No answer / don't know,West,Yes,0.94638,131,131,0.90766,0.98510
2019,No answer / don't know,East,Yes,0.98595,36,36,0.94695,1.02494
2019,Primary Level,West,Yes,0.92122,356,408,0.89504,0.94739
2019,Primary Level,West,No,0.07878,52,408,0.05261,0.10496
2019,Primary Level,East,Yes,0.99208,60,60,0.96945,1.01470
2019,Lower Secondary Level,West,Yes,0.94851,834,891,0.93399,0.96303
2019,Lower Secondary Level,West,No,0.05149,57,891,0.03697,0.06601
2019,Lower Secondary Level,East,Yes,0.94963,167,167,0.91636,0.98290
2019,Upper Secondary Level,West,Yes,0.94675,3051,3274,0.93906,0.95444
2019,Upper Secondary Level,West,No,0.05325,223,3274,0.04556,0.06094
2019,Upper Secondary Level,East,Yes,0.94838,1074,1142,0.93554,0.96122
2019,Upper Secondary Level,East,No,0.05162,68,1142,0.03878,0.06446
2019,Post-secondary Non-tertiary Level,West,Yes,0.91771,496,546,0.89463,0.94078
2019,Post-secondary Non-tertiary Level,West,No,0.08229,50,546,0.05922,0.10537
2019,Post-secondary Non-tertiary Level,East,Yes,0.87507,83,83,0.80351,0.94664
2019,First Stage of Tertiary Education,West,Yes,0.93514,371,371,0.91005,0.96024
2019,First Stage of Tertiary Education,East,Yes,0.90978,152,152,0.86409,0.95548
2019,Second Stage of Tertiary Education,West,Yes,0.94076,1256,1387,0.92833,0.95319
2019,Second Stage of Tertiary Education,West,No,0.05924,131,1387,0.04681,0.07167
2019,Second Stage of Tertiary Education,East,Yes,0.88515,490,535,0.85810,0.91219
2019,Second Stage of Tertiary Education,East,No,0.11485,45,535,0.08781,0.14190
2021,No answer / don't know,West,Yes,0.95664,131,131,0.92163,0.99165
2021,Primary Level,West,Yes,0.96209,213,250,0.93837,0.98581
2021,Primary Level,West,No,0.03791,37,250,0.01419,0.06163
2021,Primary Level,East,Yes,0.94670,31,31,0.86632,1.02708
2021,Lower Secondary Level,West,Yes,0.93395,491,538,0.91294,0.95495
2021,Lower Secondary Level,West,No,0.06605,47,538,0.04505,0.08706
2021,Lower Secondary Level,East,Yes,0.99266,102,102,0.97601,1.00931
2021,Upper Secondary Level,West,Yes,0.92865,1827,1989,0.91734,0.93997
2021,Upper Secondary Level,West,No,0.07135,162,1989,0.06003,0.08266
2021,Upper Secondary Level,East,Yes,0.94781,614,651,0.93071,0.96491
2021,Upper Secondary Level,East,No,0.05219,37,651,0.03509,0.06929
2021,Post-secondary Non-tertiary Level,West,Yes,0.92441,345,386,0.89801,0.95082
2021,Post-secondary Non-tertiary Level,West,No,0.07559,41,386,0.04918,0.10199
2021,Post-secondary Non-tertiary Level,East,Yes,0.93404,52,52,0.86591,1.00216
2021,First Stage of Tertiary Education,West,Yes,0.86082,214,214,0.81434,0.90731
2021,First Stage of Tertiary Education,East,Yes,0.87553,97,97,0.80950,0.94157
