year,quintil_oecd,ple0162,proportion,n,lower_confidence,upper_confidence
2012,3. Quintil,Ja,0.21046242136629512,40229,0.20647896433570986,0.21444587839688037
2012,5. Quintil,Ja,0.20825515947467166,40229,0.20428711109442269,0.21222320785492063
2012,4. Quintil,Ja,0.2006401059485708,40229,0.19672659543914753,0.20455361645799405
2012,2. Quintil,Ja,0.18938307030129126,40229,0.18555425105625084,0.19321188954633167
2012,1. Quintil,Ja,0.12581392782253614,40229,0.12257312390848661,0.12905473173658566
2012,5. Quintil,Nein,0.01820991060589339,40229,0.016903289462331657,0.019516531749455123
2012,4. Quintil,Nein,0.015781922525107604,40229,0.014564021278179887,0.01699982377203532
2012,3. Quintil,Nein,0.011698488025604237,40229,0.010647746127253397,0.012749229923955078
2012,2. Quintil,Nein,0.011367398741860721,40229,0.010331459072722106,0.012403338410999337
2012,1. Quintil,Nein,0.008387595188169077,40229,0.007496393174249005,0.00927879720208915
2013,4. Quintil,Ja,0.20941894690940804,44486,0.20563778234471763,0.21320011147409845
2013,3. Quintil,Ja,0.208982884552491,44486,0.20520461713959123,0.21276115196539078
2013,5. Quintil,Ja,0.2044042298048621,44486,0.20065678224152425,0.20815167736819992
2013,2. Quintil,Ja,0.17791344162215197,44486,0.17435952244669556,0.1814673607976084
2013,1. Quintil,Ja,0.13528834623351138,44486,0.13210993386105052,0.13846675860597224
2013,4. Quintil,Nein,0.015916276027471928,44486,0.014753272188722664,0.01707927986622119
2013,5. Quintil,Nein,0.014717104545950072,44486,0.013598089175671063,0.01583611991622908
2013,3. Quintil,Nein,0.013626948653657473,44486,0.012549580084142989,0.014704317223171958
2013,2. Quintil,Nein,0.011119590101384498,44486,0.01014513761417392,0.012094042588595076
2013,1. Quintil,Nein,0.008612231549111523,44486,0.007753566037685574,0.009470897060537473
2015,5. Quintil,Ja,0.22028617585968152,38036,0.21612112900893574,0.2244512227104273
2015,4. Quintil,Ja,0.21474728825294254,38036,0.210620357149791,0.21887421935609408
2015,3. Quintil,Ja,0.19166858989153013,38036,0.187712839740538,0.19562434004252224
2015,2. Quintil,Ja,0.15958919916916686,38036,0.15590870433651252,0.1632696940018212
2015,1. Quintil,Ja,0.1198938379875375,38036,0.11662927829370856,0.12315839768136644
2015,5. Quintil,Nein,0.03161781675513501,38036,0.029859294024801322,0.0333763394854687
2015,4. Quintil,Nein,0.025848142164781908,38036,0.024253414051692204,0.027442870277871612
2015,3. Quintil,Nein,0.015116547426725132,38036,0.013890302064501219,0.016342792788949047
2015,2. Quintil,Nein,0.011885529656127394,38036,0.010796420142662893,0.012974639169591896
2015,1. Quintil,Nein,0.009346872836372028,38036,0.008379814603690978,0.010313931069053078
2017,5. Quintil,Ja,0.26980169971671386,45410,0.2657192290783302,0.27388417035509754
2017,4. Quintil,Ja,0.22674220963172806,45410,0.22289089801383108,0.23059352124962504
2017,3. Quintil,Ja,0.1875354107648725,45410,0.18394516496143828,0.19112565656830674
2017,2. Quintil,Ja,0.12328611898016997,45410,0.12026222644806794,0.126310011512272
2017,1. Quintil,Ja,0.09858356940509914,45410,0.09584170909698847,0.10132542971320982
