year,pgisced97,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,No answer / don't know,Yes,0.95310,82,82,0.90706,0.99914
2012,Pre-primary Level,Yes,0.79524,44,44,0.67462,0.91585
2012,Primary Level,Yes,0.95818,160,160,0.92706,0.98929
2012,Lower Secondary Level,Yes,0.93742,1116,1199,0.92370,0.95114
2012,Lower Secondary Level,No,0.06258,83,1199,0.04886,0.07630
2012,Upper Secondary Level,Yes,0.94314,4477,4775,0.93657,0.94971
2012,Upper Secondary Level,No,0.05686,298,4775,0.05029,0.06343
2012,Post-secondary Non-tertiary Level,Yes,0.93655,462,496,0.91507,0.95802
2012,Post-secondary Non-tertiary Level,No,0.06345,34,496,0.04198,0.08493
2012,First Stage of Tertiary Education,Yes,0.95886,582,582,0.94270,0.97501
2012,Second Stage of Tertiary Education,Yes,0.93378,1545,1673,0.92186,0.94570
2012,Second Stage of Tertiary Education,No,0.06622,128,1673,0.05430,0.07814
2013,No answer / don't know,Yes,0.90861,111,111,0.85476,0.96246
2013,Pre-primary Level,Yes,0.99647,57,57,0.98094,1.01200
2013,Primary Level,Yes,0.94243,242,242,0.91302,0.97184
2013,Lower Secondary Level,Yes,0.94985,1225,1311,0.93803,0.96167
2013,Lower Secondary Level,No,0.05015,86,1311,0.03833,0.06197
2013,Upper Secondary Level,Yes,0.94116,4397,4672,0.93442,0.94791
2013,Upper Secondary Level,No,0.05884,275,4672,0.05209,0.06558
2013,Post-secondary Non-tertiary Level,Yes,0.95871,531,531,0.94178,0.97565
2013,First Stage of Tertiary Education,Yes,0.95471,539,577,0.93773,0.97169
2013,First Stage of Tertiary Education,No,0.04529,38,577,0.02831,0.06227
2013,Second Stage of Tertiary Education,Yes,0.94287,1486,1613,0.93154,0.95420
2013,Second Stage of Tertiary Education,No,0.05713,127,1613,0.04580,0.06846
2015,No answer / don't know,Yes,0.89278,130,130,0.83938,0.94617
2015,Pre-primary Level,Yes,0.59951,38,38,0.44162,0.75740
2015,Primary Level,Yes,0.95064,191,191,0.91984,0.98144
2015,Lower Secondary Level,Yes,0.92395,1025,1095,0.90824,0.93966
2015,Lower Secondary Level,No,0.07605,70,1095,0.06034,0.09176
2015,Upper Secondary Level,Yes,0.89877,4073,4490,0.88994,0.90759
2015,Upper Secondary Level,No,0.10123,417,4490,0.09241,0.11006
2015,Post-secondary Non-tertiary Level,Yes,0.88633,480,530,0.85928,0.91338
2015,Post-secondary Non-tertiary Level,No,0.11367,50,530,0.08662,0.14072
2015,First Stage of Tertiary Education,Yes,0.88952,505,554,0.86339,0.91565
2015,First Stage of Tertiary Education,No,0.11048,49,554,0.08435,0.13661
2015,Second Stage of Tertiary Education,Yes,0.89820,1412,1595,0.88336,0.91305
2015,Second Stage of Tertiary Education,No,0.10180,183,1595,0.08695,0.11664
2017,No answer / don't know,Yes,0.90710,135,135,0.85795,0.95625
2017,Pre-primary Level,Yes,0.87681,40,40,0.77366,0.97996
2017,Primary Level,Yes,0.96879,338,338,0.95023,0.98736
2017,Lower Secondary Level,Yes,0.94668,1052,1121,0.93352,0.95983
2017,Lower Secondary Level,No,0.05332,69,1121,0.04017,0.06648
2017,Upper Secondary Level,Yes,0.95996,4147,4354,0.95413,0.96578
2017,Upper Secondary Level,No,0.04004,207,4354,0.03422,0.04587
2017,Post-secondary Non-tertiary Level,Yes,0.92986,541,578,0.90903,0.95070
2017,Post-secondary Non-tertiary Level,No,0.07014,37,578,0.04930,0.09097
2017,First Stage of Tertiary Education,Yes,0.95549,532,532,0.93795,0.97303
2017,Second Stage of Tertiary Education,Yes,0.92528,1517,1654,0.91260,0.93795
2017,Second Stage of Tertiary Education,No,0.07472,137,1654,0.06205,0.08740
2019,No answer / don't know,Yes,0.95116,167,167,0.91837,0.98395
2019,Pre-primary Level,Yes,0.96583,37,37,0.90648,1.02517
2019,Primary Level,Yes,0.92992,417,474,0.90691,0.95293
2019,Primary Level,No,0.07008,57,474,0.04707,0.09309
2019,Lower Secondary Level,Yes,0.94868,1004,1074,0.93547,0.96188
2019,Lower Secondary Level,No,0.05132,70,1074,0.03812,0.06453
2019,Upper Secondary Level,Yes,0.94714,4138,4429,0.94055,0.95373
2019,Upper Secondary Level,No,0.05286,291,4429,0.04627,0.05945
2019,Post-secondary Non-tertiary Level,Yes,0.91342,582,641,0.89163,0.93521
2019,Post-secondary Non-tertiary Level,No,0.08658,59,641,0.06479,0.10837
2019,First Stage of Tertiary Education,Yes,0.92825,523,523,0.90611,0.95039
2019,Second Stage of Tertiary Education,Yes,0.92775,1757,1934,0.91621,0.93929
2019,Second Stage of Tertiary Education,No,0.07225,177,1934,0.06071,0.08379
2021,No answer / don't know,Yes,0.95059,155,155,0.91636,0.98482
2021,Primary Level,Yes,0.96055,244,286,0.93795,0.98315
2021,Primary Level,No,0.03945,42,286,0.01685,0.06205
2021,Lower Secondary Level,Yes,0.94052,593,642,0.92221,0.95883
2021,Lower Secondary Level,No,0.05948,49,642,0.04117,0.07779
2021,Upper Secondary Level,Yes,0.93253,2441,2640,0.92296,0.94210
2021,Upper Secondary Level,No,0.06747,199,2640,0.05790,0.07704
2021,Post-secondary Non-tertiary Level,Yes,0.92549,397,441,0.90095,0.95002
2021,Post-secondary Non-tertiary Level,No,0.07451,44,441,0.04998,0.09905
2021,First Stage of Tertiary Education,Yes,0.86490,311,345,0.82878,0.90103
2021,First Stage of Tertiary Education,No,0.13510,34,345,0.09897,0.17122
2021,Second Stage of Tertiary Education,Yes,0.91125,1172,1291,0.89573,0.92677
2021,Second Stage of Tertiary Education,No,0.08875,119,1291,0.07323,0.10427
2022,No answer / don't know,Yes,0.76802,37,37,0.63013,0.90590
2022,Primary Level,Yes,0.76051,120,154,0.69288,0.82813
2022,Primary Level,No,0.23949,34,154,0.17187,0.30712
2022,Lower Secondary Level,Yes,0.65716,48,48,0.52145,0.79286
2022,Upper Secondary Level,Yes,0.77022,37,37,0.63280,0.90765
2022,Second Stage of Tertiary Education,Yes,0.93668,36,36,0.85600,1.01737
