year,age_gr,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Agree completely,0.01219,66,1134,0.00580,0.01859
1990,17-29 y.,Agree,0.04117,227,1134,0.02960,0.05274
1990,17-29 y.,Disagree,0.07994,442,1134,0.06415,0.09573
1990,17-29 y.,Disagree completely,0.07328,399,1134,0.05811,0.08846
1990,30-45 y.,Agree completely,0.01126,83,1506,0.00593,0.01660
1990,30-45 y.,Agree,0.03605,280,1506,0.02663,0.04547
1990,30-45 y.,Disagree,0.07179,554,1506,0.05874,0.08483
1990,30-45 y.,Disagree completely,0.07856,589,1506,0.06497,0.09216
1990,46-65 y.,Agree completely,0.01921,132,1338,0.01185,0.02657
1990,46-65 y.,Agree,0.04398,304,1338,0.03299,0.05497
1990,46-65 y.,Disagree,0.06944,464,1338,0.05582,0.08307
1990,46-65 y.,Disagree completely,0.06400,438,1338,0.05088,0.07712
1990,66 and older,Agree completely,0.03241,70,416,0.01537,0.04945
1990,66 and older,Agree,0.03724,85,416,0.01902,0.05546
1990,66 and older,Disagree,0.05213,125,416,0.03075,0.07352
1990,66 and older,Disagree completely,0.05171,136,416,0.03040,0.07301
1991,17-29 y.,Agree completely,0.00835,47,996,0.00269,0.01400
1991,17-29 y.,Agree,0.04449,202,996,0.03168,0.05730
1991,17-29 y.,Disagree,0.08655,427,996,0.06907,0.10402
1991,17-29 y.,Disagree completely,0.07054,320,996,0.05463,0.08645
1991,30-45 y.,Agree completely,0.01209,88,1486,0.00653,0.01765
1991,30-45 y.,Agree,0.03939,296,1486,0.02950,0.04928
1991,30-45 y.,Disagree,0.07995,598,1486,0.06616,0.09375
1991,30-45 y.,Disagree completely,0.07064,504,1486,0.05761,0.08367
1991,46-65 y.,Agree completely,0.02235,132,1265,0.01420,0.03050
1991,46-65 y.,Agree,0.06027,338,1265,0.04715,0.07339
1991,46-65 y.,Disagree,0.08546,509,1265,0.07004,0.10087
1991,46-65 y.,Disagree completely,0.04948,286,1265,0.03752,0.06143
1991,66 and older,Agree completely,0.03596,77,388,0.01741,0.05451
1991,66 and older,Agree,0.04879,114,388,0.02733,0.07025
1991,66 and older,Disagree,0.05635,119,388,0.03338,0.07933
1991,66 and older,Disagree completely,0.03310,78,388,0.01528,0.05092
1992,17-29 y.,Agree completely,0.02807,86,2695,0.02184,0.03431
1992,17-29 y.,Agree,0.08858,276,2695,0.07785,0.09931
1992,17-29 y.,Disagree,0.29332,910,2695,0.27613,0.31052
1992,17-29 y.,Disagree completely,0.49260,1423,2695,0.47373,0.51148
1992,30-45 y.,Agree completely,0.03765,131,3600,0.03143,0.04387
1992,30-45 y.,Agree,0.09411,426,3600,0.08457,0.10365
1992,30-45 y.,Disagree,0.27417,1148,3600,0.25960,0.28875
1992,30-45 y.,Disagree completely,0.52744,1895,3600,0.51113,0.54375
1992,46-65 y.,Agree completely,0.05712,218,3250,0.04914,0.06510
1992,46-65 y.,Agree,0.13936,570,3250,0.12745,0.15127
1992,46-65 y.,Disagree,0.28803,1055,3250,0.27246,0.30360
1992,46-65 y.,Disagree completely,0.43748,1407,3250,0.42042,0.45453
1992,66 and older,Agree completely,0.09084,141,1388,0.07572,0.10597
1992,66 and older,Agree,0.22018,329,1388,0.19837,0.24199
1992,66 and older,Disagree,0.27473,385,1388,0.25123,0.29822
1992,66 and older,Disagree completely,0.38615,533,1388,0.36053,0.41178
1993,17-29 y.,Agree completely,0.04931,168,3455,0.04209,0.05654
1993,17-29 y.,Agree,0.11198,428,3455,0.10147,0.12250
1993,17-29 y.,Disagree,0.35337,1238,3455,0.33743,0.36931
1993,17-29 y.,Disagree completely,0.47799,1621,3455,0.46133,0.49465
