year,sex,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Agree completely,0.01185,142,2094,0.00721,0.01649
1990,male,Agree,0.03039,398,2094,0.02303,0.03774
1990,male,Disagree,0.05605,757,2094,0.04620,0.06591
1990,male,Disagree completely,0.05892,797,2094,0.04883,0.06901
1990,female,Agree completely,0.01705,209,2300,0.01176,0.02234
1990,female,Agree,0.03537,498,2300,0.02782,0.04292
1990,female,Disagree,0.05851,828,2300,0.04892,0.06811
1990,female,Disagree completely,0.05328,765,2300,0.04410,0.06246
1991,male,Agree completely,0.01283,142,1983,0.00788,0.01779
1991,male,Agree,0.03725,424,1983,0.02891,0.04558
1991,male,Disagree,0.06573,799,1983,0.05482,0.07664
1991,male,Disagree completely,0.05045,618,1983,0.04081,0.06008
1991,female,Agree completely,0.01782,202,2152,0.01223,0.02341
1991,female,Agree,0.04306,526,2152,0.03448,0.05164
1991,female,Disagree,0.06457,854,2152,0.05419,0.07496
1991,female,Disagree completely,0.04414,570,2152,0.03546,0.05282
1992,male,Agree completely,0.03384,233,5200,0.02893,0.03876
1992,male,Agree,0.09372,677,5200,0.08580,0.10165
1992,male,Disagree,0.22892,1669,5200,0.21750,0.24034
1992,male,Disagree completely,0.39458,2621,5200,0.38129,0.40786
1992,female,Agree completely,0.05007,343,5733,0.04442,0.05571
1992,female,Agree,0.11934,924,5733,0.11095,0.12774
1992,female,Disagree,0.23710,1829,5733,0.22609,0.24811
1992,female,Disagree completely,0.37390,2637,5733,0.36138,0.38643
1993,male,Agree completely,0.05428,395,6310,0.04869,0.05987
1993,male,Agree,0.11938,961,6310,0.11138,0.12738
1993,male,Disagree,0.27372,2182,6310,0.26272,0.28472
1993,male,Disagree completely,0.35942,2772,6310,0.34758,0.37126
1993,female,Agree completely,0.07000,537,6676,0.06388,0.07612
1993,female,Agree,0.14241,1186,6676,0.13402,0.15079
1993,female,Disagree,0.27902,2342,6676,0.26826,0.28978
1993,female,Disagree completely,0.33036,2611,6676,0.31907,0.34164
1995,male,Agree completely,0.03981,284,6357,0.03501,0.04462
1995,male,Agree,0.09616,800,6357,0.08891,0.10340
1995,male,Disagree,0.27547,2271,6357,0.26449,0.28645
1995,male,Disagree completely,0.38949,3002,6357,0.37750,0.40148
1995,female,Agree completely,0.05790,415,6816,0.05236,0.06345
1995,female,Agree,0.12227,1031,6816,0.11449,0.13005
1995,female,Disagree,0.27839,2349,6816,0.26774,0.28903
1995,female,Disagree completely,0.36566,3021,6816,0.35422,0.37709
1996,male,Agree completely,0.03029,241,6251,0.02604,0.03454
1996,male,Agree,0.10102,800,6251,0.09355,0.10849
1996,male,Disagree,0.31342,2484,6251,0.30192,0.32492
1996,male,Disagree completely,0.35747,2726,6251,0.34559,0.36935
1996,female,Agree completely,0.04654,349,6718,0.04150,0.05158
1996,female,Agree,0.12411,1002,6718,0.11623,0.13200
1996,female,Disagree,0.30724,2576,6718,0.29621,0.31827
1996,female,Disagree completely,0.34815,2791,6718,0.33676,0.35954
1997,male,Agree completely,0.03878,251,6166,0.03396,0.04360
1997,male,Agree,0.11045,856,6166,0.10262,0.11827
1997,male,Disagree,0.28952,2337,6166,0.27820,0.30084
1997,male,Disagree completely,0.36441,2722,6166,0.35240,0.37643
1997,female,Agree completely,0.05600,379,6572,0.05044,0.06156
1997,female,Agree,0.12151,996,6572,0.11361,0.12941
1997,female,Disagree,0.29683,2472,6572,0.28578,0.30787
1997,female,Disagree completely,0.35062,2725,6572,0.33908,0.36215
2008,male,Agree completely,0.03571,366,9154,0.03191,0.03952
2008,male,Agree,0.11571,1217,9154,0.10916,0.12226
2008,male,Disagree,0.31525,3449,9154,0.30573,0.32477
2008,male,Disagree completely,0.35837,4122,9154,0.34855,0.36820
2008,female,Agree completely,0.04422,480,10028,0.04019,0.04824
2008,female,Agree,0.12959,1400,10028,0.12301,0.13616
2008,female,Disagree,0.31104,3722,10028,0.30198,0.32010
2008,female,Disagree completely,0.35353,4426,10028,0.34417,0.36289
2013,male,Agree completely,0.02943,360,8782,0.02590,0.03297
2013,male,Agree,0.06707,802,8782,0.06184,0.07231
2013,male,Disagree,0.24017,2939,8782,0.23123,0.24910
2013,male,Disagree completely,0.36403,4681,8782,0.35396,0.37409
2013,female,Agree completely,0.03890,454,9953,0.03510,0.04270
2013,female,Agree,0.07308,963,9953,0.06797,0.07820
2013,female,Disagree,0.22386,3151,9953,0.21567,0.23205
2013,female,Disagree completely,0.37274,5385,9953,0.36324,0.38224
2018,male,Agree completely,0.03275,496,11696,0.02953,0.03598
2018,male,Agree,0.09416,1295,11696,0.08887,0.09945
2018,male,Disagree,0.30282,4222,11696,0.29450,0.31115
2018,male,Disagree completely,0.39180,5683,11696,0.38295,0.40065
2018,female,Agree completely,0.04227,618,13704,0.03890,0.04564
2018,female,Agree,0.09679,1454,13704,0.09184,0.10174
2018,female,Disagree,0.28699,4734,13704,0.27941,0.29456
2018,female,Disagree completely,0.41156,6898,13704,0.40332,0.41980
