year,regtyp,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,Agree completely,0.00886,136,1455,0.00405,0.01368
1990,Urban regions,Agree,0.01641,294,1455,0.00988,0.02294
1990,Urban regions,Disagree,0.02833,512,1455,0.01980,0.03686
1990,Urban regions,Disagree completely,0.02784,513,1455,0.01938,0.03629
1990,Rural regions,Agree completely,0.02631,209,2852,0.02044,0.03219
1990,Rural regions,Agree,0.06700,584,2852,0.05782,0.07618
1990,Rural regions,Disagree,0.11685,1040,2852,0.10506,0.12865
1990,Rural regions,Disagree completely,0.11398,1019,2852,0.10231,0.12564
1991,Urban regions,Agree completely,0.00768,106,1338,0.00300,0.01235
1991,Urban regions,Agree,0.01945,278,1338,0.01205,0.02686
1991,Urban regions,Disagree,0.03046,516,1338,0.02125,0.03967
1991,Urban regions,Disagree completely,0.02754,438,1338,0.01877,0.03631
1991,Rural regions,Agree completely,0.03107,231,2708,0.02453,0.03761
1991,Rural regions,Agree,0.08226,655,2708,0.07191,0.09261
1991,Rural regions,Disagree,0.13379,1101,2708,0.12096,0.14661
1991,Rural regions,Disagree completely,0.08515,721,2708,0.07464,0.09567
1992,Urban regions,Agree completely,0.03805,301,6571,0.03343,0.04268
1992,Urban regions,Agree,0.08537,742,6571,0.07861,0.09212
1992,Urban regions,Disagree,0.21842,1975,6571,0.20843,0.22841
1992,Urban regions,Disagree completely,0.41186,3553,6571,0.39996,0.42376
1992,Rural regions,Agree completely,0.05122,270,4244,0.04459,0.05785
1992,Rural regions,Agree,0.15256,838,4244,0.14174,0.16338
1992,Rural regions,Disagree,0.26429,1481,4244,0.25102,0.27756
1992,Rural regions,Disagree completely,0.32547,1655,4244,0.31137,0.33957
1993,Urban regions,Agree completely,0.06050,581,8496,0.05543,0.06557
1993,Urban regions,Agree,0.11906,1299,8496,0.11217,0.12595
1993,Urban regions,Disagree,0.26106,2770,8496,0.25172,0.27040
1993,Urban regions,Disagree completely,0.37508,3846,8496,0.36479,0.38538
1993,Rural regions,Agree completely,0.06629,351,4490,0.05901,0.07357
1993,Rural regions,Agree,0.15724,848,4490,0.14659,0.16788
1993,Rural regions,Disagree,0.30943,1754,4490,0.29591,0.32296
1993,Rural regions,Disagree completely,0.27892,1537,4490,0.26580,0.29204
1995,Urban regions,Agree completely,0.04653,439,8635,0.04209,0.05098
1995,Urban regions,Agree,0.10190,1132,8635,0.09552,0.10828
1995,Urban regions,Disagree,0.26220,2825,8635,0.25292,0.27148
1995,Urban regions,Disagree completely,0.40542,4239,8635,0.39506,0.41577
1995,Rural regions,Agree completely,0.05449,260,4538,0.04789,0.06110
1995,Rural regions,Agree,0.12575,699,4538,0.11610,0.13540
1995,Rural regions,Disagree,0.30830,1795,4538,0.29486,0.32174
1995,Rural regions,Disagree completely,0.31756,1784,4538,0.30401,0.33111
