year,pgisced97,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,Agree completely,0.01842,63,511,0.00675,0.03009
1990,Lower Secondary Level,Agree,0.02775,124,511,0.01350,0.04201
1990,Lower Secondary Level,Disagree,0.04296,184,511,0.02536,0.06056
1990,Lower Secondary Level,Disagree completely,0.03032,140,511,0.01544,0.04521
1990,Upper Secondary Level,Agree completely,0.01906,209,2509,0.01371,0.02441
1990,Upper Secondary Level,Agree,0.04332,523,2509,0.03535,0.05129
1990,Upper Secondary Level,Disagree,0.07173,876,2509,0.06163,0.08183
1990,Upper Secondary Level,Disagree completely,0.07380,901,2509,0.06357,0.08403
1990,Post-secondary Non-tertiary Level,Disagree,0.04948,32,64,-0.00407,0.10303
1990,Post-secondary Non-tertiary Level,Disagree completely,0.05335,32,64,-0.00215,0.10884
1990,First Stage of Tertiary Education,Agree,0.03401,45,232,0.01064,0.05739
1990,First Stage of Tertiary Education,Disagree,0.05649,80,232,0.02672,0.08627
1990,First Stage of Tertiary Education,Disagree completely,0.07553,107,232,0.04145,0.10961
1990,Second Stage of Tertiary Education,Agree completely,0.01838,50,990,0.01001,0.02675
1990,Second Stage of Tertiary Education,Agree,0.06773,178,990,0.05207,0.08339
1990,Second Stage of Tertiary Education,Disagree,0.14536,393,990,0.12340,0.16733
1990,Second Stage of Tertiary Education,Disagree completely,0.13702,369,990,0.11559,0.15845
1991,Lower Secondary Level,Agree completely,0.02018,72,452,0.00720,0.03316
1991,Lower Secondary Level,Agree,0.03185,116,452,0.01564,0.04805
1991,Lower Secondary Level,Disagree,0.04187,164,452,0.02339,0.06036
1991,Lower Secondary Level,Disagree completely,0.02453,100,452,0.01025,0.03881
1991,Upper Secondary Level,Agree completely,0.02070,205,2358,0.01495,0.02645
1991,Upper Secondary Level,Agree,0.05431,569,2358,0.04517,0.06346
1991,Upper Secondary Level,Disagree,0.08413,923,2358,0.07292,0.09534
1991,Upper Secondary Level,Disagree completely,0.06118,661,2358,0.05151,0.07086
1991,Post-secondary Non-tertiary Level,Disagree,0.05210,32,32,-0.02613,0.13033
1991,First Stage of Tertiary Education,Agree,0.04164,53,217,0.01500,0.06829
1991,First Stage of Tertiary Education,Disagree,0.07128,99,217,0.03697,0.10559
1991,First Stage of Tertiary Education,Disagree completely,0.05077,65,217,0.02150,0.08005
1991,Second Stage of Tertiary Education,Agree completely,0.01670,43,951,0.00855,0.02484
1991,Second Stage of Tertiary Education,Agree,0.07509,178,951,0.05833,0.09185
1991,Second Stage of Tertiary Education,Disagree,0.15552,409,951,0.13248,0.17857
1991,Second Stage of Tertiary Education,Disagree completely,0.12118,321,951,0.10043,0.14193
1992,Pre-primary Level,Disagree,0.29109,54,130,0.21269,0.36948
1992,Pre-primary Level,Disagree completely,0.54338,76,130,0.45742,0.62934
1992,Primary Level,Disagree completely,0.15711,41,41,0.04434,0.26989
1992,Lower Secondary Level,Agree completely,0.06678,140,1932,0.05564,0.07791
1992,Lower Secondary Level,Agree,0.15876,345,1932,0.14246,0.17506
1992,Lower Secondary Level,Disagree,0.27922,632,1932,0.25921,0.29923
1992,Lower Secondary Level,Disagree completely,0.37957,815,1932,0.35793,0.40122
1992,Upper Secondary Level,Agree completely,0.05468,336,6009,0.04893,0.06043
1992,Upper Secondary Level,Agree,0.13854,936,6009,0.12980,0.14727
1992,Upper Secondary Level,Disagree,0.29097,1890,6009,0.27949,0.30246
1992,Upper Secondary Level,Disagree completely,0.47186,2847,6009,0.45924,0.48449
1992,Post-secondary Non-tertiary Level,Disagree,0.27527,89,262,0.22109,0.32946
1992,Post-secondary Non-tertiary Level,Disagree completely,0.53273,173,262,0.47220,0.59326
1992,First Stage of Tertiary Education,Agree completely,0.03763,33,747,0.02398,0.05129
1992,First Stage of Tertiary Education,Agree,0.10397,82,747,0.08207,0.12587
1992,First Stage of Tertiary Education,Disagree,0.31330,238,747,0.28001,0.34658
1992,First Stage of Tertiary Education,Disagree completely,0.53622,394,747,0.50043,0.57201
1992,Second Stage of Tertiary Education,Agree completely,0.02361,40,1608,0.01618,0.03103
1992,Second Stage of Tertiary Education,Agree,0.09357,176,1608,0.07933,0.10781
1992,Second Stage of Tertiary Education,Disagree,0.28721,550,1608,0.26509,0.30933
1992,Second Stage of Tertiary Education,Disagree completely,0.58018,842,1608,0.55605,0.60431
1993,Pre-primary Level,Disagree,0.34073,70,162,0.26752,0.41394
1993,Pre-primary Level,Disagree completely,0.54677,92,162,0.46987,0.62367
1993,Primary Level,Agree completely,0.11500,70,594,0.08932,0.14068
1993,Primary Level,Agree,0.27255,168,594,0.23671,0.30839
1993,Primary Level,Disagree,0.30517,185,594,0.26810,0.34223
1993,Primary Level,Disagree completely,0.27491,171,594,0.23897,0.31084
1993,Lower Secondary Level,Agree completely,0.09339,237,2651,0.08231,0.10447
1993,Lower Secondary Level,Agree,0.21168,552,2651,0.19613,0.22724
1993,Lower Secondary Level,Disagree,0.32304,874,2651,0.30523,0.34084
1993,Lower Secondary Level,Disagree completely,0.35783,988,2651,0.33958,0.37608
1993,Upper Secondary Level,Agree completely,0.06857,432,6618,0.06248,0.07466
1993,Upper Secondary Level,Agree,0.15922,1084,6618,0.15040,0.16804
1993,Upper Secondary Level,Disagree,0.34554,2352,6618,0.33408,0.35700
1993,Upper Secondary Level,Disagree completely,0.41764,2750,6618,0.40576,0.42953
1993,Post-secondary Non-tertiary Level,Agree,0.07320,32,360,0.04625,0.10014
1993,Post-secondary Non-tertiary Level,Disagree,0.32730,132,360,0.27877,0.37584
1993,Post-secondary Non-tertiary Level,Disagree completely,0.53258,196,360,0.48097,0.58420
1993,First Stage of Tertiary Education,Agree completely,0.08680,53,733,0.06640,0.10719
1993,First Stage of Tertiary Education,Agree,0.12345,88,733,0.09962,0.14728
1993,First Stage of Tertiary Education,Disagree,0.33002,249,733,0.29596,0.36409
1993,First Stage of Tertiary Education,Disagree completely,0.44317,343,733,0.40718,0.47916
1993,Second Stage of Tertiary Education,Agree completely,0.06693,96,1629,0.05480,0.07907
1993,Second Stage of Tertiary Education,Agree,0.10512,186,1629,0.09022,0.12002
1993,Second Stage of Tertiary Education,Disagree,0.33142,605,1629,0.30856,0.35429
1993,Second Stage of Tertiary Education,Disagree completely,0.49066,742,1629,0.46637,0.51494
1995,Pre-primary Level,Disagree,0.32262,99,247,0.26420,0.38104
1995,Pre-primary Level,Disagree completely,0.52310,148,247,0.46068,0.58551
1995,Primary Level,Agree completely,0.09170,48,525,0.06699,0.11642
1995,Primary Level,Agree,0.22640,137,525,0.19056,0.26223
1995,Primary Level,Disagree,0.32483,183,525,0.28473,0.36492
