year,age_gr,pgisced97,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Lower Secondary Level,Agree,0.02434,35,172,0.00124,0.04744
1990,17-29 y.,Lower Secondary Level,Disagree,0.06552,79,172,0.02843,0.10261
1990,17-29 y.,Lower Secondary Level,Disagree completely,0.04046,58,172,0.01093,0.06999
1990,17-29 y.,Upper Secondary Level,Agree completely,0.01485,44,705,0.00592,0.02379
1990,17-29 y.,Upper Secondary Level,Agree,0.05355,151,705,0.03692,0.07018
1990,17-29 y.,Upper Secondary Level,Disagree,0.08903,260,705,0.06799,0.11007
1990,17-29 y.,Upper Secondary Level,Disagree completely,0.08928,250,705,0.06822,0.11035
1990,17-29 y.,Second Stage of Tertiary Education,Disagree,0.21652,68,123,0.14343,0.28961
1990,17-29 y.,Second Stage of Tertiary Education,Disagree completely,0.17711,55,123,0.10936,0.24485
1990,30-45 y.,Upper Secondary Level,Agree completely,0.01366,55,856,0.00588,0.02144
1990,30-45 y.,Upper Secondary Level,Agree,0.03925,171,856,0.02623,0.05226
1990,30-45 y.,Upper Secondary Level,Disagree,0.06882,295,856,0.05185,0.08579
1990,30-45 y.,Upper Secondary Level,Disagree completely,0.07824,335,856,0.06024,0.09624
1990,30-45 y.,First Stage of Tertiary Education,Disagree,0.04602,31,82,0.00039,0.09165
1990,30-45 y.,First Stage of Tertiary Education,Disagree completely,0.08576,51,82,0.02478,0.14674
1990,30-45 y.,Second Stage of Tertiary Education,Agree,0.05495,79,462,0.03414,0.07575
1990,30-45 y.,Second Stage of Tertiary Education,Disagree,0.13886,199,462,0.10730,0.17043
1990,30-45 y.,Second Stage of Tertiary Education,Disagree completely,0.13647,184,462,0.10513,0.16781
1990,46-65 y.,Lower Secondary Level,Agree,0.02482,42,132,-0.00182,0.05147
1990,46-65 y.,Lower Secondary Level,Disagree,0.03083,48,132,0.00123,0.06043
1990,46-65 y.,Lower Secondary Level,Disagree completely,0.02682,42,132,-0.00084,0.05449
1990,46-65 y.,Upper Secondary Level,Agree completely,0.02022,75,747,0.01012,0.03031
1990,46-65 y.,Upper Secondary Level,Agree,0.04523,166,747,0.03032,0.06014
1990,46-65 y.,Upper Secondary Level,Disagree,0.07326,267,747,0.05456,0.09196
1990,46-65 y.,Upper Secondary Level,Disagree completely,0.06545,239,747,0.04770,0.08320
1990,46-65 y.,First Stage of Tertiary Education,Disagree,0.07953,37,72,0.01659,0.14247
1990,46-65 y.,First Stage of Tertiary Education,Disagree completely,0.07263,35,72,0.01226,0.13300
1990,46-65 y.,Second Stage of Tertiary Education,Agree,0.08483,67,290,0.05270,0.11695
1990,46-65 y.,Second Stage of Tertiary Education,Disagree,0.13959,108,290,0.09963,0.17955
1990,46-65 y.,Second Stage of Tertiary Education,Disagree completely,0.13894,115,290,0.09906,0.17882
1990,66 and older,Lower Secondary Level,Agree,0.04019,34,108,0.00298,0.07741
1990,66 and older,Lower Secondary Level,Disagree,0.05089,43,108,0.00925,0.09253
1990,66 and older,Lower Secondary Level,Disagree completely,0.03475,31,108,0.00005,0.06945
1990,66 and older,Upper Secondary Level,Agree completely,0.03320,35,201,0.00837,0.05803
1990,66 and older,Upper Secondary Level,Agree,0.03119,35,201,0.00710,0.05528
1990,66 and older,Upper Secondary Level,Disagree,0.04734,54,201,0.01791,0.07677
1990,66 and older,Upper Secondary Level,Disagree completely,0.05894,77,201,0.02630,0.09158
1991,17-29 y.,Lower Secondary Level,Disagree,0.05670,71,125,0.01599,0.09741
1991,17-29 y.,Lower Secondary Level,Disagree completely,0.04327,54,125,0.00746,0.07908
1991,17-29 y.,Upper Secondary Level,Agree completely,0.01232,36,609,0.00355,0.02109
1991,17-29 y.,Upper Secondary Level,Agree,0.05553,128,609,0.03732,0.07373
1991,17-29 y.,Upper Secondary Level,Disagree,0.09968,254,609,0.07587,0.12350
1991,17-29 y.,Upper Secondary Level,Disagree completely,0.08471,191,609,0.06258,0.10685
1991,17-29 y.,Second Stage of Tertiary Education,Disagree,0.22259,57,100,0.14065,0.30454
1991,17-29 y.,Second Stage of Tertiary Education,Disagree completely,0.16728,43,100,0.09376,0.24080
1991,30-45 y.,Upper Secondary Level,Agree completely,0.01384,55,858,0.00602,0.02166
1991,30-45 y.,Upper Secondary Level,Agree,0.04968,202,858,0.03513,0.06423
1991,30-45 y.,Upper Secondary Level,Disagree,0.07873,322,858,0.06070,0.09676
1991,30-45 y.,Upper Secondary Level,Disagree completely,0.07026,279,858,0.05314,0.08737
1991,30-45 y.,First Stage of Tertiary Education,Disagree,0.06789,44,75,0.01057,0.12520
1991,30-45 y.,First Stage of Tertiary Education,Disagree completely,0.05575,31,75,0.00347,0.10802
1991,30-45 y.,Second Stage of Tertiary Education,Agree,0.03459,56,443,0.01755,0.05162
1991,30-45 y.,Second Stage of Tertiary Education,Disagree,0.14862,213,443,0.11546,0.18178
1991,30-45 y.,Second Stage of Tertiary Education,Disagree completely,0.12397,174,443,0.09325,0.15469
1991,46-65 y.,Lower Secondary Level,Agree,0.03387,43,87,-0.00436,0.07210
1991,46-65 y.,Lower Secondary Level,Disagree,0.03152,44,87,-0.00541,0.06845
1991,46-65 y.,Upper Secondary Level,Agree completely,0.02463,73,692,0.01307,0.03618
1991,46-65 y.,Upper Secondary Level,Agree,0.06053,182,692,0.04275,0.07832
1991,46-65 y.,Upper Secondary Level,Disagree,0.09003,284,692,0.06869,0.11137
1991,46-65 y.,Upper Secondary Level,Disagree completely,0.05020,153,692,0.03392,0.06648
1991,46-65 y.,First Stage of Tertiary Education,Disagree,0.10038,44,44,0.01056,0.19020
1991,46-65 y.,Second Stage of Tertiary Education,Agree,0.11434,82,297,0.07809,0.15060
1991,46-65 y.,Second Stage of Tertiary Education,Disagree,0.16985,128,297,0.12707,0.21263
1991,46-65 y.,Second Stage of Tertiary Education,Disagree completely,0.11157,87,297,0.07570,0.14744
1991,66 and older,Lower Secondary Level,Agree,0.04371,32,72,-0.00385,0.09127
1991,66 and older,Lower Secondary Level,Disagree,0.05680,40,72,0.00296,0.11065
1991,66 and older,Upper Secondary Level,Agree completely,0.03727,41,199,0.01089,0.06366
1991,66 and older,Upper Secondary Level,Agree,0.04895,57,199,0.01889,0.07900
1991,66 and older,Upper Secondary Level,Disagree,0.06052,63,199,0.02731,0.09374
1991,66 and older,Upper Secondary Level,Disagree completely,0.03281,38,199,0.00800,0.05763
1992,17-29 y.,Pre-primary Level,Disagree,0.29340,54,130,0.21483,0.37198
1992,17-29 y.,Pre-primary Level,Disagree completely,0.54771,76,130,0.46182,0.63360
1992,17-29 y.,Lower Secondary Level,Agree,0.08777,64,550,0.06410,0.11144
1992,17-29 y.,Lower Secondary Level,Disagree,0.28713,206,550,0.24928,0.32497
1992,17-29 y.,Lower Secondary Level,Disagree completely,0.41758,280,550,0.37633,0.45883
