year,age_gr,quintil_oecd,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,1st Quintile,Agree,0.17150,106,484,0.13789,0.20512
1992,17-29 y.,1st Quintile,Disagree,0.28062,179,484,0.24055,0.32069
1992,17-29 y.,1st Quintile,Disagree completely,0.36213,199,484,0.31927,0.40500
1992,17-29 y.,2nd Quintile,Agree,0.09029,63,556,0.06644,0.11413
1992,17-29 y.,2nd Quintile,Disagree,0.31698,218,556,0.27827,0.35570
1992,17-29 y.,2nd Quintile,Disagree completely,0.43999,275,556,0.39869,0.48128
1992,17-29 y.,3rd Quintile,Agree,0.08373,48,531,0.06015,0.10731
1992,17-29 y.,3rd Quintile,Disagree,0.28304,180,531,0.24468,0.32139
1992,17-29 y.,3rd Quintile,Disagree completely,0.50371,303,531,0.46115,0.54628
1992,17-29 y.,4th Quintile,Agree,0.07119,42,551,0.04970,0.09268
1992,17-29 y.,4th Quintile,Disagree,0.29123,188,551,0.25326,0.32920
1992,17-29 y.,4th Quintile,Disagree completely,0.53103,321,551,0.48932,0.57274
1992,17-29 y.,5th Quintile,Disagree,0.29487,145,470,0.25360,0.33614
1992,17-29 y.,5th Quintile,Disagree completely,0.61753,325,470,0.57355,0.66152
1992,30-45 y.,1st Quintile,Agree completely,0.05181,35,697,0.03534,0.06828
1992,30-45 y.,1st Quintile,Agree,0.18379,156,697,0.15502,0.21257
1992,30-45 y.,1st Quintile,Disagree,0.33849,261,697,0.30333,0.37364
1992,30-45 y.,1st Quintile,Disagree completely,0.33097,245,697,0.29601,0.36593
1992,30-45 y.,2nd Quintile,Agree completely,0.03860,33,855,0.02568,0.05152
1992,30-45 y.,2nd Quintile,Agree,0.12005,123,855,0.09825,0.14185
1992,30-45 y.,2nd Quintile,Disagree,0.31530,314,855,0.28414,0.34647
1992,30-45 y.,2nd Quintile,Disagree completely,0.44357,385,855,0.41025,0.47689
1992,30-45 y.,3rd Quintile,Agree,0.09227,68,696,0.07075,0.11378
