year,age_gr,migback,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,Agree completely,0.01333,64,1122,0.00661,0.02004
1990,17-29 y.,No migration background,Agree,0.04620,227,1122,0.03391,0.05848
1990,17-29 y.,No migration background,Disagree,0.08784,434,1122,0.07127,0.10441
1990,17-29 y.,No migration background,Disagree completely,0.08186,397,1122,0.06581,0.09791
1990,30-45 y.,No migration background,Agree completely,0.01262,82,1478,0.00692,0.01831
1990,30-45 y.,No migration background,Agree,0.03921,271,1478,0.02931,0.04910
1990,30-45 y.,No migration background,Disagree,0.07951,546,1478,0.06571,0.09330
1990,30-45 y.,No migration background,Disagree completely,0.08705,579,1478,0.07267,0.10142
1990,46-65 y.,No migration background,Agree completely,0.02074,125,1256,0.01286,0.02863
1990,46-65 y.,No migration background,Agree,0.04758,287,1256,0.03580,0.05936
1990,46-65 y.,No migration background,Disagree,0.07379,431,1256,0.05933,0.08825
1990,46-65 y.,No migration background,Disagree completely,0.06917,413,1256,0.05513,0.08321
1990,46-65 y.,Direct migration background,Disagree,0.03965,33,33,-0.02796,0.10727
1990,66 and older,No migration background,Agree completely,0.03278,67,394,0.01517,0.05038
1990,66 and older,No migration background,Agree,0.03963,85,394,0.02034,0.05891
1990,66 and older,No migration background,Disagree,0.05125,115,394,0.02945,0.07306
1990,66 and older,No migration background,Disagree completely,0.05133,127,394,0.02951,0.07315
1991,17-29 y.,No migration background,Agree completely,0.00937,46,983,0.00334,0.01539
1991,17-29 y.,No migration background,Agree,0.04961,200,983,0.03603,0.06319
1991,17-29 y.,No migration background,Disagree,0.09673,420,983,0.07824,0.11522
1991,17-29 y.,No migration background,Disagree completely,0.07866,317,983,0.06183,0.09550
1991,30-45 y.,No migration background,Agree completely,0.01321,86,1461,0.00735,0.01906
1991,30-45 y.,No migration background,Agree,0.04406,293,1461,0.03353,0.05458
1991,30-45 y.,No migration background,Disagree,0.08865,588,1461,0.07407,0.10323
1991,30-45 y.,No migration background,Disagree completely,0.07801,494,1461,0.06426,0.09177
1991,46-65 y.,No migration background,Agree completely,0.02380,124,1182,0.01511,0.03250
1991,46-65 y.,No migration background,Agree,0.06446,313,1182,0.05046,0.07847
