year,age_gr,sex,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,male,Daily,0.04442,63,1382,0.03355,0.05529
1990,17-29 y.,male,At least once per week,0.50934,650,1382,0.48297,0.53570
1990,17-29 y.,male,At least once per month,0.23812,341,1382,0.21566,0.26059
1990,17-29 y.,male,Seldom,0.17638,262,1382,0.15628,0.19649
1990,17-29 y.,male,Never,0.03173,66,1382,0.02249,0.04098
1990,17-29 y.,female,At least once per week,0.34675,407,1300,0.32086,0.37263
1990,17-29 y.,female,At least once per month,0.34491,433,1300,0.31906,0.37076
1990,17-29 y.,female,Seldom,0.26215,362,1300,0.23823,0.28606
1990,17-29 y.,female,Never,0.03445,98,1300,0.02453,0.04437
1990,30-45 y.,male,Daily,0.03776,46,1375,0.02768,0.04784
1990,30-45 y.,male,At least once per week,0.30526,375,1375,0.28091,0.32961
1990,30-45 y.,male,At least once per month,0.31442,435,1375,0.28987,0.33897
1990,30-45 y.,male,Seldom,0.31276,442,1375,0.28824,0.33727
1990,30-45 y.,male,Never,0.02980,77,1375,0.02081,0.03879
1990,30-45 y.,female,At least once per week,0.19205,235,1403,0.17143,0.21267
1990,30-45 y.,female,At least once per month,0.35174,465,1403,0.32675,0.37674
1990,30-45 y.,female,Seldom,0.39724,570,1403,0.37163,0.42285
1990,30-45 y.,female,Never,0.05367,133,1403,0.04187,0.06546
1990,46-65 y.,male,Daily,0.02096,45,1485,0.01367,0.02825
1990,46-65 y.,male,At least once per week,0.21519,299,1485,0.19428,0.23610
1990,46-65 y.,male,At least once per month,0.27616,381,1485,0.25342,0.29891
1990,46-65 y.,male,Seldom,0.40015,572,1485,0.37523,0.42508
1990,46-65 y.,male,Never,0.08753,188,1485,0.07315,0.10191
1990,46-65 y.,female,At least once per week,0.11955,145,1413,0.10262,0.13647
1990,46-65 y.,female,At least once per month,0.26059,351,1413,0.23770,0.28349
1990,46-65 y.,female,Seldom,0.47786,633,1413,0.45180,0.50391
1990,46-65 y.,female,Never,0.13726,284,1413,0.11931,0.15521
1990,66 and older,male,At least once per week,0.17657,71,405,0.13939,0.21375
1990,66 and older,male,At least once per month,0.20115,82,405,0.16206,0.24023
1990,66 and older,male,Seldom,0.37730,159,405,0.33003,0.42457
1990,66 and older,male,Never,0.22866,93,405,0.18771,0.26961
1990,66 and older,female,At least once per week,0.12963,78,626,0.10330,0.15597
1990,66 and older,female,At least once per month,0.17405,112,626,0.14432,0.20377
1990,66 and older,female,Seldom,0.36697,236,626,0.32918,0.40476
1990,66 and older,female,Never,0.32935,200,626,0.29250,0.36620
1995,17-29 y.,male,Daily,0.05028,69,1632,0.03968,0.06089
1995,17-29 y.,male,At least once per week,0.43800,677,1632,0.41392,0.46207
1995,17-29 y.,male,At least once per month,0.25738,448,1632,0.23616,0.27860
1995,17-29 y.,male,Seldom,0.21573,368,1632,0.19577,0.23570
1995,17-29 y.,male,Never,0.03861,70,1632,0.02926,0.04796
1995,17-29 y.,female,Daily,0.02166,38,1714,0.01477,0.02855
1995,17-29 y.,female,At least once per week,0.32749,511,1714,0.30527,0.34972
1995,17-29 y.,female,At least once per month,0.31848,556,1714,0.29641,0.34054
1995,17-29 y.,female,Seldom,0.27234,493,1714,0.25126,0.29342
1995,17-29 y.,female,Never,0.06004,116,1714,0.04879,0.07129
1995,30-45 y.,male,Daily,0.03434,59,2151,0.02664,0.04204
1995,30-45 y.,male,At least once per week,0.25534,491,2151,0.23691,0.27377
1995,30-45 y.,male,At least once per month,0.29429,626,2151,0.27502,0.31355
1995,30-45 y.,male,Seldom,0.34554,791,2151,0.32544,0.36564
1995,30-45 y.,male,Never,0.07050,184,2151,0.05968,0.08132
1995,30-45 y.,female,At least once per week,0.15542,294,2265,0.14050,0.17035
1995,30-45 y.,female,At least once per month,0.34711,734,2265,0.32750,0.36672
1995,30-45 y.,female,Seldom,0.40676,987,2265,0.38653,0.42700
1995,30-45 y.,female,Never,0.08292,250,2265,0.07156,0.09428
1995,46-65 y.,male,Daily,0.02958,54,2020,0.02219,0.03697
1995,46-65 y.,male,At least once per week,0.21065,354,2020,0.19286,0.22843
1995,46-65 y.,male,At least once per month,0.26490,513,2020,0.24565,0.28415
1995,46-65 y.,male,Seldom,0.36899,787,2020,0.34794,0.39004
1995,46-65 y.,male,Never,0.12589,312,2020,0.11142,0.14036
1995,46-65 y.,female,At least once per week,0.12774,189,1917,0.11279,0.14269
1995,46-65 y.,female,At least once per month,0.27537,478,1917,0.25537,0.29537
1995,46-65 y.,female,Seldom,0.42543,849,1917,0.40329,0.44757
1995,46-65 y.,female,Never,0.16706,401,1917,0.15036,0.18377
1995,66 and older,male,At least once per week,0.17186,89,573,0.14094,0.20278
1995,66 and older,male,At least once per month,0.18643,105,573,0.15451,0.21834
1995,66 and older,male,Seldom,0.34499,212,573,0.30603,0.38394
1995,66 and older,male,Never,0.28067,167,573,0.24385,0.31750
1995,66 and older,female,At least once per week,0.12509,98,920,0.10370,0.14648
1995,66 and older,female,At least once per month,0.19877,175,920,0.17297,0.22457
1995,66 and older,female,Seldom,0.34750,342,920,0.31671,0.37828
1995,66 and older,female,Never,0.32191,305,920,0.29170,0.35211
1998,17-29 y.,male,Daily,0.03427,55,1563,0.02524,0.04329
1998,17-29 y.,male,At least once per week,0.46116,697,1563,0.43644,0.48589
1998,17-29 y.,male,At least once per month,0.25970,404,1563,0.23796,0.28144
1998,17-29 y.,male,Seldom,0.20245,346,1563,0.18252,0.22237
1998,17-29 y.,male,Never,0.04242,61,1563,0.03243,0.05242
1998,17-29 y.,female,Daily,0.02543,42,1596,0.01770,0.03315
1998,17-29 y.,female,At least once per week,0.34260,499,1596,0.31931,0.36589
1998,17-29 y.,female,At least once per month,0.32526,516,1596,0.30226,0.34825
1998,17-29 y.,female,Seldom,0.26676,473,1596,0.24506,0.28847
1998,17-29 y.,female,Never,0.03995,66,1596,0.03034,0.04956
1998,30-45 y.,male,Daily,0.02200,46,2374,0.01610,0.02790
1998,30-45 y.,male,At least once per week,0.25331,543,2374,0.23581,0.27081
1998,30-45 y.,male,At least once per month,0.32601,763,2374,0.30715,0.34487
1998,30-45 y.,male,Seldom,0.34380,885,2374,0.32469,0.36291
1998,30-45 y.,male,Never,0.05487,137,2374,0.04571,0.06404
1998,30-45 y.,female,At least once per week,0.16602,359,2430,0.15122,0.18082
1998,30-45 y.,female,At least once per month,0.35983,835,2430,0.34074,0.37892
1998,30-45 y.,female,Seldom,0.40304,1033,2430,0.38353,0.42255
1998,30-45 y.,female,Never,0.06594,203,2430,0.05607,0.07581
1998,46-65 y.,male,Daily,0.02610,49,2184,0.01941,0.03279
1998,46-65 y.,male,At least once per week,0.20398,399,2184,0.18708,0.22088
1998,46-65 y.,male,At least once per month,0.28707,598,2184,0.26809,0.30605
1998,46-65 y.,male,Seldom,0.38500,892,2184,0.36458,0.40541
1998,46-65 y.,male,Never,0.09785,246,2184,0.08539,0.11032
1998,46-65 y.,female,At least once per week,0.13289,251,2183,0.11865,0.14713
1998,46-65 y.,female,At least once per month,0.29901,609,2183,0.27980,0.31822
1998,46-65 y.,female,Seldom,0.42711,985,2183,0.40635,0.44786
1998,46-65 y.,female,Never,0.13445,338,2183,0.12014,0.14877
1998,66 and older,male,At least once per week,0.18117,120,740,0.15340,0.20894
1998,66 and older,male,At least once per month,0.20216,145,740,0.17321,0.23112
1998,66 and older,male,Seldom,0.39944,316,740,0.36413,0.43475
1998,66 and older,male,Never,0.20282,159,740,0.17383,0.23182
1998,66 and older,female,At least once per week,0.12384,120,1085,0.10423,0.14345
1998,66 and older,female,At least once per month,0.19345,209,1085,0.16994,0.21697
1998,66 and older,female,Seldom,0.37610,429,1085,0.34726,0.40493
1998,66 and older,female,Never,0.30189,327,1085,0.27456,0.32922
2003,17-29 y.,male,Daily,0.03106,58,1929,0.02331,0.03880
2003,17-29 y.,male,At least once per week,0.44113,835,1929,0.41897,0.46329
