year,migback,pgisced97,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,No answer / don't know,At least once per week,0.50380,34,34,0.33321,0.67439
1990,No migration background,Pre-primary Level,At least once per week,0.38347,39,39,0.22887,0.53807
1990,No migration background,Lower Secondary Level,At least once per week,0.17987,282,1476,0.16027,0.19947
1990,No migration background,Lower Secondary Level,At least once per month,0.22971,360,1476,0.20825,0.25118
1990,No migration background,Lower Secondary Level,Seldom,0.38978,591,1476,0.36489,0.41466
1990,No migration background,Lower Secondary Level,Never,0.19169,243,1476,0.17160,0.21178
1990,No migration background,Upper Secondary Level,Daily,0.01985,66,3636,0.01532,0.02439
1990,No migration background,Upper Secondary Level,At least once per week,0.25748,939,3636,0.24327,0.27169
1990,No migration background,Upper Secondary Level,At least once per month,0.29130,1112,3636,0.27653,0.30607
1990,No migration background,Upper Secondary Level,Seldom,0.35537,1283,3636,0.33981,0.37093
1990,No migration background,Upper Secondary Level,Never,0.07600,236,3636,0.06738,0.08461
1990,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.40234,75,181,0.33070,0.47398
1990,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.32979,65,181,0.26111,0.39848
1990,No migration background,Post-secondary Non-tertiary Level,Seldom,0.21202,41,181,0.15230,0.27173
1990,No migration background,First Stage of Tertiary Education,At least once per week,0.27182,119,437,0.23006,0.31359
1990,No migration background,First Stage of Tertiary Education,At least once per month,0.31175,154,437,0.26827,0.35523
1990,No migration background,First Stage of Tertiary Education,Seldom,0.35458,164,437,0.30967,0.39948
1990,No migration background,Second Stage of Tertiary Education,At least once per week,0.33767,206,583,0.29925,0.37609
1990,No migration background,Second Stage of Tertiary Education,At least once per month,0.34723,206,583,0.30855,0.38591
1990,No migration background,Second Stage of Tertiary Education,Seldom,0.27554,171,583,0.23924,0.31184
1990,Direct migration background,Primary Level,At least once per week,0.10847,58,530,0.08197,0.13497
1990,Direct migration background,Primary Level,At least once per month,0.17420,91,530,0.14188,0.20652
1990,Direct migration background,Primary Level,Seldom,0.29880,165,530,0.25979,0.33781
1990,Direct migration background,Primary Level,Never,0.39103,216,530,0.34945,0.43262
1990,Direct migration background,Lower Secondary Level,At least once per week,0.15492,159,820,0.13014,0.17970
1990,Direct migration background,Lower Secondary Level,At least once per month,0.21073,179,820,0.18280,0.23866
1990,Direct migration background,Lower Secondary Level,Seldom,0.39199,298,820,0.35855,0.42542
1990,Direct migration background,Lower Secondary Level,Never,0.21154,184,820,0.18357,0.23951
1990,Direct migration background,Upper Secondary Level,At least once per week,0.21106,166,777,0.18235,0.23977
1990,Direct migration background,Upper Secondary Level,At least once per month,0.23164,207,777,0.20196,0.26133
1990,Direct migration background,Upper Secondary Level,Seldom,0.38138,281,777,0.34721,0.41556
1990,Direct migration background,Upper Secondary Level,Never,0.15827,123,777,0.13259,0.18395
1990,Indirect migration background,Lower Secondary Level,At least once per week,0.32212,38,70,0.21186,0.43238
1990,Indirect migration background,Lower Secondary Level,Seldom,0.34612,32,70,0.23387,0.45837
1990,Indirect migration background,Upper Secondary Level,At least once per week,0.25978,43,43,0.12716,0.39240
1995,No migration background,No answer / don't know,At least once per week,0.40074,34,34,0.23354,0.56794
1995,No migration background,Pre-primary Level,At least once per week,0.39543,63,185,0.32478,0.46608
1995,No migration background,Pre-primary Level,At least once per month,0.24695,54,185,0.18464,0.30926
1995,No migration background,Pre-primary Level,Seldom,0.29908,68,185,0.23293,0.36524
1995,No migration background,Lower Secondary Level,Daily,0.01706,32,1534,0.01058,0.02354
1995,No migration background,Lower Secondary Level,At least once per week,0.16749,284,1534,0.14880,0.18618
1995,No migration background,Lower Secondary Level,At least once per month,0.21769,341,1534,0.19703,0.23834
1995,No migration background,Lower Secondary Level,Seldom,0.38391,578,1534,0.35957,0.40826
1995,No migration background,Lower Secondary Level,Never,0.21385,299,1534,0.19333,0.23438
1995,No migration background,Upper Secondary Level,Daily,0.02060,104,5539,0.01686,0.02434
1995,No migration background,Upper Secondary Level,At least once per week,0.21897,1113,5539,0.20808,0.22986
1995,No migration background,Upper Secondary Level,At least once per month,0.28144,1591,5539,0.26959,0.29328
1995,No migration background,Upper Secondary Level,Seldom,0.36554,2124,5539,0.35286,0.37823
1995,No migration background,Upper Secondary Level,Never,0.11345,607,5539,0.10510,0.12181
1995,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.36982,101,284,0.31357,0.42606
1995,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.30941,98,284,0.25555,0.36327
1995,No migration background,Post-secondary Non-tertiary Level,Seldom,0.25752,85,284,0.20658,0.30847
1995,No migration background,First Stage of Tertiary Education,At least once per week,0.21201,139,682,0.18131,0.24271
1995,No migration background,First Stage of Tertiary Education,At least once per month,0.34013,229,682,0.30454,0.37571
1995,No migration background,First Stage of Tertiary Education,Seldom,0.34438,260,682,0.30870,0.38007
1995,No migration background,First Stage of Tertiary Education,Never,0.08646,54,682,0.06535,0.10756
1995,No migration background,Second Stage of Tertiary Education,At least once per week,0.24502,325,1518,0.22337,0.26666
1995,No migration background,Second Stage of Tertiary Education,At least once per month,0.34687,526,1518,0.32291,0.37082
1995,No migration background,Second Stage of Tertiary Education,Seldom,0.31005,566,1518,0.28677,0.33332
1995,No migration background,Second Stage of Tertiary Education,Never,0.06880,101,1518,0.05606,0.08154
1995,Direct migration background,No answer / don't know,At least once per month,0.28744,35,35,0.13531,0.43956
1995,Direct migration background,Primary Level,At least once per week,0.10495,46,443,0.07637,0.13352
1995,Direct migration background,Primary Level,At least once per month,0.13535,75,443,0.10345,0.16724
1995,Direct migration background,Primary Level,Seldom,0.35048,171,443,0.30600,0.39496
1995,Direct migration background,Primary Level,Never,0.38736,151,443,0.34195,0.43278
1995,Direct migration background,Lower Secondary Level,At least once per week,0.13742,107,765,0.11300,0.16183
1995,Direct migration background,Lower Secondary Level,At least once per month,0.17505,171,765,0.14811,0.20200
1995,Direct migration background,Lower Secondary Level,Seldom,0.36151,280,765,0.32744,0.39558
1995,Direct migration background,Lower Secondary Level,Never,0.31117,207,765,0.27835,0.34400
1995,Direct migration background,Upper Secondary Level,At least once per week,0.18840,187,960,0.16365,0.21315
1995,Direct migration background,Upper Secondary Level,At least once per month,0.22781,224,960,0.20126,0.25435
1995,Direct migration background,Upper Secondary Level,Seldom,0.34556,336,960,0.31546,0.37566
1995,Direct migration background,Upper Secondary Level,Never,0.21948,213,960,0.19328,0.24568
1995,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.36933,62,100,0.27426,0.46440
1995,Direct migration background,Post-secondary Non-tertiary Level,Never,0.27711,38,100,0.18894,0.36527
1995,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.17976,35,190,0.12502,0.23451
1995,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.31746,48,190,0.25109,0.38382
1995,Direct migration background,Second Stage of Tertiary Education,Seldom,0.32626,72,190,0.25942,0.39311
1995,Direct migration background,Second Stage of Tertiary Education,Never,0.16058,35,190,0.10824,0.21292
1995,Indirect migration background,Lower Secondary Level,At least once per week,0.30177,53,148,0.22756,0.37598
1995,Indirect migration background,Lower Secondary Level,At least once per month,0.38290,56,148,0.30432,0.46148
1995,Indirect migration background,Lower Secondary Level,Seldom,0.24014,39,148,0.17109,0.30920
1995,Indirect migration background,Upper Secondary Level,At least once per week,0.41510,84,134,0.33136,0.49884
1995,Indirect migration background,Upper Secondary Level,At least once per month,0.26628,50,134,0.19116,0.34140
1998,No migration background,No answer / don't know,At least once per week,0.24951,98,411,0.20762,0.29140
1998,No migration background,No answer / don't know,At least once per month,0.28785,122,411,0.24402,0.33167
1998,No migration background,No answer / don't know,Seldom,0.29837,135,411,0.25408,0.34266
1998,No migration background,No answer / don't know,Never,0.14041,56,411,0.10678,0.17404
1998,No migration background,Pre-primary Level,At least once per week,0.36039,85,220,0.29680,0.42398
1998,No migration background,Pre-primary Level,At least once per month,0.29211,66,220,0.23188,0.35233
1998,No migration background,Pre-primary Level,Seldom,0.26255,69,220,0.20427,0.32083
1998,No migration background,Lower Secondary Level,At least once per week,0.18356,319,1655,0.16491,0.20222
1998,No migration background,Lower Secondary Level,At least once per month,0.22908,401,1655,0.20883,0.24933
1998,No migration background,Lower Secondary Level,Seldom,0.37876,649,1655,0.35538,0.40214
1998,No migration background,Lower Secondary Level,Never,0.19622,286,1655,0.17708,0.21536
1998,No migration background,Upper Secondary Level,Daily,0.01455,84,5958,0.01151,0.01759
1998,No migration background,Upper Secondary Level,At least once per week,0.20785,1160,5958,0.19755,0.21816
