year,age_gr,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Daily,0.02856,87,2706,0.02229,0.03484
1990,17-29 y.,At least once per week,0.43042,1057,2706,0.41176,0.44908
1990,17-29 y.,At least once per month,0.28996,774,2706,0.27286,0.30706
1990,17-29 y.,Seldom,0.21801,624,2706,0.20245,0.23357
1990,17-29 y.,Never,0.03305,164,2706,0.02631,0.03979
1990,30-45 y.,Daily,0.02175,54,2786,0.01633,0.02717
1990,30-45 y.,At least once per week,0.24942,610,2786,0.23335,0.26549
1990,30-45 y.,At least once per month,0.33283,900,2786,0.31533,0.35033
1990,30-45 y.,Seldom,0.35443,1012,2786,0.33666,0.37219
1990,30-45 y.,Never,0.04157,210,2786,0.03416,0.04898
1990,46-65 y.,Daily,0.01283,54,2907,0.00874,0.01692
1990,46-65 y.,At least once per week,0.16725,444,2907,0.15368,0.18081
1990,46-65 y.,At least once per month,0.26836,732,2907,0.25225,0.28447
1990,46-65 y.,Seldom,0.43911,1205,2907,0.42106,0.45715
1990,46-65 y.,Never,0.11246,472,2907,0.10097,0.12395
1990,66 and older,At least once per week,0.14620,149,1031,0.12462,0.16777
1990,66 and older,At least once per month,0.18361,194,1031,0.15997,0.20726
1990,66 and older,Seldom,0.37061,395,1031,0.34112,0.40011
1990,66 and older,Never,0.29382,293,1031,0.26600,0.32164
1995,17-29 y.,Daily,0.03640,107,3346,0.03005,0.04274
1995,17-29 y.,At least once per week,0.38438,1188,3346,0.36790,0.40087
1995,17-29 y.,At least once per month,0.28702,1004,3346,0.27169,0.30235
1995,17-29 y.,Seldom,0.24320,861,3346,0.22866,0.25774
1995,17-29 y.,Never,0.04900,186,3346,0.04169,0.05632
1995,30-45 y.,Daily,0.02119,74,4431,0.01695,0.02543
1995,30-45 y.,At least once per week,0.20586,785,4431,0.19395,0.21777
1995,30-45 y.,At least once per month,0.32045,1360,4431,0.30670,0.33419
1995,30-45 y.,Seldom,0.37586,1778,4431,0.36159,0.39012
1995,30-45 y.,Never,0.07665,434,4431,0.06882,0.08448
1995,46-65 y.,Daily,0.01702,65,3948,0.01299,0.02106
1995,46-65 y.,At least once per week,0.16931,543,3948,0.15761,0.18101
1995,46-65 y.,At least once per month,0.27012,991,3948,0.25627,0.28397
1995,46-65 y.,Seldom,0.39713,1636,3948,0.38187,0.41240
1995,46-65 y.,Never,0.14642,713,3948,0.13539,0.15745
1995,66 and older,At least once per week,0.14240,187,1493,0.12466,0.16013
