year,age_gr,regtyp,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,Daily,0.02608,66,2140,0.01933,0.03284
1990,17-29 y.,Urban regions,At least once per week,0.42689,832,2140,0.40593,0.44785
1990,17-29 y.,Urban regions,At least once per month,0.29509,600,2140,0.27576,0.31442
1990,17-29 y.,Urban regions,Seldom,0.21618,500,2140,0.19873,0.23362
1990,17-29 y.,Urban regions,Never,0.03576,142,2140,0.02789,0.04363
1990,17-29 y.,Rural regions,At least once per week,0.44194,225,523,0.39933,0.48454
1990,17-29 y.,Rural regions,At least once per month,0.27320,174,523,0.23498,0.31143
1990,17-29 y.,Rural regions,Seldom,0.22400,124,523,0.18823,0.25976
1990,30-45 y.,Urban regions,Daily,0.02234,45,2239,0.01622,0.02846
1990,30-45 y.,Urban regions,At least once per week,0.25426,499,2239,0.23622,0.27230
1990,30-45 y.,Urban regions,At least once per month,0.33703,723,2239,0.31745,0.35662
1990,30-45 y.,Urban regions,Seldom,0.34238,795,2239,0.32272,0.36204
1990,30-45 y.,Urban regions,Never,0.04399,177,2239,0.03549,0.05248
1990,30-45 y.,Rural regions,At least once per week,0.23111,111,538,0.19546,0.26677
1990,30-45 y.,Rural regions,At least once per month,0.31695,177,538,0.27759,0.35630
1990,30-45 y.,Rural regions,Seldom,0.40000,217,538,0.35856,0.44143
1990,30-45 y.,Rural regions,Never,0.03243,33,538,0.01745,0.04741
1990,46-65 y.,Urban regions,Daily,0.01172,39,2316,0.00734,0.01610
1990,46-65 y.,Urban regions,At least once per week,0.17351,357,2316,0.15809,0.18894
1990,46-65 y.,Urban regions,At least once per month,0.27523,593,2316,0.25704,0.29343
1990,46-65 y.,Urban regions,Seldom,0.42515,926,2316,0.40501,0.44529
1990,46-65 y.,Urban regions,Never,0.11438,401,2316,0.10142,0.12735
1990,46-65 y.,Rural regions,At least once per week,0.14673,87,576,0.11781,0.17565
1990,46-65 y.,Rural regions,At least once per month,0.24586,139,576,0.21066,0.28105
1990,46-65 y.,Rural regions,Seldom,0.48478,279,576,0.44393,0.52563
1990,46-65 y.,Rural regions,Never,0.10617,71,576,0.08099,0.13135
1990,66 and older,Urban regions,At least once per week,0.16149,124,784,0.13571,0.18726
1990,66 and older,Urban regions,At least once per month,0.18254,149,784,0.15548,0.20960
1990,66 and older,Urban regions,Seldom,0.37330,303,784,0.33942,0.40718
1990,66 and older,Urban regions,Never,0.27929,208,784,0.24787,0.31072
1990,66 and older,Rural regions,At least once per month,0.18691,45,222,0.13552,0.23831
1990,66 and older,Rural regions,Seldom,0.36233,92,222,0.29895,0.42570
1990,66 and older,Rural regions,Never,0.33862,85,222,0.27622,0.40101
1995,17-29 y.,Urban regions,Daily,0.03667,70,2227,0.02886,0.04448
1995,17-29 y.,Urban regions,At least once per week,0.38822,811,2227,0.36798,0.40847
1995,17-29 y.,Urban regions,At least once per month,0.28984,676,2227,0.27099,0.30869
1995,17-29 y.,Urban regions,Seldom,0.23250,533,2227,0.21495,0.25005
1995,17-29 y.,Urban regions,Never,0.05277,137,2227,0.04348,0.06205
1995,17-29 y.,Rural regions,Daily,0.03581,37,1119,0.02492,0.04670
1995,17-29 y.,Rural regions,At least once per week,0.37622,377,1119,0.34782,0.40461
1995,17-29 y.,Rural regions,At least once per month,0.28102,328,1119,0.25468,0.30737
1995,17-29 y.,Rural regions,Seldom,0.26595,328,1119,0.24005,0.29185
1995,17-29 y.,Rural regions,Never,0.04100,49,1119,0.02938,0.05262
1995,30-45 y.,Urban regions,Daily,0.02064,51,2887,0.01545,0.02582
1995,30-45 y.,Urban regions,At least once per week,0.23516,605,2887,0.21968,0.25063
1995,30-45 y.,Urban regions,At least once per month,0.32025,887,2887,0.30323,0.33728
1995,30-45 y.,Urban regions,Seldom,0.35409,1071,2887,0.33664,0.37154
1995,30-45 y.,Urban regions,Never,0.06986,273,2887,0.06056,0.07916
1995,30-45 y.,Rural regions,At least once per week,0.13935,180,1521,0.12194,0.15676
1995,30-45 y.,Rural regions,At least once per month,0.32088,473,1521,0.29741,0.34435
1995,30-45 y.,Rural regions,Seldom,0.42526,707,1521,0.40041,0.45012
1995,30-45 y.,Rural regions,Never,0.09206,161,1521,0.07753,0.10660
1995,46-65 y.,Urban regions,Daily,0.01755,45,2588,0.01249,0.02261
1995,46-65 y.,Urban regions,At least once per week,0.19670,408,2588,0.18139,0.21202
1995,46-65 y.,Urban regions,At least once per month,0.27370,673,2588,0.25652,0.29088
1995,46-65 y.,Urban regions,Seldom,0.38197,1016,2588,0.36325,0.40069
1995,46-65 y.,Urban regions,Never,0.13008,446,2588,0.11711,0.14304
1995,46-65 y.,Rural regions,At least once per week,0.11177,135,1340,0.09489,0.12864
1995,46-65 y.,Rural regions,At least once per month,0.26261,318,1340,0.23904,0.28618
1995,46-65 y.,Rural regions,Seldom,0.42898,620,1340,0.40247,0.45549
1995,46-65 y.,Rural regions,Never,0.18074,267,1340,0.16013,0.20135
1995,66 and older,Urban regions,At least once per week,0.15079,137,995,0.12854,0.17303
1995,66 and older,Urban regions,At least once per month,0.21360,205,995,0.18812,0.23907
1995,66 and older,Urban regions,Seldom,0.34892,376,995,0.31929,0.37855
1995,66 and older,Urban regions,Never,0.27684,277,995,0.24903,0.30466
1995,66 and older,Rural regions,At least once per week,0.12365,50,498,0.09471,0.15259
1995,66 and older,Rural regions,At least once per month,0.15086,75,498,0.11940,0.18233
1995,66 and older,Rural regions,Seldom,0.34132,178,498,0.29963,0.38300
1995,66 and older,Rural regions,Never,0.37325,195,498,0.33072,0.41577
1998,17-29 y.,Urban regions,Daily,0.03010,64,2054,0.02271,0.03749
1998,17-29 y.,Urban regions,At least once per week,0.42501,825,2054,0.40363,0.44640
1998,17-29 y.,Urban regions,At least once per month,0.28751,589,2054,0.26793,0.30708
1998,17-29 y.,Urban regions,Seldom,0.21008,478,2054,0.19246,0.22771
1998,17-29 y.,Urban regions,Never,0.04729,98,2054,0.03811,0.05648
1998,17-29 y.,Rural regions,Daily,0.02964,33,1076,0.01950,0.03978
1998,17-29 y.,Rural regions,At least once per week,0.35619,371,1076,0.32756,0.38482
1998,17-29 y.,Rural regions,At least once per month,0.30073,331,1076,0.27332,0.32814
1998,17-29 y.,Rural regions,Seldom,0.28544,341,1076,0.25844,0.31244
1998,30-45 y.,Urban regions,Daily,0.01505,46,3175,0.01082,0.01929
1998,30-45 y.,Urban regions,At least once per week,0.24251,703,3175,0.22760,0.25742
1998,30-45 y.,Urban regions,At least once per month,0.35806,1105,3175,0.34138,0.37474
1998,30-45 y.,Urban regions,Seldom,0.33116,1118,3175,0.31479,0.34754
1998,30-45 y.,Urban regions,Never,0.05321,203,3175,0.04540,0.06102
1998,30-45 y.,Rural regions,At least once per week,0.13661,199,1629,0.11992,0.15329
1998,30-45 y.,Rural regions,At least once per month,0.30715,493,1629,0.28474,0.32956
1998,30-45 y.,Rural regions,Seldom,0.46892,800,1629,0.44468,0.49316
1998,30-45 y.,Rural regions,Never,0.07664,137,1629,0.06372,0.08956
1998,46-65 y.,Urban regions,Daily,0.02032,51,2799,0.01510,0.02555
1998,46-65 y.,Urban regions,At least once per week,0.18614,464,2799,0.17172,0.20056
1998,46-65 y.,Urban regions,At least once per month,0.31602,835,2799,0.29879,0.33325
1998,46-65 y.,Urban regions,Seldom,0.37667,1099,2799,0.35872,0.39463
1998,46-65 y.,Urban regions,Never,0.10084,350,2799,0.08968,0.11200
1998,46-65 y.,Rural regions,At least once per week,0.13177,186,1570,0.11504,0.14851
1998,46-65 y.,Rural regions,At least once per month,0.24472,372,1570,0.22344,0.26599
1998,46-65 y.,Rural regions,Seldom,0.46742,778,1570,0.44273,0.49210
1998,46-65 y.,Rural regions,Never,0.14803,234,1570,0.13046,0.16560
1998,66 and older,Urban regions,At least once per week,0.16318,178,1218,0.14242,0.18395
1998,66 and older,Urban regions,At least once per month,0.20424,251,1218,0.18159,0.22689
1998,66 and older,Urban regions,Seldom,0.37080,482,1218,0.34366,0.39794
1998,66 and older,Urban regions,Never,0.25274,307,1218,0.22833,0.27716
