year,age_gr,migback,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,Daily,0.02600,43,1755,0.01855,0.03344
1990,17-29 y.,No migration background,At least once per week,0.44361,755,1755,0.42036,0.46686
1990,17-29 y.,No migration background,At least once per month,0.29912,542,1755,0.27769,0.32055
1990,17-29 y.,No migration background,Seldom,0.21136,378,1755,0.19226,0.23047
1990,17-29 y.,No migration background,Never,0.01991,37,1755,0.01337,0.02645
1990,17-29 y.,Direct migration background,At least once per week,0.33494,200,666,0.29907,0.37081
1990,17-29 y.,Direct migration background,At least once per month,0.24044,171,666,0.20796,0.27293
1990,17-29 y.,Direct migration background,Seldom,0.25888,191,666,0.22559,0.29217
1990,17-29 y.,Direct migration background,Never,0.12635,104,666,0.10109,0.15160
1990,17-29 y.,Indirect migration background,At least once per week,0.38075,102,218,0.31614,0.44535
1990,17-29 y.,Indirect migration background,At least once per month,0.20002,61,218,0.14680,0.25324
1990,17-29 y.,Indirect migration background,Seldom,0.26696,55,218,0.20810,0.32582
1990,30-45 y.,No migration background,Daily,0.02087,33,1924,0.01448,0.02726
1990,30-45 y.,No migration background,At least once per week,0.25938,477,1924,0.23979,0.27897
1990,30-45 y.,No migration background,At least once per month,0.34504,669,1924,0.32379,0.36628
1990,30-45 y.,No migration background,Seldom,0.34582,681,1924,0.32456,0.36708
1990,30-45 y.,No migration background,Never,0.02889,64,1924,0.02141,0.03638
1990,30-45 y.,Direct migration background,At least once per week,0.18374,127,821,0.15724,0.21025
1990,30-45 y.,Direct migration background,At least once per month,0.25821,226,821,0.22826,0.28817
1990,30-45 y.,Direct migration background,Seldom,0.40830,325,821,0.37466,0.44194
1990,30-45 y.,Direct migration background,Never,0.12157,143,821,0.09920,0.14394
1990,46-65 y.,No migration background,At least once per week,0.17594,334,1971,0.15913,0.19276
1990,46-65 y.,No migration background,At least once per month,0.27905,573,1971,0.25925,0.29886
1990,46-65 y.,No migration background,Seldom,0.44508,899,1971,0.42314,0.46703
1990,46-65 y.,No migration background,Never,0.08912,165,1971,0.07654,0.10171
1990,46-65 y.,Direct migration background,Daily,0.02337,31,905,0.01352,0.03322
1990,46-65 y.,Direct migration background,At least once per week,0.10822,107,905,0.08797,0.12847
1990,46-65 y.,Direct migration background,At least once per month,0.20105,157,905,0.17492,0.22718
1990,46-65 y.,Direct migration background,Seldom,0.40892,304,905,0.37687,0.44097
1990,46-65 y.,Direct migration background,Never,0.25844,306,905,0.22990,0.28698
1990,66 and older,No migration background,At least once per week,0.15067,141,946,0.12786,0.17347
1990,66 and older,No migration background,At least once per month,0.18325,177,946,0.15859,0.20792
1990,66 and older,No migration background,Seldom,0.36944,363,946,0.33867,0.40022
1990,66 and older,No migration background,Never,0.29050,265,946,0.26155,0.31945
1995,17-29 y.,No migration background,Daily,0.03748,69,2304,0.02972,0.04523
1995,17-29 y.,No migration background,At least once per week,0.39081,837,2304,0.37089,0.41074
1995,17-29 y.,No migration background,At least once per month,0.29252,710,2304,0.27394,0.31110
1995,17-29 y.,No migration background,Seldom,0.24232,600,2304,0.22482,0.25982
1995,17-29 y.,No migration background,Never,0.03687,88,2304,0.02917,0.04456
1995,17-29 y.,Direct migration background,At least once per week,0.33976,170,585,0.30135,0.37817
1995,17-29 y.,Direct migration background,At least once per month,0.24723,170,585,0.21224,0.28221
1995,17-29 y.,Direct migration background,Seldom,0.26589,168,585,0.23006,0.30172
1995,17-29 y.,Direct migration background,Never,0.12361,77,585,0.09692,0.15031
1995,17-29 y.,Indirect migration background,At least once per week,0.39561,181,398,0.34751,0.44371
1995,17-29 y.,Indirect migration background,At least once per month,0.29957,124,398,0.25451,0.34463
1995,17-29 y.,Indirect migration background,Seldom,0.21139,93,398,0.17122,0.25155
1995,30-45 y.,No migration background,Daily,0.02197,59,3463,0.01708,0.02685
1995,30-45 y.,No migration background,At least once per week,0.21105,635,3463,0.19746,0.22464
1995,30-45 y.,No migration background,At least once per month,0.33277,1129,3463,0.31707,0.34847
1995,30-45 y.,No migration background,Seldom,0.37897,1406,3463,0.36281,0.39513
1995,30-45 y.,No migration background,Never,0.05524,234,3463,0.04763,0.06285
1995,30-45 y.,Direct migration background,At least once per week,0.17589,141,910,0.15114,0.20064
1995,30-45 y.,Direct migration background,At least once per month,0.24587,215,910,0.21788,0.27386
1995,30-45 y.,Direct migration background,Seldom,0.36028,356,910,0.32907,0.39149
1995,30-45 y.,Direct migration background,Never,0.20241,198,910,0.17629,0.22853
1995,46-65 y.,No migration background,Daily,0.01602,39,2902,0.01145,0.02059
1995,46-65 y.,No migration background,At least once per week,0.17454,422,2902,0.16072,0.18835
1995,46-65 y.,No migration background,At least once per month,0.28104,787,2902,0.26468,0.29739
1995,46-65 y.,No migration background,Seldom,0.40490,1255,2902,0.38703,0.42276
1995,46-65 y.,No migration background,Never,0.12351,399,2902,0.11154,0.13549
1995,46-65 y.,Direct migration background,At least once per week,0.13619,117,1010,0.11503,0.15736
1995,46-65 y.,Direct migration background,At least once per month,0.21293,202,1010,0.18767,0.23819
1995,46-65 y.,Direct migration background,Seldom,0.36100,378,1010,0.33136,0.39063
1995,46-65 y.,Direct migration background,Never,0.26737,313,1010,0.24006,0.29468
1995,66 and older,No migration background,At least once per week,0.15117,170,1283,0.13156,0.17078
1995,66 and older,No migration background,At least once per month,0.20219,255,1283,0.18021,0.22418
1995,66 and older,No migration background,Seldom,0.34406,474,1283,0.31806,0.37007
1995,66 and older,No migration background,Never,0.29323,384,1283,0.26831,0.31815
1995,66 and older,Direct migration background,Seldom,0.36685,79,167,0.29353,0.44016
1995,66 and older,Direct migration background,Never,0.42745,88,167,0.35219,0.50271
1998,17-29 y.,No migration background,Daily,0.02762,60,2243,0.02084,0.03441
1998,17-29 y.,No migration background,At least once per week,0.41404,868,2243,0.39366,0.43443
1998,17-29 y.,No migration background,At least once per month,0.29998,685,2243,0.28101,0.31895
1998,17-29 y.,No migration background,Seldom,0.23310,574,2243,0.21560,0.25060
1998,17-29 y.,No migration background,Never,0.02525,56,2243,0.01876,0.03175
1998,17-29 y.,Direct migration background,At least once per week,0.30073,115,418,0.25672,0.34475
1998,17-29 y.,Direct migration background,At least once per month,0.27032,112,418,0.22769,0.31294
1998,17-29 y.,Direct migration background,Seldom,0.26779,143,418,0.22528,0.31029
1998,17-29 y.,Direct migration background,Never,0.12584,48,418,0.09400,0.15767
1998,17-29 y.,Indirect migration background,At least once per week,0.44535,213,438,0.39876,0.49195
1998,17-29 y.,Indirect migration background,At least once per month,0.25985,123,438,0.21873,0.30097
1998,17-29 y.,Indirect migration background,Seldom,0.20104,102,438,0.16346,0.23861
1998,30-45 y.,No migration background,Daily,0.01398,45,3945,0.01032,0.01765
1998,30-45 y.,No migration background,At least once per week,0.21855,750,3945,0.20565,0.23144
1998,30-45 y.,No migration background,At least once per month,0.34878,1370,3945,0.33390,0.36365
1998,30-45 y.,No migration background,Seldom,0.37241,1573,3945,0.35733,0.38750
1998,30-45 y.,No migration background,Never,0.04628,207,3945,0.03973,0.05284
1998,30-45 y.,Direct migration background,At least once per week,0.14518,121,772,0.12031,0.17005
1998,30-45 y.,Direct migration background,At least once per month,0.29965,197,772,0.26731,0.33198
1998,30-45 y.,Direct migration background,Seldom,0.38640,322,772,0.35203,0.42078
1998,30-45 y.,Direct migration background,Never,0.15632,132,772,0.13068,0.18195
1998,30-45 y.,Indirect migration background,At least once per week,0.34158,31,62,0.22257,0.46060
1998,30-45 y.,Indirect migration background,At least once per month,0.37373,31,62,0.25232,0.49514
1998,46-65 y.,No migration background,Daily,0.01459,42,3434,0.01058,0.01860
1998,46-65 y.,No migration background,At least once per week,0.17202,515,3434,0.15939,0.18464
1998,46-65 y.,No migration background,At least once per month,0.30147,992,3434,0.28612,0.31682
1998,46-65 y.,No migration background,Seldom,0.41016,1516,3434,0.39371,0.42662
1998,46-65 y.,No migration background,Never,0.10176,369,3434,0.09165,0.11188
1998,46-65 y.,Direct migration background,At least once per week,0.14952,132,909,0.12632,0.17271
1998,46-65 y.,Direct migration background,At least once per month,0.25062,212,909,0.22243,0.27880
1998,46-65 y.,Direct migration background,Seldom,0.38225,353,909,0.35065,0.41386
1998,46-65 y.,Direct migration background,Never,0.19243,212,909,0.16679,0.21808
1998,66 and older,No migration background,At least once per week,0.15546,219,1580,0.13759,0.17333
1998,66 and older,No migration background,At least once per month,0.20551,322,1580,0.18558,0.22544
1998,66 and older,No migration background,Seldom,0.37766,643,1580,0.35375,0.40157
1998,66 and older,No migration background,Never,0.25514,396,1580,0.23364,0.27665
1998,66 and older,Direct migration background,At least once per month,0.12392,31,220,0.08028,0.16756
1998,66 and older,Direct migration background,Seldom,0.43684,99,220,0.37115,0.50253
1998,66 and older,Direct migration background,Never,0.34365,90,220,0.28075,0.40655
2003,17-29 y.,No migration background,Daily,0.02573,70,3114,0.02017,0.03129
2003,17-29 y.,No migration background,At least once per week,0.39498,1229,3114,0.37781,0.41215
2003,17-29 y.,No migration background,At least once per month,0.29566,957,3114,0.27963,0.31169
2003,17-29 y.,No migration background,Seldom,0.24280,745,3114,0.22774,0.25786
2003,17-29 y.,No migration background,Never,0.04082,113,3114,0.03387,0.04777
2003,17-29 y.,Direct migration background,At least once per week,0.32693,114,371,0.27913,0.37473
2003,17-29 y.,Direct migration background,At least once per month,0.27582,107,371,0.23028,0.32136
2003,17-29 y.,Direct migration background,Seldom,0.29928,114,371,0.25261,0.34594
2003,17-29 y.,Direct migration background,Never,0.08614,36,371,0.05755,0.11473
2003,17-29 y.,Indirect migration background,At least once per week,0.43327,219,463,0.38808,0.47845
2003,17-29 y.,Indirect migration background,At least once per month,0.25215,133,463,0.21255,0.29175
2003,17-29 y.,Indirect migration background,Seldom,0.22579,111,463,0.18766,0.26391
2003,30-45 y.,No migration background,Daily,0.01259,75,5823,0.00972,0.01545
2003,30-45 y.,No migration background,At least once per week,0.21179,1218,5823,0.20130,0.22229
2003,30-45 y.,No migration background,At least once per month,0.34003,2056,5823,0.32786,0.35219
2003,30-45 y.,No migration background,Seldom,0.38270,2184,5823,0.37022,0.39519
2003,30-45 y.,No migration background,Never,0.05289,290,5823,0.04714,0.05864
2003,30-45 y.,Direct migration background,At least once per week,0.13998,137,874,0.11697,0.16300
2003,30-45 y.,Direct migration background,At least once per month,0.21645,227,874,0.18913,0.24377
2003,30-45 y.,Direct migration background,Seldom,0.43691,361,874,0.40401,0.46982
2003,30-45 y.,Direct migration background,Never,0.18506,149,874,0.15930,0.21082
2003,30-45 y.,Indirect migration background,At least once per week,0.22701,54,197,0.16837,0.28566
2003,30-45 y.,Indirect migration background,At least once per month,0.37459,78,197,0.30682,0.44235
2003,30-45 y.,Indirect migration background,Seldom,0.32174,65,197,0.25634,0.38714
