year,pli0079,age_gr,sampreg,proportion,n,lower_confidence,upper_confidence
1990,Daily,18-29 y.,West,0.4153846153846154,18165,0.408218254180564,0.4225509765886668
1990,Daily,46-65 y.,West,0.27692307692307694,18165,0.27041563658409834,0.28343051726205554
1990,Daily,30-45 y.,West,0.27692307692307694,18165,0.27041563658409834,0.28343051726205554
1990,Daily,66 and older,West,0.03076923076923077,18165,0.028257863173856285,0.03328059836460526
1990,At least once per week,18-29 y.,West,0.4554096876414667,18165,0.4481674218664113,0.46265195341652215
1990,At least once per week,30-45 y.,West,0.2761430511543685,18165,0.26964127813785493,0.28264482417088205
1990,At least once per week,46-65 y.,West,0.20099592575826167,18165,0.19516810086346467,0.20682375065305866
1990,At least once per week,66 and older,West,0.06745133544590312,18165,0.06380405298023153,0.07109861791157471
1990,At least once per month,30-45 y.,West,0.3500583430571762,18165,0.3431217570853001,0.3569949290290523
1990,At least once per month,18-29 y.,West,0.2897705173084403,18165,0.2831732388289595,0.29636779578792105
1990,At least once per month,46-65 y.,West,0.2847141190198366,18165,0.27815141679987165,0.2912768212398016
1990,At least once per month,66 and older,West,0.07545702061454687,18165,0.071615954792767,0.07929808643632674
1990,Seldom,46-65 y.,West,0.3789308176100629,18165,0.37187595884658925,0.3859856763735366
1990,Seldom,30-45 y.,West,0.3182389937106918,18165,0.3114652128058748,0.3250127746155088
1990,Seldom,18-29 y.,West,0.17861635220125785,18165,0.17304613661167148,0.18418656779084422
1990,Seldom,66 and older,West,0.12421383647798742,18165,0.11941735912951033,0.1290103138264645
1990,Never,46-65 y.,West,0.4244604316546763,18165,0.41727265507483974,0.43164820823451283
1990,Never,66 and older,West,0.26348920863309355,18165,0.2570828780728224,0.26989553919336473
1990,Never,30-45 y.,West,0.18884892086330934,18165,0.1831571619129888,0.19454067981362988
1990,Never,18-29 y.,West,0.12320143884892086,18165,0.11842178798172895,0.12798108971611277
1995,Daily,18-29 y.,West,0.33073929961089493,17246,0.3237174351308247,0.3377611640909652
1995,Daily,30-45 y.,West,0.23735408560311283,17246,0.23100411506469168,0.24370405614153398
1995,Daily,46-65 y.,West,0.2140077821011673,17246,0.20788659313673033,0.22012897106560428
1995,Daily,18-29 y.,East,0.06614785992217899,17246,0.06243841575483486,0.06985730408952312
1995,Daily,66 and older,West,0.05058365758754864,17246,0.04731292267698247,0.05385439249811481
1995,Daily,30-45 y.,East,0.05058365758754864,17246,0.04731292267698247,0.05385439249811481
1995,Daily,46-65 y.,East,0.038910505836575876,17246,0.036024300444097566,0.041796711229054186
1995,Daily,66 and older,East,0.011673151750972763,17246,0.010070067886569114,0.013276235615376412
1995,At least once per week,18-29 y.,West,0.3450757575757576,17246,0.3379805576274136,0.3521709575241016
1995,At least once per week,30-45 y.,West,0.2553030303030303,17246,0.24879529831790076,0.26181076228815986
1995,At least once per week,46-65 y.,West,0.1787878787878788,17246,0.1730690302852279,0.1845067272905297
1995,At least once per week,18-29 y.,East,0.08106060606060606,17246,0.07698717623898287,0.08513403588222924
1995,At least once per week,66 and older,West,0.06060606060606061,17246,0.057044881756651504,0.06416723945546972
1995,At least once per week,30-45 y.,East,0.042045454545454546,17246,0.039050130191100596,0.045040778899808495
1995,At least once per week,46-65 y.,East,0.026893939393939394,17246,0.024479484035042867,0.02930839475283592
1995,At least once per week,66 and older,East,0.010227272727272727,17246,0.00872565446800547,0.011728890986539984
1995,At least once per month,30-45 y.,West,0.27595857822558073,17246,0.26928720041539256,0.2826299560357689
1995,At least once per month,46-65 y.,West,0.2135460397425133,17246,0.20742966208507443,0.21966241739995215
1995,At least once per month,18-29 y.,West,0.20011195074167365,17246,0.19414073177229896,0.20608316971104834
1995,At least once per month,30-45 y.,East,0.10467394346487545,17246,0.10010493686474042,0.10924295006501047
1995,At least once per month,46-65 y.,East,0.06381192275398824,17246,0.060164010790141616,0.06745983471783486
1995,At least once per month,18-29 y.,East,0.06353204589980409,17246,0.059891598493340054,0.06717249330626812
1995,At least once per month,66 and older,West,0.06325216904561992,17246,0.059619206336546826,0.06688513175469302
1995,At least once per month,66 and older,East,0.015113350125944584,17246,0.013292453137651901,0.016934247114237265
1995,Seldom,30-45 y.,West,0.2385456073980664,17246,0.23218469315449203,0.24490652164164078
1995,Seldom,46-65 y.,West,0.22194199243379573,17246,0.21573990893181838,0.22814407593577307
