year,pgisced97,quintil_oecd,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Primary Level,1st Quintile,Very concerned,0.35165,115,352,0.30170,0.40161
1984,Primary Level,1st Quintile,Somewhat concerned,0.40453,138,352,0.35318,0.45587
1984,Primary Level,1st Quintile,Not concerned at all,0.24382,99,352,0.19890,0.28874
1984,Primary Level,2nd Quintile,Very concerned,0.27478,54,232,0.21721,0.33234
1984,Primary Level,2nd Quintile,Somewhat concerned,0.49256,113,232,0.42809,0.55704
1984,Primary Level,2nd Quintile,Not concerned at all,0.23266,65,232,0.17817,0.28715
1984,Primary Level,3rd Quintile,Very concerned,0.28667,49,155,0.21525,0.35809
1984,Primary Level,3rd Quintile,Somewhat concerned,0.47244,68,155,0.39359,0.55129
1984,Primary Level,3rd Quintile,Not concerned at all,0.24089,38,155,0.17335,0.30843
1984,Primary Level,4th Quintile,Somewhat concerned,0.52331,76,129,0.43678,0.60984
1984,Primary Level,4th Quintile,Not concerned at all,0.34811,53,129,0.26558,0.43064
1984,Primary Level,5th Quintile,Somewhat concerned,0.52207,45,45,0.37448,0.66967
1984,Lower Secondary Level,1st Quintile,Very concerned,0.30627,290,928,0.27660,0.33595
1984,Lower Secondary Level,1st Quintile,Somewhat concerned,0.49799,463,928,0.46580,0.53018
1984,Lower Secondary Level,1st Quintile,Not concerned at all,0.19574,175,928,0.17019,0.22128
1984,Lower Secondary Level,2nd Quintile,Very concerned,0.35817,272,820,0.32533,0.39100
1984,Lower Secondary Level,2nd Quintile,Somewhat concerned,0.47407,395,820,0.43987,0.50826
1984,Lower Secondary Level,2nd Quintile,Not concerned at all,0.16777,153,820,0.14218,0.19336
1984,Lower Secondary Level,3rd Quintile,Very concerned,0.31460,212,693,0.28000,0.34920
1984,Lower Secondary Level,3rd Quintile,Somewhat concerned,0.54577,380,693,0.50868,0.58287
1984,Lower Secondary Level,3rd Quintile,Not concerned at all,0.13963,101,693,0.11380,0.16545
1984,Lower Secondary Level,4th Quintile,Very concerned,0.28243,162,584,0.24588,0.31897
