year,age_gr,pgisced97,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Pre-primary Level,Very concerned,0.24070,40,185,0.17893,0.30247
1984,17-29 y.,Pre-primary Level,Somewhat concerned,0.55752,105,185,0.48576,0.62929
1984,17-29 y.,Pre-primary Level,Not concerned at all,0.20178,40,185,0.14379,0.25977
1984,17-29 y.,Primary Level,Very concerned,0.25426,55,204,0.19436,0.31416
1984,17-29 y.,Primary Level,Somewhat concerned,0.54137,98,204,0.47282,0.60992
1984,17-29 y.,Primary Level,Not concerned at all,0.20437,51,204,0.14890,0.25984
1984,17-29 y.,Lower Secondary Level,Very concerned,0.30081,297,1028,0.27276,0.32886
1984,17-29 y.,Lower Secondary Level,Somewhat concerned,0.54694,551,1028,0.51649,0.57738
1984,17-29 y.,Lower Secondary Level,Not concerned at all,0.15226,180,1028,0.13028,0.17423
1984,17-29 y.,Upper Secondary Level,Very concerned,0.34072,535,1583,0.31736,0.36407
1984,17-29 y.,Upper Secondary Level,Somewhat concerned,0.56749,874,1583,0.54308,0.59190
1984,17-29 y.,Upper Secondary Level,Not concerned at all,0.09179,174,1583,0.07756,0.10602
1984,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.40879,50,114,0.31814,0.49943
1984,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.51565,64,114,0.42351,0.60780
1984,17-29 y.,First Stage of Tertiary Education,Very concerned,0.33230,41,110,0.24387,0.42073
1984,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,0.56449,69,110,0.47141,0.65757
1984,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.31450,40,112,0.22812,0.40088
1984,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.57655,72,112,0.48463,0.66847
1984,30-45 y.,Primary Level,Very concerned,0.26013,95,391,0.21659,0.30367
1984,30-45 y.,Primary Level,Somewhat concerned,0.43763,169,391,0.38839,0.48687
1984,30-45 y.,Primary Level,Not concerned at all,0.30224,127,391,0.25666,0.34782
1984,30-45 y.,Lower Secondary Level,Very concerned,0.35714,258,798,0.32387,0.39040
1984,30-45 y.,Lower Secondary Level,Somewhat concerned,0.50268,398,798,0.46797,0.53740
1984,30-45 y.,Lower Secondary Level,Not concerned at all,0.14018,142,798,0.11608,0.16428
1984,30-45 y.,Upper Secondary Level,Very concerned,0.35394,669,1933,0.33261,0.37526
1984,30-45 y.,Upper Secondary Level,Somewhat concerned,0.56561,1081,1933,0.54351,0.58771
1984,30-45 y.,Upper Secondary Level,Not concerned at all,0.08046,183,1933,0.06833,0.09258
1984,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.35212,33,77,0.24473,0.45950
1984,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.51936,44,77,0.40703,0.63169
1984,30-45 y.,First Stage of Tertiary Education,Very concerned,0.38055,96,227,0.31725,0.44385
1984,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.53867,131,227,0.47368,0.60366
1984,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.28889,110,374,0.24289,0.33489
1984,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.60869,223,374,0.55916,0.65822
1984,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.10241,41,374,0.07165,0.13318
1984,46-65 y.,Primary Level,Very concerned,0.35827,110,370,0.30934,0.40719
1984,46-65 y.,Primary Level,Somewhat concerned,0.40623,169,370,0.35612,0.45635
1984,46-65 y.,Primary Level,Not concerned at all,0.23550,91,370,0.19221,0.27879
1984,46-65 y.,Lower Secondary Level,Very concerned,0.34886,363,1077,0.32039,0.37734
1984,46-65 y.,Lower Secondary Level,Somewhat concerned,0.53940,575,1077,0.50962,0.56919
1984,46-65 y.,Lower Secondary Level,Not concerned at all,0.11173,139,1077,0.09291,0.13056
1984,46-65 y.,Upper Secondary Level,Very concerned,0.37768,576,1566,0.35366,0.40170
1984,46-65 y.,Upper Secondary Level,Somewhat concerned,0.53037,824,1566,0.50564,0.55510
1984,46-65 y.,Upper Secondary Level,Not concerned at all,0.09195,166,1566,0.07764,0.10627
1984,46-65 y.,First Stage of Tertiary Education,Very concerned,0.34332,69,185,0.27471,0.41193
1984,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.57290,116,185,0.50142,0.64437
1984,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.29071,60,218,0.23029,0.35112
1984,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.55258,126,218,0.48642,0.61874
1984,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.15672,32,218,0.10835,0.20509
1984,66 and older,Lower Secondary Level,Very concerned,0.26055,137,509,0.22238,0.29872
1984,66 and older,Lower Secondary Level,Somewhat concerned,0.47568,242,509,0.43225,0.51911
1984,66 and older,Lower Secondary Level,Not concerned at all,0.26377,130,509,0.22545,0.30209
1984,66 and older,Upper Secondary Level,Very concerned,0.26076,147,566,0.22456,0.29697
