year,migback,pgisced97,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,Pre-primary Level,Very concerned,0.24116,36,156,0.17381,0.30851
1984,No migration background,Pre-primary Level,Somewhat concerned,0.55623,88,156,0.47802,0.63445
1984,No migration background,Pre-primary Level,Not concerned at all,0.20261,32,156,0.13933,0.26588
1984,No migration background,Primary Level,Somewhat concerned,0.56470,41,41,0.41105,0.71835
1984,No migration background,Lower Secondary Level,Very concerned,0.31675,745,2317,0.29780,0.33570
1984,No migration background,Lower Secondary Level,Somewhat concerned,0.52367,1224,2317,0.50333,0.54401
1984,No migration background,Lower Secondary Level,Not concerned at all,0.15958,348,2317,0.14466,0.17449
1984,No migration background,Upper Secondary Level,Very concerned,0.34661,1610,4589,0.33284,0.36038
1984,No migration background,Upper Secondary Level,Somewhat concerned,0.54947,2538,4589,0.53507,0.56387
1984,No migration background,Upper Secondary Level,Not concerned at all,0.10392,441,4589,0.09509,0.11275
1984,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.39285,74,173,0.31986,0.46584
1984,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.54687,99,173,0.47248,0.62127
1984,No migration background,First Stage of Tertiary Education,Very concerned,0.34299,213,596,0.30484,0.38113
1984,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.54488,321,596,0.50487,0.58490
1984,No migration background,First Stage of Tertiary Education,Not concerned at all,0.11213,62,596,0.08678,0.13749
1984,No migration background,Second Stage of Tertiary Education,Very concerned,0.29088,191,660,0.25620,0.32556
1984,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.57633,387,660,0.53861,0.61406
1984,No migration background,Second Stage of Tertiary Education,Not concerned at all,0.13279,82,660,0.10688,0.15869
1984,Direct migration background,Primary Level,Very concerned,0.28936,241,902,0.25975,0.31897
1984,Direct migration background,Primary Level,Somewhat concerned,0.41288,400,902,0.38073,0.44503
1984,Direct migration background,Primary Level,Not concerned at all,0.29776,261,902,0.26790,0.32762
1984,Direct migration background,Lower Secondary Level,Very concerned,0.30877,294,1043,0.28072,0.33682
1984,Direct migration background,Lower Secondary Level,Somewhat concerned,0.47894,515,1043,0.44861,0.50928
1984,Direct migration background,Lower Secondary Level,Not concerned at all,0.21229,234,1043,0.18746,0.23712
1984,Direct migration background,Upper Secondary Level,Very concerned,0.30304,299,1010,0.27468,0.33140
1984,Direct migration background,Upper Secondary Level,Somewhat concerned,0.53566,517,1010,0.50488,0.56643
1984,Direct migration background,Upper Secondary Level,Not concerned at all,0.16130,194,1010,0.13861,0.18400
1984,Direct migration background,Post-secondary Non-tertiary Level,Very concerned,0.28668,41,92,0.19377,0.37959
1984,Direct migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.46232,51,92,0.35988,0.56476
1984,Direct migration background,First Stage of Tertiary Education,Somewhat concerned,0.70424,35,35,0.55083,0.85765
1984,Direct migration background,Second Stage of Tertiary Education,Very concerned,0.32562,39,98,0.23236,0.41888
1984,Direct migration background,Second Stage of Tertiary Education,Somewhat concerned,0.47668,59,98,0.37728,0.57607
1985,No migration background,Pre-primary Level,Somewhat concerned,0.60442,94,127,0.51904,0.68980
1985,No migration background,Pre-primary Level,Not concerned at all,0.21361,33,127,0.14204,0.28517
1985,No migration background,Primary Level,Somewhat concerned,0.44759,36,36,0.28285,0.61233
1985,No migration background,Lower Secondary Level,Very concerned,0.28518,598,2051,0.26564,0.30473
1985,No migration background,Lower Secondary Level,Somewhat concerned,0.55584,1153,2051,0.53433,0.57734
1985,No migration background,Lower Secondary Level,Not concerned at all,0.15898,300,2051,0.14315,0.17481
1985,No migration background,Upper Secondary Level,Very concerned,0.33741,1420,4189,0.32309,0.35173
1985,No migration background,Upper Secondary Level,Somewhat concerned,0.55382,2342,4189,0.53876,0.56888
1985,No migration background,Upper Secondary Level,Not concerned at all,0.10877,427,4189,0.09934,0.11820
1985,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.37207,64,159,0.29670,0.44744
1985,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.54551,95,159,0.46787,0.62315
1985,No migration background,First Stage of Tertiary Education,Very concerned,0.32941,190,566,0.29066,0.36817
1985,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.58085,325,566,0.54017,0.62154
1985,No migration background,First Stage of Tertiary Education,Not concerned at all,0.08973,51,566,0.06617,0.11330
1985,No migration background,Second Stage of Tertiary Education,Very concerned,0.25881,170,636,0.22475,0.29288
