"plh0032","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1984","(noch) kein Abschluss","kein Migrationshintergrund","57","0.262119239248145","0.204397660324252","0.319840818172037"
"Grosse Sorgen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","270","0.286205111401731","0.258507923085385","0.313902299718077"
"Grosse Sorgen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","Hauptschule","kein Migrationshintergrund","1904","0.347227579863838","0.334525937298092","0.359929222429584"
"Grosse Sorgen","1984","Hauptschule","direkter Migrationshintergrund","486","0.300849891580571","0.279086893591345","0.322612889569797"
"Grosse Sorgen","1984","Hauptschule","indirekter Migrationshintergrund","27","","",""
"Grosse Sorgen","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","Realschule","kein Migrationshintergrund","534","0.306613080716753","0.284726946360925","0.328499215072581"
"Grosse Sorgen","1984","Realschule","direkter Migrationshintergrund","41","0.315056912415452","0.237551809429092","0.392562015401812"
"Grosse Sorgen","1984","Realschule","indirekter Migrationshintergrund","6","","",""
"Grosse Sorgen","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","kein Migrationshintergrund","201","0.333250340849282","0.29498720885282","0.371513472845743"
"Grosse Sorgen","1984","(Fach-)Abitur","direkter Migrationshintergrund","91","0.278188867466063","0.224539778038619","0.331837956893507"
"Grosse Sorgen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","AkademikerIn","kein Migrationshintergrund","191","0.290878317397449","0.256229199691069","0.325527435103828"
"Grosse Sorgen","1984","AkademikerIn","direkter Migrationshintergrund","39","0.325621390984232","0.24177858110284","0.409464200865623"
"Grosse Sorgen","1984","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","(noch) kein Abschluss","kein Migrationshintergrund","124","0.54938237780075","0.484078780162119","0.614685975439381"
"Einige Sorgen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","466","0.430617160540094","0.400274187755581","0.460960133324608"
"Einige Sorgen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","6","","",""
"Einige Sorgen","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","Hauptschule","kein Migrationshintergrund","2878","0.529404252425451","0.51608776774082","0.542720737110082"
"Einige Sorgen","1984","Hauptschule","direkter Migrationshintergrund","862","0.512087203927025","0.48836791618776","0.535806491666289"
"Einige Sorgen","1984","Hauptschule","indirekter Migrationshintergrund","32","0.493428959618595","0.376308823709934","0.610549095527257"
"Einige Sorgen","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","Realschule","kein Migrationshintergrund","976","0.569901002861427","0.546400896661074","0.59340110906178"
"Einige Sorgen","1984","Realschule","direkter Migrationshintergrund","76","0.529257879756233","0.445979216846966","0.612536542665499"
"Einige Sorgen","1984","Realschule","indirekter Migrationshintergrund","19","","",""
"Einige Sorgen","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","(Fach-)Abitur","kein Migrationshintergrund","329","0.574957089385099","0.534829052063171","0.615085126707028"
"Einige Sorgen","1984","(Fach-)Abitur","direkter Migrationshintergrund","120","0.545766363465112","0.486155731991634","0.60537699493859"
"Einige Sorgen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Einige Sorgen","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","AkademikerIn","kein Migrationshintergrund","387","0.576337103608056","0.538638555145068","0.614035652071043"
"Einige Sorgen","1984","AkademikerIn","direkter Migrationshintergrund","59","0.476678528521215","0.387316186985411","0.566040870057019"
"Einige Sorgen","1984","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","(noch) kein Abschluss","kein Migrationshintergrund","42","0.188498382951106","0.137165675760283","0.239831090141928"
