"plh0032","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","1984","(Fach-)Abitur","maennlich","259","0.552185479683797","0.50915452462024","0.595216434747353"
"Einige Sorgen","1984","(Fach-)Abitur","weiblich","193","0.597605202026643","0.545859783142673","0.649350620910612"
"Einige Sorgen","1984","(noch) kein Abschluss","maennlich","279","0.493302057995583","0.452150375569429","0.534453740421738"
"Einige Sorgen","1984","(noch) kein Abschluss","weiblich","317","0.50379994480813","0.466574582305557","0.541025307310704"
"Einige Sorgen","1984","AkademikerIn","maennlich","317","0.599072489508234","0.557427295295858","0.64071768372061"
"Einige Sorgen","1984","AkademikerIn","weiblich","130","0.497222928637577","0.435367967860326","0.559077889414828"
"Einige Sorgen","1984","Hauptschule","maennlich","1778","0.516434408819018","0.49979043109952","0.533078386538516"
"Einige Sorgen","1984","Hauptschule","weiblich","1994","0.537378896539127","0.521334840881511","0.553422952196743"
"Einige Sorgen","1984","Realschule","maennlich","450","0.567676986880977","0.532910916012453","0.602443057749501"
"Einige Sorgen","1984","Realschule","weiblich","621","0.568750606182816","0.539349746653178","0.598151465712453"
"Grosse Sorgen","1984","(Fach-)Abitur","maennlich","181","0.33092385666843","0.290205408377274","0.371642304959586"
"Grosse Sorgen","1984","(Fach-)Abitur","weiblich","114","0.319624082230795","0.270416417269259","0.368831747192331"
"Grosse Sorgen","1984","(noch) kein Abschluss","maennlich","154","0.288383081959542","0.251095468896297","0.325670695022787"
"Grosse Sorgen","1984","(noch) kein Abschluss","weiblich","175","0.25540915103648","0.222940925978011","0.287877376094949"
"Grosse Sorgen","1984","AkademikerIn","maennlich","153","0.285021580066274","0.246661667074975","0.323381493057574"
"Grosse Sorgen","1984","AkademikerIn","weiblich","78","0.313768731529563","0.256363521163775","0.371173941895352"
"Grosse Sorgen","1984","Hauptschule","maennlich","1248","0.372483514120774","0.356381213027107","0.38858581521444"
