year,pgisced97,sampreg,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Pre-primary Level,West,Very concerned,0.24070,40,185,0.17893,0.30247
1984,Pre-primary Level,West,Somewhat concerned,0.55752,105,185,0.48576,0.62929
1984,Pre-primary Level,West,Not concerned at all,0.20178,40,185,0.14379,0.25977
1984,Primary Level,West,Very concerned,0.28379,263,980,0.25555,0.31203
1984,Primary Level,West,Somewhat concerned,0.46281,441,980,0.43158,0.49405
1984,Primary Level,West,Not concerned at all,0.25339,276,980,0.22615,0.28064
1984,Lower Secondary Level,West,Very concerned,0.31636,1055,3412,0.30076,0.33197
1984,Lower Secondary Level,West,Somewhat concerned,0.51917,1766,3412,0.50241,0.53594
1984,Lower Secondary Level,West,Not concerned at all,0.16446,591,3412,0.15202,0.17690
1984,Upper Secondary Level,West,Very concerned,0.34346,1927,5648,0.33108,0.35585
1984,Upper Secondary Level,West,Somewhat concerned,0.54868,3080,5648,0.53570,0.56166
1984,Upper Secondary Level,West,Not concerned at all,0.10786,641,5648,0.09977,0.11595
1984,Post-secondary Non-tertiary Level,West,Very concerned,0.37637,115,307,0.32209,0.43066
1984,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.53411,151,307,0.47822,0.59000
1984,Post-secondary Non-tertiary Level,West,Not concerned at all,0.08952,41,307,0.05753,0.12151
1984,First Stage of Tertiary Education,West,Very concerned,0.33490,226,651,0.29861,0.37118
1984,First Stage of Tertiary Education,West,Somewhat concerned,0.55518,359,651,0.51698,0.59338
1984,First Stage of Tertiary Education,West,Not concerned at all,0.10992,66,651,0.08588,0.13397
1984,Second Stage of Tertiary Education,West,Very concerned,0.29442,231,783,0.26248,0.32637
1984,Second Stage of Tertiary Education,West,Somewhat concerned,0.56577,447,783,0.53103,0.60051
1984,Second Stage of Tertiary Education,West,Not concerned at all,0.13981,105,783,0.11551,0.16412
1985,No answer / don't know,West,Somewhat concerned,0.38535,43,82,0.27936,0.49133
1985,No answer / don't know,West,Not concerned at all,0.30070,39,82,0.20084,0.40056
1985,Pre-primary Level,West,Very concerned,0.17579,32,186,0.12094,0.23064
1985,Pre-primary Level,West,Somewhat concerned,0.60127,111,186,0.53071,0.67182
1985,Pre-primary Level,West,Not concerned at all,0.22294,43,186,0.16297,0.28292
