year,sampreg,sex,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,West,male,Very concerned,0.34709,1994,5897,0.33494,0.35924
1984,West,male,Somewhat concerned,0.53451,3096,5897,0.52178,0.54725
1984,West,male,Not concerned at all,0.11840,807,5897,0.11015,0.12665
1984,West,female,Very concerned,0.31420,1893,6132,0.30258,0.32582
1984,West,female,Somewhat concerned,0.54389,3277,6132,0.53142,0.55635
1984,West,female,Not concerned at all,0.14191,962,6132,0.13318,0.15065
1985,West,male,Very concerned,0.32563,1687,5355,0.31308,0.33819
1985,West,male,Somewhat concerned,0.55740,2934,5355,0.54409,0.57070
1985,West,male,Not concerned at all,0.11697,734,5355,0.10836,0.12558
1985,West,female,Very concerned,0.29322,1562,5515,0.28120,0.30524
1985,West,female,Somewhat concerned,0.56482,3081,5515,0.55173,0.57790
1985,West,female,Not concerned at all,0.14196,872,5515,0.13275,0.15117
1986,West,male,Very concerned,0.19473,1020,5173,0.18394,0.20552
1986,West,male,Somewhat concerned,0.57066,2907,5173,0.55717,0.58415
1986,West,male,Not concerned at all,0.23461,1246,5173,0.22306,0.24616
1986,West,female,Very concerned,0.18841,942,5259,0.17784,0.19898
1986,West,female,Somewhat concerned,0.57920,3077,5259,0.56586,0.59255
1986,West,female,Not concerned at all,0.23239,1240,5259,0.22097,0.24380
1987,West,male,Very concerned,0.19762,952,5119,0.18671,0.20853
1987,West,male,Somewhat concerned,0.62358,3129,5119,0.61031,0.63686
1987,West,male,Not concerned at all,0.17880,1038,5119,0.16830,0.18929
1987,West,female,Very concerned,0.21321,1028,5189,0.20206,0.22435
1987,West,female,Somewhat concerned,0.59578,3081,5189,0.58243,0.60913
1987,West,female,Not concerned at all,0.19101,1080,5189,0.18032,0.20171
1988,West,male,Very concerned,0.28192,1287,4890,0.26931,0.29454
1988,West,male,Somewhat concerned,0.58713,2875,4890,0.57333,0.60093
1988,West,male,Not concerned at all,0.13094,728,4890,0.12149,0.14040
1988,West,female,Very concerned,0.27731,1253,4978,0.26488,0.28975
1988,West,female,Somewhat concerned,0.57979,2915,4978,0.56608,0.59351
1988,West,female,Not concerned at all,0.14289,810,4978,0.13317,0.15262
1989,West,male,Very concerned,0.16644,796,4704,0.15579,0.17709
1989,West,male,Somewhat concerned,0.56576,2654,4704,0.55160,0.57993
1989,West,male,Not concerned at all,0.26780,1254,4704,0.25514,0.28045
1989,West,female,Very concerned,0.18381,838,4821,0.17288,0.19475
1989,West,female,Somewhat concerned,0.59784,2879,4821,0.58400,0.61168
1989,West,female,Not concerned at all,0.21834,1104,4821,0.20668,0.23001
1990,West,male,Very concerned,0.17459,789,4619,0.16365,0.18554
1990,West,male,Somewhat concerned,0.49452,2350,4619,0.48010,0.50894
1990,West,male,Not concerned at all,0.33089,1480,4619,0.31732,0.34446
1990,West,female,Very concerned,0.19868,897,4722,0.18730,0.21006
1990,West,female,Somewhat concerned,0.54865,2601,4722,0.53446,0.56285
1990,West,female,Not concerned at all,0.25267,1224,4722,0.24027,0.26506
1990,East,male,Very concerned,0.36140,784,2101,0.34085,0.38195
1990,East,male,Somewhat concerned,0.52404,1101,2101,0.50268,0.54540
1990,East,male,Not concerned at all,0.11456,216,2101,0.10094,0.12819
1990,East,female,Very concerned,0.34927,841,2307,0.32981,0.36873
1990,East,female,Somewhat concerned,0.54860,1260,2307,0.52829,0.56891
1990,East,female,Not concerned at all,0.10213,206,2307,0.08977,0.11449
1991,West,male,Very concerned,0.17493,773,4619,0.16397,0.18589
1991,West,male,Somewhat concerned,0.57956,2690,4619,0.56533,0.59380
1991,West,male,Not concerned at all,0.24551,1156,4619,0.23309,0.25792
1991,West,female,Very concerned,0.19849,895,4742,0.18714,0.20985
1991,West,female,Somewhat concerned,0.60266,2844,4742,0.58873,0.61659
1991,West,female,Not concerned at all,0.19885,1003,4742,0.18749,0.21021
1991,East,male,Very concerned,0.47230,935,1971,0.45025,0.49434
1991,East,male,Somewhat concerned,0.45192,898,1971,0.42994,0.47390
1991,East,male,Not concerned at all,0.07578,138,1971,0.06410,0.08747
1991,East,female,Very concerned,0.47330,1036,2149,0.45218,0.49441
1991,East,female,Somewhat concerned,0.46992,1014,2149,0.44881,0.49102
1991,East,female,Not concerned at all,0.05679,99,2149,0.04700,0.06658
1992,West,male,Very concerned,0.23767,1056,4537,0.22529,0.25006
1992,West,male,Somewhat concerned,0.60570,2714,4537,0.59148,0.61992
1992,West,male,Not concerned at all,0.15663,767,4537,0.14605,0.16720
1992,West,female,Very concerned,0.23950,1074,4718,0.22732,0.25167
1992,West,female,Somewhat concerned,0.60290,2843,4718,0.58894,0.61687
1992,West,female,Not concerned at all,0.15760,801,4718,0.14720,0.16800
1992,East,male,Very concerned,0.35812,669,1871,0.33639,0.37985
1992,East,male,Somewhat concerned,0.53557,1009,1871,0.51297,0.55818
1992,East,male,Not concerned at all,0.10631,193,1871,0.09234,0.12028
1992,East,female,Very concerned,0.36274,767,2068,0.34201,0.38346
1992,East,female,Somewhat concerned,0.54956,1149,2068,0.52811,0.57101
1992,East,female,Not concerned at all,0.08771,152,2068,0.07551,0.09990
1993,West,male,Very concerned,0.40638,1779,4524,0.39206,0.42069
1993,West,male,Somewhat concerned,0.53820,2420,4524,0.52367,0.55273
1993,West,male,Not concerned at all,0.05543,325,4524,0.04876,0.06210
1993,West,female,Very concerned,0.39145,1756,4681,0.37746,0.40543
1993,West,female,Somewhat concerned,0.53498,2542,4681,0.52069,0.54927
1993,West,female,Not concerned at all,0.07357,383,4681,0.06609,0.08105
1993,East,male,Very concerned,0.42183,752,1810,0.39907,0.44459
1993,East,male,Somewhat concerned,0.53314,977,1810,0.51014,0.55613
1993,East,male,Not concerned at all,0.04504,81,1810,0.03548,0.05459
1993,East,female,Very concerned,0.41192,817,2003,0.39036,0.43348
1993,East,female,Somewhat concerned,0.52957,1084,2003,0.50770,0.55143
1993,East,female,Not concerned at all,0.05851,102,2003,0.04823,0.06879
1994,West,male,Very concerned,0.37819,1640,4395,0.36385,0.39253
1994,West,male,Somewhat concerned,0.55425,2414,4395,0.53956,0.56895
1994,West,male,Not concerned at all,0.06755,341,4395,0.06013,0.07497
1994,West,female,Very concerned,0.36061,1624,4652,0.34681,0.37441
1994,West,female,Somewhat concerned,0.55742,2631,4652,0.54315,0.57170
1994,West,female,Not concerned at all,0.08197,397,4652,0.07408,0.08985
1994,East,male,Very concerned,0.40278,706,1790,0.38005,0.42551
1994,East,male,Somewhat concerned,0.54523,988,1790,0.52215,0.56830
1994,East,male,Not concerned at all,0.05200,96,1790,0.04171,0.06229
1994,East,female,Very concerned,0.40202,797,1974,0.38039,0.42366
1994,East,female,Somewhat concerned,0.53990,1083,1974,0.51791,0.56189
1994,East,female,Not concerned at all,0.05808,94,1974,0.04776,0.06840
1995,West,male,Very concerned,0.24793,1141,4616,0.23547,0.26039
1995,West,male,Somewhat concerned,0.61762,2851,4616,0.60360,0.63164
1995,West,male,Not concerned at all,0.13445,624,4616,0.12461,0.14429
1995,West,female,Very concerned,0.25555,1215,4896,0.24333,0.26777
1995,West,female,Somewhat concerned,0.62887,3076,4896,0.61534,0.64241
1995,West,female,Not concerned at all,0.11558,605,4896,0.10662,0.12454
1995,East,male,Very concerned,0.26427,458,1742,0.24356,0.28498
1995,East,male,Somewhat concerned,0.63628,1122,1742,0.61368,0.65887
1995,East,male,Not concerned at all,0.09946,162,1742,0.08540,0.11351
1995,East,female,Very concerned,0.27781,534,1927,0.25780,0.29781
1995,East,female,Somewhat concerned,0.63251,1227,1927,0.61098,0.65404
1995,East,female,Not concerned at all,0.08968,166,1927,0.07692,0.10244
1996,West,male,Very concerned,0.46817,2011,4517,0.45362,0.48273
1996,West,male,Somewhat concerned,0.47142,2211,4517,0.45686,0.48598
1996,West,male,Not concerned at all,0.06041,295,4517,0.05346,0.06736
1996,West,female,Very concerned,0.42528,1879,4807,0.41130,0.43926
1996,West,female,Somewhat concerned,0.50646,2556,4807,0.49232,0.52059
1996,West,female,Not concerned at all,0.06826,372,4807,0.06113,0.07539
1996,East,male,Very concerned,0.44836,782,1752,0.42507,0.47166
1996,East,male,Somewhat concerned,0.50600,889,1752,0.48258,0.52942
1996,East,male,Not concerned at all,0.04564,81,1752,0.03586,0.05542
1996,East,female,Very concerned,0.43163,809,1925,0.40949,0.45376
1996,East,female,Somewhat concerned,0.50328,994,1925,0.48094,0.52562
1996,East,female,Not concerned at all,0.06509,122,1925,0.05407,0.07612
1997,West,male,Very concerned,0.47385,2014,4448,0.45917,0.48852
1997,West,male,Somewhat concerned,0.47886,2202,4448,0.46418,0.49354
1997,West,male,Not concerned at all,0.04729,232,4448,0.04106,0.05353
1997,West,female,Very concerned,0.47850,2098,4707,0.46423,0.49277
1997,West,female,Somewhat concerned,0.47071,2326,4707,0.45645,0.48497
1997,West,female,Not concerned at all,0.05079,283,4707,0.04452,0.05706
1997,East,male,Very concerned,0.52802,889,1744,0.50458,0.55146
1997,East,male,Somewhat concerned,0.44378,806,1744,0.42046,0.46711
1997,East,male,Not concerned at all,0.02820,49,1744,0.02042,0.03597
1997,East,female,Very concerned,0.53478,1002,1881,0.51223,0.55733
1997,East,female,Somewhat concerned,0.43034,823,1881,0.40796,0.45272
1997,East,female,Not concerned at all,0.03488,56,1881,0.02659,0.04317
1998,West,male,Very concerned,0.40848,1989,5002,0.39485,0.42210
1998,West,male,Somewhat concerned,0.52011,2622,5002,0.50626,0.53396
1998,West,male,Not concerned at all,0.07142,391,5002,0.06428,0.07855
1998,West,female,Very concerned,0.40452,2073,5329,0.39134,0.41770
1998,West,female,Somewhat concerned,0.51826,2839,5329,0.50484,0.53167
1998,West,female,Not concerned at all,0.07722,417,5329,0.07005,0.08439
1998,East,male,Very concerned,0.51471,941,1865,0.49202,0.53740
1998,East,male,Somewhat concerned,0.44545,849,1865,0.42289,0.46801
1998,East,male,Not concerned at all,0.03984,75,1865,0.03096,0.04872
1998,East,female,Very concerned,0.52342,1032,1990,0.50147,0.54537
1998,East,female,Somewhat concerned,0.43613,884,1990,0.41433,0.45792
1998,East,female,Not concerned at all,0.04045,74,1990,0.03179,0.04911
1999,West,male,Very concerned,0.24845,1145,4781,0.23620,0.26070
1999,West,male,Somewhat concerned,0.63355,3064,4781,0.61989,0.64721
1999,West,male,Not concerned at all,0.11800,572,4781,0.10885,0.12715
1999,West,female,Very concerned,0.25412,1217,5082,0.24215,0.26609
1999,West,female,Somewhat concerned,0.64230,3311,5082,0.62912,0.65548
