year,migback,quintil_oecd,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,1st Quintile,Very concerned,0.33339,488,1429,0.30894,0.35784
1984,No migration background,1st Quintile,Somewhat concerned,0.50194,728,1429,0.47601,0.52788
1984,No migration background,1st Quintile,Not concerned at all,0.16467,213,1429,0.14543,0.18391
1984,No migration background,2nd Quintile,Very concerned,0.34504,555,1587,0.32165,0.36844
1984,No migration background,2nd Quintile,Somewhat concerned,0.53553,859,1587,0.51099,0.56008
1984,No migration background,2nd Quintile,Not concerned at all,0.11943,173,1587,0.10347,0.13539
1984,No migration background,3rd Quintile,Very concerned,0.32376,562,1707,0.30155,0.34596
1984,No migration background,3rd Quintile,Somewhat concerned,0.55879,958,1707,0.53523,0.58235
1984,No migration background,3rd Quintile,Not concerned at all,0.11746,187,1707,0.10218,0.13274
1984,No migration background,4th Quintile,Very concerned,0.33288,623,1844,0.31136,0.35439
1984,No migration background,4th Quintile,Somewhat concerned,0.55544,1021,1844,0.53276,0.57813
1984,No migration background,4th Quintile,Not concerned at all,0.11168,200,1844,0.09730,0.12606
1984,No migration background,5th Quintile,Very concerned,0.32887,661,2001,0.30828,0.34946
1984,No migration background,5th Quintile,Somewhat concerned,0.55937,1125,2001,0.53761,0.58113
1984,No migration background,5th Quintile,Not concerned at all,0.11176,215,2001,0.09795,0.12557
1984,Direct migration background,1st Quintile,Very concerned,0.32561,320,997,0.29651,0.35471
1984,Direct migration background,1st Quintile,Somewhat concerned,0.43657,450,997,0.40577,0.46737
1984,Direct migration background,1st Quintile,Not concerned at all,0.23782,227,997,0.21138,0.26426
1984,Direct migration background,2nd Quintile,Very concerned,0.33023,211,758,0.29673,0.36374
1984,Direct migration background,2nd Quintile,Somewhat concerned,0.46495,366,758,0.42942,0.50048
1984,Direct migration background,2nd Quintile,Not concerned at all,0.20481,181,758,0.17606,0.23356
1984,Direct migration background,3rd Quintile,Very concerned,0.31575,183,595,0.27837,0.35313
1984,Direct migration background,3rd Quintile,Somewhat concerned,0.49086,285,595,0.45066,0.53107
1984,Direct migration background,3rd Quintile,Not concerned at all,0.19339,127,595,0.16163,0.22515
1984,Direct migration background,4th Quintile,Very concerned,0.26832,146,582,0.23229,0.30435
1984,Direct migration background,4th Quintile,Somewhat concerned,0.52689,288,582,0.48629,0.56749
1984,Direct migration background,4th Quintile,Not concerned at all,0.20479,148,582,0.17197,0.23760
1984,Direct migration background,5th Quintile,Very concerned,0.23108,91,384,0.18887,0.27330
1984,Direct migration background,5th Quintile,Somewhat concerned,0.63110,218,384,0.58278,0.67943
1984,Direct migration background,5th Quintile,Not concerned at all,0.13781,75,384,0.10329,0.17233
1985,No migration background,1st Quintile,Very concerned,0.31618,425,1291,0.29081,0.34156
1985,No migration background,1st Quintile,Somewhat concerned,0.53673,699,1291,0.50952,0.56394
1985,No migration background,1st Quintile,Not concerned at all,0.14709,167,1291,0.12776,0.16642
1985,No migration background,2nd Quintile,Very concerned,0.35543,527,1452,0.33080,0.38006
1985,No migration background,2nd Quintile,Somewhat concerned,0.52791,764,1452,0.50222,0.55360
1985,No migration background,2nd Quintile,Not concerned at all,0.11666,161,1452,0.10014,0.13317
1985,No migration background,3rd Quintile,Very concerned,0.30575,496,1608,0.28322,0.32827
1985,No migration background,3rd Quintile,Somewhat concerned,0.57435,931,1608,0.55017,0.59852
1985,No migration background,3rd Quintile,Not concerned at all,0.11990,181,1608,0.10402,0.13579
1985,No migration background,4th Quintile,Very concerned,0.32137,536,1690,0.29910,0.34364
1985,No migration background,4th Quintile,Somewhat concerned,0.55759,963,1690,0.53390,0.58128
1985,No migration background,4th Quintile,Not concerned at all,0.12104,191,1690,0.10548,0.13659
1985,No migration background,5th Quintile,Very concerned,0.28069,526,1845,0.26018,0.30120
1985,No migration background,5th Quintile,Somewhat concerned,0.60013,1106,1845,0.57777,0.62249
1985,No migration background,5th Quintile,Not concerned at all,0.11917,213,1845,0.10438,0.13396
1985,Direct migration background,1st Quintile,Very concerned,0.27291,226,891,0.24364,0.30217
1985,Direct migration background,1st Quintile,Somewhat concerned,0.51081,447,891,0.47797,0.54365
1985,Direct migration background,1st Quintile,Not concerned at all,0.21628,218,891,0.18923,0.24333
1985,Direct migration background,2nd Quintile,Very concerned,0.25147,144,634,0.21767,0.28527
1985,Direct migration background,2nd Quintile,Somewhat concerned,0.51358,335,634,0.47464,0.55251
1985,Direct migration background,2nd Quintile,Not concerned at all,0.23495,155,634,0.20192,0.26798
1985,Direct migration background,3rd Quintile,Very concerned,0.24888,138,540,0.21238,0.28538
1985,Direct migration background,3rd Quintile,Somewhat concerned,0.57633,281,540,0.53462,0.61805
1985,Direct migration background,3rd Quintile,Not concerned at all,0.17479,121,540,0.14272,0.20685
1985,Direct migration background,4th Quintile,Very concerned,0.25963,125,470,0.21995,0.29931
1985,Direct migration background,4th Quintile,Somewhat concerned,0.58171,237,470,0.53707,0.62636
1985,Direct migration background,4th Quintile,Not concerned at all,0.15866,108,470,0.12559,0.19172
1985,Direct migration background,5th Quintile,Very concerned,0.23851,72,302,0.19036,0.28665
1985,Direct migration background,5th Quintile,Somewhat concerned,0.61432,168,302,0.55933,0.66931
1985,Direct migration background,5th Quintile,Not concerned at all,0.14717,62,302,0.10715,0.18719
1986,No migration background,1st Quintile,Very concerned,0.25263,311,1204,0.22807,0.27718
1986,No migration background,1st Quintile,Somewhat concerned,0.54643,661,1204,0.51830,0.57457
1986,No migration background,1st Quintile,Not concerned at all,0.20094,232,1204,0.17830,0.22358
1986,No migration background,2nd Quintile,Very concerned,0.19672,270,1365,0.17563,0.21782
1986,No migration background,2nd Quintile,Somewhat concerned,0.57551,788,1365,0.54928,0.60174
1986,No migration background,2nd Quintile,Not concerned at all,0.22777,307,1365,0.20551,0.25002
1986,No migration background,3rd Quintile,Very concerned,0.18566,274,1492,0.16593,0.20540
1986,No migration background,3rd Quintile,Somewhat concerned,0.58426,889,1492,0.55925,0.60928
1986,No migration background,3rd Quintile,Not concerned at all,0.23007,329,1492,0.20871,0.25144
1986,No migration background,4th Quintile,Very concerned,0.19556,331,1659,0.17647,0.21465
1986,No migration background,4th Quintile,Somewhat concerned,0.57956,967,1659,0.55580,0.60332
1986,No migration background,4th Quintile,Not concerned at all,0.22488,361,1659,0.20479,0.24498
1986,No migration background,5th Quintile,Very concerned,0.15251,275,1768,0.13575,0.16927
1986,No migration background,5th Quintile,Somewhat concerned,0.59419,1064,1768,0.57129,0.61709
1986,No migration background,5th Quintile,Not concerned at all,0.25330,429,1768,0.23302,0.27358
1986,Direct migration background,1st Quintile,Very concerned,0.22089,170,794,0.19202,0.24976
1986,Direct migration background,1st Quintile,Somewhat concerned,0.49395,403,794,0.45915,0.52875
1986,Direct migration background,1st Quintile,Not concerned at all,0.28516,221,794,0.25374,0.31658
1986,Direct migration background,2nd Quintile,Very concerned,0.13670,116,677,0.11081,0.16260
1986,Direct migration background,2nd Quintile,Somewhat concerned,0.61123,366,677,0.57448,0.64798
1986,Direct migration background,2nd Quintile,Not concerned at all,0.25206,195,677,0.21933,0.28479
1986,Direct migration background,3rd Quintile,Very concerned,0.16417,82,536,0.13278,0.19556
1986,Direct migration background,3rd Quintile,Somewhat concerned,0.60051,308,536,0.55900,0.64201
1986,Direct migration background,3rd Quintile,Not concerned at all,0.23533,146,536,0.19938,0.27127
1986,Direct migration background,4th Quintile,Very concerned,0.15760,75,495,0.12547,0.18973
1986,Direct migration background,4th Quintile,Somewhat concerned,0.52968,291,495,0.48566,0.57369
1986,Direct migration background,4th Quintile,Not concerned at all,0.31272,129,495,0.27184,0.35360
1986,Direct migration background,5th Quintile,Very concerned,0.12069,37,285,0.08281,0.15858
1986,Direct migration background,5th Quintile,Somewhat concerned,0.57623,156,285,0.51876,0.63370
1986,Direct migration background,5th Quintile,Not concerned at all,0.30307,92,285,0.24962,0.35653
1987,No migration background,1st Quintile,Very concerned,0.22157,261,1169,0.19775,0.24539
1987,No migration background,1st Quintile,Somewhat concerned,0.55816,669,1169,0.52968,0.58664
1987,No migration background,1st Quintile,Not concerned at all,0.22027,239,1169,0.19651,0.24404
1987,No migration background,2nd Quintile,Very concerned,0.22312,291,1342,0.20083,0.24540
1987,No migration background,2nd Quintile,Somewhat concerned,0.58974,808,1342,0.56341,0.61606
1987,No migration background,2nd Quintile,Not concerned at all,0.18715,243,1342,0.16627,0.20802
1987,No migration background,3rd Quintile,Very concerned,0.21876,313,1492,0.19777,0.23974
1987,No migration background,3rd Quintile,Somewhat concerned,0.63393,949,1492,0.60948,0.65838
1987,No migration background,3rd Quintile,Not concerned at all,0.14732,230,1492,0.12933,0.16531
1987,No migration background,4th Quintile,Very concerned,0.18886,295,1613,0.16975,0.20796
1987,No migration background,4th Quintile,Somewhat concerned,0.63547,1031,1613,0.61198,0.65897
1987,No migration background,4th Quintile,Not concerned at all,0.17567,287,1613,0.15709,0.19425
1987,No migration background,5th Quintile,Very concerned,0.19958,336,1754,0.18087,0.21829
1987,No migration background,5th Quintile,Somewhat concerned,0.63050,1122,1754,0.60791,0.65310
1987,No migration background,5th Quintile,Not concerned at all,0.16992,296,1754,0.15234,0.18750
1987,Direct migration background,1st Quintile,Very concerned,0.24449,164,777,0.21425,0.27473
1987,Direct migration background,1st Quintile,Somewhat concerned,0.51119,390,777,0.47602,0.54636
1987,Direct migration background,1st Quintile,Not concerned at all,0.24432,223,777,0.21408,0.27455
1987,Direct migration background,2nd Quintile,Very concerned,0.15481,103,658,0.12715,0.18247
1987,Direct migration background,2nd Quintile,Somewhat concerned,0.56472,360,658,0.52681,0.60264
1987,Direct migration background,2nd Quintile,Not concerned at all,0.28046,195,658,0.24611,0.31481
1987,Direct migration background,3rd Quintile,Very concerned,0.18731,83,556,0.15485,0.21977
1987,Direct migration background,3rd Quintile,Somewhat concerned,0.61471,344,556,0.57422,0.65520
1987,Direct migration background,3rd Quintile,Not concerned at all,0.19798,129,556,0.16483,0.23113
1987,Direct migration background,4th Quintile,Very concerned,0.15770,73,480,0.12506,0.19034
