year,migback,regtyp,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,No answer / don't know,Very concerned,0.33262,2896,8587,0.32265,0.34258
1984,No migration background,No answer / don't know,Somewhat concerned,0.54381,4702,8587,0.53328,0.55435
1984,No migration background,No answer / don't know,Not concerned at all,0.12357,989,8587,0.11661,0.13053
1984,Direct migration background,No answer / don't know,Very concerned,0.30065,952,3320,0.28505,0.31625
1984,Direct migration background,No answer / don't know,Somewhat concerned,0.49809,1609,3320,0.48108,0.51510
1984,Direct migration background,No answer / don't know,Not concerned at all,0.20125,759,3320,0.18761,0.21489
1984,Indirect migration background,No answer / don't know,Very concerned,0.34115,39,101,0.24823,0.43407
1984,Indirect migration background,No answer / don't know,Somewhat concerned,0.53074,62,101,0.43292,0.62855
1985,No migration background,Urban regions,Very concerned,0.30672,1841,5945,0.29500,0.31845
1985,No migration background,Urban regions,Somewhat concerned,0.56381,3383,5945,0.55120,0.57641
1985,No migration background,Urban regions,Not concerned at all,0.12947,721,5945,0.12094,0.13800
1985,No migration background,Rural regions,Very concerned,0.33642,669,1946,0.31542,0.35742
1985,No migration background,Rural regions,Somewhat concerned,0.55533,1085,1946,0.53324,0.57741
1985,No migration background,Rural regions,Not concerned at all,0.10825,192,1946,0.09444,0.12206
1985,Direct migration background,Urban regions,Very concerned,0.25134,624,2501,0.23434,0.26835
1985,Direct migration background,Urban regions,Somewhat concerned,0.55352,1297,2501,0.53403,0.57301
1985,Direct migration background,Urban regions,Not concerned at all,0.19514,580,2501,0.17960,0.21067
1985,Direct migration background,Rural regions,Very concerned,0.28786,82,338,0.23952,0.33620
1985,Direct migration background,Rural regions,Somewhat concerned,0.54599,172,338,0.49284,0.59915
1985,Direct migration background,Rural regions,Not concerned at all,0.16615,84,338,0.12641,0.20589
1985,Indirect migration background,Urban regions,Somewhat concerned,0.70040,69,69,0.59152,0.80928
1986,No migration background,Urban regions,Very concerned,0.18290,1044,5673,0.17284,0.19296
1986,No migration background,Urban regions,Somewhat concerned,0.58293,3335,5673,0.57010,0.59576
1986,No migration background,Urban regions,Not concerned at all,0.23417,1294,5673,0.22315,0.24519
1986,No migration background,Rural regions,Very concerned,0.22990,419,1818,0.21056,0.24925
1986,No migration background,Rural regions,Somewhat concerned,0.55853,1034,1818,0.53570,0.58136
1986,No migration background,Rural regions,Not concerned at all,0.21156,365,1818,0.19279,0.23034
1986,Direct migration background,Urban regions,Very concerned,0.15590,417,2433,0.14148,0.17032
1986,Direct migration background,Urban regions,Somewhat concerned,0.57281,1342,2433,0.55314,0.59247
1986,Direct migration background,Urban regions,Not concerned at all,0.27130,674,2433,0.25363,0.28897
1986,Direct migration background,Rural regions,Very concerned,0.21030,63,356,0.16791,0.25270
1986,Direct migration background,Rural regions,Somewhat concerned,0.49060,183,356,0.43860,0.54260
1986,Direct migration background,Rural regions,Not concerned at all,0.29910,110,356,0.25147,0.34673
1986,Indirect migration background,Urban regions,Somewhat concerned,0.59114,80,119,0.50244,0.67985
1986,Indirect migration background,Urban regions,Not concerned at all,0.30960,39,119,0.22618,0.39302
1987,No migration background,Urban regions,Very concerned,0.21211,1129,5587,0.20139,0.22283
1987,No migration background,Urban regions,Somewhat concerned,0.60919,3469,5587,0.59639,0.62199
1987,No migration background,Urban regions,Not concerned at all,0.17870,989,5587,0.16865,0.18875
1987,No migration background,Rural regions,Very concerned,0.20108,367,1784,0.18248,0.21969
1987,No migration background,Rural regions,Somewhat concerned,0.61959,1111,1784,0.59706,0.64213
1987,No migration background,Rural regions,Not concerned at all,0.17933,306,1784,0.16152,0.19713
1987,Direct migration background,Urban regions,Very concerned,0.17544,405,2408,0.16025,0.19064
1987,Direct migration background,Urban regions,Somewhat concerned,0.58232,1346,2408,0.56261,0.60202
1987,Direct migration background,Urban regions,Not concerned at all,0.24224,657,2408,0.22512,0.25936
1987,Direct migration background,Rural regions,Very concerned,0.19368,57,357,0.15263,0.23473
1987,Direct migration background,Rural regions,Somewhat concerned,0.58852,181,357,0.53741,0.63964
1987,Direct migration background,Rural regions,Not concerned at all,0.21780,119,357,0.17492,0.26067
1987,Indirect migration background,Urban regions,Somewhat concerned,0.61189,89,129,0.52747,0.69632
1987,Indirect migration background,Urban regions,Not concerned at all,0.23349,40,129,0.16020,0.30678
1988,No migration background,Urban regions,Very concerned,0.28785,1513,5333,0.27570,0.30001
1988,No migration background,Urban regions,Somewhat concerned,0.57862,3117,5333,0.56536,0.59187
1988,No migration background,Urban regions,Not concerned at all,0.13353,703,5333,0.12440,0.14266
1988,No migration background,Rural regions,Very concerned,0.28121,474,1682,0.25972,0.30270
1988,No migration background,Rural regions,Somewhat concerned,0.59338,1007,1682,0.56990,0.61686
1988,No migration background,Rural regions,Not concerned at all,0.12541,201,1682,0.10958,0.14124
