year,bula_h,migback,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,No migration background,Very concerned,0.29425,103,338,0.24560,0.34291
1984,Schleswig-Holstein,No migration background,Somewhat concerned,0.55082,189,338,0.49771,0.60393
1984,Schleswig-Holstein,No migration background,Not concerned at all,0.15493,46,338,0.11630,0.19356
1984,Hamburg,No migration background,Very concerned,0.32305,73,217,0.26068,0.38541
1984,Hamburg,No migration background,Somewhat concerned,0.51297,111,217,0.44631,0.57963
1984,Hamburg,No migration background,Not concerned at all,0.16398,33,217,0.11460,0.21336
1984,Hamburg,Direct migration background,Somewhat concerned,0.46237,37,37,0.29950,0.62524
1984,Lower Saxony,No migration background,Very concerned,0.35553,374,1015,0.32606,0.38499
1984,Lower Saxony,No migration background,Somewhat concerned,0.56061,564,1015,0.53006,0.59116
1984,Lower Saxony,No migration background,Not concerned at all,0.08386,77,1015,0.06680,0.10092
1984,Lower Saxony,Direct migration background,Very concerned,0.32611,54,196,0.26031,0.39191
1984,Lower Saxony,Direct migration background,Somewhat concerned,0.50729,104,196,0.43712,0.57746
1984,Lower Saxony,Direct migration background,Not concerned at all,0.16660,38,196,0.11430,0.21890
1984,Bremen,No migration background,Very concerned,0.57658,58,90,0.47392,0.67923
1984,Bremen,No migration background,Somewhat concerned,0.31594,32,90,0.21935,0.41252
1984,North Rhine-Westphalia,No migration background,Very concerned,0.37743,853,2251,0.35740,0.39746
1984,North Rhine-Westphalia,No migration background,Somewhat concerned,0.51201,1166,2251,0.49136,0.53267
1984,North Rhine-Westphalia,No migration background,Not concerned at all,0.11056,232,2251,0.09760,0.12351
1984,North Rhine-Westphalia,Direct migration background,Very concerned,0.32282,305,929,0.29273,0.35290
1984,North Rhine-Westphalia,Direct migration background,Somewhat concerned,0.48418,426,929,0.45203,0.51634
1984,North Rhine-Westphalia,Direct migration background,Not concerned at all,0.19300,198,929,0.16761,0.21839
1984,Hesse,No migration background,Very concerned,0.30120,227,758,0.26852,0.33388
1984,Hesse,No migration background,Somewhat concerned,0.56951,436,758,0.53423,0.60478
1984,Hesse,No migration background,Not concerned at all,0.12929,95,758,0.10539,0.15319
1984,Hesse,Direct migration background,Very concerned,0.23774,112,467,0.19909,0.27639
1984,Hesse,Direct migration background,Somewhat concerned,0.48708,222,467,0.44170,0.53247
1984,Hesse,Direct migration background,Not concerned at all,0.27518,133,467,0.23463,0.31573
1984,"Rhineland-Palatinate, Saarland",No migration background,Very concerned,0.38190,265,692,0.34567,0.41812
1984,"Rhineland-Palatinate, Saarland",No migration background,Somewhat concerned,0.52944,368,692,0.49223,0.56666
1984,"Rhineland-Palatinate, Saarland",No migration background,Not concerned at all,0.08866,59,692,0.06747,0.10985
1984,"Rhineland-Palatinate, Saarland",Direct migration background,Very concerned,0.28526,42,122,0.20481,0.36572
1984,"Rhineland-Palatinate, Saarland",Direct migration background,Somewhat concerned,0.59047,80,122,0.50285,0.67809
1984,Baden-Wuerttemberg,No migration background,Very concerned,0.29184,402,1337,0.26746,0.31621
1984,Baden-Wuerttemberg,No migration background,Somewhat concerned,0.55398,742,1337,0.52733,0.58064
1984,Baden-Wuerttemberg,No migration background,Not concerned at all,0.15418,193,1337,0.13482,0.17355
1984,Baden-Wuerttemberg,Direct migration background,Very concerned,0.27785,208,869,0.24805,0.30765
1984,Baden-Wuerttemberg,Direct migration background,Somewhat concerned,0.48787,430,869,0.45462,0.52113
1984,Baden-Wuerttemberg,Direct migration background,Not concerned at all,0.23428,231,869,0.20610,0.26246
1984,Bavaria,No migration background,Very concerned,0.28083,458,1592,0.25874,0.30291
1984,Bavaria,No migration background,Somewhat concerned,0.57835,927,1592,0.55409,0.60262
1984,Bavaria,No migration background,Not concerned at all,0.14082,207,1592,0.12373,0.15791
1984,Bavaria,Direct migration background,Very concerned,0.30431,126,435,0.26102,0.34760
1984,Bavaria,Direct migration background,Somewhat concerned,0.53263,230,435,0.48569,0.57957
1984,Bavaria,Direct migration background,Not concerned at all,0.16305,79,435,0.12830,0.19781
1984,Berlin,No migration background,Very concerned,0.28317,83,289,0.23114,0.33521
1984,Berlin,No migration background,Somewhat concerned,0.57084,167,289,0.51368,0.62801
1984,Berlin,No migration background,Not concerned at all,0.14599,39,289,0.10521,0.18677
1984,Berlin,Direct migration background,Very concerned,0.37629,46,99,0.28038,0.47221
1984,Berlin,Direct migration background,Somewhat concerned,0.50778,53,99,0.40880,0.60676
1985,Schleswig-Holstein,No migration background,Very concerned,0.37440,118,280,0.31761,0.43119
1985,Schleswig-Holstein,No migration background,Somewhat concerned,0.53382,162,280,0.47528,0.59235
1985,Hamburg,No migration background,Very concerned,0.32456,66,177,0.25539,0.39374
1985,Hamburg,No migration background,Somewhat concerned,0.54640,111,177,0.47284,0.61995
1985,Hamburg,Direct migration background,Somewhat concerned,0.62592,34,34,0.46082,0.79102
1985,Lower Saxony,No migration background,Very concerned,0.36674,355,934,0.33582,0.39766
1985,Lower Saxony,No migration background,Somewhat concerned,0.54463,508,934,0.51268,0.57659
1985,Lower Saxony,No migration background,Not concerned at all,0.08863,71,934,0.07039,0.10686
1985,Lower Saxony,Direct migration background,Very concerned,0.31342,39,122,0.23076,0.39607
1985,Lower Saxony,Direct migration background,Somewhat concerned,0.54742,83,122,0.45873,0.63611
1985,Bremen,No migration background,Very concerned,0.38182,36,74,0.27037,0.49327
1985,Bremen,No migration background,Somewhat concerned,0.43559,38,74,0.32185,0.54934
1985,North Rhine-Westphalia,No migration background,Very concerned,0.33507,702,2095,0.31485,0.35528
1985,North Rhine-Westphalia,No migration background,Somewhat concerned,0.55419,1173,2095,0.53290,0.57548
1985,North Rhine-Westphalia,No migration background,Not concerned at all,0.11075,220,2095,0.09731,0.12419
1985,North Rhine-Westphalia,Direct migration background,Very concerned,0.24142,206,776,0.21129,0.27155
1985,North Rhine-Westphalia,Direct migration background,Somewhat concerned,0.56106,402,776,0.52612,0.59600
1985,North Rhine-Westphalia,Direct migration background,Not concerned at all,0.19752,168,776,0.16949,0.22555
1985,Hesse,No migration background,Very concerned,0.27841,196,695,0.24507,0.31176
1985,Hesse,No migration background,Somewhat concerned,0.57176,403,695,0.53495,0.60858
1985,Hesse,No migration background,Not concerned at all,0.14982,96,695,0.12327,0.17637
1985,Hesse,Direct migration background,Very concerned,0.26523,93,416,0.22276,0.30771
1985,Hesse,Direct migration background,Somewhat concerned,0.49107,209,416,0.44297,0.53917
1985,Hesse,Direct migration background,Not concerned at all,0.24370,114,416,0.20239,0.28500
1985,"Rhineland-Palatinate, Saarland",No migration background,Very concerned,0.34197,215,630,0.30490,0.37904
1985,"Rhineland-Palatinate, Saarland",No migration background,Somewhat concerned,0.53224,337,630,0.49324,0.57123
1985,"Rhineland-Palatinate, Saarland",No migration background,Not concerned at all,0.12579,78,630,0.09988,0.15171
1985,"Rhineland-Palatinate, Saarland",Direct migration background,Very concerned,0.27786,32,99,0.18917,0.36655
1985,"Rhineland-Palatinate, Saarland",Direct migration background,Somewhat concerned,0.52014,67,99,0.42122,0.61905
1985,Baden-Wuerttemberg,No migration background,Very concerned,0.27698,338,1218,0.25183,0.30212
1985,Baden-Wuerttemberg,No migration background,Somewhat concerned,0.57398,712,1218,0.54620,0.60176
1985,Baden-Wuerttemberg,No migration background,Not concerned at all,0.14904,168,1218,0.12903,0.16905
1985,Baden-Wuerttemberg,Direct migration background,Very concerned,0.26353,196,773,0.23245,0.29461
1985,Baden-Wuerttemberg,Direct migration background,Somewhat concerned,0.53544,371,773,0.50026,0.57062
1985,Baden-Wuerttemberg,Direct migration background,Not concerned at all,0.20103,206,773,0.17276,0.22930
1985,Bavaria,No migration background,Very concerned,0.27464,411,1466,0.25178,0.29750
1985,Bavaria,No migration background,Somewhat concerned,0.59141,871,1466,0.56624,0.61658
1985,Bavaria,No migration background,Not concerned at all,0.13395,184,1466,0.11651,0.15139
1985,Bavaria,Direct migration background,Very concerned,0.25159,72,365,0.20702,0.29617
1985,Bavaria,Direct migration background,Somewhat concerned,0.58225,211,365,0.53158,0.63291
1985,Bavaria,Direct migration background,Not concerned at all,0.16616,82,365,0.12792,0.20440
1985,Berlin,No migration background,Very concerned,0.25900,73,258,0.20544,0.31256
1985,Berlin,No migration background,Somewhat concerned,0.60069,153,258,0.54081,0.66056
1985,Berlin,No migration background,Not concerned at all,0.14031,32,258,0.09785,0.18277
1985,Berlin,Direct migration background,Somewhat concerned,0.64229,59,59,0.51893,0.76565
1986,Schleswig-Holstein,No migration background,Very concerned,0.26703,74,281,0.21521,0.31885
1986,Schleswig-Holstein,No migration background,Somewhat concerned,0.52591,146,281,0.46742,0.58439
1986,Schleswig-Holstein,No migration background,Not concerned at all,0.20706,61,281,0.15960,0.25453
1986,Hamburg,No migration background,Somewhat concerned,0.57896,110,152,0.50021,0.65771
1986,Hamburg,No migration background,Not concerned at all,0.26107,42,152,0.19101,0.33112
1986,Hamburg,Direct migration background,Somewhat concerned,0.53284,31,31,0.35430,0.71137
1986,Lower Saxony,No migration background,Very concerned,0.22689,212,915,0.19973,0.25404
1986,Lower Saxony,No migration background,Somewhat concerned,0.55834,514,915,0.52615,0.59053
1986,Lower Saxony,No migration background,Not concerned at all,0.21477,189,915,0.18815,0.24140
1986,Lower Saxony,Direct migration background,Very concerned,0.17850,31,170,0.12076,0.23623
1986,Lower Saxony,Direct migration background,Somewhat concerned,0.51193,86,170,0.43657,0.58730
1986,Lower Saxony,Direct migration background,Not concerned at all,0.30957,53,170,0.23987,0.37927
1986,Bremen,No migration background,Somewhat concerned,0.43141,37,37,0.26962,0.59320
1986,North Rhine-Westphalia,No migration background,Very concerned,0.20972,422,2015,0.19194,0.22750
1986,North Rhine-Westphalia,No migration background,Somewhat concerned,0.59190,1194,2015,0.57044,0.61337
1986,North Rhine-Westphalia,No migration background,Not concerned at all,0.19838,399,2015,0.18096,0.21580
1986,North Rhine-Westphalia,Direct migration background,Very concerned,0.21024,168,762,0.18129,0.23920
1986,North Rhine-Westphalia,Direct migration background,Somewhat concerned,0.53068,384,762,0.49522,0.56614
1986,North Rhine-Westphalia,Direct migration background,Not concerned at all,0.25908,210,762,0.22795,0.29021
1986,Hesse,No migration background,Very concerned,0.14177,93,647,0.11487,0.16866
1986,Hesse,No migration background,Somewhat concerned,0.57777,378,647,0.53968,0.61586
1986,Hesse,No migration background,Not concerned at all,0.28047,176,647,0.24582,0.31511
1986,Hesse,Direct migration background,Very concerned,0.14719,51,376,0.11133,0.18305
1986,Hesse,Direct migration background,Somewhat concerned,0.51901,224,376,0.46844,0.56958
1986,Hesse,Direct migration background,Not concerned at all,0.33380,101,376,0.28607,0.38153
1986,"Rhineland-Palatinate, Saarland",No migration background,Very concerned,0.25268,159,627,0.21864,0.28672
1986,"Rhineland-Palatinate, Saarland",No migration background,Somewhat concerned,0.57664,363,627,0.53793,0.61534
1986,"Rhineland-Palatinate, Saarland",No migration background,Not concerned at all,0.17068,105,627,0.14121,0.20016
1986,"Rhineland-Palatinate, Saarland",Direct migration background,Somewhat concerned,0.56438,72,109,0.47087,0.65790
1986,"Rhineland-Palatinate, Saarland",Direct migration background,Not concerned at all,0.31546,37,109,0.22782,0.40311
1986,Baden-Wuerttemberg,No migration background,Very concerned,0.16061,185,1163,0.13950,0.18172
1986,Baden-Wuerttemberg,No migration background,Somewhat concerned,0.58173,691,1163,0.55337,0.61009
1986,Baden-Wuerttemberg,No migration background,Not concerned at all,0.25766,287,1163,0.23251,0.28281
1986,Baden-Wuerttemberg,Direct migration background,Very concerned,0.12014,117,757,0.09697,0.14332
1986,Baden-Wuerttemberg,Direct migration background,Somewhat concerned,0.60635,403,757,0.57153,0.64118
1986,Baden-Wuerttemberg,Direct migration background,Not concerned at all,0.27351,237,757,0.24173,0.30528
1986,Bavaria,No migration background,Very concerned,0.17546,232,1338,0.15507,0.19585
1986,Bavaria,No migration background,Somewhat concerned,0.58156,794,1338,0.55511,0.60800
1986,Bavaria,No migration background,Not concerned at all,0.24298,312,1338,0.21999,0.26597
1986,Bavaria,Direct migration background,Very concerned,0.16255,47,363,0.12455,0.20056
1986,Bavaria,Direct migration background,Somewhat concerned,0.58982,222,363,0.53915,0.64049
1986,Bavaria,Direct migration background,Not concerned at all,0.24762,94,363,0.20316,0.29209
1986,Berlin,No migration background,Very concerned,0.12218,34,241,0.08075,0.16362
1986,Berlin,No migration background,Somewhat concerned,0.58908,142,241,0.52684,0.65133
1986,Berlin,No migration background,Not concerned at all,0.28873,65,241,0.23140,0.34606
1986,Berlin,Direct migration background,Somewhat concerned,0.59335,64,64,0.47205,0.71465
1987,Schleswig-Holstein,No migration background,Very concerned,0.24368,72,275,0.19284,0.29451
